Season	Week Start Date	Week End Date	City/Town	County	Population	Cumulative tests	Tests during the week	Positive tests the week	Week percent positivity	Cumulative confirmed cases	Weekly testing rate	Cases during this week	Weekly case rate	Last updated
2023-2024	7/2/23	7/8/23	Wellfleet	Barnstable	3565.99996948	9	9	0	0	0	252.3836252671756	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Wendell	Franklin	924.00000167	2	2	0	0	0	216.45021605901314	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Wenham	Essex	4978.99998093	2	2	0	0	0	40.168708729868911	0	0	3/7/24
2023-2024	7/2/23	7/8/23	West Boylston	Worcester	7876.99999237	16	16	0	0	0	203.12301657354686	0	0	3/7/24
2023-2024	7/2/23	7/8/23	West Bridgewater	Plymouth	7707.00000763	5	5	1	0.20000000000000001	1-4	64.876086610223879	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	West Brookfield	Worcester	3832.99998474	18	18	1	0.055555555555555552	1-4	469.6060545698378	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	West Newbury	Essex	4500.00000381	3	3	0	0	0	66.666666610222222	0	0	3/7/24
2023-2024	7/2/23	7/8/23	West Springfield	Hampden	28835.00003052	88	88	4	0.045454545454545456	1-4	305.18467108325871	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	West Stockbridge	Berkshire	1343.00000668	0	0	0	*	0	0	0	0	3/7/24
2023-2024	7/2/23	7/8/23	West Tisbury	Dukes	3554.99999046	2	2	0	0	0	56.258790586978577	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Westborough	Worcester	21566.99993896	27	27	3	0.1111111111111111	1-4	125.19126478609333	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Westfield	Hampden	40834	143	143	1	0.006993006993006993	1-4	350.19836410834108	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Westford	Middlesex	24642.99995422	33	33	2	0.060606060606060608	1-4	133.91226742403538	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Westhampton	Hampshire	1622.0000124	3	3	0	0	0	184.95684198923252	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Westminster	Worcester	8213.00011063	9	9	0	0	0	109.58236793825675	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Weston	Middlesex	11850.99994659	27	27	2	0.07407407407407407	1-4	227.82887622718255	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Westport	Bristol	16339.00006104	15	15	0	0	0	91.804883676860882	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Westwood	Norfolk	16265.99996948	31	31	0	0	0	190.5815815699342	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Weymouth	Norfolk	57436.99969482	93	93	4	0.043010752688172046	1-4	161.91653549826225	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Whately	Franklin	1606.99999619	2	2	0	0	0	124.4555074512604	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Whitman	Plymouth	15121.00005341	22	22	6	0.27272727272727271	6	145.49302243431106	6	39.679915209357567	3/7/24
2023-2024	7/2/23	7/8/23	Wilbraham	Hampden	14612.99995422	70	70	6	0.085714285714285715	6	479.02552671797639	6	41.059330861540829	3/7/24
2023-2024	7/2/23	7/8/23	Williamsburg	Hampshire	2503.99999237	9	9	0	0	0	359.42492122300803	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Williamstown	Berkshire	7512.99996948	13	13	0	0	0	173.03340946106476	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Wilmington	Middlesex	23349.00012207	44	44	6	0.13636363636363635	1-4	188.44490029536729	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Winchendon	Worcester	10364.00003052	5	5	0	0	0	48.243921123851372	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Winchester	Middlesex	22969.99990845	39	39	4	0.10256410256410256	1-4	169.78667895271963	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Windsor	Berkshire	831.00000381	0	0	0	*	0	0	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Winthrop	Suffolk	19315.99975586	33	33	1	0.030303030303030304	1-4	170.84282676069412	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Woburn	Middlesex	40875.99996948	79	79	5	0.063291139240506333	5	193.26744314263925	5	12.232116654597421	3/7/24
2023-2024	7/2/23	7/8/23	Worcester	Worcester	206518.00097656	431	431	18	0.041763341067285381	14	208.69851439677595	14	6.7790700732131404	3/7/24
2023-2024	7/2/23	7/8/23	Worthington	Hampshire	1193.0000062	2	2	0	0	0	167.64459259061488	0	0	3/7/24
2023-2024	7/2/23	7/8/23	Wrentham	Norfolk	12178.00002289	12	12	1	0.083333333333333329	1-4	98.538347655153331	1-4	*	3/7/24
2023-2024	7/2/23	7/8/23	Yarmouth	Barnstable	25022.99969482	131	131	5	0.038167938931297711	1-4	523.51836949076198	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Abington	Plymouth	17062.00009918	49	23	0	0	1-4	134.80248427091135	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Acton	Middlesex	24021.00018311	66	40	5	0.125	6	166.52095955656912	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Acushnet	Bristol	10559.00005341	28	8	0	0	0	75.7647500666166	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Adams	Berkshire	8165.99994659	83	44	2	0.045454545454545456	1-4	538.81949899318511	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Agawam	Hampden	28692.00012207	189	105	1	0.0095238095238095247	1-4	365.9556655279448	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Alford	Berkshire	486.00000143	1	1	0	0	0	205.76131626699859	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Amesbury	Essex	17366	41	19	0	0	0	109.40919037199124	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Amherst	Hampshire	39263.00004578	78	33	0	0	0	84.048595271687233	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Andover	Essex	36569.00007629	134	82	9	0.10975609756097561	10	224.23364004739577	9	24.611009273494659	3/7/24
2023-2024	7/9/23	7/15/23	Aquinnah	Dukes	438.99999571	2	1	0	0	0	227.79043502783816	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Arlington	Middlesex	46307.99963379	151	82	7	0.085365853658536592	8	177.07523678083101	6	12.956724642499831	3/7/24
2023-2024	7/9/23	7/15/23	Ashburnham	Worcester	6314.99998093	17	11	2	0.18181818181818182	1-4	174.1884407477076	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Ashby	Middlesex	3192.99998283	8	2	0	0	0	62.637018814744003	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Ashfield	Franklin	1694.99999428	5	3	0	0	0	176.99115103975774	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Ashland	Middlesex	18832.00002289	60	25	1	0.040000000000000001	1-4	132.75276109607526	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Athol	Worcester	11944.99995422	30	15	0	0	1-4	125.57555510664285	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Attleboro	Bristol	46461.00015259	135	75	12	0.16	12	161.42571135722542	10	21.523428180963393	3/7/24
2023-2024	7/9/23	7/15/23	Auburn	Worcester	16889.00013733	52	29	3	0.10344827586206896	1-4	171.70939525248082	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Avon	Norfolk	4777.00003815	2	1	0	0	0	20.933640192878716	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Ayer	Middlesex	8478.99995804	18	9	1	0.1111111111111111	1-4	106.14459304798055	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Barnstable	Barnstable	48915.99993896	494	260	10	0.038461538461538464	17	531.52342858050929	7	14.310246154090633	3/7/24
2023-2024	7/9/23	7/15/23	Barre	Worcester	5530.00001907	12	6	0	0	0	108.49909546671289	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Becket	Berkshire	1930.99999714	9	5	0	0	0	258.93319561913461	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Bedford	Middlesex	14383	62	40	5	0.125	7	278.10609747618719	5	34.763262184523398	3/7/24
2023-2024	7/9/23	7/15/23	Belchertown	Hampshire	15349.99999237	104	54	1	0.018518518518518517	1-4	351.79153111948989	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Bellingham	Norfolk	16944.99993896	72	29	2	0.068965517241379309	1-4	171.14193038928906	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Belmont	Middlesex	27294.99996948	72	37	2	0.054054054054054057	1-4	135.5559627820908	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Berkley	Bristol	6763.99998665	12	6	1	0.16666666666666666	1-4	88.704908513336861	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Berlin	Worcester	3158.00001144	8	6	0	0	0	189.99366618950995	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Bernardston	Franklin	2101.99997711	23	13	0	0	0	618.45861758159731	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Beverly	Essex	42670.00018311	183	100	4	0.040000000000000001	1-4	234.35668987782859	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Billerica	Middlesex	42118.99984741	116	62	9	0.14516129032258066	13	147.20197588882809	9	21.36802875805569	3/7/24
2023-2024	7/9/23	7/15/23	Blackstone	Worcester	9207.99999237	39	17	2	0.11764705882352941	1-4	184.62206792014189	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Blandford	Hampden	1215.00000381	7	5	0	0	0	411.5226324544023	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Bolton	Worcester	5665.00001526	17	7	0	0	1-4	123.56575430086259	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Boston	Suffolk	675646.99926758	2327	1209	82	0.067824648469809762	128	178.93959439035316	78	11.544489960667946	3/7/24
2023-2024	7/9/23	7/15/23	Bourne	Barnstable	20451.99993896	153	80	8	0.10000000000000001	10	391.15978994114971	5	24.447486871321857	3/7/24
2023-2024	7/9/23	7/15/23	Boxborough	Middlesex	5506.00003433	21	10	1	0.10000000000000001	1-4	181.62004972121028	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Boxford	Essex	8203.00006866	31	17	0	0	1-4	207.24125146541701	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Boylston	Worcester	4848.99996948	14	9	0	0	0	185.60528060727432	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Braintree	Norfolk	39143.00006104	122	56	4	0.071428571428571425	8	143.06517107189796	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Brewster	Barnstable	10318.00012207	93	51	4	0.078431372549019607	6	494.28183171767949	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Bridgewater	Plymouth	28633.00003052	37	22	1	0.045454545454545456	1-4	76.834421739077754	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Brimfield	Hampden	3693.99999809	20	7	0	0	0	189.4964808776227	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Brockton	Plymouth	105643.00012207	152	76	4	0.052631578947368418	9	71.94040297244716	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Brookfield	Worcester	3438.99998665	13	5	0	0	0	145.39110262895352	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Brookline	Norfolk	63190.9994812	121	61	5	0.081967213114754092	8	96.532734884416811	5	7.9125192528210508	3/7/24
2023-2024	7/9/23	7/15/23	Buckland	Franklin	1816.00000954	1	0	0	*	1-4	0	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Burlington	Middlesex	26377.00009155	94	44	1	0.022727272727272728	1-4	166.81199471995913	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Cambridge	Middlesex	118402.99859619	362	181	11	0.060773480662983423	11	152.86775009583604	6	5.0674392296962232	3/7/24
2023-2024	7/9/23	7/15/23	Canton	Norfolk	24369.99987793	66	33	4	0.12121212121212122	1-4	135.41239296388144	1-4	*	3/7/24
2023-2024	7/9/23	7/15/23	Carlisle	Middlesex	5237.00001144	15	9	0	0	0	171.85411457590013	0	0	3/7/24
2023-2024	7/9/23	7/15/23	Carver	Plymouth	11645	45	22	4	0.18181818181818182	5	188.92228424216401	1-4	*	3/7/24
