Season	Week Start Date	Week End Date	County	Population	Cases during this week	Cumulative confirmed cases	Cumulative tests	Tests during the week	Positive tests the week	Week percent positivity	Weekly case rate	Weekly testing rate	Last updated
2023-2024	12/24/23	12/30/23	Essex	809829.0011	603	7010	80671	4833	649	0.13428512311193874	74.460163711220289	596.79265541679547	3/7/24
2023-2024	12/24/23	12/30/23	Franklin	71028.9999	63	601	8159	431	65	0.15081206496519722	88.696166479460743	606.79440877218383	3/7/24
2023-2024	12/24/23	12/30/23	Hampden	465824.9991	414	5149	71793	3840	440	0.11458333333333333	88.874577534454176	824.34390756595189	3/7/24
2023-2024	12/24/23	12/30/23	Hampshire	162308.0003	76	1156	15434	873	86	0.098510882016036652	46.824555696285039	537.86627793232685	3/7/24
2023-2024	12/24/23	12/30/23	Middlesex	1632001.997	1258	13790	136534	7830	1348	0.17215836526181355	77.08323901027677	479.77882468240637	3/7/24
2023-2024	12/24/23	12/30/23	Norfolk	725980.9995	482	5278	53774	3131	525	0.16767805812839348	66.392922174542392	431.27850483089674	3/7/24
2023-2024	12/24/23	12/30/23	Plymouth	530818.9998	462	4796	44133	2793	497	0.17794486215538846	87.035317155955354	526.16805371554824	3/7/24
2023-2024	12/24/23	12/30/23	Statewide (all of MA)	7029916.997	5345	60098	663631	38108	5781	0.15170043035583081	76.032192162168712	542.08321401607577	3/7/24
2023-2024	12/24/23	12/30/23	Suffolk	797935.9991	469	6066	70104	3858	535	0.13867288750648005	58.776643807146158	483.49742389759041	3/7/24
2023-2024	12/24/23	12/30/23	Unknown		39	251	6141	446	39	*	*	*	3/7/24
2023-2024	12/24/23	12/30/23	Worcester	862111.0013	672	6612	76233	4922	716	0.14546932141405933	77.948199128264619	570.92416087696199	3/7/24
2023-2024	12/31/23	1/6/24	Barnstable	228995.9998	269	3598	39342	1906	337	0.17681007345225602	117.46930087640773	832.32894970421216	3/7/24
2023-2024	12/31/23	1/6/24	Berkshire	129026	102	1765	23497	915	110	0.12021857923497267	79.053834110954384	709.15939423062025	3/7/24
2023-2024	12/31/23	1/6/24	Bristol	579200	348	4446	38508	2347	379	0.16148274392841927	60.082872928176798	405.21408839779008	3/7/24
2023-2024	12/31/23	1/6/24	Dukes and Nantucket	34855	37	336	4804	328	45	0.13719512195121952	106.15406684837181	941.04145746664744	3/7/24
2023-2024	12/31/23	1/6/24	Essex	809829.0011	615	7625	85624	4953	655	0.13224308499899051	75.941958013931142	611.610598443904	3/7/24
2023-2024	12/31/23	1/6/24	Franklin	71028.9999	41	642	8565	406	45	0.11083743842364532	57.722901994569682	571.5975173120803	3/7/24
2023-2024	12/31/23	1/6/24	Hampden	465824.9991	472	5621	75804	4011	497	0.12390924956369982	101.32560530498158	861.05297219974818	3/7/24
2023-2024	12/31/23	1/6/24	Hampshire	162308.0003	100	1256	16342	908	112	0.12334801762114538	61.6112574951119	559.43021805561602	3/7/24
2023-2024	12/31/23	1/6/24	Middlesex	1632001.997	1204	14994	144667	8133	1309	0.16094921923029631	73.774419529708453	498.34497843448406	3/7/24
2023-2024	12/31/23	1/6/24	Norfolk	725980.9995	421	5699	56990	3216	474	0.14738805970149255	57.99049841386379	442.98680023512105	3/7/24
2023-2024	12/31/23	1/6/24	Plymouth	530818.9998	448	5244	47110	2977	485	0.16291568693315417	84.397883302744589	560.83147007203274	3/7/24
2023-2024	12/31/23	1/6/24	Statewide (all of MA)	7029916.997	5288	65386	703501	39870	5825	0.14609982442939554	75.221371778025841	567.1475213294043	3/7/24
2023-2024	12/31/23	1/6/24	Suffolk	797935.9991	522	6588	74305	4201	611	0.14544156153296833	65.418780527356716	526.48332757744356	3/7/24
2023-2024	12/31/23	1/6/24	Unknown		30	281	6530	389	30	*	*	*	3/7/24
2023-2024	12/31/23	1/6/24	Worcester	862111.0013	679	7291	81413	5180	736	0.14208494208494207	78.760159535850718	600.85070161370641	3/7/24
2023-2024	1/7/24	1/13/24	Barnstable	228995.9998	217	3815	41074	1732	289	0.16685912240184758	94.761480632641167	756.34508965776263	3/7/24
2023-2024	1/7/24	1/13/24	Berkshire	129026	121	1886	24351	854	124	0.14519906323185011	93.779548308092942	661.88210128191224	3/7/24
2023-2024	1/7/24	1/13/24	Bristol	579200	325	4771	40778	2270	346	0.15242290748898679	56.111878453038671	391.91988950276243	3/7/24
2023-2024	1/7/24	1/13/24	Dukes and Nantucket	34855	33	369	5061	257	36	0.14007782101167315	94.677951513412708	737.34041027112323	3/7/24
2023-2024	1/7/24	1/13/24	Essex	809829.0011	508	8133	90060	4436	550	0.12398557258791704	62.729292148092718	547.76996056877817	3/7/24
2023-2024	1/7/24	1/13/24	Franklin	71028.9999	43	685	8959	394	44	0.1116751269035533	60.538653311377963	554.70300941123071	3/7/24
2023-2024	1/7/24	1/13/24	Hampden	465824.9991	401	6022	79367	3563	425	0.11928150435026663	86.083829930715282	764.87951631705369	3/7/24
2023-2024	1/7/24	1/13/24	Hampshire	162308.0003	74	1330	17081	739	88	0.11907983761840325	45.592330546382804	455.30719288887695	3/7/24
2023-2024	1/7/24	1/13/24	Middlesex	1632001.997	1032	16026	152230	7563	1128	0.14914716382387941	63.235216739750101	463.41855058404076	3/7/24
2023-2024	1/7/24	1/13/24	Norfolk	725980.9995	398	6097	60105	3115	458	0.14703049759229533	54.822371422132512	429.07459040186626	3/7/24
2023-2024	1/7/24	1/13/24	Plymouth	530818.9998	348	5592	49769	2659	392	0.14742384355020685	65.559070065524807	500.92404397767376	3/7/24
2023-2024	1/7/24	1/13/24	Statewide (all of MA)	7029916.997	4576	69962	740178	36677	5103	0.13913351691795947	65.093229435750047	521.72735489838385	3/7/24
2023-2024	1/7/24	1/13/24	Suffolk	797935.9991	458	7046	78153	3848	545	0.14163201663201663	57.398087129366608	482.24419055415439	3/7/24
2023-2024	1/7/24	1/13/24	Unknown		28	309	6854	324	28	*	*	*	3/7/24
2023-2024	1/7/24	1/13/24	Worcester	862111.0013	590	7881	86336	4923	650	0.13203331302051594	68.436662925113282	571.04015522090288	3/7/24
2023-2024	1/14/24	1/20/24	Barnstable	228995.9998	163	3978	42556	1482	211	0.14237516869095818	71.180282687191294	647.17287694734659	3/7/24
2023-2024	1/14/24	1/20/24	Berkshire	129026	71	1957	25105	754	85	0.11273209549071618	55.027668841938841	584.37834234960394	3/7/24
2023-2024	1/14/24	1/20/24	Bristol	579200	304	5075	42853	2075	324	0.15614457831325301	52.486187845303867	358.25276243093924	3/7/24
2023-2024	1/14/24	1/20/24	Dukes and Nantucket	34855	23	392	5257	196	26	0.1326530612244898	65.987663176014919	562.32965141299667	3/7/24
2023-2024	1/14/24	1/20/24	Essex	809829.0011	457	8590	93932	3872	497	0.12835743801652894	56.431666361571601	478.12562834136816	3/7/24
2023-2024	1/14/24	1/20/24	Franklin	71028.9999	30	715	9252	293	31	0.10580204778156997	42.236269752124166	412.50756791241264	3/7/24
2023-2024	1/14/24	1/20/24	Hampden	465824.9991	350	6372	82569	3202	366	0.11430356027482823	75.135512408354984	687.38260209015039	3/7/24
2023-2024	1/14/24	1/20/24	Hampshire	162308.0003	62	1392	17744	663	82	0.12368024132730016	38.198979646969377	408.48263719259188	3/7/24
2023-2024	1/14/24	1/20/24	Middlesex	1632001.997	807	16833	158646	6416	868	0.13528678304239403	49.448468904048774	393.13677383937659	3/7/24
2023-2024	1/14/24	1/20/24	Norfolk	725980.9995	274	6371	62646	2541	324	0.12750885478158205	37.7420345971465	350.0091602603988	3/7/24
2023-2024	1/14/24	1/20/24	Plymouth	530818.9998	251	5843	51761	1992	283	0.14206827309236947	47.285421225421629	375.26915968541789	3/7/24
2023-2024	1/14/24	1/20/24	Statewide (all of MA)	7029916.997	3622	73584	771380	31202	4037	0.12938273187616178	51.522656690622092	443.8459232636086	3/7/24
2023-2024	1/14/24	1/20/24	Suffolk	797935.9991	333	7379	81530	3377	392	0.11607936037903464	41.732670336417215	423.21690007832103	3/7/24
2023-2024	1/14/24	1/20/24	Unknown		26	335	7151	297	26	*	*	*	3/7/24
2023-2024	1/14/24	1/20/24	Worcester	862111.0013	471	8352	90378	4042	522	0.12914398812469075	54.633335996149754	468.84913820899641	3/7/24
2023-2024	1/21/24	1/27/24	Barnstable	228995.9998	121	4099	44067	1511	155	0.10258107213765719	52.839350951841382	659.83685362175493	3/7/24
2023-2024	1/21/24	1/27/24	Berkshire	129026	82	2039	25962	857	88	0.10268378063010501	63.553082324492735	664.20721404988149	3/7/24
2023-2024	1/21/24	1/27/24	Bristol	579200	251	5326	44916	2063	263	0.12748424624333496	43.335635359116026	356.18093922651934	3/7/24
2023-2024	1/21/24	1/27/24	Dukes and Nantucket	34855	28	420	5496	239	31	0.1297071129707113	80.332807344713814	685.69789126380726	3/7/24
2023-2024	1/21/24	1/27/24	Essex	809829.0011	394	8984	98100	4168	434	0.10412667946257198	48.652246272339632	514.67655447490245	3/7/24
2023-2024	1/21/24	1/27/24	Franklin	71028.9999	21	736	9585	333	23	0.069069069069069067	29.565388826486917	468.82259424857818	3/7/24
2023-2024	1/21/24	1/27/24	Hampden	465824.9991	330	6702	86055	3486	341	0.097819850831899022	70.842054556448986	748.34970358721569	3/7/24
2023-2024	1/21/24	1/27/24	Hampshire	162308.0003	62	1454	18410	666	70	0.10510510510510511	38.198979646969377	410.3309749174453	3/7/24
2023-2024	1/21/24	1/27/24	Middlesex	1632001.997	779	17612	165526	6880	843	0.12252906976744186	47.732784728939279	421.5681115983341	3/7/24
2023-2024	1/21/24	1/27/24	Norfolk	725980.9995	273	6644	65199	2553	313	0.12260086173129651	37.604289945332098	351.66209608217162	3/7/24
2023-2024	1/21/24	1/27/24	Plymouth	530818.9998	247	6090	53821	2060	274	0.13300970873786408	46.531868695932836	388.07955268672731	3/7/24
2023-2024	1/21/24	1/27/24	Statewide (all of MA)	7029916.997	3300	76884	804151	32771	3646	0.11125690396997345	46.942232766165894	466.16482120606747	3/7/24
2023-2024	1/21/24	1/27/24	Suffolk	797935.9991	290	7669	85034	3504	346	0.098744292237442924	36.343766959642615	439.1329635399577	3/7/24
2023-2024	1/21/24	1/27/24	Unknown		25	360	7474	323	25	*	*	*	3/7/24
2023-2024	1/21/24	1/27/24	Worcester	862111.0013	397	8749	94506	4128	440	0.1065891472868217	46.049754544525378	478.82465178791125	3/7/24
2023-2024	1/28/24	2/3/24	Barnstable	228995.9998	129	4228	45530	1463	177	0.12098427887901572	56.332861758574708	638.87578878135491	3/7/24
2023-2024	1/28/24	2/3/24	Berkshire	129026	69	2108	26838	876	75	0.085616438356164379	53.477593663292673	678.93292824702007	3/7/24
2023-2024	1/28/24	2/3/24	Bristol	579200	162	5488	47032	2116	183	0.086483931947069936	27.969613259668506	365.33149171270719	3/7/24
2023-2024	1/28/24	2/3/24	Dukes and Nantucket	34855	25	445	5748	252	31	0.12301587301587301	71.725720843494472	722.99526610242435	3/7/24
2023-2024	1/28/24	2/3/24	Essex	809829.0011	379	9363	102364	4264	410	0.096153846153846159	46.800003393951066	526.53090889658927	3/7/24
2023-2024	1/28/24	2/3/24	Franklin	71028.9999	17	753	9889	304	17	0.055921052631578948	23.933886192870357	427.99420015485816	3/7/24
2023-2024	1/28/24	2/3/24	Hampden	465824.9991	282	6984	89562	3507	290	0.082691759338465926	60.537755711874581	752.85783433171696	3/7/24
2023-2024	1/28/24	2/3/24	Hampshire	162308.0003	52	1506	19121	711	59	0.082981715893108293	32.037853897458191	438.05604079024562	3/7/24
2023-2024	1/28/24	2/3/24	Middlesex	1632001.997	649	18261	172322	6796	697	0.10256032960565038	39.767108201645172	416.42105907300561	3/7/24
2023-2024	1/28/24	2/3/24	Norfolk	725980.9995	236	6880	67768	2569	272	0.10587777345270533	32.507737828199176	353.86601051120203	3/7/24
2023-2024	1/28/24	2/3/24	Plymouth	530818.9998	221	6311	56056	2235	254	0.11364653243847875	41.633777254255698	421.04747585186192	3/7/24
2023-2024	1/28/24	2/3/24	Statewide (all of MA)	7029916.997	2857	79741	837361	33210	3169	0.095423065341764535	40.640593640283626	472.4095606558696	3/7/24
2023-2024	1/28/24	2/3/24	Suffolk	797935.9991	284	7953	88752	3718	327	0.087950511027434106	35.591826953581041	465.952157089487	3/7/24
2023-2024	1/28/24	2/3/24	Unknown		15	375	7763	289	17	*	*	*	3/7/24
2023-2024	1/28/24	2/3/24	Worcester	862111.0013	337	9086	98616	4110	360	0.087591240875912413	39.090093908073179	476.73675359697563	3/7/24
2023-2024	2/4/24	2/10/24	Barnstable	228995.9998	102	4330	46746	1216	145	0.11924342105263158	44.542262785849765	531.01364262346385	3/7/24
2023-2024	2/4/24	2/10/24	Berkshire	129026	46	2154	27628	790	52	0.065822784810126586	35.65172910886178	612.27969556523487	3/7/24
2023-2024	2/4/24	2/10/24	Bristol	579200	213	5701	49247	2215	233	0.10519187358916479	36.774861878453038	382.42403314917124	3/7/24
2023-2024	2/4/24	2/10/24	Dukes and Nantucket	34855	14	459	5945	197	16	0.081218274111675121	40.166403672356907	565.19868024673644	3/7/24
2023-2024	2/4/24	2/10/24	Essex	809829.0011	279	9642	106621	4257	299	0.07023725628376791	34.451717538027296	525.66652888667466	3/7/24
2023-2024	2/4/24	2/10/24	Franklin	71028.9999	17	770	10218	329	19	0.057750759878419454	23.933886192870357	463.19109161496164	3/7/24
2023-2024	2/4/24	2/10/24	Hampden	465824.9991	315	7299	93245	3683	330	0.089600868856910126	67.621961167519487	790.64026342848967	3/7/24
2023-2024	2/4/24	2/10/24	Hampshire	162308.0003	41	1547	19826	705	43	0.060992907801418438	25.260615572995878	434.35936534053889	3/7/24
2023-2024	2/4/24	2/10/24	Middlesex	1632001.997	554	18815	179746	7424	620	0.083512931034482762	33.946036893237938	454.90140414331853	3/7/24
2023-2024	2/4/24	2/10/24	Norfolk	725980.9995	193	7073	70327	2559	220	0.085971082454083622	26.584717800179835	352.48856399305805	3/7/24
2023-2024	2/4/24	2/10/24	Plymouth	530818.9998	190	6501	58381	2325	207	0.089032258064516132	35.793745150717569	438.00240776535975	3/7/24
2023-2024	2/4/24	2/10/24	Statewide (all of MA)	7029916.997	2507	82248	871354	33993	2789	0.08204630365075162	35.661871983266032	483.54767224856892	3/7/24
2023-2024	2/4/24	2/10/24	Suffolk	797935.9991	217	8170	92502	3750	264	0.070400000000000004	27.195163552560164	469.96250378848208	3/7/24
2023-2024	2/4/24	2/10/24	Unknown		13	388	8078	315	14	*	*	*	3/7/24
2023-2024	2/4/24	2/10/24	Worcester	862111.0013	313	9399	102844	4228	327	0.077341532639545879	36.306229653492302	490.42408618199823	3/7/24
2023-2024	2/11/24	2/17/24	Barnstable	228995.9998	73	4403	47724	978	101	0.1032719836400818	31.878286111441501	427.08169612314776	3/7/24
2023-2024	2/11/24	2/17/24	Berkshire	129026	68	2222	28411	783	70	0.089399744572158366	52.702556073969589	606.85443243997327	3/7/24
2023-2024	2/11/24	2/17/24	Bristol	579200	133	5834	51054	1807	144	0.079690094078583282	22.96270718232044	311.98204419889504	3/7/24
2023-2024	2/11/24	2/17/24	Dukes and Nantucket	34855	6	465	6138	193	6	0.031088082901554404	17.214173002438677	553.72256491177734	3/7/24
2023-2024	2/11/24	2/17/24	Essex	809829.0011	227	9869	110462	3841	246	0.064045821400676911	28.030608892946944	474.29765972603178	3/7/24
2023-2024	2/11/24	2/17/24	Franklin	71028.9999	18	788	10511	293	18	0.061433447098976107	25.341761851274494	412.50756791241264	3/7/24
2023-2024	2/11/24	2/17/24	Hampden	465824.9991	234	7533	96640	3395	243	0.071575846833578788	50.233456867300191	728.81447036104339	3/7/24
2023-2024	2/11/24	2/17/24	Hampshire	162308.0003	37	1584	20436	610	41	0.067213114754098358	22.796165273191402	375.82867072018257	3/7/24
2023-2024	2/11/24	2/17/24	Middlesex	1632001.997	489	19304	186496	6750	532	0.07881481481481481	29.963198629590895	413.60243507103996	3/7/24
2023-2024	2/11/24	2/17/24	Norfolk	725980.9995	157	7230	72638	2311	169	0.073128515794028556	21.625910334861317	318.32789034308604	3/7/24
2023-2024	2/11/24	2/17/24	Plymouth	530818.9998	148	6649	60140	1759	177	0.10062535531552018	27.881443591085265	331.3747248426958	3/7/24
2023-2024	2/11/24	2/17/24	Statewide (all of MA)	7029916.997	2034	84282	901764	30410	2246	0.073857283788227562	28.933485286782258	432.57978739972879	3/7/24
2023-2024	2/11/24	2/17/24	Suffolk	797935.9991	163	8333	95966	3464	197	0.056870669745958433	20.427703498006021	434.12003016621389	3/7/24
2023-2024	2/11/24	2/17/24	Unknown		7	395	8388	310	7	*	*	*	3/7/24
2023-2024	2/11/24	2/17/24	Worcester	862111.0013	274	9673	106760	3916	295	0.075331971399387132	31.782450239798369	454.23385087244679	3/7/24
2023-2024	2/18/24	2/24/24	Barnstable	228995.9998	51	4454	48569	845	78	0.092307692307692313	22.271131392924882	369.00207896120639	3/7/24
2023-2024	2/18/24	2/24/24	Berkshire	129026	46	2268	29053	642	51	0.079439252336448593	35.65172910886178	497.57413234541878	3/7/24
2023-2024	2/18/24	2/24/24	Bristol	579200	108	5942	52706	1652	117	0.070823244552058115	18.646408839779003	285.22099447513813	3/7/24
2023-2024	2/18/24	2/24/24	Dukes and Nantucket	34855	8	473	6287	149	8	0.053691275167785234	22.952230669918233	427.48529622722708	3/7/24
2023-2024	2/18/24	2/24/24	Essex	809829.0011	174	10043	114090	3628	196	0.054024255788313123	21.486017389307349	447.99581085291413	3/7/24
2023-2024	2/18/24	2/24/24	Franklin	71028.9999	27	815	10819	308	27	0.087662337662337664	38.012642776911747	433.62570278847471	3/7/24
2023-2024	2/18/24	2/24/24	Hampden	465824.9991	171	7704	99662	3022	185	0.061217736598279282	36.709064633796288	648.74148142299646	3/7/24
2023-2024	2/18/24	2/24/24	Hampshire	162308.0003	31	1615	21012	576	34	0.059027777777777776	19.099489823484689	354.88084317184456	3/7/24
2023-2024	2/18/24	2/24/24	Middlesex	1632001.997	364	19668	192434	5938	398	0.067025934658134056	22.303894276423488	363.84759399286446	3/7/24
2023-2024	2/18/24	2/24/24	Norfolk	725980.9995	91	7321	74686	2048	108	0.052734375	12.5347633151107	282.10104691589794	3/7/24
2023-2024	2/18/24	2/24/24	Plymouth	530818.9998	100	6749	61744	1604	123	0.076683291770573564	18.838813237219775	302.17456432500512	3/7/24
2023-2024	2/18/24	2/24/24	Statewide (all of MA)	7029916.997	1513	85795	929232	27468	1715	0.062436289500509681	21.522302477336062	390.73007564274081	3/7/24
2023-2024	2/18/24	2/24/24	Suffolk	797935.9991	147	8480	99143	3177	168	0.05288007554296506	18.4225301485085	398.15223320960206	3/7/24
2023-2024	2/18/24	2/24/24	Unknown		5	400	8640	252	5	*	*	*	3/7/24
2023-2024	2/18/24	2/24/24	Worcester	862111.0013	190	9863	110387	3627	217	0.059829059829059832	22.038925348765293	420.71148547353545	3/7/24
2023-2024	2/25/24	3/2/24	Barnstable	228995.9998	49	4503	49467	898	63	0.070155902004454346	21.397753691241554	392.14658805581462	3/7/24
2023-2024	2/25/24	3/2/24	Berkshire	129026	43	2311	29723	670	45	0.067164179104477612	33.326616340892528	519.27518484646509	3/7/24
2023-2024	2/25/24	3/2/24	Bristol	579200	99	6041	54366	1660	107	0.06445783132530121	17.092541436464089	286.60220994475139	3/7/24
2023-2024	2/25/24	3/2/24	Dukes and Nantucket	34855	6	479	6422	135	6	0.044444444444444446	17.214173002438677	387.31889255487022	3/7/24
2023-2024	2/25/24	3/2/24	Essex	809829.0011	136	10179	117643	3553	153	0.043062200956937802	16.793668764056317	438.73459646097132	3/7/24
2023-2024	2/25/24	3/2/24	Franklin	71028.9999	18	833	11094	275	18	0.06545454545454546	25.341761851274494	387.16580606113814	3/7/24
2023-2024	2/25/24	3/2/24	Hampden	465824.9991	132	7836	102739	3077	145	0.047123821904452391	28.336821822579594	660.54849051573797	3/7/24
2023-2024	2/25/24	3/2/24	Hampshire	162308.0003	32	1647	21597	585	36	0.061538461538461542	19.715602398435806	360.4258563464046	3/7/24
2023-2024	2/25/24	3/2/24	Middlesex	1632001.997	364	20032	198510	6076	405	0.06665569453587887	22.303894276423488	372.30346599876128	3/7/24
2023-2024	2/25/24	3/2/24	Norfolk	725980.9995	81	7402	76658	1972	93	0.047160243407707914	11.157316796966667	271.63245337800333	3/7/24
2023-2024	2/25/24	3/2/24	Plymouth	530818.9998	71	6820	63364	1620	82	0.050617283950617285	13.375557398426039	305.18877444296032	3/7/24
2023-2024	2/25/24	3/2/24	Statewide (all of MA)	7029916.997	1296	87091	956613	27381	1450	0.052956429640991926	18.435495049985153	389.49250768799652	3/7/24
2023-2024	2/25/24	3/2/24	Suffolk	797935.9991	108	8588	102222	3079	121	0.039298473530367001	13.534920109108285	385.8705464439297	3/7/24
2023-2024	2/25/24	3/2/24	Unknown		7	407	8902	262	7	*	*	*	3/7/24
2023-2024	2/25/24	3/2/24	Worcester	862111.0013	150	10013	113906	3519	169	0.048025007104290994	17.399151591130497	408.1840963279214	3/7/24
