"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_lci","Influenza_A_gc_g_dry_weight_uci","MPXV_G2R_G_gc_g_dry_weight","MPXV_G2R_G_gc_g_dry_weight_lci","MPXV_G2R_G_gc_g_dry_weight_uci","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_lci","RSV_gc_g_dry_weight_uci","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci","S_Gene_gc_g_dry_weight","S_Gene_gc_g_dry_weight_lci","S_Gene_gc_g_dry_weight_uci","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_lci","PMMoV_gc_g_dry_weight_uci","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_lci","HMPV_4_gc_g_dry_weight_uci","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_lci","Influenza_B_gc_g_dry_weight_uci","MPXV_G2R_WA_gc_g_dry_weight","MPXV_G2R_WA_gc_g_dry_weight_lci","MPXV_G2R_WA_gc_g_dry_weight_uci","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_lci","Noro_G2_gc_g_dry_weight_uci","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_lci","C_auris_gc_g_dry_weight_uci","EVD68_gc_g_dry_weight","EVD68_gc_g_dry_weight_lci","EVD68_gc_g_dry_weight_uci","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_lci","HAV_gc_g_dry_weight_uci","Rota_gc_g_dry_weight","Rota_gc_g_dry_weight_lci","Rota_gc_g_dry_weight_uci","HPIV_gc_g_dry_weight","HPIV_gc_g_dry_weight_lci","HPIV_gc_g_dry_weight_uci"
"146-230220","2023-02-20",1.922,1.79,2.054,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2925.4630816260155,1679.9335317073167,4672.748771382114,"","","",3201.2053138211377,1529.01481300813,5113.189298211381,191121.31069918693,179292.0895609756,204537.5389918699,"","","",287625394.9918699,280108841.04065037,295149293.0081301,29631.612747967487,23181.90559349594,36456.18950243903,0,0,0,0,0,0,48807347.245528445,47752103.973983735,50140335.20650406,"","","","","","","","","","","","","","",""
"146-230222","2023-02-22",0.754,0.673,0.841,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",4037.211401783439,2591.572749723991,5934.771458853502,172669.25071762205,159069.441970276,184365.14493418258,"","","",258693039.01486197,232639735.507431,286883298.7176221,19402.854257324838,15783.476980042462,23537.824108704877,0,0,0,0,0,0,24319447.9014862,23562972.732059445,25148503.847133752,"","","","","","","","","","","","","","",""
"146-230224","2023-02-24",1.029,0.928,1.13,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",11381.31197490196,8768.433217254902,14468.083664313723,212355.7146980392,199480.88702745095,225232.80125490192,"","","",417700338.9490197,401583275.85882354,436470636.10980386,38797.6814745098,31202.291971764702,44535.56958117647,0,0,0,0,0,0,30814941.408627447,29454155.174901955,32006022.136470586,"","","","","","","","","","","","","","",""
"146-230227","2023-02-27",1.223,1.111,1.335,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3974.1450834285706,1789.3277462857138,6347.787948190475,"","","",7685.900868571427,4552.238044190475,10749.875931428569,160098.68441904758,146005.3580190476,172717.12167619044,"","","",505407249.82857144,493199055.99999994,517632068.41904765,28933.584121904754,24447.48651428571,33938.476015238084,0,0,0,0,0,0,22051267.20761904,21075072.07619047,22820710.10285714,"","","","","","","","","","","","","","",""
"146-230301","2023-03-01",0.742,0.6,0.892,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",1680.8001032804232,544.0708821446207,2877.5558270194,95149.97372839507,85962.71604938271,103909.81039858908,"","","",450799894.2363315,314444254.984127,597636443.3156967,32871.73074285714,26742.43395273368,38323.60928395062,0,0,0,0,0,0,17700677.56472663,16393425.512522042,19397640.05925926,"","","","","","","","","","","","","","",""
"146-230303","2023-03-03",1.045,0.955,1.135,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2816.7712311111104,1428.2600984126984,4499.138347936508,"","","",2660.015036190476,1300.2015295238093,4248.753899682539,94419.69885714287,86263.52793650793,102576.77047619046,"","","",336299569.2698413,318896169.52380955,351863800.50793654,20074.581346031744,16211.873009523806,24119.558787301583,2660.015036190476,1527.5019504761901,4248.753899682539,0,0,0,16383977.009523805,16175889.758730154,16608741.396825394,"","","","","","","","","","","","","","",""
"146-230306","2023-03-06",1.11,1.014,1.206,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",2972.2436447457626,995.8770989077213,4747.476056949152,108175.48962711863,99430.55837288135,116921.5056873823,"","","",329642878.79472697,319620814.22222215,339158225.1751413,47792.60710809793,41909.55009566855,54947.04668323917,0,0,0,0,0,0,24132897.096798494,23668932.44143126,24651095.002636537,"","","","","","","","","","","","","","",""
"146-230308","2023-03-08",0.966,0.882,1.05,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3485.352738113208,2240.477492830189,5123.539164779875,"","","",1944.01017509434,674.3628271698113,3328.184286792453,113379.13655345916,105260.45313207548,121498.9595974843,"","","",250544402.86792454,232561641.66037735,268161221.88679248,32532.17313207547,27880.26977610063,37144.750918239,1944.01017509434,671.7248533333335,3328.184286792453,0,0,0,17863106.203773584,16929240.674213838,18946620.72452831,"","","","","","","","","","","","","","",""
"146-230310","2023-03-10",1.817,1.675,1.959,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3665.307763002207,1717.1970528918323,5582.3284005298,216210.86000882997,203990.79311258276,228432.72900662254,"","","",335034934.1810154,306515186.29580575,363443228.9624724,11544.169705960265,8814.213290949227,14787.60026843267,0,0,0,0,0,0,19800018.10507726,19185990.96512141,20750771.76512141,"","","","","","","","","","","","","","",""
"146-230313","2023-03-13",2.396,2.233,2.559,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3870.201111017544,2578.081792,5535.563251649121,"","","",6009.080117894738,3877.0880617543867,8249.93953122807,365349.7528701754,339101.0753122806,391130.41392280697,"","","",660472348.0701754,649537160.9824562,671425695.4385964,49366.79037192982,44195.653681403506,54926.97933473684,4005.9926214736847,2055.9356923508776,6209.306969824562,0,0,0,39577090.183859654,36163630.75929825,43994606.63578948,"","","","","","","","","","","","","","",""
"146-230315","2023-03-15",1.085,0.977,1.191,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2323.9406010486887,1006.2991157053681,3539.407446691635,"","","",0,0,0,65113.81057677902,58954.4984369538,71033.91117103619,"","","",360930337.31835204,347429848.4494382,374319850.42696625,17006.272830961294,14467.766819475652,19757.41249438202,2897.1131525593,1425.3469291385763,4398.884098876403,0,0,0,16184675.160049934,15223070.769538077,17079140.574282147,"","","","","","","","","","","","","","",""
"146-230317","2023-03-17",0.769,0.628,0.914,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",4334.458152905198,2254.8422537003057,6923.290567828746,"","","",14914.96613577982,9566.791196574924,20860.982595718655,121426.53856880733,108028.65683180428,136695.17357798162,"","","",147316571.59633029,135051818.2752294,159962934.70336393,36386.27113883792,24046.302933333332,46076.41295657492,0,0,0,0,0,0,30554218.627522934,27183587.777370036,34389018.304587156,"","","","","","","","","","","","","","",""
"146-230320","2023-03-20",0.968,0.895,1.041,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",1934.7788787376724,637.0452146745561,3312.3721265483236,"","","",0,0,0,73557.0618067061,66668.12484418147,80446.63075345167,"","","",292895917.1282051,267428751.40039444,316529138.9349112,39467.42597554241,34479.06599763313,45062.03691045365,2636.739958658777,1514.136556055227,4211.57767321499,0,0,0,26238053.96449704,24090211.64812623,28440445.096646942,"","","","","","","","","","","","","","",""
"146-230322","2023-03-22",1.811,1.67,1.952,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3086.166722770563,1507.5953752380954,4929.435201385281,"","","",0,0,0,364201.8966580087,347422.08374025987,381282.36051948054,"","","",351565010.0779221,326490103.3419913,375151398.9264069,46126.58447099567,40490.93072900433,52263.38374372295,3267.5893277922087,917.8877908225109,5801.2246053679655,0,0,0,30149663.487445883,29470588.98008658,30981567.909956712,"","","","","","","","","","","","","","",""
"146-230324","2023-03-24",0.744,0.665,0.828,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,104856.55201453851,89352.70395408897,121588.29636958394,"","","",240461329.86449865,191527972.9430894,293084733.31165314,29547.70943306233,24640.352095392955,35067.61773441734,3493.482955033956,1730.0731655896698,5580.022528045912,0,0,0,25438571.2801913,23472556.586972743,27588020.50739359,"","","","","","","","","","","","","","",""
"146-230327","2023-03-27",2.433,2.149,2.772,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,82116.72214223002,71202.35575150132,92105.91570851623,"","","",470684814.4875622,411050187.3034825,542503425.2736318,45996.12031840796,38925.84938507462,54686.840493532334,0,0,0,0,0,0,40919553.88684811,39322032.41720808,42513617.25864795,"","","","","","","","","","","","","","",""
"146-230331","2023-03-31",0.817,0.68,0.95,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,59858.29189111882,53856.82413933104,66290.66663713957,"","","",309413176.8888889,278821399.1633987,339328142.53594774,27445.303848366017,23757.58862745098,31496.718039215688,2601.323676179931,1493.796611450981,4155.016550311419,0,0,0,25724844.672018457,24957178.411534026,26577051.681199547,"","","","","","","","","","","","","","",""
"146-230405","2023-04-05",1.458,1.36,1.556,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3081.389385329412,1613.3878294000003,4921.806945376471,154217.9592729412,143313.8536282353,165198.74432,"","","",469949595.1333334,452430216.4666667,486261952.73333335,27975.747979999996,22359.752653333333,33071.18018666667,3851.755546505883,2007.3085760352942,5913.959750470588,0,0,0,38991104.8782353,36305334.90388236,42655474.27882353,"","","","","","","","","","","","","","",""
"146-230407","2023-04-07",1.171,1.064,1.278,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",1402.74498872708,728.9554290111288,2401.520460972973,48180.83608775835,43315.392016025435,53697.7393882353,"","","",300821610.1861862,293379206.8228228,308273837.7897898,59550.56884084084,54068.762954954946,65831.43927927926,1870.3342968182303,1074.0319207122416,2987.420736016958,0,0,0,22934502.48953895,22215185.469422363,23834527.514234237,"","","","","","","","","","","","","","",""
"146-230412","2023-04-12",1.223,1.095,1.361,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,45833.28527351633,37858.79228444444,58254.65482394771,"","","",216565687.34814814,200817803.25925925,234776543.52592596,25433.86706962963,18443.964148148145,32012.03875555555,0,0,0,0,0,0,26500438.077908497,24785155.42253595,27201918.819973856,"","","","","","","","","","","","","","",""
"146-230414","2023-04-14",0.892,0.811,0.973,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,38310.779024961645,29716.147122352948,47488.191119897696,"","","",146408445.9130435,140194304.11594206,152674511.88405797,8981.01623768116,5649.560171594202,11938.47604637681,2089.1240949872126,1085.6400499232736,3576.6191573503843,0,0,0,15323365.351508955,14925051.916726341,15788532.069974424,"","","","","","","","","","","","","","",""
"146-230417","2023-04-17",0.956,0.851,1.091,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,21216.55963134054,16345.566794781917,26971.135783081234,"","","",242770392.67120185,234158844.2267574,251390632.78004533,12287.392907029476,9381.67377414966,15739.649603628117,0,0,0,0,0,0,20798592.172356945,20216328.17120449,21615201.628427375,"","","","","","","","","","","","","","",""
"146-230419","2023-04-19",1.143,1.046,1.24,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3341.586809844197,1736.4988864610496,5720.856167851617,67965.01646516165,58035.97262499204,77843.92807325914,"","","",265940769.8258258,256795613.981982,275093330.6426426,18349.017465465466,14252.61111351351,23164.510010810805,4455.470842878643,2081.6070188532062,7116.584039715951,0,0,0,28198503.79751987,27446353.340879705,28924602.54372019,"","","","","","","","","","","","","","",""
"146-230424","2023-04-24",1.537,1.415,1.659,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,118868.91381960786,109643.43498039217,128095.46974117648,"","","",302398438.5073375,265780671.66457024,342824364.0754717,19169.173648637316,15658.65550356394,23169.48152620545,0,0,0,0,0,0,21141603.476078436,20435123.695686277,22081924.021960787,"","","","","","","","","","","","","","",""
"146-230426","2023-04-26",0.791,0.592,0.989,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,53299.471977236666,42866.77514429548,61365.63438139535,"","","",287079023.00775194,249194974.69767445,325049183.00775194,12916.600055813953,9690.108223255813,16130.12764651163,2385.7108055485633,675.4671664787963,4084.38481636115,0,0,0,23447829.051272232,22284242.974336527,25335904.137017787,"","","","","","","","","","","","","","",""
"146-230428","2023-04-28",0.939,0.851,1.027,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,45089.91241411766,36844.04036392159,53530.40508235296,"","","",192975134.9937107,170146540.67924526,218503300.22641513,6352.965436645702,3143.3540320335433,9610.421004612159,0,0,0,0,0,0,12242851.946666671,11814474.189803926,12786977.254901966,"","","","","","","","","","","","","","",""
"146-230501","2023-05-01",0.692,0.632,0.752,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,70628.171186416,63396.331689993945,77373.10142486356,"","","",248032213.99312714,237901258.9415808,258740779.71134025,16639.696362886596,13744.654114089348,19915.923221993125,1667.4930395827773,514.2865867410552,2854.7742789084296,0,0,0,13882393.212759249,12738809.21081868,15081498.37681019,"","","","","","","","","","","","","","",""
"146-230503","2023-05-03",0.736,0.53,0.947,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,20468.63660031445,13678.949097186232,29655.577889639477,"","","",151676544.7864823,121963899.42857146,182249832.749616,5288.871933640553,2072.085616466974,8597.692588632872,0,0,0,0,0,0,6062139.0506261885,5028532.796616971,7675372.820818651,"","","","","","","","","","","","","","",""
"146-230505","2023-05-05",0.809,0.73,0.888,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,57352.68875294118,47916.978964705886,66156.07317647059,"","","",244397337.30817607,224180535.8490566,264297734.8427673,6604.696221383648,4245.634348679246,9709.157283018869,4409.7732094117655,1560.0404320000002,7043.666701176471,0,0,0,11228863.167058824,10806871.124705883,11714534.983529413,"","","","","","","","","","","","","","",""
"146-230508","2023-05-08",0.997,0.91,1.084,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,26410.834524787828,19977.925594240565,31981.95343667545,"","","",384849636.8822553,369289700.56384736,401227869.45273626,12415.296796019902,8813.883335323384,15867.748861028193,2731.637118333041,1058.8172377922156,4682.512230124671,0,0,0,9613001.840772608,9371186.676968101,9819485.522598773,"","","","","","","","","","","","","","",""
"146-230510","2023-05-10",0.578,0.435,0.704,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,34622.057399119156,27116.14692073605,40154.45122355355,"","","",276078287.75384617,231843762.54358974,315451534.9333334,16992.363563760686,13082.091826324786,20868.099243760687,0,0,0,0,0,0,12380962.908090498,11813513.82626848,13104728.39095023,"","","","","","","","","","","","","","",""
"146-230512","2023-05-12",0.8,0.719,0.887,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,22904.47604462284,19207.618113882356,27048.254411847753,"","","",333704594.6352941,322329867.48235285,344681851.2313726,4577.313684705882,3137.7177612549012,6402.024100392156,2694.27549489827,1547.1756561051902,4303.4783117065745,0,0,0,7392013.617384084,7095809.388733565,7542924.806532873,"","","","","","","","","","","","","","",""
"146-230515","2023-05-15",1.62,1.5,1.74,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,145940.5361525847,133904.3292663102,157978.27480499118,"","","",344354494.6262626,309839699.4747475,378129130.6666667,9901.747555555552,7308.215806060605,13046.593373737374,2976.139933860963,1546.5890449340466,5095.208679458111,0,0,0,12360736.660106955,11686122.93475936,13146738.087700536,"","","","","","","","","","","","","","",""
"146-230517","2023-05-17",1.48,1.349,1.611,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,34017.37332178461,29279.4568800682,40126.61636255755,"","","",255661664.3607086,239505117.88727862,272960167.72946864,4081.13943394525,2718.5912677616748,5837.279623832529,0,0,0,0,0,0,9144383.96007957,8865430.0875476,9520030.368718388,"","","","","","","","","","","","","","",""
"146-230519","2023-05-19",1.318,1.201,1.435,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,24713.3554984874,19985.86906737095,29093.8327759904,"","","",188311435.39229026,175003847.54648528,202545484.33560088,4202.948135328798,1548.0511586394557,6620.140032290248,0,0,0,0,0,0,7289218.012709085,7029477.261880752,7534131.984057623,"","","","","","","","","","","","","","",""
"146-230522","2023-05-22",1.567,1.439,1.695,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,64077.5939157111,57733.220547788536,70422.47533224126,"","","",143242249.3164557,124899382.14345992,162051327.1898734,2044.9328776371306,1062.6768762869197,3500.957529113924,0,0,0,0,0,0,7701850.09465376,7464716.069218169,7946455.85882353,"","","","","","","","","","","","","","",""
"146-230524","2023-05-24",0.432,0.374,0.491,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,8753.821686115132,6799.560797332496,11051.117423491663,"","","",74843495.41532978,57463440.941176474,92761839.7433155,0,0,0,0,0,0,0,0,0,2001612.5109631962,1839455.1948965087,2172653.43928531,"","","","","","","","","","","","","","",""
"146-230526","2023-05-26",0.696,0.625,0.772,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,27018.960793090788,22118.128487018024,32293.427164202658,"","","",166969702.10404623,161167210.91329482,172814024.13872835,1922.640152909441,999.1256718304431,3291.5908248169553,2936.356082170691,979.8494395430126,4596.885447997281,0,0,0,5768292.934376064,5607592.491098266,5943033.625134309,"","","","","","","","","","","","","","",""
"146-230529","2023-05-29",0.921,0.839,1.003,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,49846.01237381866,41636.38050870328,57876.47572882678,"","","",221376377.63535914,215122488.45672193,227635931.93370163,3115.2849479189686,1910.275956095764,4744.634663130754,0,0,0,0,0,0,6266547.291309718,6061463.895690607,6483670.219980502,"","","","","","","","","","","","","","",""
"146-230531","2023-05-31",1.462,1.324,1.6,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,33428.76886270436,28245.50629182583,39211.5271649198,"","","",299533041.45454544,291219683.2554112,307854907.5670996,0,0,0,0,0,0,0,0,0,15425568.869915972,15021750.188051954,15785504.128342252,"","","","","","","","","","","","","","",""
"146-230602","2023-06-02",1.145,0.986,1.301,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,21185.959916096017,16971.18734569243,26153.322451870223,"","","",188431055.2585949,178083160.34678623,198631754.18834084,0,0,0,0,0,0,0,0,0,5589289.7889949875,5238363.35151675,6054675.597995252,"","","","","","","","","","","","","","",""
"146-230605","2023-06-05",1.12,1.007,1.234,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",4742.992332493859,2527.2140674854554,7083.860660581771,37953.07722870071,30480.405169541045,46025.800610937295,"","","",265682927.53113553,252646779.48717952,278863122.989011,1804.117318095238,533.5203566300366,3088.6775408058606,0,0,0,0,0,0,6457017.964266323,6212282.467330318,6727946.860142211,"","","","","","","","","","","","","","",""
"146-230607","2023-06-07",0.746,0.612,0.885,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",4949.512750219949,2622.8625187109974,7244.209149974425,38987.138083069054,34296.98383283888,44086.82106148338,"","","",178434101.04347828,172765295.07246378,184107628.4057971,4099.44247536232,2513.749012173913,6243.5485333333345,0,0,0,0,0,0,2967661.2988235294,2794235.3971764706,3154873.2199693094,"","","","","","","","","","","","","","",""
"146-230609","2023-06-09",0.947,0.694,1.205,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",2200.2652960181,1087.389434488688,3514.412065855203,20905.76137248869,17562.448467511316,24472.015746153847,"","","",523941783.5897437,497721080.3076924,550772525.1282052,2583.4389605128204,1584.151616410256,3934.6214287179487,2750.3442169954756,1686.4961090678735,4188.823753981901,0,0,0,5095984.783348418,5033800.027239819,5166479.18642534,"","","","","","","","","","","","","","",""
"146-230612","2023-06-12",0.587,0.523,0.656,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,48505.35667388236,41168.65107482352,58569.304747294125,"","","",363743042.0266667,220284667.94666672,506945841.49333334,4220.356543999999,2423.5222741333328,6741.032600533334,0,0,0,0,0,0,4577692.325835294,4418522.97125647,4740992.790230589,"","","","","","","","","","","","","","",""
"146-230616","2023-06-16",2.219,2.006,2.432,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,16901.642619945702,13227.161326334839,21201.70653668778,"","","",136523797.4153846,123858133.98974356,149866442.58461538,0,0,0,0,0,0,0,0,0,2949557.707511313,2820517.4017013567,3097566.9015312213,"","","","","","","","","","","","","","",""
"146-230619","2023-06-19",2.863,1.923,3.817,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,25700.176501176473,15359.534391372552,32520.988721568632,"","","",293587776.4444444,284988459.8518519,302082739.92592597,2075.8677962962965,1078.753145925926,3553.9159066666666,0,0,0,0,0,0,4717450.808993465,4613450.483058824,4829563.664797387,"","","","","","","","","","","","","","",""
"146-230621","2023-06-21",0.769,0.69,0.857,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,39653.860998567005,31629.4802144184,49979.58108065458,"","","",290828878.83709276,274930888.02005017,305086140.6315789,4200.27299047619,2700.0539580952377,6174.465170125312,0,0,0,0,0,0,4823955.745132241,4727830.087416188,4939586.1552091995,"","","","","","","","","","","","","","",""
"146-230623","2023-06-23",0.596,0.53,0.666,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,44148.42479955784,38326.301457433874,50533.18112341098,"","","",277811604.25950783,257283747.14988822,299638677.33333343,0,0,0,0,0,0,0,0,0,4863816.807769445,4662374.6046206085,5174041.345452823,"","","","","","","","","","","","","","",""
"146-230626","2023-06-26",1.14,0.977,1.287,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,16871.2491641629,12218.30292090498,21362.38220099548,"","","",405114511.3333334,397285344.0512821,412953890.3076924,0,0,0,0,0,0,0,0,0,2612601.8335113125,2458871.3597104074,2793672.756850679,"","","","","","","","","","","","","","",""
"146-230628","2023-06-28",1.004,0.899,1.103,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,22782.284640505022,17919.255672837873,28223.381533107608,"","","",224013116.09756103,215602550.94634148,231926448.18211386,0,0,0,0,0,0,0,0,0,2616918.4410812054,2521260.2383426116,2725232.059555811,"","","","","","","","","","","","","","",""
"146-230630","2023-06-30",0.729,0.663,0.796,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3493.276479046275,1497.8877585192158,5482.745890208628,13275.226782870592,10460.702465254903,16554.532763984313,"","","",358451416.0355556,320855333.12000006,397448404.9777778,0,0,0,0,0,0,0,0,0,4082350.2700674515,3942934.0053458824,4226753.044818824,"","","","","","","","","","","","","","",""
"146-230703","2023-07-03",1.227,1.112,1.342,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,203098.82150642326,176533.01257822855,227813.30550263697,"","","",156698070.559387,148366596.29118776,165604631.5402299,0,0,0,0,0,0,0,0,0,2114637.782371873,2033243.4604570658,2194320.4045327925,"","","","","","","","","","","","","","",""
"146-230705","2023-07-05",1.129,0.978,1.299,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,228299.33531428574,215771.205952461,243844.17861128447,"","","",249359421.49659863,235915971.59183675,264498403.10204083,0,0,0,0,0,0,0,0,0,2316458.4118319326,2247066.1284897956,2398610.929872749,"","","","","","","","","","","","","","",""
"146-230707","2023-07-07",1.367,1.218,1.509,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,19551.41853050981,14880.102511937257,24955.866158431378,"","","",258018690.3466667,241006646.04444444,274238335.50222224,0,0,0,0,0,0,0,0,0,1987724.7911654904,1774204.1515796082,2241382.980053334,"","","","","","","","","","","","","","",""
"146-230710","2023-07-10",0.739,0.564,0.908,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,68158.10601039216,57589.43031980393,79949.37593235292,"","","",685438113.7777778,649452506.2222222,720273759.6666666,0,0,0,0,0,0,0,0,0,6759296.775862745,6582091.283137255,6955576.862588235,"","","","","","","","","","","","","","",""
