"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_lci","Influenza_A_gc_g_dry_weight_uci","MPXV_G2R_G_gc_g_dry_weight","MPXV_G2R_G_gc_g_dry_weight_lci","MPXV_G2R_G_gc_g_dry_weight_uci","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_lci","RSV_gc_g_dry_weight_uci","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci","S_Gene_gc_g_dry_weight","S_Gene_gc_g_dry_weight_lci","S_Gene_gc_g_dry_weight_uci","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_lci","PMMoV_gc_g_dry_weight_uci","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_lci","HMPV_4_gc_g_dry_weight_uci","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_lci","Influenza_B_gc_g_dry_weight_uci","MPXV_G2R_WA_gc_g_dry_weight","MPXV_G2R_WA_gc_g_dry_weight_lci","MPXV_G2R_WA_gc_g_dry_weight_uci","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_lci","Noro_G2_gc_g_dry_weight_uci","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_lci","C_auris_gc_g_dry_weight_uci","EVD68_gc_g_dry_weight","EVD68_gc_g_dry_weight_lci","EVD68_gc_g_dry_weight_uci","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_lci","HAV_gc_g_dry_weight_uci","Rota_gc_g_dry_weight","Rota_gc_g_dry_weight_lci","Rota_gc_g_dry_weight_uci","HPIV_gc_g_dry_weight","HPIV_gc_g_dry_weight_lci","HPIV_gc_g_dry_weight_uci"
"146-231115","2023-11-15",1.587,1.445,1.73,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",4916.068058011695,3014.507000701754,7487.258716257309,"","","",21372.133384685243,17140.119951950466,26249.44769717234,48579.03353576884,39135.29679801858,57636.139541960794,"","","",433065492.49122804,382027716.39766085,479013793.2163743,41975.97110324045,33454.24028813209,51932.30399306502,0,0,0,0,0,0,1733873.6989226004,1629564.5479133131,1836978.3731351907,0,0,0,0,0,0,119542.94960743033,106755.20368379775,132832.91928668733,3885.533554014448,978.3929501589267,6579.7963378493305,2861.4894523673893,939.1528860763674,4898.9154663694535
"146-231117","2023-11-17",0.651,0.529,0.761,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",16928.970845832922,11537.90973026199,23163.292089925857,58416.435966702935,50282.06602835394,67775.44770815619,"","","",160885149.93837538,130145708.1904762,188676627.8991597,15986.206531448348,12148.552887078597,20181.576002214533,0,0,0,0,0,0,1719398.2733761743,1491823.6421314883,1941034.5387721208,0,0,0,0,0,0,76201.77785103314,58881.452565575884,92765.68099970343,13542.959301947607,10433.849486267922,17215.94028322294,8462.983821571925,5189.618902524964,11618.909986040537
"146-231120","2023-11-20",1.011,0.933,1.089,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",37857.32767097083,31665.374788713536,44142.47770796748,75728.70441870876,67606.95049870876,84477.09709191775,"","","",210378854.67750677,202720034.25474253,218043398.15718156,23728.01852143472,17847.666333505502,29112.742197379244,0,0,0,0,0,0,2950093.2077972265,2840811.141203252,3073945.9275294123,0,0,0,0,0,0,69100.2030749689,59565.13994360594,79411.20408286943,6624.017943001435,4412.4946591525595,9474.371369870876,7626.261373520804,4777.351046366332,10470.155302534671
"146-231122","2023-11-22",0.676,0.593,0.763,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",19858.107239007797,16281.180381233165,23919.364458795182,47079.54049848336,41458.618077732106,53187.322310531534,"","","",128031547.56626505,118518789.52610442,137956721.92771083,3200.326242075124,1962.423886355776,4874.150327495393,0,0,0,0,0,0,1747470.7374741319,1699722.688147413,1795901.1797930547,0,0,0,0,0,0,44872.03575109851,39389.597313564846,50842.02135540751,18386.95802092133,14957.081959688163,22305.42904277817,6400.78771220411,4052.6066750276395,8669.287801445784
"146-231124","2023-11-24",0.919,0.778,1.041,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",50090.72808791966,44813.36061176469,55767.53315282639,136468.60465652798,127391.37869612625,145546.90381750357,"","","",208875950.76422763,188259962.14634144,226752875.12195122,37531.31410949785,24680.693177733145,51312.1739717647,0,0,0,0,0,0,2531873.65292396,2445680.326875179,2633844.2483098996,0,0,0,0,0,0,31981.860753859397,26950.802798048782,38398.68213142037,7843.36957830703,5862.542024941176,10227.310916614058,2886.370859362984,1082.341567380201,4832.111472263988
"146-231127","2023-11-27",0.859,0.761,0.965,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",26505.179749710867,21967.02567210369,31629.395792143572,131707.51491605188,119887.79661016949,142980.48331964112,"","","",149532425.85310733,142637194.57627118,156432139.9322034,0,0,0,0,0,0,0,0,0,2488257.964522433,2405993.263010968,2573525.638636092,0,0,0,0,0,0,28272.426401595218,21162.238027357933,35656.16612450649,7950.860636299104,4632.8060942612165,11186.098717128618,5945.217181702894,2707.627294197408,9178.31102309073
"146-231129","2023-11-29",0.891,0.81,0.972,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",56642.80241651917,49433.40155280237,64522.48722123893,"","","",54648.97155331598,40636.996434357105,67755.13022650704,183727.267962936,169553.31285455494,197903.05432753777,"","","",375153182.0176991,355198466.9262537,394740065.88790566,15307.866179198334,9550.599417303489,22516.98912366476,4370.928313003645,0,8620.308501422176,0,0,0,4911682.027460697,4740494.611190005,5101065.506365435,0,0,0,0,0,0,73235.75335246226,61728.61340868298,84321.62750250912,18577.633225528374,13708.268593774077,23453.137677459654,0,0,0
"146-231201","2023-12-01",0.565,0.428,0.679,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",27911.240219417705,22704.76723279857,33859.35889017231,185445.80549399884,151791.39455923944,215809.63682566842,"","","",123573770.77441077,107767761.45454545,136767927.4882155,0,0,0,0,0,0,0,0,0,2074269.48932145,1790951.7833773023,2357467.6418775995,0,0,0,0,0,0,21211.98107607843,16714.7441810101,26451.887775258467,8930.927986557339,5608.040501504456,12491.194423672012,7848.674430954247,4611.229478978015,11225.99624023767
"146-231204","2023-12-04",0.825,0.744,0.906,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",25098.07406387724,20416.343715519182,30446.71831946803,198935.11523355497,178303.55440122762,223032.17853708437,"","","",172412091.64057973,165363857.99420288,179464925.12463766,0,0,0,0,0,0,0,0,0,2356094.55235601,2175889.171134527,2571996.9390485934,0,0,0,0,0,0,15058.151543815857,10864.594183202045,19288.86382273146,6023.01125607775,3871.7544592859335,8853.941280409208,2987.935750416368,1552.7204781831201,5115.396445741176
"146-231206","2023-12-06",1.011,0.916,1.106,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",35873.54633453093,31420.03765908183,40729.95290698603,"","","",51312.42059519549,44263.30070430434,59307.49799912646,164323.2353194787,154053.74079549138,174594.13987122226,"","","",187807904.7025948,179635236.34331337,195639933.50898203,2825.4337608904543,1622.4923455526596,4512.975307677351,0,0,0,0,0,0,4151425.5009228606,4025128.872724199,4285567.840653752,0,0,0,0,0,0,14107.422931792884,11149.342387150406,17326.852171835148,131558.28049764002,91733.83332610074,177271.77541162382,9183.049678337444,6863.869592391688,11974.212406058472
"146-231208","2023-12-08",1.026,0.909,1.152,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",18372.074324915036,13740.853171869281,23733.239146039217,123401.81487267974,111157.84416209151,136515.0890060131,"","","",167572202.3111111,159231149.15555555,175860618.31111115,0,0,0,0,0,0,0,0,0,2645409.6651503267,2543185.025443137,2757051.7749542487,0,0,0,0,0,0,0,0,0,13122.663765751633,9389.14029452549,17735.57236433987,6006.1573900130725,2751.246554290196,9523.766040972549
"146-231211","2023-12-11",1.006,0.882,1.141,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",19339.440065659328,14974.165614318374,23696.359913197663,182039.48495701147,168598.19738656262,195515.3801947031,"","","",116801098.26224327,109067346.1484992,124789771.02053714,0,0,0,1657.4198634000559,519.2735650203513,2837.5310122464457,0,0,0,2786835.348108169,2619220.911620853,2958751.5124705886,0,0,0,0,0,0,19339.440065659328,16075.026363111236,22922.988773771955,15471.04843650962,11973.406062247004,19375.179296347927,3823.800375400056,2547.17001785559,5469.202827722331
"146-231213","2023-12-13",1.004,0.917,1.091,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",165611.72355555557,122601.26454700854,189022.19459829063,"","","",27592.18611499246,23009.503156440423,32746.941365671195,92298.48195233785,83376.14628657617,101221.80867812973,"","","",299974959.93162394,276322011.0769231,323108588.3076924,9221.636958793362,6160.955767022625,12296.0292707089,5172.814224144796,2529.5209333574658,7813.061154871795,0,0,0,3251174.7011644044,3129874.6470950227,3381222.548006033,0,0,0,0,0,0,32766.774263046762,27437.04883812971,38356.5649546908,12932.659508657618,7413.788214539971,18476.75123728507,10060.01922546003,6179.04571359276,14431.498747631975
"146-231215","2023-12-15",0.665,0.602,0.728,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",22462.327906778715,18599.180781400562,26463.897890532215,271926.815254902,241496.13578487394,304767.7283070028,"","","",250319029.7777778,203558446.47619048,296332416.82539684,4373.974183865548,2770.385492784314,6429.830109915967,2566.7812058599443,1319.8803514285717,4099.833572862745,0,0,0,3031029.7431596634,2603152.700817927,3527464.8200000003,0,0,0,0,0,0,44289.342426330535,32107.11532616247,57433.37078207284,12192.997062408964,9527.85049971989,15230.205816358544,3644.9605675070025,2215.87776367507,5551.345825859944
"146-231218","2023-12-18",1.419,1.286,1.553,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",68588.37215984572,58975.45984416587,80326.23013091611,378287.898936162,343088.64039961423,419146.9595386692,"","","",282892179.23497266,246300702.51366118,320885763.4972677,2805.7923079344264,839.4788985766636,4803.5633599845705,2897.1749541369336,909.6829876489874,4960.013217913211,0,0,0,6733232.223845708,6182812.594005786,7380868.074244937,0,0,0,0,0,0,54094.05661222758,47209.010224262296,61619.24700528447,18350.1528703568,13304.612058630664,23397.461774349085,5611.660774773385,3035.454051240116,8249.247432671167
"146-231220","2023-12-20",1.242,1.077,1.415,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",52040.5472,45457.45029505377,59531.69381849463,"","","",26198.170603719165,22235.658744106262,30606.34319605313,450578.1830254269,414850.0388068312,490252.03178869066,"","","",98240251.45806451,89665028.5419355,106413948.283871,16161.307128956356,12984.373683612905,19681.532388311196,0,0,0,0,0,0,3745060.5165540795,3382600.653431499,4168410.695602277,0,0,0,0,0,0,22167.130818185968,16589.268573024667,28251.23459424668,18808.084774011386,15228.831512288425,22840.66104543454,2019.9869160440228,598.8250160746869,3458.2487271954465
"146-231222","2023-12-22",1.07,0.955,1.194,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",85143.05852329748,77895.59174193548,92391.3046594982,"","","",24233.822065730554,20654.942850853895,28204.2711484883,497053.2141459837,444003.40012650227,551502.8073371286,"","","",162867698.52329752,152237386.95340508,173493033.23297495,2484.5458564452883,662.443940280835,4154.477007858318,0,0,0,0,0,0,3509622.460579381,3074597.8008450354,3970452.3674838715,0,0,0,0,0,0,31919.533237900076,27785.69612791904,36445.05210777989,8273.985115344718,5594.113695838078,10953.849739051233,6211.536778140418,4355.258069768502,8395.027133510435
"146-231225","2023-12-25",1.408,1.147,1.701,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",165989.41472672674,152205.59606006008,179774.94015615617,"","","",64965.610778420785,55170.69933600424,73795.69896360359,858222.6000042396,829328.3451200848,887124.2262418654,"","","",355042567.015015,344771908.13213205,365322573.5495496,9534.085058441971,4069.457833801801,14119.712952368844,9693.990715251724,6830.402247224165,13101.626199470058,0,0,0,14140400.314573398,13677606.754764177,14640269.153407523,0,0,0,0,0,0,35871.91985687334,26253.998031160572,46788.04592517223,84365.57616110229,61037.77297025967,107959.19061875995,0,0,0
"146-231227","2023-12-27",1.107,0.997,1.223,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",102217.92665858584,90609.15549090908,111899.83637979797,"","","",26438.29144812834,22621.38523391087,30662.503574588238,271583.3792228164,247726.06072584668,296155.8850783601,"","","",125166669.12323233,111974024.9212121,138249104.8080808,0,0,0,4303.281753611408,2329.511281135116,6357.664103130125,0,0,0,6651885.923137255,5883309.16296328,7471584.363008913,0,0,0,0,0,0,14755.121953768272,11375.563767443851,18327.340280242424,7377.203287158644,3669.7036784941174,11071.875480071301,2687.9424035023176,1543.539354569697,4293.361559991445
"146-231229","2023-12-29",1.242,1.021,1.468,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",228093.24935757578,211315.27059393944,244253.90997979796,"","","",61035.45518203208,52162.06949966488,69649.12199073084,899830.7322524064,854449.8100021391,944052.0052819963,"","","",296287114.2787879,272585967.0626263,320554445.8343435,2162.0872400655976,1123.5570612705883,3701.5308713297677,11664.757162096255,8718.788141632798,15210.299397818182,0,0,0,14099500.696983958,13355305.468349379,14824878.597019607,0,0,0,0,0,0,96961.55992413546,87583.63500491978,106292.26644991087,45772.00000616043,37433.40109484492,53682.56336256685,13694.257259807486,10790.86835998574,17077.119320641712
"146-240101","2024-01-01",1.212,0.934,1.505,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",176669.13991967868,158438.79363855423,196977.40851405624,"","","",95745.52664493267,86446.46970829199,105045.7299742027,750233.3437845499,715973.8258596739,788559.3666789512,"","","",2109224397.7510042,1861944065.5421684,2378770355.0200806,3560.5150450007086,2183.288006316088,5422.731344703047,13541.531053267187,10339.192293238837,17346.23611396173,0,0,0,12079164.735251596,11407296.240396881,12902378.061856838,0,0,0,0,0,0,85804.03212019843,74792.99510134656,96707.23076399716,37019.26758134656,31457.014308036858,43084.929972615166,7833.355376328844,5698.328682307583,10444.890258596743
"146-240103","2024-01-03",1.156,1.041,1.277,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",76350.968,69602.75437037037,83099.83146666666,"","","",38340.787575320275,28673.224232261444,48571.73645667973,813629.7469176473,776870.7582013072,853998.5147816994,"","","",232147307.20000005,211052992.05925927,251729600.71111113,4980.658736690197,2982.5046326274514,7276.1166641568625,3965.3111516130716,2196.7866688104573,5829.084387241831,0,0,0,9734666.037542485,9560880.725228759,9920600.906352941,0,0,0,0,0,0,31067.64082886275,25929.051255006536,36431.76895550326,83318.93186300654,73264.86971816994,92401.26642928105,7826.909784888889,3812.6941207738564,11506.16373249673
"146-240105","2024-01-05",0.795,0.718,0.878,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",35705.14326502185,31160.680241048747,40672.11612923699,257346.77560040337,240817.22228168068,275413.10644383193,"","","",185091959.6495238,178869163.8857143,191320161.34095237,1907.999964084706,991.5176640860504,3266.5270114312607,3824.700844283698,2457.951782195631,5622.380545097143,0,0,0,6192432.560510926,5883343.167784875,6561182.615556303,0,0,0,0,0,0,14662.461254884034,10910.393625277313,17930.04864656135,29965.61912997647,25458.71042022185,34534.88389926723,0,0,0
"146-240108","2024-01-08",0.753,0.68,0.831,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",28410.305696818414,24763.144713329923,32399.779950731456,325277.25101994886,292496.75156214833,362861.9774927877,"","","",203539207.5594203,158404771.01449275,244861264.4173913,9657.404198956521,7658.181386230179,11977.850457043476,6713.827917585678,4370.928675519182,9133.859595703325,0,0,0,6941646.618025575,6453295.112184143,7525601.821708439,0,0,0,0,0,0,18077.572728306906,13553.44889256266,22958.821640102302,19110.757601964193,12940.14342858312,24485.818272081837,1448.5016867846548,752.7332401023018,2479.858355723785
"146-240110","2024-01-10",1.358,1.205,1.524,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",77787.50525252524,69494.8206060606,86716.00646464646,"","","",54304.31680385026,44443.40767258467,65553.5124169697,557445.1841254903,520520.7838388592,596160.5078844919,"","","",222979489.69696972,195244914.34343436,254236148.1212121,5119.503490224598,3242.3346222602495,7525.7652899251325,2585.216697625668,812.2572882424242,4425.934058096256,0,0,0,9803839.600427808,9108096.050481284,10527595.568199642,0,0,0,0,0,0,39647.716552727274,33532.780715151515,46577.985865811046,162142.90899393937,141691.1471600713,180173.23539679142,3412.9718245133686,1677.0599041283422,5451.42745598574
"146-240112","2024-01-12",0.767,0.694,0.84,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",37010.824062937565,32131.277666344282,42021.20308220858,"","","",8780.619800851679,6636.801913763985,11342.867769325154,364609.8048346445,336465.35607361956,395132.9170985203,"","","",155928960.06543964,150029132.10633948,161833331.30470347,2047.44930522122,642.3088164215085,3505.266461505593,2508.6463334363048,1237.8888306257668,4006.97429506171,0,0,0,4192349.19134464,3749881.533032118,4662290.423431251,0,0,0,0,0,0,29481.759309534467,23867.45000383977,35043.858500757844,33873.624676376756,27103.860090018046,41660.33079731505,2729.944415041501,1567.6588215200288,4360.450015480332
"146-240115","2024-01-15",0.888,0.795,0.987,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",60012.39902759358,52310.903485204995,68105.59827080215,"","","",18157.651184313727,13470.94659650624,22790.793900320856,873909.631771836,819137.4425240642,930376.8082566846,"","","",198045996.44444445,189346837.4949495,207280523.15151516,0,0,0,18157.651184313727,14635.584997219252,22204.121296969697,0,0,0,7433459.222459894,6864336.635893049,8039110.394581105,0,0,0,0,0,0,12631.042373903741,9459.256402709449,16056.713166203212,68701.54416228164,61394.901242495536,76598.50640285204,4902.156045304813,2353.3251117433156,7534.5357261461695
"146-240117","2024-01-17",0.91,0.797,1.029,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",68986.67754242216,61675.857674463674,76854.43835570934,"","","",26915.493144221455,22445.296333287195,31943.67588442907,412161.5631211073,393524.8259252595,430802.04303391004,"","","",269791756.39215684,261783315.60784313,277807168.39215684,4094.9988632249137,2054.409845231834,6236.755105743945,20185.88529467128,14731.712285259517,26577.016100899662,0,0,0,11905166.593079582,11320398.454394462,12590771.798200693,0,0,0,4094.9988632249137,2511.0317971072664,6236.755105743945,160768.4026214533,149135.57478615918,172605.3333467128,76561.53248027683,57867.1629450519,95575.440049827,4094.9988632249137,2511.0317971072664,6236.755105743945
"146-240119","2024-01-19",0.897,0.786,1.008,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",69982.11068122674,61849.97807686273,79458.06753834087,"","","",18990.630367179485,12601.248083821016,25111.78755603821,736093.1396504776,678108.0526576168,806692.6077104071,"","","",181690566.01709402,164916453.1054131,198549032.66096863,0,0,0,21989.45683418803,17635.186416812467,27007.682839939665,0,0,0,12725991.834127704,11820032.343006535,13747053.25160382,0,0,0,0,0,0,81983.63235941679,70673.5799856008,94549.24751734539,117996.24287179488,103148.65342101557,129131.04803459022,4419.470972396179,2709.9978452207138,6730.925839010557
"146-240122","2024-01-22",1.076,0.855,1.291,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",39596.890082389524,34491.495573495886,45088.11917917708,"","","",15016.672428552274,12043.095100761962,18443.688909868943,170164.28416702227,159381.4476649802,180948.89539530632,"","","",83962048.1658031,77491915.71675304,90246223.64075993,5218.626814263944,1479.2463342736971,8064.29444798537,6142.764803121,4310.112477688509,8433.482095458703,0,0,0,8431160.720658336,7753693.391429443,9236382.77266687,0,0,0,0,0,0,19112.72963130753,15732.098470856448,22946.87543046632,67602.35721402011,53764.677396403546,82869.14829966474,3913.930536933862,2197.900838446815,5840.9822073758
"146-240124","2024-01-24",2.169,1.977,2.361,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",60175.894328067225,49447.28081895799,70383.25141552942,"","","",20054.143299361345,15969.478542655459,24239.08414157983,300510.47381109244,283580.8915710924,316802.835572437,"","","",235278218.59047619,225752912.22857141,244109264.53333333,4008.526165996638,1772.4120564571429,6224.1800094521,10026.51098272269,7215.224297277311,13074.022120739493,0,0,0,15081862.298621846,14333848.824201679,15808649.634689076,0,0,0,0,0,0,51687.100831731084,43282.7765227563,59460.04915643698,112669.92283563025,85079.86900302522,139423.10014789915,4810.252530500839,3012.64880549916,7071.160639341177
"146-240126","2024-01-26",1.259,0.988,1.497,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",58552.282790774814,48070.91502420317,71316.21376149262,"","","",9754.407651972013,6844.1630091940915,13392.15926057528,380611.88446996635,329568.1896176212,440253.53403472406,"","","",172218607.31864905,152613667.00734213,189491861.23935387,3855.8317237750716,1938.7556718486655,6158.855463570874,15174.266679243328,11469.194559087848,19602.686530686708,0,0,0,13392747.753677115,12019723.907333508,15042581.337175434,0,0,0,0,0,0,65061.92123555325,47085.335803057795,83433.491707489,253086.93486934435,146130.08678476288,343404.145839233,0,0,0
"146-240129","2024-01-29",1.531,1.374,1.699,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",40627.900016612024,34997.24860893604,46388.476260083575,"","","",19558.578304905175,15976.685013436196,23640.253613834786,380133.0889854067,358523.08968074585,405684.42765104474,"","","",165994568.4517304,157310366.30965397,174538300.7358834,5744.889660893604,3938.070005600772,8035.080551436838,12035.387929797495,9272.326720205721,15299.598353095469,0,0,0,19131614.066525236,18419893.401632916,19858201.586113792,0,0,0,0,0,0,43638.33231202829,35286.30732569592,51844.003385252334,35359.96194530377,29480.84683746705,41412.31016753456,5026.752256596593,2340.4052004577306,7827.276033481196
"146-240131","2024-01-31",0.616,0.501,0.739,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",29249.438057285577,25072.004260847847,33867.313684758454,"","","",23930.452248544203,16411.557763996057,30609.00349591851,340446.82367978967,315834.2234384489,362383.353229839,"","","",127889679.37430169,101899875.51582868,155599094.70391065,3171.238451181072,1417.0207342122906,5012.711348579692,8640.609806638187,6277.69226726257,11266.902307144268,0,0,0,9903241.705685182,8991536.256063096,10789709.477016104,0,0,0,0,0,0,27254.772908734805,23229.70417414394,31720.246934840623,31909.08460209005,24824.9662273283,38310.1845955176,3805.5034989155447,2446.2808523693725,5594.161463187645
"146-240202","2024-02-02",0.814,0.669,0.965,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",42912.12814341091,34792.14045345747,50513.415148066015,"","","",12796.219862073634,9939.494536910706,16154.399038239524,290997.34220431646,247775.69121151074,333621.2861928057,"","","",256850515.6450839,248297338.70503598,265411801.40047964,6209.875162258147,4253.881203757935,8685.405344798985,12043.450843436309,9278.584115243335,15309.760735607277,0,0,0,12977394.254625477,11402296.474786287,14665785.351231484,0,0,0,0,0,0,56467.563984494285,45835.83005169699,67090.57505123994,97899.56759915361,64931.44412533221,128658.94377113838,11643.866123537877,8795.586670232755,14915.286107490478
"146-240205","2024-02-05",2.598,2.355,2.864,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",35268.11330890756,28930.458388859544,42792.40760729892,"","","",24320.758490948378,15581.002785594239,31599.38139178872,210680.8349627851,194665.0821992797,226700.64102376954,"","","",198797835.80952382,192414471.8911565,205187593.85034016,5785.324708091236,2813.4194064633853,9030.268874621848,13375.272556062424,9729.626329315724,17834.724725090033,0,0,0,14559213.248211285,12904858.33987995,16561184.307130853,0,0,0,0,0,0,34051.644644897955,28028.052765234097,40883.61861608644,397584.9636955582,231169.49983385357,560186.7207202881,0,0,0
"146-240207","2024-02-07",1.854,1.635,2.068,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",78981.91232742337,67460.83586067938,91442.09917879042,"","","",13881.81517971831,10694.87832192212,17646.76798250207,317222.7336682685,298315.33300281694,337849.1411990058,"","","",287468937.99061036,279021271.21126765,295924656.82629114,5610.880579115163,1634.558408006628,9909.106543164873,21691.29767343828,17626.407706246897,26313.963701474735,0,0,0,22769104.338558413,21938204.915459823,23681319.704125937,0,0,0,0,0,0,13881.81517971831,10239.032409080364,17961.43515280862,168464.26587174815,147544.2717481359,187579.84224689315,5610.880579115163,3030.9176684275067,8368.336870521956
"146-240209","2024-02-09",1.2,1.084,1.316,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",56692.603803413425,49710.83433239437,64300.688341607296,"","","",11335.611405468104,8366.485933123447,14935.917961491303,179651.49582502074,159876.33373852528,197449.7933560895,"","","",367126493.5211268,357448696.11267614,376813833.01408464,4779.2641604241935,3072.2407140480536,7025.607716957748,11335.611405468104,8366.485933123447,14935.917961491303,0,0,0,16912638.174250208,15983999.240695944,18066947.809246063,0,0,0,0,0,0,6612.263668096108,3255.813488967689,10254.477446893125,85998.04133222868,74589.10132228666,96307.97039138361,0,0,0
"146-240212","2024-02-12",1.315,1.193,1.437,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",39264.30838480673,30592.006908880674,48884.394223112606,"","","",17907.37062389244,14627.919236194959,21644.37507130085,203442.712852437,179381.03865546218,231079.25079556307,"","","",177641857.34095237,166201195.1542857,189042433.95047623,4487.101114352941,2487.767231311597,6726.140449774791,8953.12549797647,4961.79139095664,13311.191412060507,0,0,0,17270503.383556303,15493040.934830254,19552845.45559664,0,0,0,0,0,0,15840.906320457143,12768.184614184876,19371.149657707567,27551.65167230925,23434.76146188908,32124.873377774788,0,0,0
"146-240214","2024-02-14",0.928,0.797,1.052,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",44339.76092179521,36669.7630948671,53674.451372061,"","","",11300.283942483658,5796.381995893682,18119.44863651416,190549.92114196077,170691.01440836603,214407.14351546843,"","","",239001208.65185183,214154791.19012344,262644706.05432096,29003.806647494555,19125.994803172114,36805.16353199129,10430.982707172114,7698.821542762528,13743.933758187364,0,0,0,25683830.04026144,24374900.900252722,27475151.0192244,0,0,0,0,0,0,13038.910637455338,9955.47784756427,16702.305207773417,81740.70487424837,71366.17149113727,93642.27077298476,5000.0105445228755,3065.974754133333,7615.12264951634
