,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Fort Myers,RSW,00:08,2023-05-21,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-20,20:41,2023-05-21,00:08,2023-05-21,23:43,2023-05-21,
1,Orlando,MCO,00:17,2023-05-21,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-20,22:08,2023-05-21,00:17,2023-05-21,01:12,2023-05-22,
2,Miami,MIA,00:24,2023-05-21,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-20,20:56,2023-05-20,00:24,2023-05-21,23:58,2023-05-20,
3,Punta Cana,PUJ,00:32,2023-05-21,['B68096'],['JetBlue Airways'],,Landed - Delayed [+],20:20,2023-05-20,11:26,2023-05-21,00:32,2023-05-21,15:38,2023-05-21,
4,Denver,DEN,00:35,2023-05-21,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],18:45,2023-05-20,18:55,2023-05-20,00:35,2023-05-21,00:37,2023-05-21,
5,Charlotte,CLT,00:44,2023-05-21,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:33,2023-05-20,22:28,2023-05-20,00:44,2023-05-21,00:33,2023-05-21,
6,Atlanta,ATL,00:51,2023-05-21,"['DL865', 'AM3209', 'KE3682', 'KL5056', 'LA5055', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:17,2023-05-20,22:37,2023-05-20,00:51,2023-05-21,01:19,2023-05-21,
7,Cincinnati,CVG,04:04,2023-05-21,['CSB325'],['21 Air'],,Landed - On-time [+],02:10,2023-05-21,02:20,2023-05-21,04:04,2023-05-21,03:58,2023-05-21,
8,Las Vegas,LAS,04:29,2023-05-21,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-20,20:31,2023-05-20,04:29,2023-05-21,04:25,2023-05-21,
9,San Francisco,SFO,04:59,2023-05-21,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Canceled [+],20:15,2023-05-20,,,04:59,2023-05-21,,,
