,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-04-22,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-04-21,21:06,2023-04-21,00:05,2023-04-22,00:18,2023-04-22,
1,Tampa,TPA,00:08,2023-04-22,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-04-21,21:39,2023-04-21,00:08,2023-04-22,00:22,2023-04-22,
2,Seattle,SEA,00:10,2023-04-22,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-04-21,15:45,2023-04-21,00:10,2023-04-22,00:09,2023-04-22,
3,Fort Myers,RSW,00:14,2023-04-22,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-21,21:00,2023-04-22,00:14,2023-04-22,23:59,2023-04-22,
4,New York,JFK,00:19,2023-04-22,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],22:55,2023-04-21,00:03,2023-04-22,00:19,2023-04-22,01:17,2023-04-22,
5,West Palm Beach,PBI,00:19,2023-04-22,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-21,22:11,2023-04-22,00:19,2023-04-22,01:16,2023-04-23,
6,Miami,MIA,00:21,2023-04-22,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-04-21,21:04,2023-04-21,00:21,2023-04-22,23:59,2023-04-21,
7,New York,LGA,00:25,2023-04-22,['B68356'],['JetBlue Airways'],,Landed - Delayed [+],23:45,2023-04-21,06:22,2023-04-22,00:25,2023-04-22,01:09,2023-04-22,
8,Orlando,MCO,00:27,2023-04-22,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-21,22:34,2023-04-22,00:27,2023-04-22,01:33,2023-04-23,
9,Fort Lauderdale,FLL,00:32,2023-04-22,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-21,21:51,2023-04-22,00:32,2023-04-22,01:56,2023-04-23,
10,Charlotte,CLT,00:34,2023-04-22,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:28,2023-04-21,22:20,2023-04-21,00:34,2023-04-22,00:13,2023-04-22,
11,Chicago,ORD,00:43,2023-04-22,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-04-21,21:28,2023-04-21,00:43,2023-04-22,00:30,2023-04-22,
12,Fort Lauderdale,FLL,00:56,2023-04-22,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-04-21,00:27,2023-04-22,00:56,2023-04-22,03:14,2023-04-22,
13,Atlanta,ATL,00:59,2023-04-22,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-04-21,22:33,2023-04-21,00:59,2023-04-22,00:47,2023-04-22,
14,Denver,DEN,01:40,2023-04-22,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:50,2023-04-21,20:06,2023-04-21,01:40,2023-04-22,01:43,2023-04-22,
15,San Diego,SAN,04:47,2023-04-22,['B62120'],['JetBlue Airways'],C,Landed - Delayed [+],20:15,2023-04-21,20:20,2023-04-22,04:47,2023-04-22,04:35,2023-04-23,
16,San Francisco,SFO,04:57,2023-04-22,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-21,20:19,2023-04-21,04:57,2023-04-22,04:47,2023-04-22,
17,Salt Lake City,SLC,05:01,2023-04-22,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-21,22:26,2023-04-22,05:01,2023-04-22,04:50,2023-04-23,
18,Denver,DEN,05:10,2023-04-22,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:23,2023-04-21,23:46,2023-04-22,05:10,2023-04-22,05:50,2023-04-23,
19,San Juan,SJU,05:30,2023-04-22,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - On-time [+],01:20,2023-04-22,01:16,2023-04-22,05:30,2023-04-22,05:01,2023-04-22,
20,Phoenix,PHX,05:36,2023-04-22,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-21,21:42,2023-04-21,05:36,2023-04-22,05:24,2023-04-22,
21,Denver,DEN,05:37,2023-04-22,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-21,23:35,2023-04-21,05:37,2023-04-22,05:35,2023-04-22,
22,Seattle,SEA,05:43,2023-04-22,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:25,2023-04-21,21:23,2023-04-21,05:43,2023-04-22,05:58,2023-04-22,
23,Phoenix,PHX,05:59,2023-04-22,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-04-21,22:04,2023-04-22,05:59,2023-04-22,05:31,2023-04-23,
24,Salt Lake City,SLC,06:00,2023-04-22,"['DL999', 'KE3999', 'KL5565', 'LA6608']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines']",A,Landed - On-time [+],23:30,2023-04-21,23:25,2023-04-21,06:00,2023-04-22,05:48,2023-04-22,
25,Louisville,SDF,06:11,2023-04-22,['5X1014'],['UPS'],,Landed - Delayed [+],04:20,2023-04-22,05:21,2023-04-22,06:11,2023-04-22,07:04,2023-04-22,
26,Los Angeles,LAX,06:27,2023-04-22,"['DL675', 'KE7395', 'LA6321', 'VS3062']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-04-21,21:45,2023-04-21,06:27,2023-04-22,06:09,2023-04-22,
27,Las Vegas,LAS,06:33,2023-04-22,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-04-21,23:58,2023-04-22,06:33,2023-04-22,07:56,2023-04-23,
28,Provincetown,PVC,06:35,2023-04-22,"['9K2041', 'B65396']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:05,2023-04-22,05:50,2023-04-22,06:35,2023-04-22,06:25,2023-04-22,Cessna (Light aircraft)
29,Buffalo,BUF,06:40,2023-04-22,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:03,2023-04-22,05:00,2023-04-22,06:40,2023-04-22,06:32,2023-04-22,
30,Honolulu,HNL,06:40,2023-04-22,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - Delayed [+],15:00,2023-04-21,15:30,2023-04-21,06:40,2023-04-22,07:25,2023-04-22,
31,Rochester,ROC,06:40,2023-04-22,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-04-22,05:04,2023-04-22,06:40,2023-04-22,06:26,2023-04-22,
32,San Diego,SAN,06:45,2023-04-22,['DL801'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-04-21,22:05,2023-04-21,06:45,2023-04-22,06:30,2023-04-22,
33,Memphis,MEM,06:47,2023-04-22,['FX1406'],['FedEx'],,Landed - On-time [+],03:18,2023-04-22,03:40,2023-04-22,06:47,2023-04-22,06:53,2023-04-22,
34,Los Angeles,LAX,06:52,2023-04-22,"['AA2453', 'B64139', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-04-21,22:15,2023-04-21,06:52,2023-04-22,06:46,2023-04-22,
35,Sao Paulo,GRU,07:07,2023-04-22,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],22:50,2023-04-21,23:22,2023-04-21,07:07,2023-04-22,07:35,2023-04-22,
36,New York,JFK,07:15,2023-04-22,"['DL5853', 'KE3954', 'KL6958', 'LA6307', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-04-22,06:24,2023-04-22,07:15,2023-04-22,07:20,2023-04-22,
37,Provincetown,PVC,07:15,2023-04-22,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-04-22,06:43,2023-04-22,07:15,2023-04-22,07:15,2023-04-22,Cessna (Light aircraft)
38,Philadelphia,PHL,07:16,2023-04-22,"['B61008', 'EI5203', 'HA2208', 'TP4259']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-04-22,05:53,2023-04-22,07:16,2023-04-22,06:56,2023-04-22,
39,Baltimore,BWI,07:20,2023-04-22,"['B6726', 'AA9208', 'EI5113', 'FI7857', 'HA2394', 'JL5499', 'TP4262']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-04-22,05:51,2023-04-22,07:20,2023-04-22,07:03,2023-04-22,
40,Bar Harbor,BHB,07:25,2023-04-22,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],06:00,2023-04-22,06:10,2023-04-22,07:25,2023-04-22,07:50,2023-04-22,Cessna (Light aircraft)
41,Los Angeles,LAX,07:27,2023-04-22,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],22:55,2023-04-21,22:54,2023-04-21,07:27,2023-04-22,07:18,2023-04-22,
42,Sao Paulo,GRU,07:30,2023-04-22,"['LA8164', 'DL6054', 'JL5561']","['LATAM Airlines', 'Delta Air Lines', 'JAL Japan Airlines']",E,Landed - Delayed [+],22:50,2023-04-21,22:50,2023-04-21,07:30,2023-04-22,07:45,2023-04-22,Boeing 787-9
43,Nantucket,ACK,07:33,2023-04-22,"['9K5001', 'B65900']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-04-22,06:39,2023-04-22,07:33,2023-04-22,07:23,2023-04-22,Cessna (Light aircraft)
44,San Francisco,SFO,07:38,2023-04-22,"['AS546', 'AA7517', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],22:55,2023-04-21,22:52,2023-04-21,07:38,2023-04-22,07:39,2023-04-22,
45,Newark,EWR,07:45,2023-04-22,"['UA1367', 'TP8514']","['United Airlines', 'TAP Air Portugal']",B,Landed - On-time [+],06:30,2023-04-22,06:24,2023-04-22,07:45,2023-04-22,07:25,2023-04-22,
46,Las Vegas,LAS,07:45,2023-04-22,"['B61778', 'EI5161', 'HA2332', 'TP4320']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:43,2023-04-21,01:06,2023-04-23,07:45,2023-04-22,08:52,2023-04-23,
47,Seattle,SEA,07:50,2023-04-22,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:39,2023-04-21,21:35,2023-04-22,07:50,2023-04-22,06:03,2023-04-23,
48,Seattle,SEA,07:50,2023-04-22,"['DL810', 'KE3143', 'LA6540', 'VS3753']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:33,2023-04-21,23:27,2023-04-21,07:50,2023-04-22,07:51,2023-04-22,
49,San Francisco,SFO,07:51,2023-04-22,"['B634', 'AA9324', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:00,2023-04-21,23:30,2023-04-22,07:51,2023-04-22,08:09,2023-04-23,
50,Santo Domingo,SDQ,07:55,2023-04-22,['B61830'],['JetBlue Airways'],E,Landed - On-time [+],03:44,2023-04-22,04:03,2023-04-22,07:55,2023-04-22,07:57,2023-04-22,
51,Washington,DCA,07:58,2023-04-22,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-04-22,06:25,2023-04-22,07:58,2023-04-22,07:45,2023-04-22,
52,Richmond,RIC,07:58,2023-04-22,"['B61282', 'AA9342', 'EI5241', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:20,2023-04-22,06:18,2023-04-22,07:58,2023-04-22,07:43,2023-04-22,
53,San Francisco,SFO,07:59,2023-04-22,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],23:15,2023-04-21,23:24,2023-04-21,07:59,2023-04-22,07:53,2023-04-22,
54,New York,JFK,08:00,2023-04-22,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'QR3952', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:50,2023-04-22,07:03,2023-04-22,08:00,2023-04-22,08:08,2023-04-22,
55,Phoenix,PHX,08:00,2023-04-22,['DL667'],['Delta Air Lines'],A,Landed - On-time [+],23:59,2023-04-21,23:56,2023-04-21,08:00,2023-04-22,07:38,2023-04-22,
56,Pittsburgh,PIT,08:02,2023-04-22,"['B61486', 'AA9365', 'EI5223', 'HA2468', 'TP4356']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-04-22,06:20,2023-04-22,08:02,2023-04-22,07:55,2023-04-22,
57,Santiago,STI,08:08,2023-04-22,['B61924'],['JetBlue Airways'],E,Landed - On-time [+],04:15,2023-04-22,04:05,2023-04-22,08:08,2023-04-22,08:02,2023-04-22,
58,Newark,EWR,08:09,2023-04-22,"['DL3533', 'KE3306', 'LA6148']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines']",A,Landed - On-time [+],07:00,2023-04-22,06:54,2023-04-22,08:09,2023-04-22,08:15,2023-04-22,
59,Augusta,AUG,08:10,2023-04-22,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-04-22,06:55,2023-04-22,08:10,2023-04-22,08:05,2023-04-22,Tecnam P2012 Traveler
60,Massena,MSS,08:10,2023-04-22,['4B861'],['Boutique Air'],B,Landed - On-time [+],07:00,2023-04-22,07:01,2023-04-22,08:10,2023-04-22,08:20,2023-04-22,
