Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-06-15,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],17:24,2023-06-14,17:23,2023-06-14,actual,00:03,2023-06-15,23:54,2023-06-14,actual,
New York,JFK,00:06,2023-06-15,['DL8883'],['Delta Air Lines'],,Landed - Delayed [+],23:25,2023-06-14,01:17,2023-06-15,actual,00:06,2023-06-15,01:57,2023-06-15,actual,
San Francisco,SFO,00:09,2023-06-15,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-06-14,15:18,2023-06-14,actual,00:09,2023-06-15,00:16,2023-06-15,actual,
New York,JFK,00:19,2023-06-15,"['B62918', 'AA9117', 'AT9508', 'EI5022', 'QR3804']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Qatar Airways']",C,Landed - Delayed [+],22:59,2023-06-14,23:28,2023-06-14,actual,00:19,2023-06-15,00:51,2023-06-15,actual,
Seattle,SEA,00:21,2023-06-15,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:55,2023-06-14,15:53,2023-06-14,actual,00:21,2023-06-15,00:28,2023-06-15,actual,
Miami,MIA,00:25,2023-06-15,"['AA1054', 'B64059']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],21:03,2023-06-14,21:03,2023-06-14,actual,00:25,2023-06-15,00:13,2023-06-15,actual,
Minneapolis,MSP,00:26,2023-06-15,"['DL1246', 'AM3621', 'KE3993', 'KL5800', 'VS4242', 'WS7864']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],20:35,2023-06-14,21:03,2023-06-14,actual,00:26,2023-06-15,00:37,2023-06-15,actual,
Morristown,MMU,00:27,2023-06-15,['1I200'],['NetJets Aviation'],,Landed - Delayed [+],23:31,2023-06-14,00:05,2023-06-15,actual,00:27,2023-06-15,00:42,2023-06-15,actual,
Chicago,MDW,00:30,2023-06-15,['WN1905'],['Southwest Airlines'],B,Landed - Delayed [+],21:15,2023-06-14,21:54,2023-06-14,actual,00:30,2023-06-15,01:12,2023-06-15,actual,
San Diego,SAN,00:32,2023-06-15,['B6928'],['JetBlue Airways'],C,Landed - Delayed [+],15:57,2023-06-14,16:35,2023-06-14,actual,00:32,2023-06-15,01:02,2023-06-15,actual,
