Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Charlotte,CLT,00:04,2023-09-19,['AAL1937'],['American Airlines'],,Landed - Delayed [+],22:20,2023-09-18,22:31,2023-09-18,actual,00:04,2023-09-19,00:20,2023-09-19,actual,
Chicago,MDW,00:10,2023-09-19,['WN2284'],['Southwest Airlines'],B,Landed - Delayed [+],21:00,2023-09-18,21:10,2023-09-18,actual,00:10,2023-09-19,00:27,2023-09-19,actual,
New York,JFK,00:15,2023-09-19,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8258', 'HA2002', 'LY8609', 'QR3825', 'SQ1452', 'TP4468']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:59,2023-09-18,00:36,2023-09-19,actual,00:15,2023-09-19,01:35,2023-09-19,actual,
Miami,MIA,00:18,2023-09-19,"['AA1054', 'B64059']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],21:00,2023-09-18,22:15,2023-09-18,actual,00:18,2023-09-19,01:31,2023-09-19,actual,Boeing 737MAX 8 Passenger
Seattle,SEA,00:26,2023-09-19,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:55,2023-09-18,16:02,2023-09-18,actual,00:26,2023-09-19,00:22,2023-09-19,actual,
Charlotte,CLT,00:29,2023-09-19,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:20,2023-09-18,22:17,2023-09-18,actual,00:29,2023-09-19,00:25,2023-09-19,actual,Airbus A321
Denver,DEN,00:30,2023-09-19,['WN3622'],['Southwest Airlines'],B,Landed - Delayed [+],18:40,2023-09-18,18:49,2023-09-18,actual,00:30,2023-09-19,00:45,2023-09-19,actual,
Fort Lauderdale,FLL,00:45,2023-09-19,"['B6170', 'AD7411', 'FI7986', 'HA2426']","['JetBlue Airways', 'Azul', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:40,2023-09-18,22:41,2023-09-18,actual,00:45,2023-09-19,01:34,2023-09-19,actual,
Detroit,DTW,00:48,2023-09-19,"['DL1622', 'AM3586', 'AZ5297', 'CZ1051', 'MU4540', 'VS4208', 'WS7492']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'China Southern Airlines', 'China Eastern Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:59,2023-09-18,22:42,2023-09-18,actual,00:48,2023-09-19,00:29,2023-09-19,actual,
Chicago,ORD,00:57,2023-09-19,"['UA1897', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:30,2023-09-18,21:38,2023-09-18,actual,00:57,2023-09-19,00:53,2023-09-19,actual,
San Francisco,SFO,00:57,2023-09-19,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-09-18,16:12,2023-09-18,actual,00:57,2023-09-19,00:52,2023-09-19,actual,
Atlanta,ATL,00:59,2023-09-19,"['DL865', 'AM4188', 'KE3682', 'KL5056', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'WestJet']",A,Landed - On-time [+],22:28,2023-09-18,22:27,2023-09-18,actual,00:59,2023-09-19,00:48,2023-09-19,actual,
