,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-19,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-18,21:04,2023-05-18,00:05,2023-05-19,00:09,2023-05-19,
1,Fort Myers,RSW,00:08,2023-05-19,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-18,21:04,2023-05-19,00:08,2023-05-19,00:20,2023-05-20,
2,San Francisco,SFO,00:09,2023-05-19,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-18,15:22,2023-05-18,00:09,2023-05-19,23:58,2023-05-18,
3,Orlando,MCO,00:17,2023-05-19,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-18,21:42,2023-05-19,00:17,2023-05-19,00:48,2023-05-20,
4,Miami,MIA,00:24,2023-05-19,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-18,20:58,2023-05-18,00:24,2023-05-19,00:15,2023-05-19,
5,Charlotte,CLT,00:44,2023-05-19,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-18,23:06,2023-05-18,00:44,2023-05-19,01:05,2023-05-19,
6,Atlanta,ATL,00:51,2023-05-19,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-18,22:15,2023-05-18,00:51,2023-05-19,00:33,2023-05-19,
7,Chicago,ORD,01:00,2023-05-19,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-18,21:29,2023-05-18,01:00,2023-05-19,00:36,2023-05-19,
8,Denver,DEN,01:40,2023-05-19,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-18,20:37,2023-05-18,01:40,2023-05-19,02:08,2023-05-19,
9,Carlsbad,CLD,04:26,2023-05-19,['1I758'],['NetJets Aviation'],,Landed - On-time [+],20:12,2023-05-18,20:46,2023-05-18,04:26,2023-05-19,04:36,2023-05-19,
10,Louisville,SDF,04:26,2023-05-19,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-19,02:41,2023-05-19,04:26,2023-05-19,04:27,2023-05-19,
11,Las Vegas,LAS,04:29,2023-05-19,['NK1165'],['Spirit Airlines'],B,Landed - Delayed [+],20:30,2023-05-18,20:28,2023-05-18,04:29,2023-05-19,04:52,2023-05-19,
12,Philadelphia,PHL,04:29,2023-05-19,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-05-19,03:29,2023-05-19,04:29,2023-05-19,04:18,2023-05-19,
13,Newark,EWR,04:55,2023-05-19,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-19,04:06,2023-05-19,04:55,2023-05-19,04:49,2023-05-19,
14,San Francisco,SFO,04:59,2023-05-19,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-18,20:14,2023-05-18,04:59,2023-05-19,04:43,2023-05-19,
15,San Diego,SAN,05:01,2023-05-19,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-18,20:22,2023-05-19,05:01,2023-05-19,04:55,2023-05-20,
16,Los Angeles,LAX,05:18,2023-05-19,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-18,20:41,2023-05-18,05:18,2023-05-19,05:08,2023-05-19,
17,Sacramento,SMF,05:38,2023-05-19,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-18,21:09,2023-05-19,05:38,2023-05-19,05:23,2023-05-20,
18,Denver,DEN,05:40,2023-05-19,['B6294'],['JetBlue Airways'],C,Landed - Delayed [+],23:53,2023-05-18,23:55,2023-05-19,05:40,2023-05-19,05:39,2023-05-20,
19,Phoenix,PHX,05:40,2023-05-19,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-18,21:41,2023-05-18,05:40,2023-05-19,05:17,2023-05-19,
20,Louisville,SDF,05:45,2023-05-19,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-19,04:13,2023-05-19,05:45,2023-05-19,06:06,2023-05-19,
21,San Francisco,SFO,05:55,2023-05-19,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],21:05,2023-05-18,21:00,2023-05-18,05:55,2023-05-19,05:24,2023-05-19,
