,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-10,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-09,20:57,2023-05-09,00:05,2023-05-10,00:09,2023-05-10,
1,Fort Myers,RSW,00:08,2023-05-10,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-09,21:12,2023-05-10,00:08,2023-05-10,00:20,2023-05-11,
2,San Francisco,SFO,00:09,2023-05-10,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-09,15:12,2023-05-09,00:09,2023-05-10,23:34,2023-05-09,
3,Vancouver,YVR,00:16,2023-05-10,['1I838'],['NetJets Aviation'],,Landed - On-time [+],16:25,2023-05-09,16:33,2023-05-09,00:16,2023-05-10,23:51,2023-05-09,
4,Orlando,MCO,00:17,2023-05-10,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-09,21:34,2023-05-10,00:17,2023-05-10,00:21,2023-05-11,
5,Miami,MIA,00:24,2023-05-10,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-09,20:59,2023-05-09,00:24,2023-05-10,00:07,2023-05-10,
6,Atlanta,ATL,00:51,2023-05-10,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-09,22:14,2023-05-09,00:51,2023-05-10,00:46,2023-05-10,
7,Denver,DEN,01:40,2023-05-10,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-09,20:17,2023-05-09,01:40,2023-05-10,01:57,2023-05-10,
8,Louisville,SDF,04:26,2023-05-10,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-10,02:50,2023-05-10,04:26,2023-05-10,04:39,2023-05-10,
9,Las Vegas,LAS,04:29,2023-05-10,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-09,20:26,2023-05-09,04:29,2023-05-10,04:10,2023-05-10,
10,Philadelphia,PHL,04:29,2023-05-10,['5X1018'],['UPS'],,Landed - Delayed [+],03:36,2023-05-10,03:55,2023-05-10,04:29,2023-05-10,04:49,2023-05-10,
11,Newark,EWR,04:55,2023-05-10,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-10,03:53,2023-05-10,04:55,2023-05-10,04:32,2023-05-10,
12,San Francisco,SFO,04:59,2023-05-10,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-09,20:08,2023-05-09,04:59,2023-05-10,04:35,2023-05-10,
13,San Diego,SAN,05:01,2023-05-10,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-09,21:20,2023-05-10,05:01,2023-05-10,05:52,2023-05-11,
14,Sacramento,SMF,05:38,2023-05-10,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-09,21:23,2023-05-10,05:38,2023-05-10,05:48,2023-05-11,
15,Denver,DEN,05:40,2023-05-10,"['B6294', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - Delayed [+],23:53,2023-05-09,23:51,2023-05-10,05:40,2023-05-10,05:40,2023-05-11,
16,Phoenix,PHX,05:40,2023-05-10,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-09,21:38,2023-05-09,05:40,2023-05-10,05:23,2023-05-10,
17,Louisville,SDF,05:45,2023-05-10,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-10,05:07,2023-05-10,05:45,2023-05-10,06:56,2023-05-10,
18,Denver,DEN,05:58,2023-05-10,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-09,23:52,2023-05-09,05:58,2023-05-10,05:25,2023-05-10,
19,Memphis,MEM,06:05,2023-05-10,['FX1406'],['FedEx'],,Landed - Delayed [+],02:36,2023-05-10,03:03,2023-05-10,06:05,2023-05-10,06:21,2023-05-10,
20,Indianapolis,IND,06:07,2023-05-10,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-05-10,04:42,2023-05-10,06:07,2023-05-10,06:25,2023-05-10,
21,Phoenix,PHX,06:07,2023-05-10,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:18,2023-05-09,22:08,2023-05-10,06:07,2023-05-10,06:09,2023-05-11,
22,San Jose,SJC,06:13,2023-05-10,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:39,2023-05-09,22:37,2023-05-10,06:13,2023-05-10,07:20,2023-05-11,
23,Salt Lake City,SLC,06:22,2023-05-10,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:45,2023-05-09,23:44,2023-05-09,06:22,2023-05-10,06:08,2023-05-10,
24,Las Vegas,LAS,06:23,2023-05-10,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:23,2023-05-09,22:16,2023-05-10,06:23,2023-05-10,06:41,2023-05-11,
25,Seattle,SEA,06:23,2023-05-10,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-09,22:26,2023-05-10,06:23,2023-05-10,06:44,2023-05-11,
26,Los Angeles,LAX,06:30,2023-05-10,"['B6622', 'AA9116', 'HA2184', 'TP4324']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],22:05,2023-05-09,22:01,2023-05-09,06:30,2023-05-10,06:19,2023-05-10,
27,Buffalo,BUF,06:40,2023-05-10,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:08,2023-05-10,05:06,2023-05-10,06:40,2023-05-10,06:42,2023-05-10,
28,Rochester,ROC,06:40,2023-05-10,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-10,05:03,2023-05-10,06:40,2023-05-10,06:21,2023-05-10,
29,Memphis,MEM,06:41,2023-05-10,['FX1473'],['FedEx'],,Landed - Delayed [+],03:12,2023-05-10,03:47,2023-05-10,06:41,2023-05-10,07:12,2023-05-10,
30,San Francisco,SFO,06:44,2023-05-10,"['DL926', 'LA6535', 'VS2372', 'WS7424']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],21:55,2023-05-09,21:51,2023-05-09,06:44,2023-05-10,06:30,2023-05-10,
31,San Diego,SAN,06:45,2023-05-10,['DL316'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-05-09,21:53,2023-05-09,06:45,2023-05-10,06:19,2023-05-10,
32,Los Angeles,LAX,06:49,2023-05-10,['MLM405'],['Comlux Malta'],,Landed - On-time [+],23:00,2023-05-09,22:14,2023-05-09,06:49,2023-05-10,05:54,2023-05-10,
33,Westchester County,HPN,06:50,2023-05-10,['1I589'],['NetJets Aviation'],,Landed - Delayed [+],06:00,2023-05-10,06:30,2023-05-10,06:50,2023-05-10,07:15,2023-05-10,
34,Portland,PDX,06:57,2023-05-10,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:38,2023-05-09,23:12,2023-05-10,06:57,2023-05-10,07:28,2023-05-11,
35,New York,LGA,07:10,2023-05-10,['DL1632'],['Delta Air Lines'],A,Landed - On-time [+],06:00,2023-05-10,05:54,2023-05-10,07:10,2023-05-10,07:06,2023-05-10,
