Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Atlanta,ATL,00:05,2024-02-22,['B6996'],['JetBlue Airways'],C,Landed - Delayed [+],21:35,"February 21, 2024",22:03,"February 21, 2024",actual,00:05,"February 22, 2024",00:28,"February 22, 2024",actual,Airbus A320
Dallas,DFW,00:15,2024-02-22,['DL315'],['Delta Air Lines'],A,Landed - On-time [+],19:41,"February 21, 2024",20:00,"February 21, 2024",actual,00:15,"February 22, 2024",00:23,"February 22, 2024",actual,Airbus A220-100 Passenger
Orlando,MCO,00:24,2024-02-22,['NK3954'],['Spirit Airlines'],B,Landed - On-time [+],21:18,"February 21, 2024",21:21,"February 21, 2024",actual,00:24,"February 22, 2024",00:21,"February 22, 2024",actual,Airbus A320neo
Miami,MIA,00:27,2024-02-22,['AA1054'],['American Airlines'],B,Landed - Delayed [+],21:08,"February 21, 2024",21:20,"February 21, 2024",actual,00:27,"February 22, 2024",00:51,"February 22, 2024",actual,Boeing 737MAX 8 Passenger
Orlando,MCO,00:36,2024-02-22,['B6652'],['JetBlue Airways'],C,Landed - On-time [+],21:35,"February 21, 2024",21:31,"February 21, 2024",actual,00:36,"February 22, 2024",00:34,"February 22, 2024",actual,Airbus A321
Myrtle Beach,MYR,00:37,2024-02-22,['NK3907'],['Spirit Airlines'],B,Landed - On-time [+],22:38,"February 21, 2024",22:50,"February 21, 2024",actual,00:37,"February 22, 2024",00:42,"February 22, 2024",actual,Airbus A320
Charlotte,CLT,00:44,2024-02-22,['AA1937'],['American Airlines'],B,Landed - Delayed [+],22:35,"February 21, 2024",23:00,"February 21, 2024",actual,00:44,"February 22, 2024",01:07,"February 22, 2024",actual,Boeing 737-800 Passenger
Atlanta,ATL,00:57,2024-02-22,['DL518'],['Delta Air Lines'],A,Landed - On-time [+],22:25,"February 21, 2024",22:23,"February 21, 2024",actual,00:57,"February 22, 2024",00:47,"February 22, 2024",actual,Airbus A321neo
Philadelphia,PHL,04:16,2024-02-22,['5X1018'],['UPS'],,Landed - Delayed [+],03:25,"February 22, 2024",04:18,"February 22, 2024",actual,04:16,"February 22, 2024",05:10,"February 22, 2024",actual,Boeing 767-300 Passenger
Louisville,SDF,04:20,2024-02-22,['5X1016'],['UPS'],,Landed - On-time [+],02:35,"February 22, 2024",02:30,"February 22, 2024",actual,04:20,"February 22, 2024",04:13,"February 22, 2024",actual,Boeing 767-300 Passenger
Salt Lake City,SLC,04:50,2024-02-22,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:28,"February 21, 2024",22:22,"February 21, 2024",actual,04:50,"February 22, 2024",05:19,"February 22, 2024",actual,Airbus A320
Newark,EWR,04:54,2024-02-22,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,"February 22, 2024",04:12,"February 22, 2024",actual,04:54,"February 22, 2024",04:48,"February 22, 2024",actual,Boeing 757-200 Passenger
San Diego,SAN,05:00,2024-02-22,['B62120'],['JetBlue Airways'],C,Landed - On-time [+],20:39,"February 21, 2024",20:28,"February 21, 2024",actual,05:00,"February 22, 2024",04:28,"February 22, 2024",actual,Airbus A321
San Francisco,SFO,05:00,2024-02-22,['B6334'],['JetBlue Airways'],C,Landed - On-time [+],20:25,"February 21, 2024",21:04,"February 21, 2024",actual,05:00,"February 22, 2024",05:11,"February 22, 2024",actual,Airbus A321
Denver,DEN,05:28,2024-02-22,['B6394'],['JetBlue Airways'],C,Landed - On-time [+],23:45,"February 21, 2024",23:35,"February 21, 2024",actual,05:28,"February 22, 2024",05:01,"February 22, 2024",actual,Airbus A321
Atlanta,ATL,05:31,2024-02-22,['CTE585'],['Atlanta Air Charter'],,Landed - Delayed [+],02:11,"February 22, 2024",02:43,"February 22, 2024",actual,05:31,"February 22, 2024",05:57,"February 22, 2024",actual,
Louisville,SDF,05:39,2024-02-22,['5X1014'],['UPS'],,Landed - On-time [+],03:54,"February 22, 2024",04:10,"February 22, 2024",actual,05:39,"February 22, 2024",05:48,"February 22, 2024",actual,Boeing 767-300 Passenger
Seattle,SEA,05:43,2024-02-22,['AS536'],['Alaska Airlines'],B,Landed - On-time [+],21:32,"February 21, 2024",21:21,"February 21, 2024",actual,05:43,"February 22, 2024",05:28,"February 22, 2024",actual,Boeing 737MAX 9 Passenger
Tel Aviv-Yafo,TLV,05:45,2024-02-22,['LY15'],['El Al Israel Airlines'],E,Landed - On-time [+],01:05,"February 22, 2024",01:05,"February 22, 2024",actual,05:45,"February 22, 2024",05:46,"February 22, 2024",actual,Boeing 787-8
Las Vegas,LAS,05:50,2024-02-22,['DL484'],['Delta Air Lines'],A,Landed - On-time [+],21:45,"February 21, 2024",21:49,"February 21, 2024",actual,05:50,"February 22, 2024",05:38,"February 22, 2024",actual,Airbus A321neo
Memphis,MEM,05:58,2024-02-22,['FX1406'],['FedEx'],,Landed - On-time [+],02:36,"February 22, 2024",02:55,"February 22, 2024",actual,05:58,"February 22, 2024",06:09,"February 22, 2024",actual,Boeing 767-300 Passenger
Honolulu,HNL,06:00,2024-02-22,['HA90'],['Hawaiian Airlines'],E,Landed - On-time [+],15:20,"February 21, 2024",15:23,"February 21, 2024",actual,06:00,"February 22, 2024",05:28,"February 22, 2024",actual,Airbus A330-200
Indianapolis,IND,06:01,2024-02-22,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,"February 22, 2024",04:47,"February 22, 2024",actual,06:01,"February 22, 2024",06:25,"February 22, 2024",actual,Boeing 767-300 Passenger
Phoenix,PHX,06:05,2024-02-22,['DL979'],['Delta Air Lines'],A,Landed - Delayed [+],23:20,"February 21, 2024",23:17,"February 21, 2024",actual,06:05,"February 22, 2024",06:36,"February 22, 2024",actual,Airbus A321neo
Seattle,SEA,06:14,2024-02-22,['B6498'],['JetBlue Airways'],C,Landed - On-time [+],22:02,"February 21, 2024",21:48,"February 21, 2024",actual,06:14,"February 22, 2024",06:11,"February 22, 2024",actual,Airbus A321
Seattle,SEA,06:18,2024-02-22,['DL2733'],['Delta Air Lines'],A,Landed - Delayed [+],21:50,"February 21, 2024",21:58,"February 21, 2024",actual,06:18,"February 22, 2024",06:44,"February 22, 2024",actual,Airbus A321neo
Los Angeles,LAX,06:20,2024-02-22,['DL568'],['Delta Air Lines'],A,Landed - On-time [+],21:45,"February 21, 2024",21:40,"February 21, 2024",actual,06:20,"February 22, 2024",06:15,"February 22, 2024",actual,Boeing 757-200 Passenger
Sao Paulo,GRU,06:26,2024-02-22,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],23:08,"February 21, 2024",23:00,"February 21, 2024",actual,06:26,"February 22, 2024",06:54,"February 22, 2024",actual,Boeing 787-9
Memphis,MEM,06:34,2024-02-22,['FX1473'],['FedEx'],,Landed - On-time [+],03:12,"February 22, 2024",03:29,"February 22, 2024",actual,06:34,"February 22, 2024",06:37,"February 22, 2024",actual,Boeing 767-300 Passenger
Phoenix,PHX,06:35,2024-02-22,['B61302'],['JetBlue Airways'],C,Landed - On-time [+],23:59,"February 21, 2024",00:05,2024-02-22,actual,06:35,"February 22, 2024",06:29,"February 22, 2024",actual,Airbus A320
San Diego,SAN,06:38,2024-02-22,['DL486'],['Delta Air Lines'],A,Landed - On-time [+],22:10,"February 21, 2024",22:05,"February 21, 2024",actual,06:38,"February 22, 2024",06:34,"February 22, 2024",actual,Airbus A321neo
Sao Paulo,GRU,06:40,2024-02-22,['LA8164'],['LATAM Airlines'],E,Landed - Delayed [+],22:50,"February 21, 2024",23:35,"February 21, 2024",actual,06:40,"February 22, 2024",07:05,"February 22, 2024",actual,Boeing 787-9
Syracuse,SYR,06:40,2024-02-22,['B6374'],['JetBlue Airways'],C,Landed - On-time [+],05:25,"February 22, 2024",05:16,"February 22, 2024",actual,06:40,"February 22, 2024",06:11,"February 22, 2024",actual,Embraer 190
Middletown,MDT,06:44,2024-02-22,['AA5716'],['American Airlines'],B,Landed - On-time [+],05:12,"February 22, 2024",05:03,"February 22, 2024",actual,06:44,"February 22, 2024",06:25,"February 22, 2024",actual,
