Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Phoenix,PHX,00:06,2023-10-09,['AA2058'],['American Airlines'],B,Landed - Delayed [+],16:13,2023-10-08,16:35,2023-10-08,actual,00:06,2023-10-09,00:27,2023-10-09,actual,
Nashville,BNA,00:15,2023-10-09,['WN1093'],['Southwest Airlines'],B,Landed - On-time [+],20:50,2023-10-08,21:13,2023-10-08,actual,00:15,2023-10-09,00:22,2023-10-09,actual,
New York,JFK,00:15,2023-10-09,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8258', 'HA2004', 'LY8609', 'QR3825', 'SQ1452', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],22:59,2023-10-08,23:07,2023-10-08,actual,00:15,2023-10-09,00:24,2023-10-09,actual,
Miami,MIA,00:20,2023-10-09,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - On-time [+],21:00,2023-10-08,20:59,2023-10-08,actual,00:20,2023-10-09,00:31,2023-10-09,actual,
Seattle,SEA,00:26,2023-10-09,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],15:55,2023-10-08,16:07,2023-10-08,actual,00:26,2023-10-09,00:36,2023-10-09,actual,
Austin,AUS,00:28,2023-10-09,"['DL1697', 'VS5476']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - Delayed [+],19:21,2023-10-08,21:09,2023-10-08,actual,00:28,2023-10-09,01:44,2023-10-09,actual,
Charlotte,CLT,00:35,2023-10-09,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:26,2023-10-08,22:47,2023-10-08,actual,00:35,2023-10-09,00:39,2023-10-09,actual,
Chicago,MDW,00:35,2023-10-09,['WN2357'],['Southwest Airlines'],B,Landed - Delayed [+],21:25,2023-10-08,21:33,2023-10-08,actual,00:35,2023-10-09,00:51,2023-10-09,actual,
Los Angeles,LAX,00:41,2023-10-09,['EJM37'],['Executive Jet Management'],,Landed - On-time [+],16:15,2023-10-08,15:47,2023-10-08,actual,00:41,2023-10-09,00:04,2023-10-09,actual,
Fort Lauderdale,FLL,00:45,2023-10-09,"['B6170', 'AD7411', 'FI7986', 'HA2426']","['JetBlue Airways', 'Azul', 'Icelandair', 'Hawaiian Airlines']",C,Canceled [+],21:40,2023-10-08,21:40,2023-10-08,scheduled,00:45,2023-10-09,00:45,2023-10-09,scheduled,
Chicago,ORD,00:45,2023-10-09,"['UA1478', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:18,2023-10-08,21:24,2023-10-08,actual,00:45,2023-10-09,00:45,2023-10-09,actual,
Detroit,DTW,00:48,2023-10-09,"['DL1622', 'AM3586', 'AZ5297', 'VS4208', 'WS7492']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:59,2023-10-08,23:35,2023-10-08,actual,00:48,2023-10-09,01:18,2023-10-09,actual,
San Francisco,SFO,00:57,2023-10-09,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-10-08,16:10,2023-10-08,actual,00:57,2023-10-09,00:36,2023-10-09,actual,
Atlanta,ATL,00:59,2023-10-09,"['DL865', 'AM4188', 'KE3682', 'KL5111', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'WestJet']",A,Landed - On-time [+],22:28,2023-10-08,22:27,2023-10-08,actual,00:59,2023-10-09,00:42,2023-10-09,actual,
Hartford,BDL,02:26,2023-10-09,['1I442'],['NetJets Aviation'],,Landed - On-time [+],01:48,2023-10-09,02:09,2023-10-09,actual,02:26,2023-10-09,02:35,2023-10-09,actual,
Cincinnati,CVG,04:32,2023-10-09,['GB588'],['ABX Air'],,Landed - On-time [+],02:35,2023-10-09,02:45,2023-10-09,actual,04:32,2023-10-09,04:23,2023-10-09,actual,
San Diego,SAN,04:39,2023-10-09,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:10,2023-10-08,10:44,2023-10-09,actual,04:39,2023-10-09,19:17,2023-10-09,actual,
Phoenix,PHX,05:00,2023-10-09,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:05,2023-10-08,20:59,2023-10-08,actual,05:00,2023-10-09,04:35,2023-10-09,actual,
San Francisco,SFO,05:00,2023-10-09,"['B6734', 'AA9145', 'FI7832', 'HA2496']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - On-time [+],20:24,2023-10-08,20:28,2023-10-08,actual,05:00,2023-10-09,04:58,2023-10-09,actual,
Salt Lake City,SLC,05:00,2023-10-09,['B6248'],['JetBlue Airways'],C,Landed - Delayed [+],22:33,2023-10-08,22:38,2023-10-08,actual,05:00,2023-10-09,05:20,2023-10-09,actual,
Denver,DEN,05:42,2023-10-09,['B6494'],['JetBlue Airways'],C,Landed - On-time [+],23:55,2023-10-08,23:38,2023-10-08,actual,05:42,2023-10-09,05:21,2023-10-09,actual,
Seattle,SEA,05:44,2023-10-09,"['B6498', 'AA9217', 'HA2114']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],21:25,2023-10-08,21:17,2023-10-08,actual,05:44,2023-10-09,05:27,2023-10-09,actual,
Seattle,SEA,05:45,2023-10-09,['AS536'],['Alaska Airlines'],B,Landed - Delayed [+],21:27,2023-10-08,21:23,2023-10-08,actual,05:45,2023-10-09,06:03,2023-10-09,actual,
Denver,DEN,05:55,2023-10-09,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-10-08,23:52,2023-10-08,actual,05:55,2023-10-09,05:41,2023-10-09,actual,
Phoenix,PHX,05:59,2023-10-09,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - On-time [+],22:10,2023-10-08,22:10,2023-10-08,actual,05:59,2023-10-09,05:54,2023-10-09,actual,
Honolulu,HNL,06:00,2023-10-09,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - Delayed [+],14:15,2023-10-08,14:16,2023-10-08,actual,06:00,2023-10-09,06:15,2023-10-09,actual,
Las Vegas,LAS,06:01,2023-10-09,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:05,2023-10-08,22:25,2023-10-08,actual,06:01,2023-10-09,06:28,2023-10-09,actual,
San Jose,SJC,06:01,2023-10-09,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:29,2023-10-08,21:24,2023-10-08,actual,06:01,2023-10-09,06:32,2023-10-09,actual,
Los Angeles,LAX,06:15,2023-10-09,"['DL803', 'AF2203', 'KE7395', 'LA6487', 'VS2577']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:30,2023-10-08,21:24,2023-10-08,actual,06:15,2023-10-09,06:03,2023-10-09,actual,
Las Vegas,LAS,06:20,2023-10-09,['DL408'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-10-08,21:56,2023-10-08,actual,06:20,2023-10-09,06:07,2023-10-09,actual,
San Francisco,SFO,06:25,2023-10-09,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],21:45,2023-10-08,21:30,2023-10-08,actual,06:25,2023-10-09,06:18,2023-10-09,actual,
Los Angeles,LAX,06:30,2023-10-09,"['AA2453', 'B64139', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:00,2023-10-08,21:58,2023-10-08,actual,06:30,2023-10-09,06:30,2023-10-09,actual,
Salt Lake City,SLC,06:30,2023-10-09,"['DL893', 'KE3999', 'KL5565', 'VS4254']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:40,2023-10-08,23:39,2023-10-08,actual,06:30,2023-10-09,06:24,2023-10-09,actual,
Nantucket,ACK,06:32,2023-10-09,['CNS8080'],['PlaneSense'],,Landed - Delayed [+],06:00,2023-10-09,06:31,2023-10-09,actual,06:32,2023-10-09,06:58,2023-10-09,actual,
Portland,PDX,06:37,2023-10-09,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - On-time [+],22:19,2023-10-08,22:21,2023-10-08,actual,06:37,2023-10-09,06:44,2023-10-09,actual,
San Francisco,SFO,06:40,2023-10-09,"['DL475', 'LA6198', 'VS2372', 'WS7776']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:00,2023-10-08,21:59,2023-10-08,actual,06:40,2023-10-09,06:38,2023-10-09,actual,
San Diego,SAN,06:45,2023-10-09,['DL571'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-10-08,21:59,2023-10-08,actual,06:45,2023-10-09,06:39,2023-10-09,actual,
