,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Phoenix,PHX,00:02,2023-05-03,['DL9888'],['Delta Air Lines'],A,Landed - On-time [+],16:15,2023-05-02,16:12,2023-05-02,00:02,2023-05-03,00:05,2023-05-03,
1,Chicago,MDW,00:05,2023-05-03,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-02,20:53,2023-05-02,00:05,2023-05-03,23:56,2023-05-02,
2,Tampa,TPA,00:08,2023-05-03,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-05-02,21:00,2023-05-02,00:08,2023-05-03,00:02,2023-05-03,
3,Seattle,SEA,00:10,2023-05-03,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-05-02,15:43,2023-05-02,00:10,2023-05-03,00:01,2023-05-03,
4,Fort Myers,RSW,00:14,2023-05-03,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-05-02,21:08,2023-05-03,00:14,2023-05-03,00:06,2023-05-04,Airbus A321
5,New York,JFK,00:19,2023-05-03,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],22:55,2023-05-02,22:47,2023-05-03,00:19,2023-05-03,23:56,2023-05-03,
6,Miami,MIA,00:19,2023-05-03,"['B61720', 'QR4188', 'TP4510']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],20:55,2023-05-02,20:50,2023-05-02,00:19,2023-05-03,00:03,2023-05-03,
7,Miami,MIA,00:21,2023-05-03,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-05-02,21:06,2023-05-02,00:21,2023-05-03,00:14,2023-05-03,
8,Orlando,MCO,00:27,2023-05-03,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-05-02,21:35,2023-05-03,00:27,2023-05-03,00:23,2023-05-04,
9,Fort Lauderdale,FLL,00:32,2023-05-03,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-05-02,21:18,2023-05-03,00:32,2023-05-03,00:46,2023-05-04,
10,Fort Lauderdale,FLL,00:56,2023-05-03,['NK616'],['Spirit Airlines'],B,Landed - On-time [+],21:41,2023-05-02,21:45,2023-05-02,00:56,2023-05-03,00:47,2023-05-03,
11,Atlanta,ATL,00:59,2023-05-03,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-05-02,22:23,2023-05-02,00:59,2023-05-03,00:45,2023-05-03,
12,Denver,DEN,01:40,2023-05-03,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-02,20:45,2023-05-02,01:40,2023-05-03,02:31,2023-05-03,
