,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-30,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-29,21:02,2023-05-29,00:05,2023-05-30,00:15,2023-05-30,
1,Fort Myers,RSW,00:08,2023-05-30,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-29,20:47,2023-05-30,00:08,2023-05-30,23:49,2023-05-30,
2,San Francisco,SFO,00:09,2023-05-30,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-29,15:16,2023-05-29,00:09,2023-05-30,00:18,2023-05-30,
3,Orlando,MCO,00:17,2023-05-30,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-29,21:20,2023-05-30,00:17,2023-05-30,00:31,2023-05-31,
4,Miami,MIA,00:24,2023-05-30,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-29,21:02,2023-05-29,00:24,2023-05-30,00:13,2023-05-30,
5,Charlotte,CLT,00:44,2023-05-30,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:33,2023-05-29,22:25,2023-05-29,00:44,2023-05-30,00:34,2023-05-30,
6,Atlanta,ATL,00:51,2023-05-30,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'LA8493', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:17,2023-05-29,00:29,2023-05-30,00:51,2023-05-30,03:04,2023-05-30,
7,Chicago,ORD,01:00,2023-05-30,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-29,21:38,2023-05-29,01:00,2023-05-30,01:03,2023-05-30,
8,Denver,DEN,01:40,2023-05-30,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:50,2023-05-29,19:48,2023-05-29,01:40,2023-05-30,01:42,2023-05-30,
9,Las Vegas,LAS,04:29,2023-05-30,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-29,20:24,2023-05-29,04:29,2023-05-30,04:30,2023-05-30,
