Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Cincinnati,CVG,09:31,2023-06-01,"['DL2833', 'KE3985', 'VS4246']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:15,2023-06-01,07:10,2023-06-01,09:31,2023-06-01,09:20,2023-06-01,
Nantucket,ACK,09:33,2023-06-01,['9K5541'],['Cape Air'],C,Landed - On-time [+],08:45,2023-06-01,08:40,2023-06-01,09:33,2023-06-01,09:40,2023-06-01,Cessna (Light aircraft)
Washington,DCA,09:33,2023-06-01,"['AA4366', 'B64522']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:59,2023-06-01,07:52,2023-06-01,09:33,2023-06-01,09:34,2023-06-01,
Miami,MIA,09:38,2023-06-01,['NK3121'],['Spirit Airlines'],B,Landed - Delayed [+],06:10,2023-06-01,07:08,2023-06-01,09:38,2023-06-01,10:22,2023-06-01,
Montreal,YUL,09:38,2023-06-01,"['AC8604', 'UA8416']","['Air Canada', 'United Airlines']",B,Landed - DIVERTED [+],08:15,2023-06-01,12:08,2023-06-01,09:38,2023-06-01,13:33,2023-06-01,
Bedford/Hanscom,BED,09:42,2023-06-01,['CNS7673'],['PlaneSense'],,Landed - Delayed [+],09:30,2023-06-01,09:55,2023-06-01,09:42,2023-06-01,10:06,2023-06-01,
Santo Domingo,SDQ,09:42,2023-06-01,['B61830'],['JetBlue Airways'],E,Landed - On-time [+],05:30,2023-06-01,05:27,2023-06-01,09:42,2023-06-01,09:20,2023-06-01,
Atlanta,ATL,09:43,2023-06-01,"['DL327', 'AR7036', 'KE6839', 'KL5636', 'WS6382']","['Delta Air Lines', 'Aerolineas Argentinas', 'Korean Air', 'KLM Royal Dutch Airlines', 'WestJet']",A,Landed - On-time [+],07:05,2023-06-01,07:04,2023-06-01,09:43,2023-06-01,09:51,2023-06-01,
Buffalo,BUF,09:49,2023-06-01,"['B6716', 'AA9439', 'EI5097', 'FI7916', 'HA2364', 'JL5855', 'TP4261']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],08:30,2023-06-01,08:20,2023-06-01,09:49,2023-06-01,09:37,2023-06-01,
Rochester,ROC,09:49,2023-06-01,"['AA6042', 'JL7617']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],08:30,2023-06-01,08:17,2023-06-01,09:49,2023-06-01,09:32,2023-06-01,
Louisville,SDF,09:49,2023-06-01,"['AA4564', 'B64503']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:30,2023-06-01,07:24,2023-06-01,09:49,2023-06-01,09:46,2023-06-01,
Charlotte,CLT,09:52,2023-06-01,"['AA1453', 'JL7607']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:40,2023-06-01,07:38,2023-06-01,09:52,2023-06-01,09:47,2023-06-01,
New York,JFK,10:01,2023-06-01,"['DL5723', 'AZ3342', 'KE3949', 'LA6383', 'VS4657']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],08:30,2023-06-01,08:26,2023-06-01,10:01,2023-06-01,10:01,2023-06-01,
London,LHR,10:03,2023-06-01,"['AA109', 'AY4186', 'B64469', 'BA1545', 'GF4154', 'IB4261', 'LY8018', 'QR2218']","['American Airlines', 'Finnair', 'JetBlue Airways', 'British Airways', 'Gulf Air', 'Iberia', 'El Al Israel Airlines', 'Qatar Airways']",E,Landed - On-time [+],07:45,2023-06-01,07:34,2023-06-01,10:03,2023-06-01,08:58,2023-06-01,
Washington,DCA,10:05,2023-06-01,"['B61854', 'AA9189', 'FI7868']","['JetBlue Airways', 'American Airlines', 'Icelandair']",C,Landed - On-time [+],08:30,2023-06-01,08:25,2023-06-01,10:05,2023-06-01,10:04,2023-06-01,
Newark,EWR,10:05,2023-06-01,['WIG8880'],['Wiggins Airways'],,Landed - Delayed [+],08:45,2023-06-01,08:55,2023-06-01,10:05,2023-06-01,10:20,2023-06-01,
Rockland,RKD,10:05,2023-06-01,"['9K1862', 'B65359']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:55,2023-06-01,08:50,2023-06-01,10:05,2023-06-01,09:50,2023-06-01,Tecnam P2012 Traveler
Tampa,TPA,10:09,2023-06-01,"['DL1430', 'KE3905', 'VS4346']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:00,2023-06-01,07:10,2023-06-01,10:09,2023-06-01,10:00,2023-06-01,
Orlando,MCO,10:11,2023-06-01,"['DL1668', 'KE3991']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-01,07:03,2023-06-01,10:11,2023-06-01,09:57,2023-06-01,
Orlando,MCO,10:12,2023-06-01,"['B62056', 'AD7420', 'EI5169', 'FI7814', 'HA2440', 'JL5489', 'TP4484']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:00,2023-06-01,06:54,2023-06-01,10:12,2023-06-01,09:50,2023-06-01,
Washington,DCA,10:15,2023-06-01,"['DL5815', 'KE3308']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],08:30,2023-06-01,08:29,2023-06-01,10:15,2023-06-01,10:29,2023-06-01,
New York,LGA,10:16,2023-06-01,['DL2536'],['Delta Air Lines'],A,Landed - On-time [+],09:00,2023-06-01,08:58,2023-06-01,10:16,2023-06-01,10:08,2023-06-01,
London,LHR,10:16,2023-06-01,['B61621'],['JetBlue Airways'],E,Landed - On-time [+],07:25,2023-06-01,07:15,2023-06-01,10:16,2023-06-01,09:07,2023-06-01,
Dulles,IAD,10:21,2023-06-01,"['UA641', 'AV2022', 'CM1084', 'MS9313']","['United Airlines', 'Avianca', 'Copa Airlines', 'EgyptAir']",B,Landed - On-time [+],08:45,2023-06-01,08:40,2023-06-01,10:21,2023-06-01,10:10,2023-06-01,
Knoxville,TYS,10:24,2023-06-01,['G41398'],['Allegiant Air'],E,Landed - On-time [+],08:00,2023-06-01,08:07,2023-06-01,10:24,2023-06-01,10:24,2023-06-01,
Nantucket,ACK,10:28,2023-06-01,['9K5501'],['Cape Air'],C,Landed - On-time [+],09:40,2023-06-01,09:50,2023-06-01,10:28,2023-06-01,10:35,2023-06-01,Cessna (Light aircraft)
Nantucket,ACK,10:28,2023-06-01,['9K5502'],['Cape Air'],C,Landed - On-time [+],09:40,2023-06-01,09:45,2023-06-01,10:28,2023-06-01,10:33,2023-06-01,
Seoul,ICN,10:30,2023-06-01,"['KE91', 'DL7667']","['Korean Air', 'Delta Air Lines']",E,Landed - On-time [+],09:30,2023-06-01,09:32,2023-06-01,10:30,2023-06-01,10:18,2023-06-01,
Middletown,MDT,10:30,2023-06-01,"['AA5937', 'B64650', 'QR2279']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - On-time [+],09:00,2023-06-01,08:53,2023-06-01,10:30,2023-06-01,10:23,2023-06-01,
Chicago,ORD,10:30,2023-06-01,"['UA1803', 'NZ2095']","['United Airlines', 'Air New Zealand']",B,Landed - On-time [+],07:10,2023-06-01,07:08,2023-06-01,10:30,2023-06-01,10:34,2023-06-01,
Minneapolis,MSP,10:31,2023-06-01,['SY251'],['Sun Country Airlines'],E,Landed - On-time [+],06:50,2023-06-01,06:42,2023-06-01,10:31,2023-06-01,10:44,2023-06-01,
Fort Lauderdale,FLL,10:33,2023-06-01,['NK610'],['Spirit Airlines'],B,Landed - On-time [+],07:20,2023-06-01,07:22,2023-06-01,10:33,2023-06-01,10:26,2023-06-01,
New York,LGA,10:34,2023-06-01,"['B62432', 'AA9426']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],09:15,2023-06-01,09:31,2023-06-01,10:34,2023-06-01,10:36,2023-06-01,
Stowe,MVL,10:38,2023-06-01,['1I363'],['NetJets Aviation'],,Landed - Delayed [+],09:48,2023-06-01,10:31,2023-06-01,10:38,2023-06-01,10:57,2023-06-01,
Toronto,YTZ,10:40,2023-06-01,['PD2939'],['Porter Airlines Canada'],E,Landed - On-time [+],09:05,2023-06-01,08:57,2023-06-01,10:40,2023-06-01,10:30,2023-06-01,
Newark,EWR,10:44,2023-06-01,['UA3501'],['United Airlines'],B,Landed - On-time [+],09:12,2023-06-01,09:11,2023-06-01,10:44,2023-06-01,10:33,2023-06-01,
Milwaukee,MKE,10:45,2023-06-01,"['DL3503', 'KE3992', 'VS2872']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:23,2023-06-01,07:16,2023-06-01,10:45,2023-06-01,10:36,2023-06-01,
Washington,DCA,10:46,2023-06-01,"['AA2152', 'B64287']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],09:00,2023-06-01,08:54,2023-06-01,10:46,2023-06-01,10:43,2023-06-01,
Philadelphia,PHL,10:53,2023-06-01,"['B6360', 'EI5207', 'FI7854', 'HA2156', 'QR3933', 'TP4350']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-01,09:20,2023-06-01,10:53,2023-06-01,10:45,2023-06-01,
Minneapolis,MSP,10:55,2023-06-01,"['DL1252', 'KE3495']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-01,07:01,2023-06-01,10:55,2023-06-01,10:42,2023-06-01,
Westchester County,HPN,11:00,2023-06-01,['DL5596'],['Delta Air Lines'],A,Landed - On-time [+],09:59,2023-06-01,09:47,2023-06-01,11:00,2023-06-01,10:51,2023-06-01,
Martha's Vineyard,MVY,11:00,2023-06-01,"['9K3001', 'B65192']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:20,2023-06-01,10:18,2023-06-01,11:00,2023-06-01,10:58,2023-06-01,Cessna (Light aircraft)
Washington,DCA,11:05,2023-06-01,"['B61954', 'AA9494', 'FI7924']","['JetBlue Airways', 'American Airlines', 'Icelandair']",C,Landed - On-time [+],09:30,2023-06-01,09:28,2023-06-01,11:05,2023-06-01,10:56,2023-06-01,
Provincetown,PVC,11:05,2023-06-01,"['9K2021', 'B65150']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:35,2023-06-01,10:30,2023-06-01,11:05,2023-06-01,11:00,2023-06-01,Cessna (Light aircraft)
Atlanta,ATL,11:08,2023-06-01,"['DL849', 'AR7094', 'KE3146', 'LA6313']","['Delta Air Lines', 'Aerolineas Argentinas', 'Korean Air', 'LATAM Airlines']",A,Landed - On-time [+],08:30,2023-06-01,08:54,2023-06-01,11:08,2023-06-01,11:17,2023-06-01,
Memphis,MEM,11:08,2023-06-01,"['DL5610', 'AF8665']","['Delta Air Lines', 'Air France']",A,Landed - On-time [+],07:00,2023-06-01,06:54,2023-06-01,11:08,2023-06-01,10:46,2023-06-01,
Cincinnati,CVG,11:12,2023-06-01,"['AA4104', 'B64534', 'IB4713']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],09:02,2023-06-01,09:08,2023-06-01,11:12,2023-06-01,11:04,2023-06-01,
Philadelphia,PHL,11:12,2023-06-01,"['AA2710', 'JL7527']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],09:48,2023-06-01,09:58,2023-06-01,11:12,2023-06-01,11:06,2023-06-01,
New York,JFK,11:24,2023-06-01,"['DL5606', 'AZ3199', 'KE3942', 'LA6177']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'LATAM Airlines']",A,Landed - On-time [+],10:00,2023-06-01,09:56,2023-06-01,11:24,2023-06-01,11:10,2023-06-01,
Bar Harbor,BHB,11:25,2023-06-01,"['9K1834', 'B65158']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:00,2023-06-01,09:58,2023-06-01,11:25,2023-06-01,11:10,2023-06-01,Cessna (Light aircraft)
New York,LGA,11:28,2023-06-01,"['DL5701', 'KE3989', 'WS7797']","['Delta Air Lines', 'Korean Air', 'WestJet']",A,Landed - On-time [+],09:59,2023-06-01,09:56,2023-06-01,11:28,2023-06-01,11:02,2023-06-01,
Reykjavik,KEF,11:35,2023-06-01,"['FI635', 'B65635']","['Icelandair', 'JetBlue Airways']",E,Landed - On-time [+],10:00,2023-06-01,10:00,2023-06-01,11:35,2023-06-01,11:41,2023-06-01,
Saint Louis,STL,11:35,2023-06-01,['WN3346'],['Southwest Airlines'],B,Landed - On-time [+],08:05,2023-06-01,08:04,2023-06-01,11:35,2023-06-01,11:37,2023-06-01,
Hyannis,HYA,11:37,2023-06-01,"['9K7061', 'B65981']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:00,2023-06-01,11:00,2023-06-01,11:37,2023-06-01,11:40,2023-06-01,Cessna (Light aircraft)
Grand Rapids,GRR,11:39,2023-06-01,['G42161'],['Allegiant Air'],E,Landed - On-time [+],09:30,2023-06-01,09:38,2023-06-01,11:39,2023-06-01,11:39,2023-06-01,
New York,JFK,11:40,2023-06-01,"['B62718', 'AA9503', 'EI5016', 'LY8533', 'QR3831', 'TP4468']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:30,2023-06-01,10:24,2023-06-01,11:40,2023-06-01,11:32,2023-06-01,
Chicago,ORD,11:40,2023-06-01,"['AA3710', 'AS4268', 'B64865']","['American Airlines', 'Alaska Airlines', 'JetBlue Airways']",B,Landed - On-time [+],08:15,2023-06-01,08:13,2023-06-01,11:40,2023-06-01,11:44,2023-06-01,
Indianapolis,IND,11:51,2023-06-01,"['AA4716', 'B64712', 'IB4732']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],09:34,2023-06-01,09:31,2023-06-01,11:51,2023-06-01,11:47,2023-06-01,
Charleston,CHS,11:54,2023-06-01,"['B6450', 'EI5117', 'HA2400', 'LY8509', 'QR3839', 'TP4446']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:39,2023-06-01,09:26,2023-06-01,11:54,2023-06-01,11:34,2023-06-01,
Kansas City,MCI,11:55,2023-06-01,"['DL5755', 'KE3990', 'VS3798']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:50,2023-06-01,07:41,2023-06-01,11:55,2023-06-01,11:45,2023-06-01,
Massena,MSS,11:55,2023-06-01,['4B863'],['Boutique Air'],B,Landed - On-time [+],10:45,2023-06-01,10:44,2023-06-01,11:55,2023-06-01,11:58,2023-06-01,
Columbus,CMH,11:56,2023-06-01,"['AA4595', 'B64731', 'IB4704']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],10:00,2023-06-01,09:55,2023-06-01,11:56,2023-06-01,11:53,2023-06-01,
Washington,DCA,11:59,2023-06-01,"['AA2134', 'B64252', 'JL7609']","['American Airlines', 'JetBlue Airways', 'JAL Japan Airlines']",B,Landed - On-time [+],10:10,2023-06-01,10:04,2023-06-01,11:59,2023-06-01,11:41,2023-06-01,
Dallas,DFW,12:00,2023-06-01,['AA2297'],['American Airlines'],B,Landed - Delayed [+],07:12,2023-06-01,07:27,2023-06-01,12:00,2023-06-01,12:27,2023-06-01,
Detroit,DTW,12:00,2023-06-01,"['DL2648', 'AZ3221', 'KE3383', 'VS4262', 'WS8108']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],10:05,2023-06-01,09:58,2023-06-01,12:00,2023-06-01,11:51,2023-06-01,
Washington,DCA,12:02,2023-06-01,"['B6654', 'AA9478', 'HA2406']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],10:30,2023-06-01,10:21,2023-06-01,12:02,2023-06-01,11:56,2023-06-01,
Philadelphia,PHL,12:04,2023-06-01,"['AA1439', 'JL7613']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],10:37,2023-06-01,10:33,2023-06-01,12:04,2023-06-01,11:57,2023-06-01,
Augusta,AUG,12:05,2023-06-01,"['9K1002', 'B65112']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:55,2023-06-01,11:00,2023-06-01,12:05,2023-06-01,12:05,2023-06-01,Tecnam P2012 Traveler
Savannah,SAV,12:10,2023-06-01,"['B61122', 'HA2476', 'LY8567', 'QR3912', 'TP4414']","['JetBlue Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:45,2023-06-01,09:39,2023-06-01,12:10,2023-06-01,12:00,2023-06-01,
Miami,MIA,12:14,2023-06-01,"['AA2247', 'B64135', 'G36231', 'JL7611']","['American Airlines', 'JetBlue Airways', 'Gol', 'JAL Japan Airlines']",B,Landed - On-time [+],08:44,2023-06-01,08:40,2023-06-01,12:14,2023-06-01,12:24,2023-06-01,
Baltimore,BWI,12:15,2023-06-01,['WN430'],['Southwest Airlines'],B,Landed - On-time [+],10:50,2023-06-01,10:56,2023-06-01,12:15,2023-06-01,12:29,2023-06-01,
Richmond,RIC,12:18,2023-06-01,"['B61182', 'AA9362', 'EI5235', 'FI7884', 'QR3954', 'TP4368']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-01,10:30,2023-06-01,12:18,2023-06-01,12:06,2023-06-01,
Lebanon,LEB,12:20,2023-06-01,"['9K1874', 'B65399']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:25,2023-06-01,11:25,2023-06-01,12:20,2023-06-01,12:15,2023-06-01,Tecnam P2012 Traveler
Presque Isle,PQI,12:20,2023-06-01,['GAJ853'],['Gama Aviation Signature'],,Landed - Delayed [+],11:03,2023-06-01,11:43,2023-06-01,12:20,2023-06-01,13:00,2023-06-01,
Rockland,RKD,12:20,2023-06-01,"['9K1854', 'B65162']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:10,2023-06-01,11:00,2023-06-01,12:20,2023-06-01,12:05,2023-06-01,Tecnam P2012 Traveler
Houston,IAH,12:22,2023-06-01,"['UA2394', 'AD7030', 'NZ6394', 'SK6704']","['United Airlines', 'Azul', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],07:32,2023-06-01,07:53,2023-06-01,12:22,2023-06-01,12:38,2023-06-01,
Charlotte,CLT,12:25,2023-06-01,['AA2949'],['American Airlines'],B,Landed - On-time [+],10:15,2023-06-01,10:11,2023-06-01,12:25,2023-06-01,12:17,2023-06-01,
Newark,EWR,12:25,2023-06-01,"['B6180', 'AA9119', 'FI7994', 'HA2424', 'LY8523', 'QR3905', 'SQ1540', 'TP4286']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],11:15,2023-06-01,11:15,2023-06-01,12:25,2023-06-01,12:30,2023-06-01,
Bermuda,BDA,12:27,2023-06-01,"['B6204', 'QR3801']","['JetBlue Airways', 'Qatar Airways']",C,Landed - On-time [+],11:03,2023-06-01,10:57,2023-06-01,12:27,2023-06-01,12:08,2023-06-01,
Baltimore,BWI,12:27,2023-06-01,['DL5773'],['Delta Air Lines'],A,Landed - On-time [+],10:55,2023-06-01,10:52,2023-06-01,12:27,2023-06-01,12:15,2023-06-01,
Newark,EWR,12:27,2023-06-01,"['DL3681', 'AF2319', 'VS3783']","['Delta Air Lines', 'Air France', 'Virgin Atlantic']",A,Landed - On-time [+],11:10,2023-06-01,11:08,2023-06-01,12:27,2023-06-01,12:22,2023-06-01,
Chicago,ORD,12:29,2023-06-01,"['DL684', 'VS4137']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - On-time [+],09:00,2023-06-01,09:00,2023-06-01,12:29,2023-06-01,12:19,2023-06-01,
New York,LGA,12:30,2023-06-01,"['DL5622', 'WS8004']","['Delta Air Lines', 'WestJet']",A,Landed - Delayed [+],11:00,2023-06-01,11:44,2023-06-01,12:30,2023-06-01,12:50,2023-06-01,
London,LHR,12:30,2023-06-01,"['DL59', 'AF3610', 'KL6187', 'VS4011']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],09:55,2023-06-01,09:52,2023-06-01,12:30,2023-06-01,11:41,2023-06-01,
Raleigh/Durham,RDU,12:31,2023-06-01,"['DL2765', 'AF2430', 'AZ3308', 'VS4280']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic']",A,Landed - On-time [+],10:30,2023-06-01,10:24,2023-06-01,12:31,2023-06-01,12:10,2023-06-01,
Norwood,OWD,12:38,2023-06-01,['4B903'],['Boutique Air'],,Landed - On-time [+],12:25,2023-06-01,12:18,2023-06-01,12:38,2023-06-01,12:35,2023-06-01,
Fort Lauderdale,FLL,12:41,2023-06-01,"['B6690', 'AD7412', 'EI5147', 'FI7930', 'HA2432', 'LY8525', 'QR3872', 'TP4265']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],09:25,2023-06-01,11:48,2023-06-01,12:41,2023-06-01,14:44,2023-06-01,
Nantucket,ACK,12:43,2023-06-01,"['9K5281', 'B65354']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:55,2023-06-01,12:03,2023-06-01,12:43,2023-06-01,12:47,2023-06-01,Cessna (Light aircraft)
Raleigh/Durham,RDU,12:43,2023-06-01,"['B6484', 'AA9485', 'EI5227', 'FI7820', 'HA2160', 'QR4141', 'TP4362']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-01,10:45,2023-06-01,12:43,2023-06-01,12:46,2023-06-01,
Austin,AUS,12:48,2023-06-01,"['DL1502', 'AF2312', 'KE3320', 'VS3429']","['Delta Air Lines', 'Air France', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:45,2023-06-01,07:34,2023-06-01,12:48,2023-06-01,12:39,2023-06-01,
Chicago,ORD,12:52,2023-06-01,"['UA411', 'AD7018', 'NZ2083']","['United Airlines', 'Azul', 'Air New Zealand']",B,Landed - On-time [+],09:28,2023-06-01,09:20,2023-06-01,12:52,2023-06-01,12:38,2023-06-01,
Philadelphia,PHL,12:54,2023-06-01,"['DL5779', 'AF2782', 'AZ4283', 'VS2380']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic']",A,Landed - On-time [+],11:30,2023-06-01,11:25,2023-06-01,12:54,2023-06-01,12:40,2023-06-01,
Atlanta,ATL,12:55,2023-06-01,['NK1444'],['Spirit Airlines'],B,Landed - Delayed [+],10:25,2023-06-01,13:07,2023-06-01,12:55,2023-06-01,15:20,2023-06-01,
Atlanta,ATL,12:55,2023-06-01,"['DL855', 'LA6319', 'WS6529']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],10:14,2023-06-01,10:16,2023-06-01,12:55,2023-06-01,12:53,2023-06-01,
Toronto,YTZ,13:00,2023-06-01,['PD2941'],['Porter Airlines Canada'],E,Landed - On-time [+],11:25,2023-06-01,11:22,2023-06-01,13:00,2023-06-01,12:55,2023-06-01,
Atlanta,ATL,13:03,2023-06-01,"['B6896', 'AA9111', 'EI5370', 'FI7902', 'HA2390', 'LY8588', 'QR3812', 'TP4460']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:24,2023-06-01,10:14,2023-06-01,13:03,2023-06-01,12:51,2023-06-01,
Washington,DCA,13:03,2023-06-01,['DL5599'],['Delta Air Lines'],A,Landed - On-time [+],11:13,2023-06-01,11:07,2023-06-01,13:03,2023-06-01,12:40,2023-06-01,
Pittsburgh,PIT,13:03,2023-06-01,['DPJ450'],['Delta Private Jets'],,Landed - Delayed [+],11:30,2023-06-01,14:51,2023-06-01,13:03,2023-06-01,16:03,2023-06-01,
Washington,DCA,13:04,2023-06-01,"['B6554', 'AA9523', 'HA2080']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],11:30,2023-06-01,11:34,2023-06-01,13:04,2023-06-01,12:58,2023-06-01,
Buffalo,BUF,13:05,2023-06-01,"['B61144', 'AA9116', 'EI5101', 'HA2140', 'QR3845', 'TP4459']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],11:46,2023-06-01,12:18,2023-06-01,13:05,2023-06-01,13:35,2023-06-01,
New York,JFK,13:05,2023-06-01,"['AA4363', 'AT5115', 'B64669', 'CX7557', 'G36180', 'QF4645', 'QR2560']","['American Airlines', 'Royal Air Maroc', 'JetBlue Airways', 'Cathay Pacific', 'Gol', 'Qantas', 'Qatar Airways']",B,Landed - On-time [+],11:45,2023-06-01,11:43,2023-06-01,13:05,2023-06-01,12:53,2023-06-01,
Westhampton Beach,FOK,13:08,2023-06-01,['1I373'],['NetJets Aviation'],,En Route [+],12:24,2023-06-01,,,13:08,2023-06-01,,,
Detroit,DTW,13:10,2023-06-01,"['B62036', 'AA9161', 'EI5309', 'FI7846', 'HA2418', 'LY8521', 'QR3804', 'TP4466']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:18,2023-06-01,11:02,2023-06-01,13:10,2023-06-01,13:02,2023-06-01,
Dublin,DUB,13:13,2023-06-01,['EI13J'],['Aer Lingus'],,Landed - On-time [+],11:58,2023-06-01,12:06,2023-06-01,13:13,2023-06-01,13:09,2023-06-01,
Lewisburg,LWB,13:13,2023-06-01,['LXJ372'],['Flexjet'],,Landed - On-time [+],11:30,2023-06-01,11:47,2023-06-01,13:13,2023-06-01,13:15,2023-06-01,
Chicago,ORD,13:17,2023-06-01,"['AA1457', 'B64112', 'IB4727']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],10:00,2023-06-01,10:00,2023-06-01,13:17,2023-06-01,13:23,2023-06-01,
Cincinnati,CVG,13:19,2023-06-01,"['DL1122', 'AZ3445', 'KL6917', 'VS4206', 'WS6788']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],11:00,2023-06-01,10:55,2023-06-01,13:19,2023-06-01,13:10,2023-06-01,
Dubai,DXB,13:19,2023-06-01,['EK74A'],['Emirates'],,Landed - On-time [+],08:25,2023-06-01,08:33,2023-06-01,13:19,2023-06-01,13:17,2023-06-01,
Paris,CDG,13:25,2023-06-01,"['DL225', 'AF3616', 'KL6170', 'VS3988']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],11:20,2023-06-01,11:37,2023-06-01,13:25,2023-06-01,12:45,2023-06-01,
