Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
West Palm Beach,PBI,00:03,2023-11-07,"['B61922', 'HA2452']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],20:55,2023-11-06,20:39,2023-11-06,actual,00:03,2023-11-07,23:36,2023-11-06,actual,Airbus A320
Miami,MIA,00:19,2023-11-07,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:00,2023-11-06,20:57,2023-11-06,actual,00:19,2023-11-07,00:07,2023-11-07,actual,Boeing 737MAX 8 Passenger
Orlando,MCO,00:25,2023-11-07,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:30,2023-11-06,21:23,2023-11-06,actual,00:25,2023-11-07,00:26,2023-11-07,actual,Airbus A320
Charlotte,CLT,00:29,2023-11-07,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:23,2023-11-06,22:18,2023-11-06,actual,00:29,2023-11-07,00:16,2023-11-07,actual,Airbus A321
Minneapolis,MSP,00:30,2023-11-07,"['DL1246', 'AM3765', 'KE3993', 'KL5670', 'VS4242', 'WS7864']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],20:39,2023-11-06,20:33,2023-11-06,actual,00:30,2023-11-07,23:53,2023-11-06,actual,Airbus A321
Orlando,MCO,00:34,2023-11-07,['NK2085'],['Spirit Airlines'],B,Landed - Delayed [+],21:30,2023-11-06,21:59,2023-11-06,actual,00:34,2023-11-07,00:49,2023-11-07,actual,Airbus A320neo
Las Vegas,LAS,00:37,2023-11-07,"['B6178', 'HA2332']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],16:30,2023-11-06,16:57,2023-11-06,actual,00:37,2023-11-07,00:20,2023-11-07,actual,Airbus A220-300 Passenger
Fort Lauderdale,FLL,00:44,2023-11-07,"['B6170', 'AD7411', 'HA2426', 'JL5863']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines', 'JAL']",C,Landed - Delayed [+],21:39,2023-11-06,21:57,2023-11-06,actual,00:44,2023-11-07,01:06,2023-11-07,actual,Airbus A220-300 Passenger
New York,JFK,00:54,2023-11-07,"['B61618', 'AT9512', 'EI5014', 'QR3855']","['JetBlue Airways', 'Royal Air Maroc', 'Aer Lingus', 'Qatar Airways']",C,Landed - On-time [+],23:40,2023-11-06,23:49,2023-11-06,actual,00:54,2023-11-07,00:53,2023-11-07,actual,Airbus A220-300 Passenger
Atlanta,ATL,00:59,2023-11-07,"['DL865', 'AM4188', 'KL6648', 'LA6561', 'VS4220', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-11-06,22:27,2023-11-06,actual,00:59,2023-11-07,00:47,2023-11-07,actual,Airbus A321
