,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-04-25,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-04-24,23:28,2023-04-24,00:05,2023-04-25,02:31,2023-04-25,
1,Tampa,TPA,00:08,2023-04-25,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-04-24,21:37,2023-04-24,00:08,2023-04-25,00:18,2023-04-25,
2,Seattle,SEA,00:10,2023-04-25,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-04-24,15:49,2023-04-24,00:10,2023-04-25,00:04,2023-04-25,
3,Fort Myers,RSW,00:14,2023-04-25,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-24,21:33,2023-04-25,00:14,2023-04-25,00:59,2023-04-25,
4,New York,JFK,00:19,2023-04-25,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],22:55,2023-04-24,22:54,2023-04-24,00:19,2023-04-25,23:59,2023-04-24,
5,West Palm Beach,PBI,00:19,2023-04-25,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],21:15,2023-04-24,21:29,2023-04-24,00:19,2023-04-25,00:21,2023-04-25,
6,Miami,MIA,00:21,2023-04-25,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - Delayed [+],21:00,2023-04-24,20:57,2023-04-24,00:21,2023-04-25,01:31,2023-04-25,
7,Orlando,MCO,00:27,2023-04-25,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-24,21:21,2023-04-25,00:27,2023-04-25,00:59,2023-04-25,
8,Fort Lauderdale,FLL,00:32,2023-04-25,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-24,22:34,2023-04-24,00:32,2023-04-25,01:59,2023-04-25,
9,Charlotte,CLT,00:34,2023-04-25,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:28,2023-04-24,22:27,2023-04-24,00:34,2023-04-25,00:16,2023-04-25,
