Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-06-25,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],17:24,2023-06-24,17:36,2023-06-24,actual,00:03,2023-06-25,23:48,2023-06-24,actual,
Miami,MIA,00:06,2023-06-25,"['B61720', 'QR4188', 'TP4510']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],20:45,2023-06-24,13:42,2023-06-25,actual,00:06,2023-06-25,17:18,2023-06-25,actual,
Miami,MIA,00:25,2023-06-25,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - Delayed [+],21:03,2023-06-24,12:18,2023-06-25,actual,00:25,2023-06-25,16:36,2023-06-25,actual,
Miami,MIA,00:27,2023-06-25,['AA54Q'],['American Airlines'],,En Route [+],21:33,2023-06-24,21:33,2023-06-24,scheduled,00:27,2023-06-25,00:27,2023-06-25,scheduled,
Fort Lauderdale,FLL,00:30,2023-06-25,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:14,2023-06-24,23:39,2023-06-24,actual,00:30,2023-06-25,02:43,2023-06-25,actual,
Charlotte,CLT,00:38,2023-06-25,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:27,2023-06-24,23:19,2023-06-24,actual,00:38,2023-06-25,01:28,2023-06-25,actual,
Naples,NAP,00:44,2023-06-25,['LXJ650'],['Flexjet'],,Landed - On-time [+],21:57,2023-06-24,22:05,2023-06-24,actual,00:44,2023-06-25,00:39,2023-06-25,actual,
Chicago,ORD,00:59,2023-06-25,"['UA473', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:26,2023-06-24,21:22,2023-06-24,actual,00:59,2023-06-25,00:36,2023-06-25,actual,
San Francisco,SFO,01:04,2023-06-25,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-06-24,16:12,2023-06-24,actual,01:04,2023-06-25,00:55,2023-06-25,actual,
Atlanta,ATL,01:13,2023-06-25,"['DL865', 'AM4188', 'KE3682', 'KL5056', 'LA5051', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:31,2023-06-24,22:29,2023-06-24,actual,01:13,2023-06-25,01:03,2023-06-25,actual,
