,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
74,Newark,EWR,08:09,2023-04-27,"['DL3537', 'LA6117']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - Delayed [+],07:00,2023-04-27,07:53,2023-04-27,08:09,2023-04-27,09:07,2023-04-27,
75,Augusta,AUG,08:10,2023-04-27,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-04-27,07:00,2023-04-27,08:10,2023-04-27,08:15,2023-04-27,Tecnam P2012 Traveler
76,Massena,MSS,08:10,2023-04-27,['4B861'],['Boutique Air'],B,Landed - Delayed [+],07:00,2023-04-27,07:21,2023-04-27,08:10,2023-04-27,08:35,2023-04-27,
77,Indianapolis,IND,08:13,2023-04-27,['G4604'],['Allegiant Air'],E,Landed - On-time [+],06:00,2023-04-27,05:56,2023-04-27,08:13,2023-04-27,07:56,2023-04-27,
78,Chicago,MDW,08:15,2023-04-27,['WN1881'],['Southwest Airlines'],B,Landed - On-time [+],05:05,2023-04-27,05:05,2023-04-27,08:15,2023-04-27,08:09,2023-04-27,
79,New York,LGA,08:17,2023-04-27,['DL5590'],['Delta Air Lines'],A,Landed - On-time [+],07:00,2023-04-27,06:56,2023-04-27,08:17,2023-04-27,08:14,2023-04-27,
80,Indianapolis,IND,08:21,2023-04-27,['DL5813'],['Delta Air Lines'],A,Landed - On-time [+],06:00,2023-04-27,05:56,2023-04-27,08:21,2023-04-27,08:10,2023-04-27,
81,Halifax,YHZ,08:23,2023-04-27,"['AC8663', 'UA8120']","['Air Canada', 'United Airlines']",B,Landed - On-time [+],07:30,2023-04-27,07:42,2023-04-27,08:23,2023-04-27,08:24,2023-04-27,
82,Rutland,RUT,08:25,2023-04-27,"['9K52', 'B65100']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:20,2023-04-27,09:00,2023-04-27,08:25,2023-04-27,09:58,2023-04-27,Tecnam P2012 Traveler
83,Teterboro,TEB,08:26,2023-04-27,['1I647'],['NetJets Aviation'],,Landed - On-time [+],07:30,2023-04-27,07:41,2023-04-27,08:26,2023-04-27,08:28,2023-04-27,
84,New York,LGA,08:27,2023-04-27,"['B62832', 'AA9388']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],07:15,2023-04-27,07:04,2023-04-27,08:27,2023-04-27,08:11,2023-04-27,
85,Los Angeles,LAX,08:30,2023-04-27,"['B6988', 'AA9259', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-04-26,23:55,2023-04-27,08:30,2023-04-27,08:46,2023-04-28,
86,Dulles,IAD,08:32,2023-04-27,['1I370'],['NetJets Aviation'],,En Route [+],07:00,2023-04-27,,,08:32,2023-04-27,,,
87,Baltimore,BWI,08:35,2023-04-27,['WN1183'],['Southwest Airlines'],B,Landed - On-time [+],07:10,2023-04-27,07:09,2023-04-27,08:35,2023-04-27,08:35,2023-04-27,
88,Tampa,TPA,08:35,2023-04-27,['NK234'],['Spirit Airlines'],B,Landed - On-time [+],05:30,2023-04-27,05:25,2023-04-27,08:35,2023-04-27,08:31,2023-04-27,
89,Washington,DCA,08:36,2023-04-27,"['AA2169', 'B64289']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:00,2023-04-27,06:50,2023-04-27,08:36,2023-04-27,08:23,2023-04-27,
90,Rockland,RKD,08:40,2023-04-27,"['9K1850', 'B65160']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:30,2023-04-27,12:30,2023-04-27,08:40,2023-04-27,13:50,2023-04-27,Tecnam P2012 Traveler
91,Cleveland,CLE,08:41,2023-04-27,"['B6540', 'AA9358', 'EI5365', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:00,2023-04-27,06:51,2023-04-27,08:41,2023-04-27,08:35,2023-04-27,
92,Martha's Vineyard,MVY,08:45,2023-04-27,"['9K3201', 'B65382']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:05,2023-04-27,08:07,2023-04-27,08:45,2023-04-27,08:49,2023-04-27,Cessna (Light aircraft)
93,Raleigh/Durham,RDU,08:45,2023-04-27,"['B6984', 'AA9518', 'EI5229', 'HA2472', 'JL5875', 'TP4364']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:49,2023-04-27,06:42,2023-04-27,08:45,2023-04-27,08:35,2023-04-27,
94,Louisville,SDF,08:46,2023-04-27,"['AA4452', 'B64637']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:30,2023-04-27,06:22,2023-04-27,08:46,2023-04-27,08:40,2023-04-27,
95,Philadelphia,PHL,08:47,2023-04-27,"['AA1440', 'JL7008']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:30,2023-04-27,07:38,2023-04-27,08:47,2023-04-27,08:51,2023-04-27,
96,Saranac Lake,SLK,08:51,2023-04-27,"['9K1026', 'B65114']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:25,2023-04-27,10:42,2023-04-27,08:51,2023-04-27,12:10,2023-04-27,Tecnam P2012 Traveler
97,Rochester,ROC,08:55,2023-04-27,"['AA6042', 'JL7617']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:30,2023-04-27,07:24,2023-04-27,08:55,2023-04-27,08:43,2023-04-27,
98,Washington,DCA,08:59,2023-04-27,"['B61554', 'AA9542']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],07:30,2023-04-27,07:20,2023-04-27,08:59,2023-04-27,08:45,2023-04-27,
99,Cincinnati,CVG,09:01,2023-04-27,['DL2833'],['Delta Air Lines'],A,Landed - On-time [+],06:50,2023-04-27,06:46,2023-04-27,09:01,2023-04-27,08:42,2023-04-27,
100,Martha's Vineyard,MVY,09:02,2023-04-27,['1I237'],['NetJets Aviation'],,Landed - Delayed [+],08:30,2023-04-27,09:13,2023-04-27,09:02,2023-04-27,09:40,2023-04-27,
101,Nantucket,ACK,09:03,2023-04-27,"['9K5081', 'B65391']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:15,2023-04-27,07:52,2023-04-27,09:03,2023-04-27,08:36,2023-04-27,Cessna (Light aircraft)
102,Buffalo,BUF,09:04,2023-04-27,"['B6716', 'AA9439', 'EI5097', 'FI7916', 'HA2364', 'JL5855', 'TP4261']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:45,2023-04-27,07:33,2023-04-27,09:04,2023-04-27,08:46,2023-04-27,
103,Charlotte,CLT,09:08,2023-04-27,['DL5821'],['Delta Air Lines'],A,Landed - On-time [+],06:50,2023-04-27,06:45,2023-04-27,09:08,2023-04-27,09:04,2023-04-27,
104,New York,JFK,09:11,2023-04-27,"['B6718', 'AA9313', 'EI5014', 'LY8533', 'QR3965']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - On-time [+],08:00,2023-04-27,07:50,2023-04-27,09:11,2023-04-27,08:58,2023-04-27,
105,Chicago,ORD,09:13,2023-04-27,"['AA1489', 'AS4204', 'B64153']","['American Airlines', 'Alaska Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-04-27,05:50,2023-04-27,09:13,2023-04-27,08:51,2023-04-27,
106,Fort Myers,RSW,09:13,2023-04-27,"['B6266', 'EI5247', 'HA2488', 'JL5881', 'TP4370']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-04-27,05:53,2023-04-27,09:13,2023-04-27,09:10,2023-04-27,
107,Knoxville,TYS,09:14,2023-04-27,['G41396'],['Allegiant Air'],E,Landed - On-time [+],07:00,2023-04-27,07:01,2023-04-27,09:14,2023-04-27,09:14,2023-04-27,
108,Detroit,DTW,09:15,2023-04-27,['DL1322'],['Delta Air Lines'],A,Landed - On-time [+],07:18,2023-04-27,07:13,2023-04-27,09:15,2023-04-27,09:01,2023-04-27,
109,Orlando,MCO,09:16,2023-04-27,"['B61652', 'AD7668', 'EI5171', 'HA2340', 'JL5489', 'TP4484']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:15,2023-04-27,06:10,2023-04-27,09:16,2023-04-27,09:11,2023-04-27,
110,New York,LGA,09:21,2023-04-27,['DL5832'],['Delta Air Lines'],A,Landed - On-time [+],08:00,2023-04-27,07:58,2023-04-27,09:21,2023-04-27,09:02,2023-04-27,
