,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-17,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-05-16,23:33,2023-05-16,00:05,2023-05-17,02:29,2023-05-17,
1,Orlando,MCO,00:08,2023-05-17,['B68576'],['JetBlue Airways'],,Landed - Delayed [+],21:00,2023-05-16,00:13,2023-05-17,00:08,2023-05-17,03:10,2023-05-17,
2,Fort Myers,RSW,00:08,2023-05-17,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-16,22:09,2023-05-17,00:08,2023-05-17,01:06,2023-05-18,
3,San Francisco,SFO,00:09,2023-05-17,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-16,15:27,2023-05-16,00:09,2023-05-17,23:52,2023-05-16,
4,Miami,MIA,00:24,2023-05-17,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-16,20:56,2023-05-16,00:24,2023-05-17,00:02,2023-05-17,
5,Reno,RNO,00:30,2023-05-17,['JRE979'],['FlyExclusive'],,Landed - On-time [+],16:34,2023-05-16,16:42,2023-05-16,00:30,2023-05-17,00:08,2023-05-17,
6,Atlanta,ATL,00:51,2023-05-17,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:17,2023-05-16,22:36,2023-05-16,00:51,2023-05-17,01:15,2023-05-17,
7,Baltimore,BWI,01:10,2023-05-17,['DL5869'],['Delta Air Lines'],A,Landed - On-time [+],00:05,2023-05-17,00:05,2023-05-17,01:10,2023-05-17,01:21,2023-05-17,
8,Denver,DEN,01:40,2023-05-17,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-16,20:23,2023-05-16,01:40,2023-05-17,02:07,2023-05-17,
9,Louisville,SDF,04:26,2023-05-17,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-17,02:42,2023-05-17,04:26,2023-05-17,04:17,2023-05-17,
