Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Washington,DCA,09:33,2023-06-02,"['AA4366', 'B64522']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:59,2023-06-02,07:51,2023-06-02,09:33,2023-06-02,09:24,2023-06-02,
Miami,MIA,09:38,2023-06-02,['NK3121'],['Spirit Airlines'],B,Landed - On-time [+],06:10,2023-06-02,06:03,2023-06-02,09:38,2023-06-02,09:08,2023-06-02,
Montreal,YUL,09:38,2023-06-02,"['AC8604', 'UA8416']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],08:15,2023-06-02,09:31,2023-06-02,09:38,2023-06-02,10:50,2023-06-02,
Nashville,BNA,09:42,2023-06-02,"['B6948', 'AA9402']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],06:15,2023-06-02,06:05,2023-06-02,09:42,2023-06-02,09:56,2023-06-02,
Santo Domingo,SDQ,09:42,2023-06-02,['B61830'],['JetBlue Airways'],E,Landed - On-time [+],05:30,2023-06-02,05:30,2023-06-02,09:42,2023-06-02,09:50,2023-06-02,
Atlanta,ATL,09:43,2023-06-02,"['DL327', 'AR7036', 'KE6839', 'KL5636', 'WS7335']","['Delta Air Lines', 'Aerolineas Argentinas', 'Korean Air', 'KLM Royal Dutch Airlines', 'WestJet']",A,Landed - On-time [+],07:05,2023-06-02,07:04,2023-06-02,09:43,2023-06-02,09:30,2023-06-02,
Buffalo,BUF,09:49,2023-06-02,"['B6716', 'AA9439', 'EI5097', 'FI7916', 'HA2364', 'JL5855', 'TP4261']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],08:30,2023-06-02,08:20,2023-06-02,09:49,2023-06-02,09:35,2023-06-02,
Rochester,ROC,09:49,2023-06-02,"['AA6042', 'JL7617']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],08:30,2023-06-02,08:17,2023-06-02,09:49,2023-06-02,09:30,2023-06-02,
Charlotte,CLT,09:52,2023-06-02,"['AA1453', 'JL7607']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:40,2023-06-02,07:34,2023-06-02,09:52,2023-06-02,09:35,2023-06-02,
Nantucket,ACK,09:53,2023-06-02,['9K5761'],['Cape Air'],C,Landed - Delayed [+],09:05,2023-06-02,09:23,2023-06-02,09:53,2023-06-02,10:10,2023-06-02,Cessna (Light aircraft)
Lebanon,LEB,09:55,2023-06-02,"['9K1874', 'B65399']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],09:00,2023-06-02,08:50,2023-06-02,09:55,2023-06-02,09:45,2023-06-02,Tecnam P2012 Traveler
New York,JFK,10:01,2023-06-02,"['DL5723', 'AZ3342', 'KE3949', 'LA6427', 'VS4657']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],08:30,2023-06-02,08:29,2023-06-02,10:01,2023-06-02,09:44,2023-06-02,
London,LHR,10:03,2023-06-02,"['AA109', 'AY4186', 'B64469', 'BA1545', 'GF4154', 'IB4261', 'LY8018', 'QR2218']","['American Airlines', 'Finnair', 'JetBlue Airways', 'British Airways', 'Gulf Air', 'Iberia', 'El Al Israel Airlines', 'Qatar Airways']",E,Landed - On-time [+],07:45,2023-06-02,07:32,2023-06-02,10:03,2023-06-02,09:16,2023-06-02,
Washington,DCA,10:05,2023-06-02,"['B61854', 'AA9189', 'FI7868']","['JetBlue Airways', 'American Airlines', 'Icelandair']",C,Landed - On-time [+],08:30,2023-06-02,08:29,2023-06-02,10:05,2023-06-02,10:16,2023-06-02,
Dulles,IAD,10:05,2023-06-02,"['UA641', 'AV2022']","['United Airlines', 'Avianca']",B,Landed - On-time [+],08:25,2023-06-02,08:20,2023-06-02,10:05,2023-06-02,09:44,2023-06-02,
Rockland,RKD,10:05,2023-06-02,"['9K1862', 'B65359']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:55,2023-06-02,08:40,2023-06-02,10:05,2023-06-02,09:50,2023-06-02,Tecnam P2012 Traveler
Tampa,TPA,10:09,2023-06-02,"['DL1430', 'KE3905', 'VS4346']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:00,2023-06-02,06:57,2023-06-02,10:09,2023-06-02,09:48,2023-06-02,
Bedford/Hanscom,BED,10:11,2023-06-02,['1I115'],['NetJets Aviation'],,Landed - Delayed [+],09:45,2023-06-02,10:56,2023-06-02,10:11,2023-06-02,11:11,2023-06-02,
Orlando,MCO,10:11,2023-06-02,"['DL1668', 'KE3991']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-02,06:59,2023-06-02,10:11,2023-06-02,09:53,2023-06-02,
Orlando,MCO,10:12,2023-06-02,"['B62056', 'AD7420', 'EI5169', 'FI7814', 'HA2440', 'JL5489', 'TP4484']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:00,2023-06-02,06:55,2023-06-02,10:12,2023-06-02,09:50,2023-06-02,
Norwood,OWD,10:12,2023-06-02,['GAJ807'],['Gama Aviation Signature'],,Landed - On-time [+],10:00,2023-06-02,10:09,2023-06-02,10:12,2023-06-02,10:16,2023-06-02,
Washington,DCA,10:15,2023-06-02,"['DL5815', 'KE3308']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],08:30,2023-06-02,08:20,2023-06-02,10:15,2023-06-02,10:16,2023-06-02,
New York,LGA,10:16,2023-06-02,['DL2536'],['Delta Air Lines'],A,Landed - Delayed [+],09:00,2023-06-02,08:57,2023-06-02,10:16,2023-06-02,10:42,2023-06-02,
London,LHR,10:16,2023-06-02,['B61621'],['JetBlue Airways'],E,Landed - On-time [+],07:25,2023-06-02,07:22,2023-06-02,10:16,2023-06-02,09:24,2023-06-02,
Seoul,ICN,10:30,2023-06-02,"['KE91', 'DL7667']","['Korean Air', 'Delta Air Lines']",E,Landed - On-time [+],09:30,2023-06-02,09:25,2023-06-02,10:30,2023-06-02,10:07,2023-06-02,
Middletown,MDT,10:30,2023-06-02,"['AA5937', 'B64650', 'QR2279']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - Delayed [+],09:00,2023-06-02,08:50,2023-06-02,10:30,2023-06-02,11:01,2023-06-02,
Minneapolis,MSP,10:31,2023-06-02,['SY251'],['Sun Country Airlines'],E,Landed - Delayed [+],06:50,2023-06-02,07:00,2023-06-02,10:31,2023-06-02,10:49,2023-06-02,
Fort Lauderdale,FLL,10:33,2023-06-02,['NK610'],['Spirit Airlines'],B,Landed - On-time [+],07:20,2023-06-02,07:18,2023-06-02,10:33,2023-06-02,10:42,2023-06-02,
New York,LGA,10:34,2023-06-02,"['B62432', 'AA9426']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],09:15,2023-06-02,09:07,2023-06-02,10:34,2023-06-02,10:09,2023-06-02,
Martha's Vineyard,MVY,10:40,2023-06-02,"['9K3001', 'B65192']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:00,2023-06-02,09:50,2023-06-02,10:40,2023-06-02,10:25,2023-06-02,Cessna (Light aircraft)
Toronto,YTZ,10:40,2023-06-02,['PD2939'],['Porter Airlines Canada'],E,Landed - Delayed [+],09:05,2023-06-02,09:21,2023-06-02,10:40,2023-06-02,10:56,2023-06-02,
Sarasota,SRQ,10:44,2023-06-02,['G41354'],['Allegiant Air'],E,Landed - On-time [+],07:30,2023-06-02,07:39,2023-06-02,10:44,2023-06-02,10:44,2023-06-02,
Milwaukee,MKE,10:45,2023-06-02,"['DL3503', 'KE3992', 'VS2872']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:23,2023-06-02,07:16,2023-06-02,10:45,2023-06-02,10:39,2023-06-02,
Washington,DCA,10:46,2023-06-02,"['AA2152', 'B64287']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],09:00,2023-06-02,08:56,2023-06-02,10:46,2023-06-02,10:42,2023-06-02,
Newark,EWR,10:51,2023-06-02,['UA1297'],['United Airlines'],B,Landed - On-time [+],09:29,2023-06-02,09:23,2023-06-02,10:51,2023-06-02,10:30,2023-06-02,
Philadelphia,PHL,10:53,2023-06-02,"['B6360', 'EI5207', 'FI7854', 'HA2156', 'QR3933', 'TP4350']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-02,09:17,2023-06-02,10:53,2023-06-02,10:28,2023-06-02,
Minneapolis,MSP,10:55,2023-06-02,"['DL1252', 'KE3495']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-02,07:02,2023-06-02,10:55,2023-06-02,10:47,2023-06-02,
Chicago,ORD,10:56,2023-06-02,"['UA1803', 'NZ2095']","['United Airlines', 'Air New Zealand']",B,Landed - On-time [+],07:34,2023-06-02,07:31,2023-06-02,10:56,2023-06-02,10:48,2023-06-02,
Philadelphia,PHL,10:59,2023-06-02,['F93162'],['Frontier Airlines'],E,Landed - Delayed [+],09:34,2023-06-02,10:02,2023-06-02,10:59,2023-06-02,11:21,2023-06-02,
Westchester County,HPN,11:00,2023-06-02,['DL5596'],['Delta Air Lines'],A,Landed - On-time [+],09:59,2023-06-02,09:49,2023-06-02,11:00,2023-06-02,10:47,2023-06-02,
Memphis,MEM,11:00,2023-06-02,"['AA4522', 'B64628']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:00,2023-06-02,06:54,2023-06-02,11:00,2023-06-02,10:56,2023-06-02,
Washington,DCA,11:05,2023-06-02,"['B61954', 'AA9494', 'FI7924']","['JetBlue Airways', 'American Airlines', 'Icelandair']",C,Landed - On-time [+],09:30,2023-06-02,09:43,2023-06-02,11:05,2023-06-02,11:05,2023-06-02,
Provincetown,PVC,11:05,2023-06-02,"['9K2021', 'B65150']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:35,2023-06-02,10:35,2023-06-02,11:05,2023-06-02,11:10,2023-06-02,Cessna (Light aircraft)
Atlanta,ATL,11:08,2023-06-02,"['DL849', 'AR7094', 'KE3146', 'LA6313']","['Delta Air Lines', 'Aerolineas Argentinas', 'Korean Air', 'LATAM Airlines']",A,Landed - Delayed [+],08:30,2023-06-02,09:18,2023-06-02,11:08,2023-06-02,11:46,2023-06-02,
Memphis,MEM,11:08,2023-06-02,"['DL5610', 'AF8665']","['Delta Air Lines', 'Air France']",A,Landed - Delayed [+],07:00,2023-06-02,07:57,2023-06-02,11:08,2023-06-02,11:54,2023-06-02,
Cincinnati,CVG,11:12,2023-06-02,"['AA4104', 'B64534', 'IB4713']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],09:02,2023-06-02,09:01,2023-06-02,11:12,2023-06-02,11:12,2023-06-02,
Philadelphia,PHL,11:12,2023-06-02,"['AA2710', 'JL7527']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],09:48,2023-06-02,09:46,2023-06-02,11:12,2023-06-02,10:57,2023-06-02,
New York,JFK,11:24,2023-06-02,"['DL5606', 'AZ3199', 'KE3942', 'KQ7058', 'LA6177']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Kenya Airways', 'LATAM Airlines']",A,Landed - On-time [+],10:00,2023-06-02,09:55,2023-06-02,11:24,2023-06-02,11:15,2023-06-02,
Bar Harbor,BHB,11:25,2023-06-02,"['9K1834', 'B65158']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:00,2023-06-02,09:55,2023-06-02,11:25,2023-06-02,11:20,2023-06-02,Cessna (Light aircraft)
Nantucket,ACK,11:26,2023-06-02,"['B61151', 'QR3813', 'TP4494']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:35,2023-06-02,10:40,2023-06-02,11:26,2023-06-02,11:22,2023-06-02,
New York,LGA,11:28,2023-06-02,"['DL5701', 'KE3989', 'WS7797']","['Delta Air Lines', 'Korean Air', 'WestJet']",A,Landed - On-time [+],09:59,2023-06-02,09:55,2023-06-02,11:28,2023-06-02,11:01,2023-06-02,
Saint Louis,STL,11:35,2023-06-02,['WN3346'],['Southwest Airlines'],B,Landed - On-time [+],08:05,2023-06-02,08:04,2023-06-02,11:35,2023-06-02,11:45,2023-06-02,
Hyannis,HYA,11:37,2023-06-02,"['9K7061', 'B65981']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:00,2023-06-02,11:00,2023-06-02,11:37,2023-06-02,11:45,2023-06-02,Cessna (Light aircraft)
New York,JFK,11:40,2023-06-02,"['B62718', 'AA9503', 'EI5016', 'HA2004', 'LY8533', 'QR3831']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - On-time [+],10:30,2023-06-02,10:19,2023-06-02,11:40,2023-06-02,11:42,2023-06-02,
Chicago,ORD,11:40,2023-06-02,"['AA3710', 'AS4268', 'B64865']","['American Airlines', 'Alaska Airlines', 'JetBlue Airways']",B,Landed - On-time [+],08:15,2023-06-02,08:15,2023-06-02,11:40,2023-06-02,11:40,2023-06-02,
Selinsgrove,SEG,11:42,2023-06-02,['LXJ388'],['Flexjet'],,Landed - On-time [+],10:35,2023-06-02,10:54,2023-06-02,11:42,2023-06-02,11:51,2023-06-02,
Miami,OPF,11:44,2023-06-02,['1I431'],['NetJets Aviation'],,Landed - On-time [+],08:30,2023-06-02,09:05,2023-06-02,11:44,2023-06-02,11:53,2023-06-02,
Norfolk,ORF,11:44,2023-06-02,['G41207'],['Allegiant Air'],E,Landed - On-time [+],10:04,2023-06-02,10:00,2023-06-02,11:44,2023-06-02,11:44,2023-06-02,
Newark,EWR,11:50,2023-06-02,['UA1302'],['United Airlines'],B,Landed - On-time [+],10:30,2023-06-02,10:22,2023-06-02,11:50,2023-06-02,11:17,2023-06-02,
Indianapolis,IND,11:51,2023-06-02,"['AA4716', 'B64712', 'IB4732']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],09:34,2023-06-02,09:29,2023-06-02,11:51,2023-06-02,11:57,2023-06-02,
Charleston,CHS,11:54,2023-06-02,"['B6450', 'EI5117', 'HA2400', 'QR3839', 'TP4446']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:39,2023-06-02,09:51,2023-06-02,11:54,2023-06-02,11:54,2023-06-02,
Reykjavik,KEF,11:55,2023-06-02,"['FI635', 'B65635']","['Icelandair', 'JetBlue Airways']",E,Landed - On-time [+],10:20,2023-06-02,10:21,2023-06-02,11:55,2023-06-02,11:48,2023-06-02,
Lebanon,LEB,11:55,2023-06-02,['9K950'],['Cape Air'],C,Landed - On-time [+],11:00,2023-06-02,10:39,2023-06-02,11:55,2023-06-02,11:40,2023-06-02,
Kansas City,MCI,11:55,2023-06-02,"['DL5755', 'AF2192', 'KE3990', 'VS3798']","['Delta Air Lines', 'Air France', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:50,2023-06-02,07:38,2023-06-02,11:55,2023-06-02,11:48,2023-06-02,
Massena,MSS,11:55,2023-06-02,['4B863'],['Boutique Air'],B,Landed - On-time [+],10:45,2023-06-02,10:41,2023-06-02,11:55,2023-06-02,11:49,2023-06-02,
Columbus,CMH,11:56,2023-06-02,"['AA4595', 'B64731', 'IB4704']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],10:00,2023-06-02,09:58,2023-06-02,11:56,2023-06-02,11:59,2023-06-02,
Washington,DCA,11:59,2023-06-02,"['AA2134', 'B64252', 'JL7609']","['American Airlines', 'JetBlue Airways', 'JAL Japan Airlines']",B,Landed - On-time [+],10:10,2023-06-02,10:01,2023-06-02,11:59,2023-06-02,11:43,2023-06-02,
Dallas,DFW,12:00,2023-06-02,['AA2297'],['American Airlines'],B,Landed - On-time [+],07:12,2023-06-02,07:09,2023-06-02,12:00,2023-06-02,11:46,2023-06-02,
Detroit,DTW,12:00,2023-06-02,"['DL2648', 'AZ3221', 'KE3383', 'VS4262', 'WS8108']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],10:05,2023-06-02,10:04,2023-06-02,12:00,2023-06-02,12:04,2023-06-02,
Terceira,TER,12:00,2023-06-02,"['S4233', 'TP6527']","['Azores Airlines', 'TAP Air Portugal']",E,Landed - On-time [+],10:15,2023-06-02,10:40,2023-06-02,12:00,2023-06-02,12:02,2023-06-02,
Washington,DCA,12:02,2023-06-02,"['B6654', 'AA9478', 'HA2406']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - Delayed [+],10:30,2023-06-02,10:24,2023-06-02,12:02,2023-06-02,12:45,2023-06-02,
Philadelphia,PHL,12:04,2023-06-02,"['AA1439', 'JL7613']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],10:37,2023-06-02,10:33,2023-06-02,12:04,2023-06-02,11:54,2023-06-02,
Augusta,AUG,12:05,2023-06-02,"['9K1002', 'B65112']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:55,2023-06-02,10:50,2023-06-02,12:05,2023-06-02,12:00,2023-06-02,Tecnam P2012 Traveler
Savannah,SAV,12:10,2023-06-02,"['B61122', 'HA2476', 'QR3912', 'TP4414']","['JetBlue Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:45,2023-06-02,09:46,2023-06-02,12:10,2023-06-02,12:03,2023-06-02,
Miami,MIA,12:14,2023-06-02,"['AA2247', 'B64135', 'G36231', 'JL7611']","['American Airlines', 'JetBlue Airways', 'Gol', 'JAL Japan Airlines']",B,Landed - On-time [+],08:44,2023-06-02,08:47,2023-06-02,12:14,2023-06-02,12:05,2023-06-02,
Baltimore,BWI,12:15,2023-06-02,['WN430'],['Southwest Airlines'],B,Landed - Delayed [+],10:50,2023-06-02,11:12,2023-06-02,12:15,2023-06-02,12:31,2023-06-02,
Richmond,RIC,12:18,2023-06-02,"['B61182', 'AA9362', 'EI5235', 'FI7884', 'QR3954', 'TP4368']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-02,10:26,2023-06-02,12:18,2023-06-02,11:56,2023-06-02,
Rockland,RKD,12:20,2023-06-02,"['9K1854', 'B65162']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:10,2023-06-02,10:43,2023-06-02,12:20,2023-06-02,11:54,2023-06-02,Tecnam P2012 Traveler
Charlotte,CLT,12:25,2023-06-02,['AA2949'],['American Airlines'],B,Landed - On-time [+],10:15,2023-06-02,10:17,2023-06-02,12:25,2023-06-02,12:33,2023-06-02,
Newark,EWR,12:25,2023-06-02,"['B6180', 'AA9119', 'FI7994', 'HA2424', 'LY8523', 'QR3905', 'SQ1540', 'TP4286']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],11:15,2023-06-02,11:16,2023-06-02,12:25,2023-06-02,12:19,2023-06-02,
Chatham,KCQX,12:26,2023-06-02,['TJ433'],['Tradewind Aviation'],,En Route [+],12:00,2023-06-02,,,12:26,2023-06-02,,,
Bermuda,BDA,12:27,2023-06-02,"['B6204', 'QR3801']","['JetBlue Airways', 'Qatar Airways']",C,Landed - Delayed [+],11:03,2023-06-02,11:32,2023-06-02,12:27,2023-06-02,12:42,2023-06-02,
Baltimore,BWI,12:27,2023-06-02,['DL5773'],['Delta Air Lines'],A,Landed - On-time [+],10:55,2023-06-02,10:52,2023-06-02,12:27,2023-06-02,12:18,2023-06-02,
Newark,EWR,12:27,2023-06-02,"['DL3681', 'AF2915', 'VS3783']","['Delta Air Lines', 'Air France', 'Virgin Atlantic']",A,Landed - On-time [+],11:10,2023-06-02,11:04,2023-06-02,12:27,2023-06-02,12:06,2023-06-02,
Chicago,ORD,12:29,2023-06-02,"['DL684', 'VS4137']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - On-time [+],09:00,2023-06-02,09:02,2023-06-02,12:29,2023-06-02,12:43,2023-06-02,
New York,LGA,12:30,2023-06-02,"['DL5622', 'WS8004']","['Delta Air Lines', 'WestJet']",A,Landed - On-time [+],11:00,2023-06-02,10:58,2023-06-02,12:30,2023-06-02,12:12,2023-06-02,
London,LHR,12:30,2023-06-02,"['DL59', 'AF3610', 'KL6187', 'VS4011']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],09:55,2023-06-02,09:45,2023-06-02,12:30,2023-06-02,11:41,2023-06-02,
Martha's Vineyard,MVY,12:30,2023-06-02,"['9K3021', 'B65964']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:50,2023-06-02,11:40,2023-06-02,12:30,2023-06-02,12:15,2023-06-02,Cessna (Light aircraft)
Raleigh/Durham,RDU,12:31,2023-06-02,"['DL2765', 'AF2430', 'AZ3308', 'VS4280']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic']",A,Landed - On-time [+],10:30,2023-06-02,10:26,2023-06-02,12:31,2023-06-02,12:18,2023-06-02,
Fort Lauderdale,FLL,12:41,2023-06-02,"['B6690', 'AD7412', 'EI5147', 'FI7930', 'HA2432', 'QR3872', 'TP4265']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-02,09:20,2023-06-02,12:41,2023-06-02,12:31,2023-06-02,
Nantucket,ACK,12:43,2023-06-02,"['9K5281', 'B65354']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],11:55,2023-06-02,15:02,2023-06-02,12:43,2023-06-02,15:42,2023-06-02,Cessna (Light aircraft)
Raleigh/Durham,RDU,12:43,2023-06-02,"['B6484', 'AA9485', 'EI5227', 'FI7820', 'HA2160', 'QR4141', 'TP4362']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-02,10:40,2023-06-02,12:43,2023-06-02,12:22,2023-06-02,
Houston,IAH,12:45,2023-06-02,"['UA2394', 'AD7030', 'NZ6394', 'SK6704']","['United Airlines', 'Azul', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],07:49,2023-06-02,07:42,2023-06-02,12:45,2023-06-02,12:41,2023-06-02,
Rome,FCO,12:47,2023-06-02,['ITY614'],['ITA Airways'],,Landed - On-time [+],10:20,2023-06-02,10:28,2023-06-02,12:47,2023-06-02,12:47,2023-06-02,
Austin,AUS,12:48,2023-06-02,"['DL1502', 'AF2312', 'KE3320', 'VS3429']","['Delta Air Lines', 'Air France', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:45,2023-06-02,07:37,2023-06-02,12:48,2023-06-02,12:28,2023-06-02,
Philadelphia,PHL,12:54,2023-06-02,"['DL5779', 'AF2782', 'AZ4283', 'VS2380']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic']",A,Landed - On-time [+],11:30,2023-06-02,11:28,2023-06-02,12:54,2023-06-02,12:37,2023-06-02,
Syracuse,SYR,12:54,2023-06-02,['B68359'],['JetBlue Airways'],,Landed - Delayed [+],12:00,2023-06-02,13:16,2023-06-02,12:54,2023-06-02,16:04,2023-06-02,
Atlanta,ATL,12:55,2023-06-02,['NK1444'],['Spirit Airlines'],B,Landed - Delayed [+],10:25,2023-06-02,13:43,2023-06-02,12:55,2023-06-02,16:11,2023-06-02,
Atlanta,ATL,12:55,2023-06-02,"['DL855', 'LA6319', 'WS6529']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],10:14,2023-06-02,10:11,2023-06-02,12:55,2023-06-02,12:40,2023-06-02,
Provincetown,PVC,12:55,2023-06-02,['9K2301'],['Cape Air'],C,Landed - On-time [+],12:25,2023-06-02,12:20,2023-06-02,12:55,2023-06-02,12:50,2023-06-02,Cessna (Light aircraft)
Toronto,YTZ,13:00,2023-06-02,['PD2941'],['Porter Airlines Canada'],E,Landed - On-time [+],11:25,2023-06-02,11:27,2023-06-02,13:00,2023-06-02,13:05,2023-06-02,
Atlanta,ATL,13:03,2023-06-02,"['B6896', 'AA9111', 'EI5370', 'FI7902', 'HA2390', 'QR3812', 'TP4460']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:24,2023-06-02,10:24,2023-06-02,13:03,2023-06-02,12:51,2023-06-02,
Washington,DCA,13:03,2023-06-02,['DL5599'],['Delta Air Lines'],A,Landed - On-time [+],11:13,2023-06-02,11:04,2023-06-02,13:03,2023-06-02,12:55,2023-06-02,
Washington,DCA,13:04,2023-06-02,"['B6554', 'AA9523', 'HA2080', 'QR3814', 'TP4476']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:30,2023-06-02,11:28,2023-06-02,13:04,2023-06-02,12:55,2023-06-02,
Buffalo,BUF,13:05,2023-06-02,"['B61144', 'AA9116', 'EI5101', 'HA2140', 'QR3845', 'TP4459']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:46,2023-06-02,11:30,2023-06-02,13:05,2023-06-02,12:49,2023-06-02,
New York,JFK,13:05,2023-06-02,"['AA4363', 'B64669', 'CX7557', 'G36180', 'QF4645', 'QR2560']","['American Airlines', 'JetBlue Airways', 'Cathay Pacific', 'Gol', 'Qantas', 'Qatar Airways']",B,Landed - On-time [+],11:45,2023-06-02,12:02,2023-06-02,13:05,2023-06-02,13:10,2023-06-02,
Detroit,DTW,13:10,2023-06-02,"['B62036', 'AA9161', 'EI5309', 'FI7846', 'HA2418', 'QR3804', 'TP4466']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:18,2023-06-02,11:16,2023-06-02,13:10,2023-06-02,13:06,2023-06-02,
Newark,EWR,13:16,2023-06-02,['UA721'],['United Airlines'],B,Landed - On-time [+],11:59,2023-06-02,12:27,2023-06-02,13:16,2023-06-02,13:30,2023-06-02,
Chicago,ORD,13:17,2023-06-02,"['AA1457', 'B64112', 'IB4727']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],10:00,2023-06-02,09:57,2023-06-02,13:17,2023-06-02,13:14,2023-06-02,
Cincinnati,CVG,13:19,2023-06-02,"['DL1122', 'AZ3445', 'KL6917', 'VS4206']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:00,2023-06-02,10:53,2023-06-02,13:19,2023-06-02,13:10,2023-06-02,
