,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-11,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-10,21:04,2023-05-10,00:05,2023-05-11,00:06,2023-05-11,
1,Fort Myers,RSW,00:08,2023-05-11,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-10,01:17,2023-05-12,00:08,2023-05-11,04:17,2023-05-12,
2,San Francisco,SFO,00:09,2023-05-11,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-10,15:17,2023-05-10,00:09,2023-05-11,00:04,2023-05-11,
3,Orlando,MCO,00:17,2023-05-11,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-10,21:38,2023-05-11,00:17,2023-05-11,00:52,2023-05-12,
4,Miami,MIA,00:24,2023-05-11,"['AA1054', 'B64059', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-10,21:10,2023-05-10,00:24,2023-05-11,00:27,2023-05-11,
5,Charlotte,CLT,00:44,2023-05-11,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:33,2023-05-10,22:29,2023-05-10,00:44,2023-05-11,00:25,2023-05-11,
6,Atlanta,ATL,00:51,2023-05-11,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'LA6102', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:17,2023-05-10,22:38,2023-05-10,00:51,2023-05-11,01:08,2023-05-11,
7,Chicago,MDW,01:09,2023-05-11,['WWI111'],['Worldwide Jet Charter'],,Landed - Delayed [+],22:15,2023-05-10,22:58,2023-05-10,01:09,2023-05-11,01:44,2023-05-11,
8,Atlanta,ATL,01:33,2023-05-11,['DL8878'],['Delta Air Lines'],,Landed - Delayed [+],23:25,2023-05-10,00:53,2023-05-11,01:33,2023-05-11,02:48,2023-05-11,
9,Denver,DEN,01:40,2023-05-11,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-10,21:15,2023-05-10,01:40,2023-05-11,02:56,2023-05-11,
