,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-31,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-30,20:55,2023-05-30,00:05,2023-05-31,00:12,2023-05-31,
1,Fort Myers,RSW,00:08,2023-05-31,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-30,23:24,2023-05-31,00:08,2023-05-31,02:18,2023-06-01,
2,San Francisco,SFO,00:09,2023-05-31,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-30,15:20,2023-05-30,00:09,2023-05-31,00:11,2023-05-31,
3,Orlando,MCO,00:17,2023-05-31,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-30,21:22,2023-05-31,00:17,2023-05-31,00:22,2023-06-01,
4,Miami,MIA,00:24,2023-05-31,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - Delayed [+],21:01,2023-05-30,22:20,2023-05-30,00:24,2023-05-31,01:48,2023-05-31,
5,Atlanta,ATL,00:51,2023-05-31,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'LA6102', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-30,22:13,2023-05-30,00:51,2023-05-31,00:37,2023-05-31,
6,Minneapolis,MSP,00:59,2023-05-31,['1I758'],['NetJets Aviation'],,Landed - On-time [+],21:15,2023-05-30,21:32,2023-05-30,00:59,2023-05-31,00:54,2023-05-31,
7,Denver,DEN,01:40,2023-05-31,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-30,19:47,2023-05-30,01:40,2023-05-31,02:00,2023-05-31,
8,Louisville,SDF,04:26,2023-05-31,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-31,02:45,2023-05-31,04:26,2023-05-31,04:34,2023-05-31,
9,Las Vegas,LAS,04:29,2023-05-31,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-30,20:26,2023-05-30,04:29,2023-05-31,04:23,2023-05-31,
10,Philadelphia,PHL,04:29,2023-05-31,['5X1018'],['UPS'],,Landed - Delayed [+],03:36,2023-05-31,04:36,2023-05-31,04:29,2023-05-31,05:29,2023-05-31,
11,Newark,EWR,04:55,2023-05-31,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-31,04:16,2023-05-31,04:55,2023-05-31,04:59,2023-05-31,
12,San Francisco,SFO,04:59,2023-05-31,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-30,20:10,2023-05-30,04:59,2023-05-31,04:51,2023-05-31,
13,San Diego,SAN,05:01,2023-05-31,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-30,20:23,2023-05-31,05:01,2023-05-31,04:55,2023-06-01,
14,Sacramento,SMF,05:38,2023-05-31,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-30,23:22,2023-05-31,05:38,2023-05-31,07:54,2023-06-01,
15,Denver,DEN,05:40,2023-05-31,['B6294'],['JetBlue Airways'],C,Landed - Delayed [+],23:53,2023-05-30,23:49,2023-05-31,05:40,2023-05-31,05:42,2023-06-01,
16,Phoenix,PHX,05:40,2023-05-31,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-30,21:41,2023-05-30,05:40,2023-05-31,05:29,2023-05-31,
17,Louisville,SDF,05:45,2023-05-31,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-31,04:32,2023-05-31,05:45,2023-05-31,06:18,2023-05-31,
18,San Francisco,SFO,05:55,2023-05-31,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],21:05,2023-05-30,21:04,2023-05-30,05:55,2023-05-31,05:50,2023-05-31,
19,Denver,DEN,05:58,2023-05-31,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-30,23:57,2023-05-30,05:58,2023-05-31,05:44,2023-05-31,
20,Memphis,MEM,06:05,2023-05-31,['FX1406'],['FedEx'],,Landed - Delayed [+],02:36,2023-05-31,03:26,2023-05-31,06:05,2023-05-31,06:49,2023-05-31,
21,Indianapolis,IND,06:06,2023-05-31,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-05-31,05:42,2023-05-31,06:06,2023-05-31,07:24,2023-05-31,
22,Phoenix,PHX,06:07,2023-05-31,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:18,2023-05-30,22:08,2023-05-31,06:07,2023-05-31,06:10,2023-06-01,
23,San Jose,SJC,06:13,2023-05-31,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:39,2023-05-30,21:30,2023-05-31,06:13,2023-05-31,06:23,2023-06-01,
24,Salt Lake City,SLC,06:22,2023-05-31,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:45,2023-05-30,23:44,2023-05-30,06:22,2023-05-31,06:17,2023-05-31,
25,Las Vegas,LAS,06:23,2023-05-31,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:23,2023-05-30,22:11,2023-05-31,06:23,2023-05-31,06:12,2023-06-01,
26,Seattle,SEA,06:23,2023-05-31,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-30,22:40,2023-05-31,06:23,2023-05-31,07:05,2023-06-01,
27,Los Angeles,LAX,06:30,2023-05-31,"['B6622', 'AA9131', 'FI7866', 'HA2184', 'TP4324']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:05,2023-05-30,00:38,2023-06-01,06:30,2023-05-31,09:25,2023-06-01,
28,Buffalo,BUF,06:40,2023-05-31,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:08,2023-05-31,05:03,2023-05-31,06:40,2023-05-31,06:20,2023-05-31,
29,Rochester,ROC,06:40,2023-05-31,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-31,04:58,2023-05-31,06:40,2023-05-31,06:12,2023-05-31,
30,Memphis,MEM,06:41,2023-05-31,['FX1473'],['FedEx'],,Landed - Delayed [+],03:12,2023-05-31,04:29,2023-05-31,06:41,2023-05-31,07:56,2023-05-31,
31,San Francisco,SFO,06:44,2023-05-31,"['DL926', 'LA6535', 'VS2372', 'WS7424']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],21:55,2023-05-30,21:53,2023-05-30,06:44,2023-05-31,06:42,2023-05-31,
32,San Diego,SAN,06:45,2023-05-31,['DL316'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-05-30,21:57,2023-05-30,06:45,2023-05-31,06:29,2023-05-31,
