Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Malatya,MLX,00:00,2023-09-13,"['DL977', 'KE6731']","['Delta Air Lines', 'Korean Air']",A,Landed - DIVERTED [+],21:45,2023-09-12,20:42,2023-09-08,actual,00:00,2023-09-13,00:21,2023-09-09,actual,
Sharm el Sheikh,SSH,00:00,2023-09-13,"['B61388', 'AA9265', 'HA2314', 'TP4418']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",,Landed - DIVERTED [+],18:25,2023-09-12,19:02,2023-09-08,actual,00:00,2023-09-13,03:11,2023-09-09,estimated,
Chicago,MDW,00:05,2023-09-13,['WN2284'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-09-12,20:49,2023-09-12,actual,00:05,2023-09-13,23:56,2023-09-12,actual,
New York,JFK,00:15,2023-09-13,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8258', 'HA2002', 'LY8609', 'QR3825', 'SQ1452', 'TP4468']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:59,2023-09-12,23:43,2023-09-12,actual,00:15,2023-09-13,00:46,2023-09-13,actual,
Miami,MIA,00:18,2023-09-13,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - On-time [+],21:00,2023-09-12,20:59,2023-09-12,actual,00:18,2023-09-13,00:06,2023-09-13,actual,Boeing 737MAX 8 Passenger
Denver,DEN,00:35,2023-09-13,['WN3622'],['Southwest Airlines'],B,Landed - Delayed [+],18:45,2023-09-12,19:34,2023-09-12,actual,00:35,2023-09-13,01:16,2023-09-13,actual,
Fort Lauderdale,FLL,00:45,2023-09-13,"['B6170', 'AD7411', 'FI7986', 'HA2426']","['JetBlue Airways', 'Azul', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:40,2023-09-12,00:33,2023-09-13,actual,00:45,2023-09-13,03:31,2023-09-13,actual,
Detroit,DTW,00:48,2023-09-13,"['DL1622', 'AM3586', 'AZ5297', 'VS4208', 'WS7492']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:59,2023-09-12,22:59,2023-09-12,actual,00:48,2023-09-13,00:43,2023-09-13,actual,
Buenos Aires,AEP,00:50,2023-09-13,"['B6620', 'FI7892']","['JetBlue Airways', 'Icelandair']",C,Landed - DIVERTED [+],22:55,2023-09-12,23:17,2023-09-08,actual,00:50,2023-09-13,00:17,2023-09-09,actual,
San Francisco,SFO,00:57,2023-09-13,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-09-12,16:09,2023-09-12,actual,00:57,2023-09-13,00:33,2023-09-13,actual,
