Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Dallas,DFW,00:15,2024-01-16,['DL315'],['Delta Air Lines'],A,Landed - Delayed [+],19:41,2024-01-15,20:48,2024-01-15,actual,00:15,2024-01-16,00:52,2024-01-16,actual,Airbus A220-100 Passenger
Miami,MIA,00:20,2024-01-16,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:00,2024-01-15,21:04,2024-01-15,actual,00:20,2024-01-16,00:02,2024-01-16,actual,Boeing 737-800 Passenger
Charlotte,CLT,00:24,2024-01-16,['AA2566'],['American Airlines'],B,Landed - DIVERTED [+],22:31,2024-01-15,01:40,2024-01-16,actual,00:24,2024-01-16,04:17,2024-01-16,actual,Airbus A321
Austin,AUS,00:34,2024-01-16,['B61238'],['JetBlue Airways'],C,Landed - On-time [+],19:44,2024-01-15,19:54,2024-01-15,actual,00:34,2024-01-16,00:20,2024-01-16,actual,Airbus A220-300 Passenger
Fort Lauderdale,FLL,00:35,2024-01-16,['B6170'],['JetBlue Airways'],C,Landed - Delayed [+],21:26,2024-01-15,22:39,2024-01-15,actual,00:35,2024-01-16,01:30,2024-01-16,actual,Airbus A321
Charlotte,CLT,00:52,2024-01-16,['AA1937'],['American Airlines'],B,Landed - Delayed [+],22:45,2024-01-15,23:38,2024-01-15,actual,00:52,2024-01-16,01:32,2024-01-16,actual,Boeing 737-800 Passenger
Atlanta,ATL,00:58,2024-01-16,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,2024-01-15,22:46,2024-01-15,actual,00:58,2024-01-16,00:59,2024-01-16,actual,Airbus A321
Tampa,TPA,01:12,2024-01-16,['NK3583'],['Spirit Airlines'],B,Landed - On-time [+],22:17,2024-01-15,22:30,2024-01-15,actual,01:12,2024-01-16,01:01,2024-01-16,actual,Airbus A320
Newark,EWR,04:54,2024-01-16,['FX1989'],['FedEx'],,Landed - Delayed [+],04:08,2024-01-16,04:56,2024-01-16,actual,04:54,2024-01-16,05:29,2024-01-16,actual,Boeing 757-200 Passenger
Phoenix,PHX,05:00,2024-01-16,['B61302'],['JetBlue Airways'],C,Landed - On-time [+],22:25,2024-01-15,22:20,2024-01-15,actual,05:00,2024-01-16,04:45,2024-01-16,actual,Airbus A320
Louisville,SDF,05:39,2024-01-16,['5X1014'],['UPS'],,Landed - On-time [+],03:54,2024-01-16,04:20,2024-01-16,actual,05:39,2024-01-16,05:53,2024-01-16,actual,Boeing 767-300 Passenger
Tel Aviv-Yafo,TLV,05:45,2024-01-16,['LY15'],['El Al Israel Airlines'],E,Landed - On-time [+],01:05,2024-01-16,00:58,2024-01-16,actual,05:45,2024-01-16,05:45,2024-01-16,actual,Boeing 787-8
Phoenix,PHX,05:48,2024-01-16,['AA2701'],['American Airlines'],B,Landed - On-time [+],23:01,2024-01-15,22:59,2024-01-15,actual,05:48,2024-01-16,05:31,2024-01-16,actual,Airbus A321neo
Las Vegas,LAS,05:51,2024-01-16,['DL484'],['Delta Air Lines'],A,Landed - On-time [+],21:45,2024-01-15,21:44,2024-01-15,actual,05:51,2024-01-16,05:26,2024-01-16,actual,Airbus A321neo
Manchester,MHT,06:00,2024-01-16,['CNS1029'],['PlaneSense'],,En Route [+],05:40,2024-01-16,05:40,2024-01-16,scheduled,06:00,2024-01-16,06:00,2024-01-16,scheduled,Pilatus PC-12
Phoenix,PHX,06:05,2024-01-16,['DL979'],['Delta Air Lines'],A,Landed - On-time [+],23:20,2024-01-15,23:39,2024-01-15,actual,06:05,2024-01-16,05:58,2024-01-16,actual,Airbus A321neo
Seattle,SEA,06:10,2024-01-16,['B6498'],['JetBlue Airways'],C,Landed - On-time [+],21:58,2024-01-15,21:50,2024-01-15,actual,06:10,2024-01-16,05:56,2024-01-16,actual,Airbus A321
San Juan,SJU,06:14,2024-01-16,['B6562'],['JetBlue Airways'],C,Landed - On-time [+],02:58,2024-01-16,03:26,2024-01-16,actual,06:14,2024-01-16,06:19,2024-01-16,actual,Airbus A320
Los Angeles,LAX,06:20,2024-01-16,['DL568'],['Delta Air Lines'],A,Landed - Delayed [+],21:45,2024-01-15,21:45,2024-01-15,actual,06:20,2024-01-16,06:49,2024-01-16,actual,Boeing 757-200 Passenger
Indianapolis,IND,06:21,2024-01-16,['FX1710'],['FedEx'],,Landed - Delayed [+],04:35,2024-01-16,06:58,2024-01-16,actual,06:21,2024-01-16,08:30,2024-01-16,actual,Boeing 767-300 Passenger
Sao Paulo,GRU,06:23,2024-01-16,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],22:58,2024-01-15,22:50,2024-01-15,actual,06:23,2024-01-16,06:39,2024-01-16,actual,Boeing 787-9
Seattle,SEA,06:29,2024-01-16,['DL2733'],['Delta Air Lines'],A,Landed - Delayed [+],22:00,2024-01-15,22:00,2024-01-15,actual,06:29,2024-01-16,06:49,2024-01-16,actual,Airbus A321neo
San Diego,SAN,06:39,2024-01-16,['DL486'],['Delta Air Lines'],A,Landed - On-time [+],22:10,2024-01-15,22:10,2024-01-15,actual,06:39,2024-01-16,06:11,2024-01-16,actual,Airbus A321neo
Sao Paulo,GRU,06:40,2024-01-16,['LA8164'],['LATAM Airlines'],E,Landed - On-time [+],22:50,2024-01-15,23:38,2024-01-15,actual,06:40,2024-01-16,06:38,2024-01-16,actual,Boeing 787-9
Cincinnati,CVG,06:43,2024-01-16,['GB588'],['ABX Air'],,Landed - Delayed [+],04:55,2024-01-16,06:27,2024-01-16,actual,06:43,2024-01-16,07:55,2024-01-16,actual,Boeing 767-200 Passenger
Newark,EWR,06:59,2024-01-16,['DL5832'],['Delta Air Lines'],A,Landed - Delayed [+],05:38,2024-01-16,05:35,2024-01-16,actual,06:59,2024-01-16,07:37,2024-01-16,actual,Embraer 175
San Francisco,SFO,06:59,2024-01-16,['DL475'],['Delta Air Lines'],A,Landed - On-time [+],22:15,2024-01-15,22:14,2024-01-15,actual,06:59,2024-01-16,07:02,2024-01-16,actual,Airbus A321neo
Syracuse,SYR,07:00,2024-01-16,['B6374'],['JetBlue Airways'],C,Landed - Delayed [+],05:45,2024-01-16,06:02,2024-01-16,actual,07:00,2024-01-16,07:48,2024-01-16,actual,Embraer 190
New York,LGA,07:10,2024-01-16,['DL5605'],['Delta Air Lines'],A,Canceled [+],06:00,2024-01-16,06:00,2024-01-16,scheduled,07:10,2024-01-16,07:10,2024-01-16,scheduled,Embraer 175
Los Angeles,LAX,07:15,2024-01-16,['UA2106'],['United Airlines'],B,Landed - Delayed [+],22:45,2024-01-15,00:23,2024-01-16,actual,07:15,2024-01-16,08:25,2024-01-16,actual,Boeing 757-200 Passenger
Middletown,MDT,07:15,2024-01-16,['AA5937'],['American Airlines'],B,Landed - Delayed [+],05:44,2024-01-16,05:36,2024-01-16,actual,07:15,2024-01-16,08:08,2024-01-16,actual,
New York,JFK,07:16,2024-01-16,['DL5653'],['Delta Air Lines'],A,Landed - Delayed [+],06:00,2024-01-16,05:59,2024-01-16,actual,07:16,2024-01-16,07:57,2024-01-16,actual,Embraer 175
Los Angeles,LAX,07:20,2024-01-16,['B6988'],['JetBlue Airways'],C,Landed - On-time [+],22:49,2024-01-15,23:08,2024-01-15,actual,07:20,2024-01-16,07:24,2024-01-16,actual,Airbus A321
Philadelphia,PHL,07:20,2024-01-16,['B6560'],['JetBlue Airways'],C,Landed - Delayed [+],06:00,2024-01-16,05:50,2024-01-16,actual,07:20,2024-01-16,08:21,2024-01-16,actual,Embraer 190
Bar Harbor,BHB,07:25,2024-01-16,['9K1830'],['Cape Air'],C,Landed - Delayed [+],06:00,2024-01-16,06:00,2024-01-16,actual,07:25,2024-01-16,08:30,2024-01-16,actual,Cessna (Light aircraft)
Philadelphia,PHL,07:29,2024-01-16,['DL5801'],['Delta Air Lines'],A,Landed - Delayed [+],06:05,2024-01-16,06:05,2024-01-16,actual,07:29,2024-01-16,08:21,2024-01-16,actual,Embraer 175
New York,LGA,07:31,2024-01-16,['B62832'],['JetBlue Airways'],C,Landed - Delayed [+],06:15,2024-01-16,06:09,2024-01-16,actual,07:31,2024-01-16,07:53,2024-01-16,actual,Embraer 190
Santo Domingo,SDQ,07:34,2024-01-16,['B61830'],['JetBlue Airways'],E,Landed - Delayed [+],04:19,2024-01-16,05:12,2024-01-16,actual,07:34,2024-01-16,08:05,2024-01-16,actual,Airbus A321
Nantucket,ACK,07:48,2024-01-16,['9K5001'],['Cape Air'],C,Landed - Delayed [+],07:00,2024-01-16,09:33,2024-01-16,actual,07:48,2024-01-16,10:25,2024-01-16,actual,Cessna (Light aircraft)
Las Vegas,LAS,07:53,2024-01-16,['B6178'],['JetBlue Airways'],C,Landed - On-time [+],23:55,2024-01-15,23:50,2024-01-15,actual,07:53,2024-01-16,07:37,2024-01-16,actual,Airbus A321
Buffalo,BUF,07:55,2024-01-16,['B6716'],['JetBlue Airways'],C,Landed - Delayed [+],06:29,2024-01-16,06:22,2024-01-16,actual,07:55,2024-01-16,08:37,2024-01-16,actual,Embraer 190
Lebanon,LEB,07:55,2024-01-16,['9K1870'],['Cape Air'],C,Landed - Delayed [+],07:00,2024-01-16,07:05,2024-01-16,actual,07:55,2024-01-16,08:30,2024-01-16,actual,Tecnam P2012 Traveler
Pittsburgh,PIT,07:55,2024-01-16,['B61486'],['JetBlue Airways'],C,Canceled [+],06:00,2024-01-16,06:00,2024-01-16,scheduled,07:55,2024-01-16,07:55,2024-01-16,scheduled,Embraer 190
New York,JFK,07:58,2024-01-16,['B6518'],['JetBlue Airways'],C,Landed - Delayed [+],06:46,2024-01-16,07:01,2024-01-16,actual,07:58,2024-01-16,09:41,2024-01-16,actual,Embraer 190
Cleveland,CLE,08:00,2024-01-16,['DL5743'],['Delta Air Lines'],A,Canceled [+],06:05,2024-01-16,06:05,2024-01-16,scheduled,08:00,2024-01-16,08:00,2024-01-16,scheduled,Embraer 175
Pittsburgh,PIT,08:00,2024-01-16,['DL5800'],['Delta Air Lines'],A,Canceled [+],06:12,2024-01-16,06:12,2024-01-16,scheduled,08:00,2024-01-16,08:00,2024-01-16,scheduled,Embraer 175
