,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-04-19,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-04-18,21:41,2023-04-18,00:05,2023-04-19,00:48,2023-04-19,
1,Tampa,TPA,00:08,2023-04-19,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-04-18,21:08,2023-04-18,00:08,2023-04-19,23:54,2023-04-18,
2,Seattle,SEA,00:10,2023-04-19,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-04-18,16:11,2023-04-18,00:10,2023-04-19,00:14,2023-04-19,
3,Fort Myers,RSW,00:14,2023-04-19,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-18,21:05,2023-04-19,00:14,2023-04-19,00:05,2023-04-20,
4,New York,JFK,00:19,2023-04-19,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],22:55,2023-04-18,22:49,2023-04-19,00:19,2023-04-19,00:29,2023-04-20,
5,Miami,MIA,00:21,2023-04-19,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-04-18,20:53,2023-04-18,00:21,2023-04-19,23:51,2023-04-18,
6,Orlando,MCO,00:27,2023-04-19,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-18,23:20,2023-04-19,00:27,2023-04-19,02:01,2023-04-20,
7,Fort Lauderdale,FLL,00:32,2023-04-19,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:15,2023-04-18,21:14,2023-04-19,00:32,2023-04-19,00:16,2023-04-19,
8,Fort Lauderdale,FLL,00:56,2023-04-19,['NK616'],['Spirit Airlines'],B,Landed - On-time [+],21:41,2023-04-18,22:15,2023-04-18,00:56,2023-04-19,01:01,2023-04-19,
9,Atlanta,ATL,00:59,2023-04-19,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-04-18,22:24,2023-04-18,00:59,2023-04-19,00:41,2023-04-19,
