,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-16,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-05-15,21:47,2023-05-15,00:05,2023-05-16,01:00,2023-05-16,
1,Fort Myers,RSW,00:08,2023-05-16,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-15,21:06,2023-05-16,00:08,2023-05-16,00:10,2023-05-17,
2,San Francisco,SFO,00:09,2023-05-16,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - Delayed [+],15:27,2023-05-15,16:07,2023-05-15,00:09,2023-05-16,00:33,2023-05-16,
3,Orlando,MCO,00:17,2023-05-16,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Canceled [+],21:20,2023-05-15,,,00:17,2023-05-16,,,
4,Miami,MIA,00:24,2023-05-16,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - Delayed [+],21:01,2023-05-15,21:26,2023-05-15,00:24,2023-05-16,00:59,2023-05-16,
5,Charlotte,CLT,00:44,2023-05-16,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-15,23:12,2023-05-15,00:44,2023-05-16,01:05,2023-05-16,
6,Atlanta,ATL,00:51,2023-05-16,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-15,22:16,2023-05-15,00:51,2023-05-16,00:41,2023-05-16,
7,Chicago,ORD,01:00,2023-05-16,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-15,21:28,2023-05-15,01:00,2023-05-16,00:41,2023-05-16,
8,Denver,DEN,01:40,2023-05-16,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:50,2023-05-15,19:54,2023-05-15,01:40,2023-05-16,01:25,2023-05-16,
9,Louisville,SDF,04:26,2023-05-16,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-16,02:34,2023-05-16,04:26,2023-05-16,04:20,2023-05-16,
10,Las Vegas,LAS,04:29,2023-05-16,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-15,20:25,2023-05-15,04:29,2023-05-16,04:11,2023-05-16,
11,Philadelphia,PHL,04:29,2023-05-16,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-05-16,03:45,2023-05-16,04:29,2023-05-16,04:29,2023-05-16,
12,Newark,EWR,04:55,2023-05-16,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-16,03:54,2023-05-16,04:55,2023-05-16,04:32,2023-05-16,
