Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Dallas,DFW,00:15,2024-02-06,['DL315'],['Delta Air Lines'],A,Landed - On-time [+],19:41,2024-02-05,19:23,2024-02-05,actual,00:15,2024-02-06,00:19,2024-02-06,actual,Airbus A220-100 Passenger
Miami,MIA,00:20,2024-02-06,['AA1054'],['American Airlines'],B,Landed - Delayed [+],21:00,2024-02-05,21:51,2024-02-05,actual,00:20,2024-02-06,01:31,2024-02-06,actual,Boeing 737-800 Passenger
Austin,AUS,00:34,2024-02-06,['B61238'],['JetBlue Airways'],C,Landed - Delayed [+],19:44,2024-02-05,19:35,2024-02-05,actual,00:34,2024-02-06,00:53,2024-02-06,actual,Airbus A220-300 Passenger
Fort Lauderdale,FLL,00:35,2024-02-06,['B6170'],['JetBlue Airways'],C,Landed - Delayed [+],21:26,2024-02-05,23:42,2024-02-05,actual,00:35,2024-02-06,03:05,2024-02-06,actual,Airbus A321
Charlotte,CLT,00:52,2024-02-06,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:45,2024-02-05,22:40,2024-02-05,actual,00:52,2024-02-06,00:40,2024-02-06,actual,Boeing 737-800 Passenger
Atlanta,ATL,00:58,2024-02-06,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,2024-02-05,22:25,2024-02-05,actual,00:58,2024-02-06,00:51,2024-02-06,actual,Airbus A321neo
Tampa,TPA,01:12,2024-02-06,['NK3583'],['Spirit Airlines'],B,Landed - On-time [+],22:17,2024-02-05,22:10,2024-02-05,actual,01:12,2024-02-06,00:59,2024-02-06,actual,Airbus A320
San Jose,SJC,03:52,2024-02-06,['QQE203'],['Qatar Executive'],,Landed - Delayed [+],20:00,2024-02-05,21:05,2024-02-05,actual,03:52,2024-02-06,04:51,2024-02-06,actual,Gulfstream Aerospace G650
Philadelphia,PHL,04:16,2024-02-06,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2024-02-06,03:34,2024-02-06,actual,04:16,2024-02-06,04:18,2024-02-06,actual,Boeing 767-300 Passenger
Louisville,SDF,04:20,2024-02-06,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2024-02-06,02:38,2024-02-06,actual,04:20,2024-02-06,04:33,2024-02-06,actual,Boeing 767-300 Passenger
