,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-04-26,['WN951'],['Southwest Airlines'],B,En Route [+],20:55,2023-04-25,,,00:05,2023-04-26,,,
1,Tampa,TPA,00:08,2023-04-26,['DL1439'],['Delta Air Lines'],A,En Route [+],21:04,2023-04-25,,,00:08,2023-04-26,,,
2,Seattle,SEA,00:10,2023-04-26,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,En Route [+],15:50,2023-04-25,,,00:10,2023-04-26,,,
3,Fort Myers,RSW,00:14,2023-04-26,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-25,21:30,2023-04-26,00:14,2023-04-26,00:40,2023-04-27,
4,New York,JFK,00:19,2023-04-26,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],22:55,2023-04-25,23:01,2023-04-25,00:19,2023-04-26,00:02,2023-04-27,
5,Miami,MIA,00:21,2023-04-26,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,En Route [+],21:00,2023-04-25,,,00:21,2023-04-26,,,
6,Orlando,MCO,00:27,2023-04-26,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:30,2023-04-25,22:13,2023-04-26,00:27,2023-04-26,23:55,2023-04-25,
7,Fort Lauderdale,FLL,00:32,2023-04-26,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-25,05:41,2023-04-27,00:32,2023-04-26,08:50,2023-04-27,
8,Fort Lauderdale,FLL,00:56,2023-04-26,['NK616'],['Spirit Airlines'],B,En Route [+],21:41,2023-04-25,,,00:56,2023-04-26,,,
9,Atlanta,ATL,00:59,2023-04-26,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,En Route [+],22:25,2023-04-25,,,00:59,2023-04-26,,,
10,Denver,DEN,01:40,2023-04-26,['WN3442'],['Southwest Airlines'],B,En Route [+],19:50,2023-04-25,,,01:40,2023-04-26,,,
11,Louisville,SDF,04:26,2023-04-26,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-04-26,02:42,2023-04-26,04:26,2023-04-26,04:29,2023-04-26,
12,Philadelphia,PHL,04:29,2023-04-26,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-04-26,03:49,2023-04-26,04:29,2023-04-26,04:34,2023-04-26,
13,San Diego,SAN,04:47,2023-04-26,['B62120'],['JetBlue Airways'],C,Landed - Delayed [+],20:15,2023-04-25,20:13,2023-04-26,04:47,2023-04-26,04:53,2023-04-27,
14,Newark,EWR,04:55,2023-04-26,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-04-26,04:07,2023-04-26,04:55,2023-04-26,04:41,2023-04-26,
15,San Francisco,SFO,04:57,2023-04-26,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-25,20:08,2023-04-25,04:57,2023-04-26,04:46,2023-04-26,
16,Salt Lake City,SLC,05:01,2023-04-26,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-25,22:22,2023-04-26,05:01,2023-04-26,04:35,2023-04-27,
17,Denver,DEN,05:10,2023-04-26,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:23,2023-04-25,23:36,2023-04-26,05:10,2023-04-26,05:17,2023-04-27,
18,San Juan,SJU,05:30,2023-04-26,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - On-time [+],01:20,2023-04-26,01:10,2023-04-26,05:30,2023-04-26,05:04,2023-04-26,
19,Phoenix,PHX,05:36,2023-04-26,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-25,21:43,2023-04-25,05:36,2023-04-26,05:21,2023-04-26,
20,Denver,DEN,05:37,2023-04-26,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-25,23:39,2023-04-25,05:37,2023-04-26,05:43,2023-04-26,
21,Louisville,SDF,05:45,2023-04-26,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-04-26,04:22,2023-04-26,05:45,2023-04-26,06:03,2023-04-26,
22,Phoenix,PHX,05:59,2023-04-26,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-04-25,22:08,2023-04-26,05:59,2023-04-26,05:54,2023-04-27,
