Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Washington,DCA,12:02,2023-06-04,"['B6654', 'AA9478', 'HA2406']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],10:30,2023-06-04,10:24,2023-06-04,12:02,2023-06-04,11:49,2023-06-04,
Indianapolis,IND,12:02,2023-06-04,"['AA4716', 'B64712', 'IB4732']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],09:45,2023-06-04,09:38,2023-06-04,12:02,2023-06-04,12:01,2023-06-04,
Hamburg,HAM,12:03,2023-06-04,['VJT794'],['VistaJet'],,Landed - On-time [+],10:56,2023-06-04,11:04,2023-06-04,12:03,2023-06-04,11:58,2023-06-04,
Philadelphia,PHL,12:04,2023-06-04,"['AA1439', 'JL7613']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],10:37,2023-06-04,10:31,2023-06-04,12:04,2023-06-04,11:54,2023-06-04,
Augusta,AUG,12:05,2023-06-04,"['9K1002', 'B65112']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],10:55,2023-06-04,,,12:05,2023-06-04,,,Tecnam P2012 Traveler
Hyannis,HYA,12:10,2023-06-04,"['9K7121', 'B65378']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:33,2023-06-04,11:46,2023-06-04,12:10,2023-06-04,12:24,2023-06-04,Cessna (Light aircraft)
Savannah,SAV,12:10,2023-06-04,"['B61122', 'HA2476', 'LY8567', 'QR3912', 'TP4414']","['JetBlue Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:45,2023-06-04,09:42,2023-06-04,12:10,2023-06-04,11:57,2023-06-04,
Miami,MIA,12:14,2023-06-04,"['AA2247', 'B64135', 'G36231', 'JL7611']","['American Airlines', 'JetBlue Airways', 'Gol', 'JAL Japan Airlines']",B,Landed - On-time [+],08:44,2023-06-04,08:41,2023-06-04,12:14,2023-06-04,11:56,2023-06-04,
Richmond,RIC,12:18,2023-06-04,"['B61182', 'AA9362', 'EI5235', 'FI7884', 'QR3954', 'TP4368']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-04,10:36,2023-06-04,12:18,2023-06-04,12:14,2023-06-04,
Rockland,RKD,12:20,2023-06-04,"['9K1854', 'B65162']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],11:10,2023-06-04,12:52,2023-06-04,12:20,2023-06-04,14:15,2023-06-04,Tecnam P2012 Traveler
Baltimore,BWI,12:25,2023-06-04,['WN2508'],['Southwest Airlines'],B,Landed - On-time [+],11:00,2023-06-04,11:16,2023-06-04,12:25,2023-06-04,12:37,2023-06-04,
Charlotte,CLT,12:25,2023-06-04,['AA2949'],['American Airlines'],B,Landed - On-time [+],10:15,2023-06-04,10:14,2023-06-04,12:25,2023-06-04,12:23,2023-06-04,
Newark,EWR,12:25,2023-06-04,"['B6180', 'AA9119', 'FI7994', 'HA2424', 'QR3905', 'SQ1540', 'TP4286']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],11:15,2023-06-04,11:41,2023-06-04,12:25,2023-06-04,12:41,2023-06-04,
Bermuda,BDA,12:27,2023-06-04,"['B6204', 'QR3801']","['JetBlue Airways', 'Qatar Airways']",C,Landed - Delayed [+],11:03,2023-06-04,15:21,2023-06-04,12:27,2023-06-04,16:37,2023-06-04,
Baltimore,BWI,12:27,2023-06-04,['DL5773'],['Delta Air Lines'],A,Landed - On-time [+],10:55,2023-06-04,10:54,2023-06-04,12:27,2023-06-04,12:24,2023-06-04,
Newark,EWR,12:27,2023-06-04,"['DL3681', 'AF2915', 'VS3783']","['Delta Air Lines', 'Air France', 'Virgin Atlantic']",A,Landed - On-time [+],11:10,2023-06-04,11:02,2023-06-04,12:27,2023-06-04,12:19,2023-06-04,
New York,LGA,12:30,2023-06-04,['DL5622'],['Delta Air Lines'],A,Landed - On-time [+],11:00,2023-06-04,10:58,2023-06-04,12:30,2023-06-04,12:06,2023-06-04,
London,LHR,12:30,2023-06-04,"['DL59', 'AF3610', 'KL6187', 'VS4011']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],09:55,2023-06-04,10:24,2023-06-04,12:30,2023-06-04,12:13,2023-06-04,
Provincetown,PVC,12:30,2023-06-04,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:00,2023-06-04,11:50,2023-06-04,12:30,2023-06-04,12:25,2023-06-04,Cessna (Light aircraft)
Saint Louis,STL,12:30,2023-06-04,['WN1580'],['Southwest Airlines'],B,Landed - On-time [+],08:50,2023-06-04,08:47,2023-06-04,12:30,2023-06-04,12:29,2023-06-04,
Fort Lauderdale,FLL,12:41,2023-06-04,"['B6690', 'AD7412', 'EI5147', 'FI7930', 'HA2432', 'LY8525', 'QR3872', 'TP4265']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-04,09:27,2023-06-04,12:41,2023-06-04,12:39,2023-06-04,
Martha's Vineyard,MVY,12:41,2023-06-04,['CNS94'],['PlaneSense'],,Landed - Delayed [+],12:15,2023-06-04,12:48,2023-06-04,12:41,2023-06-04,13:13,2023-06-04,
New York,JFK,12:42,2023-06-04,['B68368'],['JetBlue Airways'],,Landed - Delayed [+],12:00,2023-06-04,12:29,2023-06-04,12:42,2023-06-04,13:55,2023-06-04,
Raleigh/Durham,RDU,12:43,2023-06-04,"['B6484', 'AA9485', 'EI5227', 'FI7820', 'HA2160', 'LY8559', 'QR4141', 'TP4362']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-04,10:35,2023-06-04,12:43,2023-06-04,12:17,2023-06-04,
Houston,IAH,12:45,2023-06-04,"['UA2394', 'AD7030', 'NZ6394', 'SK6704']","['United Airlines', 'Azul', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],07:49,2023-06-04,08:36,2023-06-04,12:45,2023-06-04,13:14,2023-06-04,
Austin,AUS,12:48,2023-06-04,"['DL1502', 'AF2312', 'KE3320', 'VS3429']","['Delta Air Lines', 'Air France', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:45,2023-06-04,07:43,2023-06-04,12:48,2023-06-04,12:49,2023-06-04,
Atlanta,ATL,12:50,2023-06-04,"['DL855', 'LA6319', 'WS6529']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - Delayed [+],10:09,2023-06-04,10:51,2023-06-04,12:50,2023-06-04,13:13,2023-06-04,
Philadelphia,PHL,12:54,2023-06-04,"['DL5727', 'AF2782', 'AZ4283', 'VS2380']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic']",A,Landed - On-time [+],11:30,2023-06-04,11:24,2023-06-04,12:54,2023-06-04,12:37,2023-06-04,
Nantucket,ACK,12:55,2023-06-04,"['9K5541', 'B65932']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:07,2023-06-04,11:45,2023-06-04,12:55,2023-06-04,12:35,2023-06-04,Cessna (Light aircraft)
Atlanta,ATL,12:55,2023-06-04,['NK1444'],['Spirit Airlines'],B,Landed - On-time [+],10:25,2023-06-04,10:40,2023-06-04,12:55,2023-06-04,13:04,2023-06-04,
New York,JFK,13:00,2023-06-04,"['AA4363', 'B64669', 'CX7557', 'G36180', 'QF4645', 'QR2560']","['American Airlines', 'JetBlue Airways', 'Cathay Pacific', 'Gol', 'Qantas', 'Qatar Airways']",B,Landed - On-time [+],11:40,2023-06-04,11:33,2023-06-04,13:00,2023-06-04,12:54,2023-06-04,
Toronto,YTZ,13:00,2023-06-04,['PD2941'],['Porter Airlines Canada'],E,Landed - Delayed [+],11:25,2023-06-04,11:56,2023-06-04,13:00,2023-06-04,13:54,2023-06-04,
Charlottesville,CHO,13:02,2023-06-04,['1I363'],['NetJets Aviation'],,Landed - Delayed [+],11:30,2023-06-04,12:26,2023-06-04,13:02,2023-06-04,13:54,2023-06-04,
Atlanta,ATL,13:03,2023-06-04,"['B6896', 'AA9111', 'EI5370', 'FI7902', 'HA2390', 'LY8588', 'QR3812', 'TP4460']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:24,2023-06-04,10:16,2023-06-04,13:03,2023-06-04,12:41,2023-06-04,
Washington,DCA,13:03,2023-06-04,['DL5599'],['Delta Air Lines'],A,Landed - On-time [+],11:13,2023-06-04,11:08,2023-06-04,13:03,2023-06-04,12:33,2023-06-04,
Washington,DCA,13:04,2023-06-04,"['B6554', 'AA9523', 'HA2080', 'QR3814']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - On-time [+],11:30,2023-06-04,11:22,2023-06-04,13:04,2023-06-04,12:47,2023-06-04,
Buffalo,BUF,13:05,2023-06-04,"['B61144', 'AA9116', 'EI5101', 'HA2140', 'QR3845', 'TP4459']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:46,2023-06-04,11:50,2023-06-04,13:05,2023-06-04,13:19,2023-06-04,
Lebanon,LEB,13:08,2023-06-04,"['9K1876', 'B65171']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],12:13,2023-06-04,12:15,2023-06-04,13:08,2023-06-04,13:48,2023-06-04,Tecnam P2012 Traveler
Detroit,DTW,13:10,2023-06-04,"['B62036', 'AA9161', 'EI5309', 'FI7846', 'HA2418', 'LY8521', 'QR3804', 'TP4466']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:18,2023-06-04,11:13,2023-06-04,13:10,2023-06-04,13:12,2023-06-04,
Newark,EWR,13:16,2023-06-04,['UA721'],['United Airlines'],B,Landed - On-time [+],11:59,2023-06-04,11:52,2023-06-04,13:16,2023-06-04,13:00,2023-06-04,
Rome,FCO,13:17,2023-06-04,['ITY614'],['ITA Airways'],,Landed - On-time [+],10:47,2023-06-04,10:55,2023-06-04,13:17,2023-06-04,13:20,2023-06-04,
Chicago,ORD,13:17,2023-06-04,"['AA1457', 'B64112', 'IB4727', 'RJ7993']","['American Airlines', 'JetBlue Airways', 'Iberia', 'Royal Jordanian']",B,Landed - Delayed [+],10:00,2023-06-04,10:05,2023-06-04,13:17,2023-06-04,13:33,2023-06-04,
Cincinnati,CVG,13:19,2023-06-04,"['DL1122', 'AZ3445', 'KL6917', 'VS4206']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:00,2023-06-04,10:54,2023-06-04,13:19,2023-06-04,13:11,2023-06-04,
Martha's Vineyard,MVY,13:20,2023-06-04,"['9K3061', 'B65186']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:40,2023-06-04,12:33,2023-06-04,13:20,2023-06-04,13:10,2023-06-04,Cessna (Light aircraft)
Minneapolis,MSP,13:21,2023-06-04,['UA4611'],['United Airlines'],,Landed - Delayed [+],09:45,2023-06-04,10:50,2023-06-04,13:21,2023-06-04,14:29,2023-06-04,
Paris,CDG,13:25,2023-06-04,"['DL225', 'AF3616', 'KL6170', 'VS3988']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - Delayed [+],11:20,2023-06-04,12:02,2023-06-04,13:25,2023-06-04,13:49,2023-06-04,
New York,LGA,13:25,2023-06-04,"['DL5592', 'WS7089']","['Delta Air Lines', 'WestJet']",A,Landed - Delayed [+],12:00,2023-06-04,12:10,2023-06-04,13:25,2023-06-04,13:42,2023-06-04,
Rutland,RUT,13:25,2023-06-04,"['9K60', 'B65102']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:20,2023-06-04,12:20,2023-06-04,13:25,2023-06-04,13:18,2023-06-04,Tecnam P2012 Traveler
Minneapolis,MSP,13:28,2023-06-04,"['B61114', 'AA9142', 'EI5382', 'LY8592', 'QR3882', 'TP4334']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:45,2023-06-04,09:42,2023-06-04,13:28,2023-06-04,13:37,2023-06-04,
Amsterdam,AMS,13:30,2023-06-04,"['DL259', 'AF8983', 'KL6017', 'VS3952']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],11:30,2023-06-04,12:01,2023-06-04,13:30,2023-06-04,13:28,2023-06-04,
Charlotte,CLT,13:30,2023-06-04,['DL5654'],['Delta Air Lines'],A,Landed - On-time [+],11:05,2023-06-04,10:59,2023-06-04,13:30,2023-06-04,13:07,2023-06-04,
Nashville,BNA,13:33,2023-06-04,"['DL2076', 'AF2788', 'KE3314', 'KL6983', 'VS2214']","['Delta Air Lines', 'Air France', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],09:59,2023-06-04,09:48,2023-06-04,13:33,2023-06-04,13:41,2023-06-04,
Rome,FCO,13:35,2023-06-04,"['AZ614', 'EY2829']","['ITA Airways', 'Etihad Airways']",E,Landed - On-time [+],10:15,2023-06-04,10:35,2023-06-04,13:35,2023-06-04,13:26,2023-06-04,Airbus A330
Atlanta,ATL,13:38,2023-06-04,"['DL375', 'LA6312', 'WS7633']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],11:00,2023-06-04,10:59,2023-06-04,13:38,2023-06-04,13:30,2023-06-04,
Columbus,CMH,13:38,2023-06-04,"['DL5689', 'AF2328', 'AZ4279', 'KL8103', 'VS3012']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:29,2023-06-04,11:20,2023-06-04,13:38,2023-06-04,13:26,2023-06-04,
Charlotte,CLT,13:40,2023-06-04,"['AA1443', 'IB4723']","['American Airlines', 'Iberia']",B,Landed - On-time [+],11:27,2023-06-04,11:24,2023-06-04,13:40,2023-06-04,13:50,2023-06-04,
Dublin,DUB,13:40,2023-06-04,['EI13J'],['Aer Lingus'],,Landed - Delayed [+],12:21,2023-06-04,12:29,2023-06-04,13:40,2023-06-04,13:56,2023-06-04,
Dubai,DXB,13:42,2023-06-04,['EK74A'],['Emirates'],,Landed - Delayed [+],08:38,2023-06-04,08:46,2023-06-04,13:42,2023-06-04,14:02,2023-06-04,
Augusta,AUG,13:45,2023-06-04,"['9K1004', 'B65138']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],12:35,2023-06-04,13:10,2023-06-04,13:45,2023-06-04,14:20,2023-06-04,Tecnam P2012 Traveler
Pittsburgh,PIT,13:46,2023-06-04,"['DL5691', 'AZ4288', 'KL7911', 'VS3553']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],12:00,2023-06-04,11:54,2023-06-04,13:46,2023-06-04,14:18,2023-06-04,
Toronto,YYZ,13:46,2023-06-04,"['AC768', 'SK3896', 'UA8645']","['Air Canada', 'SAS Scandinavian Airlines', 'United Airlines']",B,Landed - Delayed [+],12:15,2023-06-04,12:45,2023-06-04,13:46,2023-06-04,14:43,2023-06-04,
Lisbon,LIS,13:47,2023-06-04,['TP217C'],['TAP Air Portugal'],,Landed - On-time [+],11:34,2023-06-04,11:42,2023-06-04,13:47,2023-06-04,13:43,2023-06-04,
Richmond,RIC,13:47,2023-06-04,"['DL5629', 'AF5641', 'AZ3413', 'KL6845', 'VS4308']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],12:00,2023-06-04,12:32,2023-06-04,13:47,2023-06-04,14:09,2023-06-04,
Dublin,DUB,13:50,2023-06-04,"['EI133', 'B66833', 'BA6139']","['Aer Lingus', 'JetBlue Airways', 'British Airways']",C,En Route [+],11:45,2023-06-04,,,13:50,2023-06-04,,,Airbus A330-300
Syracuse,SYR,13:51,2023-06-04,"['AA6081', 'QR7958']","['American Airlines', 'Qatar Airways']",B,Landed - On-time [+],12:28,2023-06-04,12:18,2023-06-04,13:51,2023-06-04,13:53,2023-06-04,
Cleveland,CLE,13:52,2023-06-04,"['B62040', 'AA9408', 'EI5363', 'FI7824', 'HA2402', 'LY8511', 'QR3893', 'TP4270']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:07,2023-06-04,12:25,2023-06-04,13:52,2023-06-04,14:13,2023-06-04,
Fort Lauderdale,FLL,13:53,2023-06-04,"['DL862', 'AF2247', 'KE3986', 'KL6647', 'VS2327']","['Delta Air Lines', 'Air France', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],10:34,2023-06-04,10:29,2023-06-04,13:53,2023-06-04,13:49,2023-06-04,
Baltimore,BWI,13:54,2023-06-04,"['B6526', 'AA9139', 'EI5111', 'FI7920', 'HA2142', 'QR3879', 'TP4264']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:30,2023-06-04,12:50,2023-06-04,13:54,2023-06-04,14:59,2023-06-04,
Washington,DCA,13:54,2023-06-04,"['AA4365', 'B64871']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],12:20,2023-06-04,12:33,2023-06-04,13:54,2023-06-04,14:58,2023-06-04,
Denver,DEN,13:55,2023-06-04,['UA361'],['United Airlines'],B,Landed - On-time [+],07:50,2023-06-04,07:45,2023-06-04,13:55,2023-06-04,14:05,2023-06-04,
Bedford/Hanscom,BED,13:56,2023-06-04,['1I904'],['NetJets Aviation'],,Landed - Delayed [+],13:30,2023-06-04,14:19,2023-06-04,13:56,2023-06-04,14:35,2023-06-04,
Dallas,DFW,13:56,2023-06-04,"['AA1285', 'G36141', 'QF4317']","['American Airlines', 'Gol', 'Qantas']",B,Landed - On-time [+],09:06,2023-06-04,08:57,2023-06-04,13:56,2023-06-04,13:58,2023-06-04,
Grand Rapids,GRR,13:57,2023-06-04,['ECJ80'],['East Coast Jets'],,Landed - Delayed [+],04:45,2023-06-04,05:19,2023-06-04,05:42,2023-06-04,06:06,2023-06-04,
Westchester County,HPN,13:57,2023-06-04,['DL5771'],['Delta Air Lines'],A,Landed - Delayed [+],12:55,2023-06-04,13:43,2023-06-04,13:57,2023-06-04,15:40,2023-06-04,
Rome,FCO,13:58,2023-06-04,"['DL113', 'AF3572', 'AZ7608', 'KL6062']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines']",E,Landed - On-time [+],10:30,2023-06-04,10:16,2023-06-04,13:58,2023-06-04,12:57,2023-06-04,
Morristown,MMU,14:00,2023-06-04,['LXJ474'],['Flexjet'],,Landed - On-time [+],13:15,2023-06-04,13:20,2023-06-04,14:00,2023-06-04,14:12,2023-06-04,
Washington,DCA,14:02,2023-06-04,"['B62254', 'AA9504', 'QR3837', 'TP4278']","['JetBlue Airways', 'American Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:30,2023-06-04,12:32,2023-06-04,14:02,2023-06-04,14:53,2023-06-04,
New York,JFK,14:04,2023-06-04,"['AA4268', 'B64858', 'G36326', 'JL7452', 'QR9133']","['American Airlines', 'JetBlue Airways', 'Gol', 'JAL Japan Airlines', 'Qatar Airways']",B,Landed - Delayed [+],12:46,2023-06-04,12:59,2023-06-04,14:04,2023-06-04,14:54,2023-06-04,
Minneapolis,MSP,14:08,2023-06-04,"['DL1231', 'AF5769', 'AZ3177', 'VS4236', 'WS7299']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],10:16,2023-06-04,10:13,2023-06-04,14:08,2023-06-04,14:24,2023-06-04,
Charleston,CHS,14:09,2023-06-04,"['DL1954', 'AF5829', 'AZ4275', 'KE3324', 'KL7883', 'VS2493']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],11:45,2023-06-04,11:45,2023-06-04,14:09,2023-06-04,14:38,2023-06-04,
Jacksonville,JAX,14:09,2023-06-04,"['B61410', 'EI5157', 'FI7948', 'HA2436', 'LY8531', 'QR3951', 'TP4298']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],11:30,2023-06-04,12:41,2023-06-04,14:09,2023-06-04,15:32,2023-06-04,
Dubai,DXB,14:10,2023-06-04,['EK237'],['Emirates'],E,Landed - On-time [+],08:20,2023-06-04,08:40,2023-06-04,14:10,2023-06-04,14:11,2023-06-04,Boeing 777-300ER
Dulles,IAD,14:10,2023-06-04,"['UA471', 'ET1356', 'NH7100', 'SK6709']","['United Airlines', 'Ethiopian Airlines', 'ANA All Nippon Airways', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],12:30,2023-06-04,13:54,2023-06-04,14:10,2023-06-04,15:33,2023-06-04,
Lisbon,LIS,14:10,2023-06-04,['TP217'],['TAP Air Portugal'],E,Landed - On-time [+],11:45,2023-06-04,11:45,2023-06-04,14:10,2023-06-04,13:53,2023-06-04,Airbus A321neo
San Juan,SJU,14:11,2023-06-04,['NK2325'],['Spirit Airlines'],B,Landed - Delayed [+],09:47,2023-06-04,12:06,2023-06-04,14:11,2023-06-04,16:30,2023-06-04,
Santiago,STI,14:14,2023-06-04,"['B6810', 'QR3927']","['JetBlue Airways', 'Qatar Airways']",E,Landed - On-time [+],10:08,2023-06-04,10:04,2023-06-04,14:14,2023-06-04,13:31,2023-06-04,
Charlotte,CLT,14:16,2023-06-04,"['B61246', 'EI5125', 'FI7872', 'HA2416', 'LY8513', 'QR4046', 'TP4448']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:00,2023-06-04,12:09,2023-06-04,14:16,2023-06-04,14:33,2023-06-04,
Santo Domingo,SDQ,14:19,2023-06-04,"['B61930', 'QR3852']","['JetBlue Airways', 'Qatar Airways']",E,Landed - On-time [+],10:06,2023-06-04,10:05,2023-06-04,14:19,2023-06-04,14:02,2023-06-04,
Westhampton Beach,FOK,14:20,2023-06-04,['1I121'],['NetJets Aviation'],,Landed - Delayed [+],13:42,2023-06-04,14:13,2023-06-04,14:20,2023-06-04,15:00,2023-06-04,
Doha,DOH,14:26,2023-06-04,['QR16N'],['Qatar Airways'],,Landed - On-time [+],08:22,2023-06-04,08:30,2023-06-04,14:26,2023-06-04,14:09,2023-06-04,
Saint Louis,STL,14:26,2023-06-04,"['AA3712', 'B64655', 'IB4933']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - Delayed [+],10:45,2023-06-04,10:36,2023-06-04,14:26,2023-06-04,15:07,2023-06-04,
West Palm Beach,PBI,14:28,2023-06-04,"['B6322', 'EI5189', 'HA2204', 'QR4163', 'TP4344']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:15,2023-06-04,11:08,2023-06-04,14:28,2023-06-04,14:41,2023-06-04,
New York,LGA,14:29,2023-06-04,"['DL5778', 'AZ4281', 'KL7793', 'WS7788']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'WestJet']",A,Landed - Delayed [+],12:59,2023-06-04,13:27,2023-06-04,14:29,2023-06-04,15:05,2023-06-04,
Chicago,ORD,14:30,2023-06-04,"['B6312', 'AA9475', 'FI7860', 'HA2446', 'LY8547', 'QR4155', 'TP4474']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],11:05,2023-06-04,11:14,2023-06-04,14:30,2023-06-04,15:16,2023-06-04,
Panama City,PTY,14:30,2023-06-04,['CM704'],['Copa Airlines'],E,Landed - Delayed [+],07:49,2023-06-04,07:48,2023-06-04,14:30,2023-06-04,14:55,2023-06-04,
New York,JFK,14:31,2023-06-04,"['B6718', 'AA9432', 'EI5008', 'EY8292', 'HA2174', 'QR3907', 'TP4468']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],13:15,2023-06-04,14:06,2023-06-04,14:31,2023-06-04,15:48,2023-06-04,
New York,LGA,14:31,2023-06-04,"['B62232', 'AA9375', 'QR3980', 'TP4462']","['JetBlue Airways', 'American Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],13:15,2023-06-04,13:31,2023-06-04,14:31,2023-06-04,14:52,2023-06-04,
Orlando,MCO,14:34,2023-06-04,"['DL1416', 'AZ3133', 'KL7407', 'VS4234']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:26,2023-06-04,11:24,2023-06-04,14:34,2023-06-04,14:41,2023-06-04,
Miami,MIA,14:35,2023-06-04,"['DL1399', 'LA6558', 'VS4557']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:00,2023-06-04,11:04,2023-06-04,14:35,2023-06-04,14:38,2023-06-04,
Atlanta,ATL,14:38,2023-06-04,"['DL572', 'AZ3381', 'KE3148', 'KL5067']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],12:00,2023-06-04,11:58,2023-06-04,14:38,2023-06-04,14:50,2023-06-04,
Miami,MIA,14:38,2023-06-04,"['B61220', 'FI7962', 'QR4121', 'TP4508']","['JetBlue Airways', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:16,2023-06-04,11:17,2023-06-04,14:38,2023-06-04,14:36,2023-06-04,
Tampa,TPA,14:38,2023-06-04,"['DL2365', 'VS2376']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - On-time [+],11:24,2023-06-04,11:25,2023-06-04,14:38,2023-06-04,14:24,2023-06-04,
Nantucket,ACK,14:39,2023-06-04,"['9K5061', 'B65353']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],13:51,2023-06-04,,,14:39,2023-06-04,,,Cessna (Light aircraft)
