Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
London,LGW,14:39,2023-06-04,['B61926'],['JetBlue Airways'],E,Landed - On-time [+],11:50,2023-06-04,11:49,2023-06-04,14:39,2023-06-04,14:18,2023-06-04,
Martha's Vineyard,MVY,14:40,2023-06-04,"['9K3021', 'B65964']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],14:00,2023-06-04,14:35,2023-06-04,14:40,2023-06-04,15:25,2023-06-04,Cessna (Light aircraft)
Jacksonville,JAX,14:44,2023-06-04,"['DL1732', 'AZ5275', 'KL7115', 'VS2402']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],11:59,2023-06-04,11:54,2023-06-04,14:44,2023-06-04,14:44,2023-06-04,
Pittsburgh,PIT,14:45,2023-06-04,"['B62286', 'AA9401', 'EI5225', 'FI7840', 'HA2214', 'LY8557', 'QR3851', 'TP4358']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],13:03,2023-06-04,13:10,2023-06-04,14:45,2023-06-04,15:18,2023-06-04,
Austin,AUS,14:50,2023-06-04,"['AA1413', 'B64378', 'QR9219']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - On-time [+],09:43,2023-06-04,09:39,2023-06-04,14:50,2023-06-04,14:54,2023-06-04,
Doha,DOH,14:50,2023-06-04,"['QR743', 'AA8133', 'AS5811', 'B65570', 'MH9079', 'WB1075', 'WY6156']","['Qatar Airways', 'American Airlines', 'Alaska Airlines', 'JetBlue Airways', 'Malaysia Airlines', 'RwandAir', 'Oman Air']",E,Landed - On-time [+],08:00,2023-06-04,08:22,2023-06-04,14:50,2023-06-04,14:49,2023-06-04,Airbus A350-900
Seattle,SEA,14:53,2023-06-04,"['AS306', 'QR2957', 'TN2389']","['Alaska Airlines', 'Qatar Airways', 'Air Tahiti Nui']",B,Landed - Delayed [+],06:35,2023-06-04,06:29,2023-06-04,14:53,2023-06-04,15:13,2023-06-04,
Montreal,YUL,14:53,2023-06-04,"['AC8608', 'SN9617', 'TP8267', 'UA8358']","['Air Canada', 'Brussels Airlines', 'TAP Air Portugal', 'United Airlines']",B,Landed - Delayed [+],13:30,2023-06-04,13:25,2023-06-04,14:53,2023-06-04,15:09,2023-06-04,
Washington,DCA,14:58,2023-06-04,"['DL5837', 'KL7011', 'VS3425']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],12:49,2023-06-04,13:53,2023-06-04,14:58,2023-06-04,16:17,2023-06-04,
New Orleans,MSY,15:01,2023-06-04,"['B6400', 'EI5179', 'FI7976', 'LY8543', 'QR3915', 'TP4336']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],10:33,2023-06-04,10:24,2023-06-04,15:01,2023-06-04,15:22,2023-06-04,
Hyannis,HYA,15:04,2023-06-04,['1I512'],['NetJets Aviation'],,Landed - Delayed [+],14:42,2023-06-04,18:17,2023-06-04,15:04,2023-06-04,18:40,2023-06-04,
Paris,CDG,15:05,2023-06-04,"['AF334', 'DL8604', 'KL2305', 'VS6752']","['Air France', 'Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],13:30,2023-06-04,13:29,2023-06-04,15:05,2023-06-04,15:04,2023-06-04,
Copenhagen,CPH,15:05,2023-06-04,['SK927'],['SAS Scandinavian Airlines'],E,Landed - On-time [+],12:45,2023-06-04,12:52,2023-06-04,15:05,2023-06-04,15:09,2023-06-04,
Madrid,MAD,15:05,2023-06-04,"['IB6165', 'AA8807', 'AY5645', 'BA4263', 'QR6885']","['Iberia', 'American Airlines', 'Finnair', 'British Airways', 'Qatar Airways']",E,Landed - On-time [+],13:00,2023-06-04,12:54,2023-06-04,15:05,2023-06-04,14:26,2023-06-04,
Traverse City,TVC,15:06,2023-06-04,['DL5590'],['Delta Air Lines'],A,Landed - Delayed [+],12:50,2023-06-04,12:43,2023-06-04,15:06,2023-06-04,15:56,2023-06-04,
Nantucket,ACK,15:09,2023-06-04,"['B61351', 'LY8501', 'QR3805', 'TP4496']","['JetBlue Airways', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],14:17,2023-06-04,14:23,2023-06-04,15:09,2023-06-04,15:42,2023-06-04,
Lisbon,LIS,15:10,2023-06-04,"['DL125', 'AF3642', 'KL6002', 'VS4049']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],12:45,2023-06-04,12:45,2023-06-04,15:10,2023-06-04,14:52,2023-06-04,
Fort Myers,RSW,15:11,2023-06-04,"['DL1235', 'AF6845']","['Delta Air Lines', 'Air France']",A,Landed - On-time [+],11:52,2023-06-04,11:59,2023-06-04,15:11,2023-06-04,15:22,2023-06-04,
Nantucket,ACK,15:18,2023-06-04,"['9K5381', 'B65978']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],14:30,2023-06-04,15:12,2023-06-04,15:18,2023-06-04,16:16,2023-06-04,Cessna (Light aircraft)
Philadelphia,PHL,15:19,2023-06-04,"['AA1776', 'IB4735']","['American Airlines', 'Iberia']",B,Landed - Delayed [+],13:55,2023-06-04,14:29,2023-06-04,15:19,2023-06-04,15:58,2023-06-04,
Zurich,ZRH,15:20,2023-06-04,"['LX54', 'UA9804']","['SWISS', 'United Airlines']",E,Landed - On-time [+],12:55,2023-06-04,13:02,2023-06-04,15:20,2023-06-04,15:11,2023-06-04,
New York,JFK,15:22,2023-06-04,"['DL3640', 'AF2868', 'AR7026', 'AZ3169', 'KE3950', 'KL5693', 'LA6438', 'VS2716']","['Delta Air Lines', 'Air France', 'Aerolineas Argentinas', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],13:50,2023-06-04,13:42,2023-06-04,15:22,2023-06-04,15:49,2023-06-04,
New York,LGA,15:24,2023-06-04,"['DL5658', 'AZ5812', 'KL6903']","['Delta Air Lines', 'ITA Airways', 'KLM Royal Dutch Airlines']",A,Landed - Delayed [+],13:59,2023-06-04,14:23,2023-06-04,15:24,2023-06-04,16:11,2023-06-04,
Dublin,DUB,15:25,2023-06-04,"['DL155', 'AF3578', 'KL6092']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],13:15,2023-06-04,13:24,2023-06-04,15:25,2023-06-04,15:19,2023-06-04,
Philadelphia,PHL,15:25,2023-06-04,"['B62160', 'EI5209', 'FI7852', 'HA2464', 'LY8553', 'QR4186', 'TK8924', 'TP4259']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],14:00,2023-06-04,13:46,2023-06-04,15:25,2023-06-04,15:36,2023-06-04,
Trenton,TTN,15:26,2023-06-04,['1I456'],['NetJets Aviation'],,Landed - On-time [+],14:16,2023-06-04,14:24,2023-06-04,15:26,2023-06-04,15:33,2023-06-04,
Provincetown,PVC,15:30,2023-06-04,"['9K2061', 'B65943']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],15:00,2023-06-04,14:50,2023-06-04,15:30,2023-06-04,15:30,2023-06-04,Cessna (Light aircraft)
Shannon,SNN,15:30,2023-06-04,"['EI135', 'B66835', 'BA6135']","['Aer Lingus', 'JetBlue Airways', 'British Airways']",C,Landed - On-time [+],13:40,2023-06-04,13:50,2023-06-04,15:30,2023-06-04,14:55,2023-06-04,Airbus A321neo
Raleigh/Durham,RDU,15:31,2023-06-04,"['DL2085', 'AF2428', 'AZ3308', 'KL7031', 'VS4204']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],13:26,2023-06-04,13:25,2023-06-04,15:31,2023-06-04,16:04,2023-06-04,
New York,LGA,15:32,2023-06-04,"['B6832', 'AA9508', 'HA2152', 'QR4108', 'TP4326']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],14:15,2023-06-04,14:13,2023-06-04,15:32,2023-06-04,15:52,2023-06-04,
Myrtle Beach,MYR,15:32,2023-06-04,['NK1160'],['Spirit Airlines'],B,Landed - On-time [+],13:25,2023-06-04,13:32,2023-06-04,15:32,2023-06-04,15:42,2023-06-04,
Chicago,ORD,15:34,2023-06-04,"['UA716', 'AD7018', 'NH7786', 'NZ2093']","['United Airlines', 'Azul', 'ANA All Nippon Airways', 'Air New Zealand']",B,Landed - Delayed [+],12:01,2023-06-04,12:09,2023-06-04,15:34,2023-06-04,16:01,2023-06-04,
Atlanta,ATL,15:35,2023-06-04,"['DL350', 'AZ3121', 'KE6841', 'KL5024', 'VS4220']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],13:00,2023-06-04,13:05,2023-06-04,15:35,2023-06-04,15:52,2023-06-04,
Newark,EWR,15:37,2023-06-04,"['UA402', 'SK6878']","['United Airlines', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],14:20,2023-06-04,14:28,2023-06-04,15:37,2023-06-04,15:58,2023-06-04,
Dallas,DFW,15:39,2023-06-04,"['AA1163', 'G36246', 'IB4714', 'JL7314']","['American Airlines', 'Gol', 'Iberia', 'JAL Japan Airlines']",B,Landed - Delayed [+],10:48,2023-06-04,10:49,2023-06-04,15:39,2023-06-04,16:06,2023-06-04,
Edinburgh,EDI,15:40,2023-06-04,"['DL123', 'AF3640', 'KL6080', 'VS3963']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],13:35,2023-06-04,13:25,2023-06-04,15:40,2023-06-04,15:26,2023-06-04,
Seattle,SEA,15:40,2023-06-04,"['DL427', 'AF3534', 'KL7255', 'VS3325']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],07:15,2023-06-04,07:50,2023-06-04,15:40,2023-06-04,16:38,2023-06-04,
Detroit,DTW,15:42,2023-06-04,"['DL1139', 'AF5956', 'AZ5297', 'KE3177', 'KL5060', 'VS4244']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],13:45,2023-06-04,13:41,2023-06-04,15:42,2023-06-04,15:58,2023-06-04,
Los Angeles,LAX,15:42,2023-06-04,"['AA1632', 'B64275', 'BA4744', 'IB4716', 'QF3172', 'QR9303', 'TN1308']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Iberia', 'Qantas', 'Qatar Airways', 'Air Tahiti Nui']",B,Landed - Delayed [+],07:00,2023-06-04,06:54,2023-06-04,15:42,2023-06-04,16:01,2023-06-04,
Nantucket,ACK,15:43,2023-06-04,"['9K5161', 'B65930']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],14:55,2023-06-04,,,15:43,2023-06-04,,,Cessna (Light aircraft)
Miami,MIA,15:43,2023-06-04,"['AA2057', 'B64303', 'BA4917', 'G36192', 'IB4717', 'QR2668']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Gol', 'Iberia', 'Qatar Airways']",B,Landed - On-time [+],12:15,2023-06-04,12:13,2023-06-04,15:43,2023-06-04,15:57,2023-06-04,
Denver,DEN,15:53,2023-06-04,"['UA1103', 'SK6702']","['United Airlines', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],09:49,2023-06-04,09:49,2023-06-04,15:53,2023-06-04,16:29,2023-06-04,
Johnstown,JST,15:54,2023-06-04,['PEG11'],['Pegasus Elite Aviation'],,Landed - Delayed [+],14:30,2023-06-04,17:02,2023-06-04,15:54,2023-06-04,18:19,2023-06-04,
Fort Myers,RSW,15:54,2023-06-04,"['B62066', 'EI5243', 'FI7984', 'HA2220', 'LY8563', 'QR3869', 'TP4410']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:34,2023-06-04,20:54,2023-06-04,15:54,2023-06-04,23:44,2023-06-04,
Dallas,DFW,16:04,2023-06-04,"['B61214', 'EI5135', 'FI7870', 'LY8519', 'QR3941', 'TP4282']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:15,2023-06-04,11:12,2023-06-04,16:04,2023-06-04,16:15,2023-06-04,
Frankfurt,FRA,16:05,2023-06-04,"['LH422', 'AC9451', 'SN7238', 'UA8853']","['Lufthansa', 'Air Canada', 'Brussels Airlines', 'United Airlines']",E,Landed - On-time [+],13:25,2023-06-04,13:31,2023-06-04,16:05,2023-06-04,15:50,2023-06-04,
Houston,IAH,16:05,2023-06-04,"['B6664', 'AA9171', 'LY8527', 'QR3849', 'TP4294']","['JetBlue Airways', 'American Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:21,2023-06-04,11:22,2023-06-04,16:05,2023-06-04,16:12,2023-06-04,
Washington,DCA,16:08,2023-06-04,"['B62554', 'AA9291', 'QR3940', 'TP4276']","['JetBlue Airways', 'American Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],14:30,2023-06-04,14:33,2023-06-04,16:08,2023-06-04,16:31,2023-06-04,
Myrtle Beach,MYR,16:09,2023-06-04,"['DL1632', 'VS3286']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - On-time [+],13:54,2023-06-04,13:48,2023-06-04,16:09,2023-06-04,16:17,2023-06-04,
Dallas,DFW,16:10,2023-06-04,['DL939'],['Delta Air Lines'],A,Landed - On-time [+],11:13,2023-06-04,11:06,2023-06-04,16:10,2023-06-04,16:14,2023-06-04,
Wilmington,ILM,16:10,2023-06-04,['DL5603'],['Delta Air Lines'],A,Landed - On-time [+],14:00,2023-06-04,13:58,2023-06-04,16:10,2023-06-04,16:06,2023-06-04,
Bar Harbor,BHB,16:15,2023-06-04,"['9K1838', 'B65126']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],14:50,2023-06-04,15:50,2023-06-04,16:15,2023-06-04,17:11,2023-06-04,Tecnam P2012 Traveler
Wilmington,ILM,16:15,2023-06-04,"['AA3883', 'B64536', 'QR9544']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - Delayed [+],14:16,2023-06-04,14:58,2023-06-04,16:15,2023-06-04,17:00,2023-06-04,
San Francisco,SFO,16:18,2023-06-04,"['AS356', 'AA7518', 'FJ5862', 'QR2970', 'SQ1350']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'Qatar Airways', 'Singapore Airlines']",B,Landed - Delayed [+],07:40,2023-06-04,09:09,2023-06-04,16:18,2023-06-04,18:22,2023-06-04,
Toronto,YTZ,16:20,2023-06-04,['PD2945'],['Porter Airlines Canada'],E,Landed - On-time [+],14:45,2023-06-04,14:42,2023-06-04,16:20,2023-06-04,16:28,2023-06-04,
Augusta,AUG,16:25,2023-06-04,"['9K1006', 'B65116']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],15:15,2023-06-04,15:15,2023-06-04,16:25,2023-06-04,16:55,2023-06-04,Tecnam P2012 Traveler
Chicago,MDW,16:25,2023-06-04,['WN2096'],['Southwest Airlines'],B,Landed - Delayed [+],13:10,2023-06-04,13:25,2023-06-04,16:25,2023-06-04,16:59,2023-06-04,
Toronto,YYZ,16:26,2023-06-04,"['AC8696', 'TP8270', 'UA8536']","['Air Canada', 'TAP Air Portugal', 'United Airlines']",B,Landed - On-time [+],14:50,2023-06-04,14:49,2023-06-04,16:26,2023-06-04,16:35,2023-06-04,
Glens Falls,GFL,16:27,2023-06-04,['NGF1233'],['Angel Flight America'],,Landed - Delayed [+],15:00,2023-06-04,15:25,2023-06-04,16:27,2023-06-04,17:10,2023-06-04,
Savannah,SAV,16:27,2023-06-04,['DL5809'],['Delta Air Lines'],A,Landed - Delayed [+],13:50,2023-06-04,14:07,2023-06-04,16:27,2023-06-04,16:45,2023-06-04,
New York,LGA,16:30,2023-06-04,"['DL5831', 'KL7795', 'VS3278', 'WS7910']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],15:00,2023-06-04,14:57,2023-06-04,16:30,2023-06-04,17:12,2023-06-04,
Chicago,ORD,16:33,2023-06-04,"['DL3683', 'KE3304', 'KL7499', 'VS2004']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],13:00,2023-06-04,18:32,2023-06-04,16:33,2023-06-04,22:15,2023-06-04,
Newark,EWR,16:34,2023-06-04,"['UA1601', 'SK6780']","['United Airlines', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],15:17,2023-06-04,19:16,2023-06-04,16:34,2023-06-04,21:01,2023-06-04,
Los Angeles,LAX,16:34,2023-06-04,"['B6288', 'AA9233', 'FI7864', 'HA2312', 'LY8537', 'SQ1528', 'TP4324']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],08:00,2023-06-04,07:52,2023-06-04,16:34,2023-06-04,16:42,2023-06-04,
Salt Lake City,SLC,16:34,2023-06-04,"['DL758', 'KL5240', 'VS3217']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],09:50,2023-06-04,09:49,2023-06-04,16:34,2023-06-04,16:57,2023-06-04,
Tampa,TPA,16:38,2023-06-04,"['B6892', 'AA9413', 'EI5295', 'HA2482', 'LY8579', 'QR4081', 'TP4402']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],13:20,2023-06-04,13:28,2023-06-04,16:38,2023-06-04,16:26,2023-06-04,
Washington,DCA,16:40,2023-06-04,"['DL5737', 'KL6625', 'VS3335']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],14:50,2023-06-04,14:48,2023-06-04,16:40,2023-06-04,16:48,2023-06-04,
Martha's Vineyard,MVY,16:40,2023-06-04,"['9K3041', 'B65980']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],16:00,2023-06-04,16:05,2023-06-04,16:40,2023-06-04,16:50,2023-06-04,Cessna (Light aircraft)
San Francisco,SFO,16:40,2023-06-04,"['B6434', 'AA9203', 'FI7834', 'HA2356', 'LY8571', 'TP4392']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],08:00,2023-06-04,07:49,2023-06-04,16:40,2023-06-04,16:53,2023-06-04,
Tel Aviv-Yafo,TLV,16:40,2023-06-04,"['DL243', 'VS3967']","['Delta Air Lines', 'Virgin Atlantic']",E,Landed - Delayed [+],12:10,2023-06-04,12:08,2023-06-04,16:40,2023-06-04,17:10,2023-06-04,
Chicago,ORD,16:41,2023-06-04,"['AA1485', 'B64151', 'JL7490', 'QR2773']","['American Airlines', 'JetBlue Airways', 'JAL Japan Airlines', 'Qatar Airways']",B,Landed - Delayed [+],13:25,2023-06-04,13:36,2023-06-04,16:41,2023-06-04,17:13,2023-06-04,
Phoenix,PHX,16:41,2023-06-04,"['AA1426', 'QR7621']","['American Airlines', 'Qatar Airways']",B,Landed - Delayed [+],08:35,2023-06-04,08:35,2023-06-04,16:41,2023-06-04,17:02,2023-06-04,
Columbus,CMH,16:43,2023-06-04,"['AA3724', 'B64507']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],14:51,2023-06-04,15:02,2023-06-04,16:43,2023-06-04,17:22,2023-06-04,
Newark,EWR,16:43,2023-06-04,"['B62380', 'AA9422', 'HA2422', 'LY8763', 'QR3896']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - On-time [+],15:30,2023-06-04,15:32,2023-06-04,16:43,2023-06-04,16:35,2023-06-04,
Traverse City,TVC,16:44,2023-06-04,"['AA4292', 'B64652']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],14:39,2023-06-04,14:32,2023-06-04,16:44,2023-06-04,17:04,2023-06-04,
Buffalo,BUF,16:48,2023-06-04,"['B62016', 'AA9427', 'EI5099', 'FI7914', 'HA2392', 'LY8505', 'QR3990', 'TK8900', 'TP4263']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],15:27,2023-06-04,15:33,2023-06-04,16:48,2023-06-04,17:20,2023-06-04,
Amsterdam,AMS,16:50,2023-06-04,"['DL257', 'AF3613', 'KL6066', 'VS3915']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],14:50,2023-06-04,14:42,2023-06-04,16:50,2023-06-04,16:26,2023-06-04,
Washington,DCA,16:50,2023-06-04,"['AA2145', 'B64270']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],15:00,2023-06-04,15:00,2023-06-04,16:50,2023-06-04,16:50,2023-06-04,
Houston,IAH,16:51,2023-06-04,"['UA2426', 'NZ6392']","['United Airlines', 'Air New Zealand']",B,Landed - Delayed [+],11:55,2023-06-04,15:41,2023-06-04,16:51,2023-06-04,21:08,2023-06-04,
Monticello,MSV,16:52,2023-06-04,['GAJ889'],['Gama Aviation Signature'],,Landed - Delayed [+],16:00,2023-06-04,16:47,2023-06-04,16:52,2023-06-04,17:38,2023-06-04,
Nantucket,ACK,16:53,2023-06-04,['9K5501'],['Cape Air'],C,Landed - Delayed [+],16:05,2023-06-04,17:40,2023-06-04,16:53,2023-06-04,18:42,2023-06-04,Tecnam P2012 Traveler
Nashville,BNA,16:54,2023-06-04,"['B6946', 'AA9154', 'FI7910', 'HA2382', 'LY8585', 'QR3825', 'TP4256']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],13:20,2023-06-04,14:53,2023-06-04,16:54,2023-06-04,18:35,2023-06-04,
Minneapolis,MSP,16:55,2023-06-04,"['DL1185', 'AF5771', 'KL5308', 'VS4240', 'WS7393']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],13:00,2023-06-04,13:10,2023-06-04,16:55,2023-06-04,17:27,2023-06-04,
Indianapolis,IND,16:57,2023-06-04,"['AA4287', 'B64583', 'BA6751', 'QR2926']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Qatar Airways']",B,Landed - Delayed [+],14:42,2023-06-04,14:43,2023-06-04,16:57,2023-06-04,17:27,2023-06-04,
New York,JFK,16:58,2023-06-04,"['B61518', 'AA9315', 'EI5014', 'EY8295', 'HA2000', 'LY8609', 'QR4003', 'SQ1452', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],15:30,2023-06-04,15:32,2023-06-04,16:58,2023-06-04,17:02,2023-06-04,
Cape Girardeau,CGI,16:59,2023-06-04,['GTW184'],['American Air Charter'],,Landed - Delayed [+],13:00,2023-06-04,13:23,2023-06-04,16:59,2023-06-04,17:22,2023-06-04,
London,LHR,17:00,2023-06-04,"['BA213', 'AA6964', 'AY5413', 'EI8913', 'IB7401']","['British Airways', 'American Airlines', 'Finnair', 'Aer Lingus', 'Iberia']",E,Landed - On-time [+],14:40,2023-06-04,14:48,2023-06-04,17:00,2023-06-04,16:43,2023-06-04,
Rockland,RKD,17:00,2023-06-04,"['9K1856', 'B65165']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],15:50,2023-06-04,,,17:00,2023-06-04,,,Tecnam P2012 Traveler
San Juan,SJU,17:01,2023-06-04,"['B6462', 'EI5285', 'FI7990', 'HA2294', 'LY8575', 'QR3971', 'TK8938', 'TP4458']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],12:50,2023-06-04,13:09,2023-06-04,17:01,2023-06-04,17:14,2023-06-04,
Kansas City,MCI,17:05,2023-06-04,"['DL2536', 'AF2610', 'VS3555']","['Delta Air Lines', 'Air France', 'Virgin Atlantic']",A,Landed - Delayed [+],13:00,2023-06-04,13:05,2023-06-04,17:05,2023-06-04,17:47,2023-06-04,
Charlotte,CLT,17:08,2023-06-04,"['AA806', 'MH9549']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],14:57,2023-06-04,15:30,2023-06-04,17:08,2023-06-04,18:12,2023-06-04,
Denver,DEN,17:08,2023-06-04,"['B6394', 'FI7886', 'LY8517', 'QR3914', 'TP4280']","['JetBlue Airways', 'Icelandair', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],11:16,2023-06-04,11:09,2023-06-04,17:08,2023-06-04,17:46,2023-06-04,
San Diego,SAN,17:08,2023-06-04,"['AS390', 'QR2144']","['Alaska Airlines', 'Qatar Airways']",B,Landed - Delayed [+],08:30,2023-06-04,08:24,2023-06-04,17:08,2023-06-04,17:37,2023-06-04,
Washington,DCA,17:10,2023-06-04,"['B61254', 'AA9379', 'FI7826', 'HA2408', 'QR3898', 'TP4476']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],15:30,2023-06-04,15:30,2023-06-04,17:10,2023-06-04,17:30,2023-06-04,
Nashville,BNA,17:15,2023-06-04,['WN1122'],['Southwest Airlines'],B,Landed - Delayed [+],13:45,2023-06-04,13:57,2023-06-04,17:15,2023-06-04,17:39,2023-06-04,
Rutland,RUT,17:15,2023-06-04,"['9K70', 'B65104']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],16:10,2023-06-04,,,17:15,2023-06-04,,,Tecnam P2012 Traveler
San Francisco,SFO,17:15,2023-06-04,"['UA1483', 'NZ9011', 'VA8229']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Canceled [+],08:25,2023-06-04,,,17:15,2023-06-04,,,Boeing 757-200 Passenger
Westchester County,HPN,17:16,2023-06-04,['LXJ387'],['Flexjet'],,Landed - Delayed [+],16:30,2023-06-04,17:46,2023-06-04,17:16,2023-06-04,18:30,2023-06-04,
