,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-27,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-26,20:57,2023-05-26,00:05,2023-05-27,00:13,2023-05-27,
1,Fort Myers,RSW,00:08,2023-05-27,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-26,20:44,2023-05-27,00:08,2023-05-27,23:46,2023-05-27,
2,San Francisco,SFO,00:09,2023-05-27,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - Delayed [+],15:27,2023-05-26,15:22,2023-05-26,00:09,2023-05-27,00:49,2023-05-27,
3,Orlando,MCO,00:17,2023-05-27,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-26,22:14,2023-05-27,00:17,2023-05-27,01:15,2023-05-28,
4,Miami,MIA,00:24,2023-05-27,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-26,21:14,2023-05-26,00:24,2023-05-27,00:30,2023-05-27,
5,Charlotte,CLT,00:44,2023-05-27,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-26,07:31,2023-05-27,00:44,2023-05-27,09:46,2023-05-27,
6,Atlanta,ATL,00:51,2023-05-27,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'LA8493', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-26,22:13,2023-05-26,00:51,2023-05-27,00:37,2023-05-27,
7,Chicago,ORD,01:00,2023-05-27,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-26,21:38,2023-05-26,01:00,2023-05-27,00:55,2023-05-27,
8,Denver,DEN,01:40,2023-05-27,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-26,22:19,2023-05-26,01:40,2023-05-27,04:32,2023-05-27,
9,Charlotte,CLT,02:35,2023-05-27,['AA937Q'],['American Airlines'],,Landed - Delayed [+],00:45,2023-05-27,07:55,2023-05-27,02:35,2023-05-27,09:41,2023-05-27,
10,Las Vegas,LAS,04:29,2023-05-27,['NK1165'],['Spirit Airlines'],B,Landed - Delayed [+],20:30,2023-05-26,20:40,2023-05-26,04:29,2023-05-27,04:59,2023-05-27,
11,San Francisco,SFO,04:59,2023-05-27,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],20:15,2023-05-26,21:38,2023-05-26,04:59,2023-05-27,06:20,2023-05-27,
12,San Diego,SAN,05:01,2023-05-27,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-26,20:22,2023-05-27,05:01,2023-05-27,04:57,2023-05-28,
13,Los Angeles,LAX,05:18,2023-05-27,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-26,20:40,2023-05-26,05:18,2023-05-27,05:15,2023-05-27,
14,Sacramento,SMF,05:38,2023-05-27,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-26,21:15,2023-05-27,05:38,2023-05-27,05:51,2023-05-28,
15,Denver,DEN,05:40,2023-05-27,['B6294'],['JetBlue Airways'],C,Landed - On-time [+],23:53,2023-05-26,23:47,2023-05-26,05:40,2023-05-27,05:41,2023-05-27,
16,Phoenix,PHX,05:40,2023-05-27,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-26,21:40,2023-05-26,05:40,2023-05-27,05:44,2023-05-27,
17,San Francisco,SFO,05:55,2023-05-27,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],21:05,2023-05-26,21:14,2023-05-26,05:55,2023-05-27,06:00,2023-05-27,
18,Denver,DEN,05:58,2023-05-27,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-26,00:00,2023-05-27,05:58,2023-05-27,05:51,2023-05-27,
19,Seattle,SEA,06:00,2023-05-27,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:40,2023-05-26,22:01,2023-05-26,06:00,2023-05-27,06:38,2023-05-27,
20,Phoenix,PHX,06:07,2023-05-27,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:18,2023-05-26,22:23,2023-05-27,06:07,2023-05-27,06:44,2023-05-28,
21,Louisville,SDF,06:07,2023-05-27,['5X1014'],['UPS'],,Landed - Delayed [+],04:20,2023-05-27,04:41,2023-05-27,06:07,2023-05-27,06:26,2023-05-27,
22,San Jose,SJC,06:13,2023-05-27,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:39,2023-05-26,21:26,2023-05-27,06:13,2023-05-27,06:12,2023-05-28,
23,Honolulu,HNL,06:15,2023-05-27,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - Delayed [+],14:35,2023-05-26,15:06,2023-05-26,06:15,2023-05-27,07:18,2023-05-27,
24,Salt Lake City,SLC,06:22,2023-05-27,"['DL999', 'KE3999', 'KL5565', 'LA6293', 'VS4266']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:45,2023-05-26,23:40,2023-05-26,06:22,2023-05-27,06:28,2023-05-27,
25,Las Vegas,LAS,06:23,2023-05-27,"['B6778', 'EI5165', 'HA2178', 'TP4320']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:23,2023-05-26,22:09,2023-05-27,06:23,2023-05-27,06:12,2023-05-28,
26,Seattle,SEA,06:23,2023-05-27,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-26,22:05,2023-05-27,06:23,2023-05-27,06:27,2023-05-28,
27,Los Angeles,LAX,06:24,2023-05-27,"['DL675', 'KE7395', 'LA6321', 'VS3062']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:45,2023-05-26,21:55,2023-05-26,06:24,2023-05-27,06:24,2023-05-27,
28,Provincetown,PVC,06:35,2023-05-27,"['9K2041', 'B65396']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],06:05,2023-05-27,,,06:35,2023-05-27,,,Cessna (Light aircraft)
29,Rochester,ROC,06:40,2023-05-27,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-27,05:02,2023-05-27,06:40,2023-05-27,06:30,2023-05-27,
30,San Francisco,SFO,06:44,2023-05-27,"['DL926', 'LA6535', 'VS2372', 'WS7424']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],21:55,2023-05-26,23:56,2023-05-26,06:44,2023-05-27,08:37,2023-05-27,
31,San Diego,SAN,06:45,2023-05-27,['DL316'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-05-26,22:12,2023-05-26,06:45,2023-05-27,06:46,2023-05-27,
32,Memphis,MEM,06:47,2023-05-27,['FX1406'],['FedEx'],,Landed - On-time [+],03:18,2023-05-27,03:32,2023-05-27,06:47,2023-05-27,06:50,2023-05-27,
33,Hyannis,HYA,06:53,2023-05-27,['WIG6601'],['Wiggins Airways'],,Landed - On-time [+],06:21,2023-05-27,06:29,2023-05-27,06:53,2023-05-27,06:54,2023-05-27,
34,Portland,PDX,06:57,2023-05-27,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:38,2023-05-26,22:40,2023-05-27,06:57,2023-05-27,07:03,2023-05-28,
35,Los Angeles,LAX,06:58,2023-05-27,"['B6622', 'AA9136', 'FI7866', 'HA2184']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],22:31,2023-05-26,22:00,2023-05-27,06:58,2023-05-27,06:31,2023-05-28,
36,Sao Paulo,GRU,07:10,2023-05-27,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],23:03,2023-05-26,23:13,2023-05-26,07:10,2023-05-27,07:45,2023-05-27,
37,Provincetown,PVC,07:15,2023-05-27,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],06:45,2023-05-27,07:08,2023-05-27,07:15,2023-05-27,07:37,2023-05-27,Cessna (Light aircraft)
38,New York,JFK,07:20,2023-05-27,"['DL5853', 'KE3954', 'KL6729', 'LA6426', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-05-27,05:58,2023-05-27,07:20,2023-05-27,07:07,2023-05-27,
39,Bar Harbor,BHB,07:25,2023-05-27,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:00,2023-05-27,06:00,2023-05-27,07:25,2023-05-27,07:30,2023-05-27,Cessna (Light aircraft)
40,Los Angeles,LAX,07:26,2023-05-27,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - Delayed [+],22:51,2023-05-26,00:11,2023-05-27,07:26,2023-05-27,08:45,2023-05-27,
41,Sao Paulo,GRU,07:30,2023-05-27,"['LA8164', 'DL6054', 'JL5561']","['LATAM Airlines', 'Delta Air Lines', 'JAL Japan Airlines']",E,Landed - Delayed [+],22:50,2023-05-26,22:50,2023-05-26,07:30,2023-05-27,07:53,2023-05-27,Boeing 787-9
42,Nantucket,ACK,07:33,2023-05-27,"['9K5001', 'B65900']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-05-27,06:35,2023-05-27,07:33,2023-05-27,07:28,2023-05-27,Cessna (Light aircraft)
43,Philadelphia,PHL,07:37,2023-05-27,"['B6960', 'EI5203', 'FI7854', 'HA2208', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:20,2023-05-27,06:15,2023-05-27,07:37,2023-05-27,07:29,2023-05-27,
44,Richmond,RIC,07:37,2023-05-27,"['B6382', 'AA9191', 'EI5239', 'FI7882', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-27,06:05,2023-05-27,07:37,2023-05-27,07:43,2023-05-27,
45,Baltimore,BWI,07:40,2023-05-27,['WN1655'],['Southwest Airlines'],B,Landed - On-time [+],06:15,2023-05-27,06:13,2023-05-27,07:40,2023-05-27,07:34,2023-05-27,
46,New York,JFK,07:41,2023-05-27,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'QR3952', 'SQ1450', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-05-27,06:23,2023-05-27,07:41,2023-05-27,07:29,2023-05-27,
47,Phoenix,PHX,07:45,2023-05-27,['DL667'],['Delta Air Lines'],A,Landed - On-time [+],23:39,2023-05-26,23:38,2023-05-26,07:45,2023-05-27,07:45,2023-05-27,
48,Detroit,DTW,07:52,2023-05-27,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-27,05:49,2023-05-27,07:52,2023-05-27,07:33,2023-05-27,
49,San Francisco,SFO,07:56,2023-05-27,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:08,2023-05-26,23:05,2023-05-26,07:56,2023-05-27,08:15,2023-05-27,
50,Washington,DCA,07:58,2023-05-27,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-05-27,06:23,2023-05-27,07:58,2023-05-27,07:55,2023-05-27,
51,Newark,EWR,07:59,2023-05-27,['UA1367'],['United Airlines'],B,Landed - On-time [+],06:45,2023-05-27,06:41,2023-05-27,07:59,2023-05-27,07:53,2023-05-27,
52,San Francisco,SFO,07:59,2023-05-27,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],23:15,2023-05-26,23:12,2023-05-26,07:59,2023-05-27,08:05,2023-05-27,
53,Seattle,SEA,08:00,2023-05-27,"['DL810', 'KE3143', 'LA6540', 'VS3753']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:35,2023-05-26,23:32,2023-05-26,08:00,2023-05-27,08:14,2023-05-27,
54,Raleigh/Durham,RDU,08:05,2023-05-27,"['B6184', 'AA9456', 'EI5231', 'HA2470', 'JL5841']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines']",C,Landed - On-time [+],06:10,2023-05-27,06:00,2023-05-27,08:05,2023-05-27,07:58,2023-05-27,
55,Rochester,ROC,08:07,2023-05-27,"['B6712', 'TP4275']","['JetBlue Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:50,2023-05-27,06:43,2023-05-27,08:07,2023-05-27,07:56,2023-05-27,
56,Augusta,AUG,08:10,2023-05-27,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-05-27,06:45,2023-05-27,08:10,2023-05-27,07:40,2023-05-27,Tecnam P2012 Traveler
57,Massena,MSS,08:10,2023-05-27,['4B861'],['Boutique Air'],B,Landed - Delayed [+],07:00,2023-05-27,08:52,2023-05-27,08:10,2023-05-27,09:53,2023-05-27,
58,Lebanon,LEB,08:15,2023-05-27,"['9K1870', 'B65167']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-05-27,07:06,2023-05-27,08:15,2023-05-27,08:16,2023-05-27,Tecnam P2012 Traveler
59,Newark,EWR,08:16,2023-05-27,"['DL5714', 'KE3306', 'LA6267']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines']",A,Landed - On-time [+],07:00,2023-05-27,06:52,2023-05-27,08:16,2023-05-27,08:02,2023-05-27,
60,Cleveland,CLE,08:21,2023-05-27,"['B6540', 'AA9358', 'EI5365', 'FI7822', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:40,2023-05-27,06:48,2023-05-27,08:21,2023-05-27,08:29,2023-05-27,
61,Rutland,RUT,08:25,2023-05-27,"['9K52', 'B65100']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-05-27,07:15,2023-05-27,08:25,2023-05-27,08:27,2023-05-27,Tecnam P2012 Traveler
62,New York,LGA,08:27,2023-05-27,"['B62832', 'AA9388', 'HA2186', 'TP4326']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:15,2023-05-27,07:07,2023-05-27,08:27,2023-05-27,08:10,2023-05-27,
63,Los Angeles,LAX,08:30,2023-05-27,"['B6988', 'AA9259', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-05-26,23:56,2023-05-27,08:30,2023-05-27,08:39,2023-05-28,
64,Atlanta,ATL,08:31,2023-05-27,"['B6996', 'AA9303', 'FI7900', 'HA2164', 'JL5491', 'TP4296']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-27,06:02,2023-05-27,08:31,2023-05-27,08:32,2023-05-27,
65,Philadelphia,PHL,08:37,2023-05-27,"['AA1440', 'JL7527']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:20,2023-05-27,07:18,2023-05-27,08:37,2023-05-27,08:31,2023-05-27,
