Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Miami,MIA,00:19,2023-11-30,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:00,2023-11-29,20:53,2023-11-29,actual,00:19,2023-11-30,00:06,2023-11-30,actual,Boeing 737MAX 8 Passenger
Minneapolis,MSP,00:30,2023-11-30,"['DL1246', 'AM4118', 'KE3993', 'KL5670', 'VS4242', 'WS7864']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],20:39,2023-11-29,20:32,2023-11-29,actual,00:30,2023-11-30,23:58,2023-11-29,actual,Airbus A321
New York,JFK,00:49,2023-11-30,"['B61618', 'EI5014', 'HA2004', 'LO5703', 'QR3855', 'TP4468']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],23:35,2023-11-29,23:22,2023-11-29,actual,00:49,2023-11-30,00:25,2023-11-30,actual,Embraer 190
Tampa,TPA,00:51,2023-11-30,['NK3583'],['Spirit Airlines'],B,Landed - On-time [+],21:57,2023-11-29,22:04,2023-11-29,actual,00:51,2023-11-30,00:56,2023-11-30,actual,Airbus A320neo
Atlanta,ATL,00:59,2023-11-30,"['DL865', 'AM4188', 'KE3682', 'KL6648', 'LA6261', 'VS4220', 'WS6383']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],22:25,2023-11-29,22:22,2023-11-29,actual,00:59,2023-11-30,00:40,2023-11-30,actual,Airbus A321
Philadelphia,PHL,04:16,2023-11-30,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2023-11-30,03:26,2023-11-30,actual,04:16,2023-11-30,04:18,2023-11-30,actual,Boeing 767-300 Passenger
San Diego,SAN,04:18,2023-11-30,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL']",C,Landed - On-time [+],20:03,2023-11-29,19:52,2023-11-29,actual,04:18,2023-11-30,04:26,2023-11-30,actual,Airbus A321
Louisville,SDF,04:20,2023-11-30,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-11-30,02:37,2023-11-30,actual,04:20,2023-11-30,04:13,2023-11-30,actual,Boeing 767-300 Passenger
Newark,EWR,04:55,2023-11-30,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-11-30,04:16,2023-11-30,actual,04:55,2023-11-30,04:59,2023-11-30,actual,Airbus A300-600 Passenger
Las Vegas,LAS,05:10,2023-11-30,"['B6778', 'HA2178']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],21:05,2023-11-29,21:03,2023-11-29,actual,05:10,2023-11-30,04:46,2023-11-30,actual,Airbus A321
Salt Lake City,SLC,05:15,2023-11-30,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:49,2023-11-29,23:22,2023-11-29,actual,05:15,2023-11-30,05:52,2023-11-30,actual,Airbus A321
Los Angeles,LAX,05:21,2023-11-30,"['AA2453', 'BA4746', 'CZ1641', 'FJ5005', 'JL7525', 'QF3013', 'TN1140']","['American Airlines', 'British Airways', 'JAL']",B,Landed - On-time [+],21:00,2023-11-29,20:52,2023-11-29,actual,05:21,2023-11-30,05:02,2023-11-30,actual,Airbus A321
Phoenix,PHX,05:30,2023-11-30,['B61302'],['JetBlue Airways'],C,Landed - On-time [+],22:49,2023-11-29,22:42,2023-11-29,actual,05:30,2023-11-30,05:14,2023-11-30,actual,Airbus A220-300 Passenger
Louisville,SDF,05:39,2023-11-30,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-11-30,04:18,2023-11-30,actual,05:39,2023-11-30,05:56,2023-11-30,actual,Boeing 767-300 Passenger
Seattle,SEA,05:45,2023-11-30,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL']",B,Landed - On-time [+],21:29,2023-11-29,21:26,2023-11-29,actual,05:45,2023-11-30,05:23,2023-11-30,actual,Boeing 737-800 Passenger
Tel Aviv-Yafo,TLV,05:45,2023-11-30,"['LY15', 'B66465']","['El Al Israel Airlines', 'JetBlue Airways']",E,Landed - On-time [+],01:05,2023-11-30,01:03,2023-11-30,actual,05:45,2023-11-30,05:33,2023-11-30,actual,Boeing 787-8
Greensboro/High Point,GSO,05:53,2023-11-30,['FX1060'],['FedEx'],,Landed - On-time [+],04:15,2023-11-30,04:21,2023-11-30,actual,05:53,2023-11-30,05:49,2023-11-30,actual,Boeing 757-200 Passenger
Rockford,RFD,05:56,2023-11-30,['5X1012'],['UPS'],,Landed - Delayed [+],03:04,2023-11-30,03:31,2023-11-30,actual,05:56,2023-11-30,06:12,2023-11-30,actual,Boeing 757-200 Passenger
Honolulu,HNL,06:00,2023-11-30,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - On-time [+],15:15,2023-11-29,15:24,2023-11-29,actual,06:00,2023-11-30,05:45,2023-11-30,actual,Airbus A330-200
Memphis,MEM,06:01,2023-11-30,['FX1406'],['FedEx'],,Landed - Delayed [+],02:36,2023-11-30,03:00,2023-11-30,actual,06:01,2023-11-30,06:18,2023-11-30,actual,Boeing 767-300 Passenger
Indianapolis,IND,06:04,2023-11-30,['FX1710'],['FedEx'],,Landed - On-time [+],04:15,2023-11-30,04:40,2023-11-30,actual,06:04,2023-11-30,06:16,2023-11-30,actual,Boeing 767-300 Passenger
Los Angeles,LAX,06:17,2023-11-30,"['DL803', 'AF2445', 'CZ1239', 'KE7395', 'LA6266']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines']",A,Landed - On-time [+],21:40,2023-11-29,21:38,2023-11-29,actual,06:17,2023-11-30,05:49,2023-11-30,actual,Boeing 757-200 Passenger
Salt Lake City,SLC,06:25,2023-11-30,"['DL893', 'AM4242', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:38,2023-11-29,23:30,2023-11-29,actual,06:25,2023-11-30,05:48,2023-11-30,actual,Airbus A321neo
Los Angeles,LAX,06:29,2023-11-30,"['B6988', 'FI7866', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:04,2023-11-29,22:28,2023-11-29,actual,06:29,2023-11-30,07:00,2023-11-30,actual,Airbus A321
San Diego,SAN,06:32,2023-11-30,['DL571'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-11-29,21:59,2023-11-29,actual,06:32,2023-11-30,06:28,2023-11-30,actual,Airbus A321neo
Memphis,MEM,06:37,2023-11-30,['FX1473'],['FedEx'],,Landed - Delayed [+],03:12,2023-11-30,03:50,2023-11-30,actual,06:37,2023-11-30,07:07,2023-11-30,actual,Boeing 767-300 Passenger
Phoenix,PHX,06:59,2023-11-30,['DL880'],['Delta Air Lines'],A,Landed - On-time [+],23:59,2023-11-29,00:04,2023-11-30,actual,06:59,2023-11-30,06:39,2023-11-30,actual,Boeing 737-900 Passenger
Las Vegas,LAS,07:02,2023-11-30,['NK3737'],['Spirit Airlines'],B,Landed - On-time [+],22:59,2023-11-29,22:52,2023-11-29,actual,07:02,2023-11-30,06:45,2023-11-30,actual,Airbus A320neo
New York,JFK,07:09,2023-11-30,"['DL5795', 'KE3954', 'KL5208', 'VS4657']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-11-30,05:57,2023-11-30,actual,07:09,2023-11-30,06:59,2023-11-30,actual,Embraer 175
New York,JFK,07:15,2023-11-30,"['B6318', 'HA2000', 'QR3815', 'TP4468']","['JetBlue Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-11-30,05:53,2023-11-30,actual,07:15,2023-11-30,06:54,2023-11-30,actual,Embraer 190
Provincetown,PVC,07:15,2023-11-30,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-11-30,06:52,2023-11-30,actual,07:15,2023-11-30,07:20,2023-11-30,actual,Cessna (Light aircraft)
New York,LGA,07:18,2023-11-30,['DL5804'],['Delta Air Lines'],A,Landed - On-time [+],06:00,2023-11-30,05:58,2023-11-30,actual,07:18,2023-11-30,07:21,2023-11-30,actual,Embraer 175
Philadelphia,PHL,07:18,2023-11-30,"['B6860', 'EI5203', 'HA2208', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-11-30,05:48,2023-11-30,actual,07:18,2023-11-30,07:07,2023-11-30,actual,Embraer 190
Santo Domingo,SDQ,07:19,2023-11-30,['B61830'],['JetBlue Airways'],E,Landed - On-time [+],04:08,2023-11-30,04:04,2023-11-30,actual,07:19,2023-11-30,07:20,2023-11-30,actual,Airbus A320
Santiago,STI,07:20,2023-11-30,['B61924'],['JetBlue Airways'],E,Landed - On-time [+],04:16,2023-11-30,03:58,2023-11-30,actual,07:20,2023-11-30,07:05,2023-11-30,actual,Airbus A321
Bar Harbor,BHB,07:25,2023-11-30,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:00,2023-11-30,06:00,2023-11-30,actual,07:25,2023-11-30,07:30,2023-11-30,actual,Cessna (Light aircraft)
Los Angeles,LAX,07:25,2023-11-30,"['UA1535', 'NZ9441', 'OZ6282', 'VA8301']",['United Airlines'],B,Landed - Delayed [+],23:00,2023-11-29,23:32,2023-11-29,actual,07:25,2023-11-30,07:49,2023-11-30,actual,Boeing 757-200 Passenger
