Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:08,2024-03-17,['DL702'],['Delta Air Lines'],A,Landed - On-time [+],17:29,"March 16, 2024",17:39,"March 16, 2024",actual,00:08,"March 17, 2024",00:03,"March 17, 2024",actual,Airbus A321neo
Orlando,MCO,00:12,2024-03-17,['B61952'],['JetBlue'],C,Landed - On-time [+],21:10,"March 16, 2024",21:09,"March 16, 2024",actual,00:12,"March 17, 2024",00:02,"March 17, 2024",actual,Airbus A320
San Antonio,SAT,00:13,2024-03-17,['B61566'],['JetBlue'],C,Landed - On-time [+],19:20,"March 16, 2024",19:10,"March 16, 2024",actual,00:13,"March 17, 2024",23:44,2024-03-16,actual,Airbus A220-300 Passenger
West Palm Beach,PBI,00:17,2024-03-17,['B68306'],['JetBlue'],,Landed - Delayed [+],21:37,"March 16, 2024",21:51,"March 16, 2024",actual,00:17,"March 17, 2024",00:48,"March 17, 2024",actual,Embraer 190
Denver,DEN,00:20,2024-03-17,['WN1354'],['Southwest Airlines'],B,Landed - On-time [+],18:30,"March 16, 2024",18:51,"March 16, 2024",actual,00:20,"March 17, 2024",00:08,"March 17, 2024",actual,Boeing 737-800 Passenger
New York,JFK,00:22,2024-03-17,['B6318'],['JetBlue'],C,Landed - On-time [+],22:59,"March 16, 2024",23:02,"March 16, 2024",actual,00:22,"March 17, 2024",00:14,"March 17, 2024",actual,Embraer 190
Charlotte,CLT,00:29,2024-03-17,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:20,"March 16, 2024",22:38,"March 16, 2024",actual,00:29,"March 17, 2024",00:33,"March 17, 2024",actual,Airbus A319
Miami,MIA,00:46,2024-03-17,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:08,"March 16, 2024",21:12,"March 16, 2024",actual,00:46,"March 17, 2024",00:26,"March 17, 2024",actual,Boeing 737MAX 8 Passenger
Atlanta,ATL,00:57,2024-03-17,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,"March 16, 2024",22:24,"March 16, 2024",actual,00:57,"March 17, 2024",00:48,"March 17, 2024",actual,Airbus A321
San Juan,SJU,01:26,2024-03-17,['B6262'],['JetBlue'],C,Landed - Delayed [+],21:10,"March 16, 2024",00:18,2024-03-17,actual,01:26,"March 17, 2024",04:21,"March 17, 2024",actual,Airbus A321
Kansas City,MKC,02:34,2024-03-17,['TWY1011'],['Solairus Aviation'],,Landed - On-time [+],23:00,"March 16, 2024",22:58,"March 16, 2024",actual,02:34,"March 17, 2024",02:06,"March 17, 2024",actual,Canadair (Bombardier) CL-600 / 601 / 604 / 605 Challenger
Vancouver,YVR,03:56,2024-03-17,['1I738'],['NetJets'],,Landed - On-time [+],20:00,"March 16, 2024",20:05,"March 16, 2024",actual,03:56,"March 17, 2024",03:42,"March 17, 2024",actual,BOMBARDIER BD-100 Challenger 350
San Diego,SAN,04:48,2024-03-17,['B62120'],['JetBlue'],C,Landed - On-time [+],20:20,"March 16, 2024",20:14,"March 16, 2024",actual,04:48,"March 17, 2024",04:06,"March 17, 2024",actual,Airbus A321
Salt Lake City,SLC,05:06,2024-03-17,['B6648'],['JetBlue'],C,Landed - On-time [+],22:40,"March 16, 2024",22:31,"March 16, 2024",actual,05:06,"March 17, 2024",04:39,"March 17, 2024",actual,Airbus A320
Denver,DEN,05:39,2024-03-17,['B6394'],['JetBlue'],C,Landed - On-time [+],23:54,"March 16, 2024",23:47,"March 16, 2024",actual,05:39,"March 17, 2024",05:07,"March 17, 2024",actual,Airbus A320
Seattle,SEA,05:45,2024-03-17,['AS536'],['Alaska Airlines'],B,Landed - On-time [+],21:26,"March 16, 2024",21:31,"March 16, 2024",actual,05:45,"March 17, 2024",05:31,"March 17, 2024",actual,Boeing 737-900 Passenger
