,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-13,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-05-12,23:14,2023-05-12,00:05,2023-05-13,02:20,2023-05-13,
1,Fort Myers,RSW,00:08,2023-05-13,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-12,21:24,2023-05-13,00:08,2023-05-13,00:52,2023-05-14,
2,San Francisco,SFO,00:09,2023-05-13,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-12,15:27,2023-05-12,00:09,2023-05-13,00:20,2023-05-13,
3,Orlando,MCO,00:17,2023-05-13,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-12,21:12,2023-05-13,00:17,2023-05-13,01:30,2023-05-13,
4,Miami,MIA,00:24,2023-05-13,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-12,20:54,2023-05-12,00:24,2023-05-13,00:03,2023-05-13,
5,Charlotte,CLT,00:44,2023-05-13,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-12,23:29,2023-05-12,00:44,2023-05-13,01:25,2023-05-13,
6,Atlanta,ATL,00:51,2023-05-13,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-12,22:25,2023-05-12,00:51,2023-05-13,00:48,2023-05-13,
7,Chicago,ORD,01:00,2023-05-13,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-12,21:34,2023-05-12,01:00,2023-05-13,00:51,2023-05-13,
8,Denver,DEN,01:40,2023-05-13,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-12,20:33,2023-05-12,01:40,2023-05-13,02:05,2023-05-13,
9,Rome,FCO,04:03,2023-05-13,['VCG1YL'],['Catreus'],,Landed - Delayed [+],02:02,2023-05-13,02:14,2023-05-13,04:03,2023-05-13,04:29,2023-05-13,
