Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Dallas,DFW,00:15,2024-02-26,['DL315'],['Delta Air Lines'],A,Landed - On-time [+],19:41,"February 25, 2024",19:38,"February 25, 2024",actual,00:15,"February 26, 2024",00:14,"February 26, 2024",actual,Airbus A220-100 Passenger
Denver,DEN,00:20,2024-02-26,['WN2966'],['Southwest Airlines'],B,Landed - On-time [+],18:40,"February 25, 2024",18:58,"February 25, 2024",actual,00:20,"February 26, 2024",00:31,"February 26, 2024",actual,Boeing 737 Passenger
Miami,MIA,00:27,2024-02-26,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:08,"February 25, 2024",21:01,"February 25, 2024",actual,00:27,"February 26, 2024",00:27,"February 26, 2024",actual,Boeing 737MAX 8 Passenger
Orlando,MCO,00:36,2024-02-26,['B6652'],['JetBlue Airways'],C,Landed - On-time [+],21:35,"February 25, 2024",21:27,"February 25, 2024",actual,00:36,"February 26, 2024",00:25,"February 26, 2024",actual,Airbus A321neo
Philadelphia,PHL,00:39,2024-02-26,['CYC841'],['Circadian Aviation'],,Landed - On-time [+],23:30,"February 25, 2024",23:39,"February 25, 2024",actual,00:39,"February 26, 2024",00:40,"February 26, 2024",actual,
Charlotte,CLT,00:44,2024-02-26,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:35,"February 25, 2024",22:35,"February 25, 2024",actual,00:44,"February 26, 2024",00:38,"February 26, 2024",actual,Boeing 737-800 Passenger
Atlanta,ATL,00:57,2024-02-26,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,"February 25, 2024",22:24,"February 25, 2024",actual,00:57,"February 26, 2024",00:53,"February 26, 2024",actual,Airbus A321neo
Houston,IAH,02:50,2024-02-26,['1I759'],['NetJets Aviation'],,Landed - On-time [+],22:30,"February 25, 2024",22:16,"February 25, 2024",actual,02:50,"February 26, 2024",02:16,"February 26, 2024",actual,BOMBARDIER BD-100 Challenger 350
Salt Lake City,SLC,04:50,2024-02-26,['B6648'],['JetBlue Airways'],C,Landed - On-time [+],22:28,"February 25, 2024",22:42,"February 25, 2024",actual,04:50,"February 26, 2024",04:44,"February 26, 2024",actual,Airbus A320
San Diego,SAN,05:00,2024-02-26,['B62120'],['JetBlue Airways'],C,Landed - On-time [+],20:39,"February 25, 2024",20:28,"February 25, 2024",actual,05:00,"February 26, 2024",04:23,"February 26, 2024",actual,Airbus A321
