Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Fort Myers,RSW,00:02,2024-02-19,['DL1746'],['Delta Air Lines'],A,Landed - Delayed [+],20:52,"February 18, 2024",22:04,"February 18, 2024",actual,00:02,"February 19, 2024",00:41,"February 19, 2024",actual,Boeing 737-800 Passenger
Dallas,DFW,00:15,2024-02-19,['DL315'],['Delta Air Lines'],A,Landed - On-time [+],19:41,"February 18, 2024",19:30,"February 18, 2024",actual,00:15,"February 19, 2024",23:58,2024-02-18,actual,Airbus A220-100 Passenger
Denver,DEN,00:20,2024-02-19,['WN2966'],['Southwest Airlines'],B,Landed - On-time [+],18:40,"February 18, 2024",18:37,"February 18, 2024",actual,00:20,"February 19, 2024",00:08,"February 19, 2024",actual,Boeing 737 Passenger
Miami,MIA,00:27,2024-02-19,['AA1054'],['American Airlines'],B,Landed - Delayed [+],21:08,"February 18, 2024",23:25,"February 18, 2024",actual,00:27,"February 19, 2024",02:34,"February 19, 2024",actual,Boeing 737-800 Passenger
Orlando,MCO,00:36,2024-02-19,['B6652'],['JetBlue Airways'],C,Landed - On-time [+],21:35,"February 18, 2024",21:52,"February 18, 2024",actual,00:36,"February 19, 2024",00:26,"February 19, 2024",actual,Airbus A321
Charlotte,CLT,00:44,2024-02-19,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:35,"February 18, 2024",22:41,"February 18, 2024",actual,00:44,"February 19, 2024",00:35,"February 19, 2024",actual,Boeing 737-800 Passenger
Atlanta,ATL,00:57,2024-02-19,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,"February 18, 2024",22:24,"February 18, 2024",actual,00:57,"February 19, 2024",01:03,"February 19, 2024",actual,Airbus A321
Fort Lauderdale,FLL,03:32,2024-02-19,['B68064'],['JetBlue Airways'],,Landed - Delayed [+],00:45,"February 19, 2024",01:17,"February 19, 2024",actual,03:32,"February 19, 2024",03:59,"February 19, 2024",actual,Airbus A220-300 Passenger
Salt Lake City,SLC,04:50,2024-02-19,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:28,"February 18, 2024",23:28,"February 18, 2024",actual,04:50,"February 19, 2024",05:42,"February 19, 2024",actual,Airbus A320
San Diego,SAN,05:00,2024-02-19,['B62120'],['JetBlue Airways'],C,Landed - On-time [+],20:39,"February 18, 2024",20:25,"February 18, 2024",actual,05:00,"February 19, 2024",04:31,"February 19, 2024",actual,Airbus A321neo
San Francisco,SFO,05:00,2024-02-19,['B6334'],['JetBlue Airways'],C,Landed - On-time [+],20:25,"February 18, 2024",20:22,"February 18, 2024",actual,05:00,"February 19, 2024",04:53,"February 19, 2024",actual,Airbus A321
Denver,DEN,05:02,2024-02-19,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:19,"February 18, 2024",23:42,"February 18, 2024",actual,05:02,"February 19, 2024",05:17,"February 19, 2024",actual,Airbus A321
San Juan,SJU,05:11,2024-02-19,['B6562'],['JetBlue Airways'],C,Landed - Delayed [+],01:55,"February 19, 2024",03:52,"February 19, 2024",actual,05:11,"February 19, 2024",06:53,"February 19, 2024",actual,Airbus A321
Phoenix,PHX,05:32,2024-02-19,['AA2701'],['American Airlines'],B,Landed - On-time [+],23:01,"February 18, 2024",22:53,"February 18, 2024",actual,05:32,"February 19, 2024",05:34,"February 19, 2024",actual,Airbus A321neo
Seattle,SEA,05:43,2024-02-19,['AS536'],['Alaska Airlines'],B,Landed - On-time [+],21:32,"February 18, 2024",21:22,"February 18, 2024",actual,05:43,"February 19, 2024",05:20,"February 19, 2024",actual,Boeing 737MAX 9 Passenger
Cincinnati,CVG,05:47,2024-02-19,['GB588'],['ABX Air'],,Landed - On-time [+],03:55,"February 19, 2024",04:20,"February 19, 2024",actual,05:47,"February 19, 2024",05:48,"February 19, 2024",actual,Boeing 767-200 Passenger
Las Vegas,LAS,05:50,2024-02-19,['DL484'],['Delta Air Lines'],A,Landed - Delayed [+],21:45,"February 18, 2024",21:42,"February 18, 2024",actual,05:50,"February 19, 2024",06:26,"February 19, 2024",actual,Airbus A321neo
Honolulu,HNL,06:00,2024-02-19,['HA90'],['Hawaiian Airlines'],E,Landed - On-time [+],15:20,"February 18, 2024",16:04,"February 18, 2024",actual,06:00,"February 19, 2024",05:50,"February 19, 2024",actual,Airbus A330-200
Phoenix,PHX,06:05,2024-02-19,['DL979'],['Delta Air Lines'],A,Landed - On-time [+],23:20,"February 18, 2024",23:19,"February 18, 2024",actual,06:05,"February 19, 2024",06:06,"February 19, 2024",actual,Airbus A321neo
Seattle,SEA,06:14,2024-02-19,['B6498'],['JetBlue Airways'],C,Landed - On-time [+],22:02,"February 18, 2024",21:59,"February 18, 2024",actual,06:14,"February 19, 2024",06:04,"February 19, 2024",actual,Airbus A321
Seattle,SEA,06:18,2024-02-19,['DL2733'],['Delta Air Lines'],A,Landed - On-time [+],21:50,"February 18, 2024",21:46,"February 18, 2024",actual,06:18,"February 19, 2024",06:31,"February 19, 2024",actual,Airbus A321neo
Los Angeles,LAX,06:20,2024-02-19,['DL568'],['Delta Air Lines'],A,Landed - On-time [+],21:45,"February 18, 2024",21:38,"February 18, 2024",actual,06:20,"February 19, 2024",05:49,"February 19, 2024",actual,Boeing 757-200 Passenger
Sao Paulo,GRU,06:24,2024-02-19,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],22:50,"February 18, 2024",23:05,"February 18, 2024",actual,06:24,"February 19, 2024",06:44,"February 19, 2024",actual,Boeing 787-9
Los Angeles,LAX,06:24,2024-02-19,['AA2453'],['American Airlines'],B,Landed - On-time [+],22:12,"February 18, 2024",22:14,"February 18, 2024",actual,06:24,"February 19, 2024",06:31,"February 19, 2024",actual,Airbus A321
Phoenix,PHX,06:35,2024-02-19,['B61302'],['JetBlue Airways'],C,Landed - On-time [+],23:59,"February 18, 2024",23:50,"February 18, 2024",actual,06:35,"February 19, 2024",06:41,"February 19, 2024",actual,Airbus A320
San Diego,SAN,06:38,2024-02-19,['DL486'],['Delta Air Lines'],A,Landed - On-time [+],22:10,"February 18, 2024",22:07,"February 18, 2024",actual,06:38,"February 19, 2024",06:41,"February 19, 2024",actual,Airbus A321neo
Sao Paulo,GRU,06:40,2024-02-19,['LA8164'],['LATAM Airlines'],E,Landed - Delayed [+],22:50,"February 18, 2024",23:40,"February 18, 2024",actual,06:40,"February 19, 2024",07:03,"February 19, 2024",actual,Boeing 787-9
Syracuse,SYR,06:40,2024-02-19,['B6374'],['JetBlue Airways'],C,Landed - Delayed [+],05:25,"February 19, 2024",05:46,"February 19, 2024",actual,06:40,"February 19, 2024",06:58,"February 19, 2024",actual,Embraer 190
Middletown,MDT,06:44,2024-02-19,['AA5716'],['American Airlines'],B,Landed - On-time [+],05:12,"February 19, 2024",04:58,"February 19, 2024",actual,06:44,"February 19, 2024",06:25,"February 19, 2024",actual,
Newark,EWR,06:58,2024-02-19,['DL5832'],['Delta Air Lines'],A,Landed - Delayed [+],05:38,"February 19, 2024",05:38,"February 19, 2024",actual,06:58,"February 19, 2024",07:18,"February 19, 2024",actual,Embraer 175
San Francisco,SFO,06:59,2024-02-19,['DL475'],['Delta Air Lines'],A,Landed - On-time [+],22:15,"February 18, 2024",22:08,"February 18, 2024",actual,06:59,"February 19, 2024",07:03,"February 19, 2024",actual,Airbus A321neo
Philadelphia,PHL,07:07,2024-02-19,['F92168'],['Frontier Airlines'],E,Landed - On-time [+],05:45,"February 19, 2024",05:38,"February 19, 2024",actual,07:07,"February 19, 2024",07:09,"February 19, 2024",actual,Airbus A320neo
Pittsburgh,PIT,07:09,2024-02-19,['DL5877'],['Delta Air Lines'],,Landed - Delayed [+],06:00,"February 19, 2024",06:55,"February 19, 2024",actual,07:09,"February 19, 2024",07:57,"February 19, 2024",actual,Embraer 175
New York,LGA,07:10,2024-02-19,['DL5605'],['Delta Air Lines'],A,Landed - On-time [+],06:00,"February 19, 2024",05:55,"February 19, 2024",actual,07:10,"February 19, 2024",07:08,"February 19, 2024",actual,Embraer 175
Santiago,STI,07:10,2024-02-19,['B61924'],['JetBlue Airways'],E,Landed - On-time [+],04:02,"February 19, 2024",04:55,"February 19, 2024",actual,07:10,"February 19, 2024",07:24,"February 19, 2024",actual,Airbus A320
Los Angeles,LAX,07:12,2024-02-19,['UA2106'],['United Airlines'],B,Landed - On-time [+],22:48,"February 18, 2024",22:47,"February 18, 2024",actual,07:12,"February 19, 2024",06:54,"February 19, 2024",actual,Boeing 757-200 Passenger
New York,JFK,07:20,2024-02-19,['DL5653'],['Delta Air Lines'],A,Landed - On-time [+],06:00,"February 19, 2024",05:53,"February 19, 2024",actual,07:20,"February 19, 2024",07:27,"February 19, 2024",actual,Embraer 175
Bar Harbor,BHB,07:25,2024-02-19,['9K1830'],['Cape Air'],C,Landed - On-time [+],06:00,"February 19, 2024",05:50,"February 19, 2024",actual,07:25,"February 19, 2024",07:25,"February 19, 2024",actual,Cessna (Light aircraft)
Philadelphia,PHL,07:25,2024-02-19,['B61560'],['JetBlue Airways'],C,Landed - On-time [+],06:05,"February 19, 2024",05:53,"February 19, 2024",actual,07:25,"February 19, 2024",07:10,"February 19, 2024",actual,Embraer 190
Buffalo,BUF,07:26,2024-02-19,['B6716'],['JetBlue Airways'],C,Landed - On-time [+],06:00,"February 19, 2024",05:56,"February 19, 2024",actual,07:26,"February 19, 2024",07:29,"February 19, 2024",actual,Embraer 190
Philadelphia,PHL,07:30,2024-02-19,['DL5801'],['Delta Air Lines'],A,Landed - On-time [+],06:05,"February 19, 2024",06:00,"February 19, 2024",actual,07:30,"February 19, 2024",07:44,"February 19, 2024",actual,Embraer 175
Richmond,RIC,07:35,2024-02-19,['B62482'],['JetBlue Airways'],C,Landed - On-time [+],06:00,"February 19, 2024",05:53,"February 19, 2024",actual,07:35,"February 19, 2024",07:38,"February 19, 2024",actual,Embraer 190
Santo Domingo,SDQ,07:35,2024-02-19,['B61930'],['JetBlue Airways'],E,Landed - Delayed [+],04:20,"February 19, 2024",05:30,"February 19, 2024",actual,07:35,"February 19, 2024",08:11,"February 19, 2024",actual,Airbus A321
Nantucket,ACK,07:48,2024-02-19,['9K5001'],['Cape Air'],C,Landed - On-time [+],07:00,"February 19, 2024",06:50,"February 19, 2024",actual,07:48,"February 19, 2024",07:45,"February 19, 2024",actual,Cessna (Light aircraft)
Las Vegas,LAS,07:52,2024-02-19,['B6778'],['JetBlue Airways'],C,Landed - Delayed [+],23:57,"February 18, 2024",00:25,2024-02-19,actual,07:52,"February 19, 2024",08:11,"February 19, 2024",actual,Airbus A321
Lebanon,LEB,07:55,2024-02-19,['9K1870'],['Cape Air'],C,Landed - Delayed [+],07:00,"February 19, 2024",08:22,"February 19, 2024",actual,07:55,"February 19, 2024",09:15,"February 19, 2024",actual,Tecnam P2012 Traveler
Cleveland,CLE,07:59,2024-02-19,['DL5743'],['Delta Air Lines'],A,Landed - Delayed [+],06:02,"February 19, 2024",06:47,"February 19, 2024",actual,07:59,"February 19, 2024",08:40,"February 19, 2024",actual,Embraer 175
Pittsburgh,PIT,07:59,2024-02-19,['DL5800'],['Delta Air Lines'],A,Landed - On-time [+],06:09,"February 19, 2024",06:04,"February 19, 2024",actual,07:59,"February 19, 2024",07:45,"February 19, 2024",actual,Embraer 175
Richmond,RIC,07:59,2024-02-19,['DL5758'],['Delta Air Lines'],A,Landed - Delayed [+],06:22,"February 19, 2024",07:21,"February 19, 2024",actual,07:59,"February 19, 2024",09:05,"February 19, 2024",actual,Embraer 175
Martha's Vineyard,MVY,08:00,2024-02-19,['9K3201'],['Cape Air'],C,Landed - On-time [+],07:20,"February 19, 2024",07:15,"February 19, 2024",actual,08:00,"February 19, 2024",07:57,"February 19, 2024",actual,Cessna (Light aircraft)
Washington,DCA,08:01,2024-02-19,['B6254'],['JetBlue Airways'],C,Landed - On-time [+],06:30,"February 19, 2024",06:30,"February 19, 2024",actual,08:01,"February 19, 2024",08:06,"February 19, 2024",actual,Embraer 190
Provincetown,PVC,08:05,2024-02-19,['9K4201'],['Cape Air'],C,Landed - On-time [+],07:35,"February 19, 2024",07:30,"February 19, 2024",actual,08:05,"February 19, 2024",08:05,"February 19, 2024",actual,Cessna (Light aircraft)
San Francisco,SFO,08:06,2024-02-19,['UA1665'],['United Airlines'],B,Landed - On-time [+],23:25,"February 18, 2024",23:35,"February 18, 2024",actual,08:06,"February 19, 2024",08:04,"February 19, 2024",actual,Boeing 757-200 Passenger
Columbus,CMH,08:09,2024-02-19,['DL5691'],['Delta Air Lines'],A,Landed - On-time [+],06:10,"February 19, 2024",06:08,"February 19, 2024",actual,08:09,"February 19, 2024",08:15,"February 19, 2024",actual,Embraer 170
Columbus,CMH,08:10,2024-02-19,['AA3727'],['American Airlines'],B,Landed - On-time [+],06:18,"February 19, 2024",06:16,"February 19, 2024",actual,08:10,"February 19, 2024",07:53,"February 19, 2024",actual,
Washington,DCA,08:10,2024-02-19,['DL5751'],['Delta Air Lines'],A,Landed - Delayed [+],06:30,"February 19, 2024",06:55,"February 19, 2024",actual,08:10,"February 19, 2024",08:29,"February 19, 2024",actual,Embraer 175
New York,LGA,08:15,2024-02-19,['DL5775'],['Delta Air Lines'],A,Landed - On-time [+],07:00,"February 19, 2024",06:52,"February 19, 2024",actual,08:15,"February 19, 2024",07:52,"February 19, 2024",actual,Embraer 175
Los Angeles,LAX,08:18,2024-02-19,['B6988'],['JetBlue Airways'],C,Landed - Delayed [+],23:59,"February 18, 2024",00:18,2024-02-19,actual,08:18,"February 19, 2024",08:36,"February 19, 2024",actual,Airbus A321
Orlando,MCO,08:20,2024-02-19,['B61652'],['JetBlue Airways'],C,Landed - On-time [+],05:25,"February 19, 2024",05:15,"February 19, 2024",actual,08:20,"February 19, 2024",07:48,"February 19, 2024",actual,Airbus A320
Charlotte,CLT,08:21,2024-02-19,['DL5784'],['Delta Air Lines'],A,Landed - On-time [+],06:00,"February 19, 2024",05:50,"February 19, 2024",actual,08:21,"February 19, 2024",08:04,"February 19, 2024",actual,Embraer 175
Pittsburgh,PIT,08:22,2024-02-19,['B62186'],['JetBlue Airways'],C,Landed - On-time [+],06:27,"February 19, 2024",06:19,"February 19, 2024",actual,08:22,"February 19, 2024",08:02,"February 19, 2024",actual,Embraer 190
Raleigh/Durham,RDU,08:25,2024-02-19,['DL2388'],['Delta Air Lines'],A,Landed - Delayed [+],06:30,"February 19, 2024",06:24,"February 19, 2024",actual,08:25,"February 19, 2024",08:45,"February 19, 2024",actual,Airbus A320
Augusta,AUG,08:27,2024-02-19,['9K1000'],['Cape Air'],C,Landed - On-time [+],07:10,"February 19, 2024",07:00,"February 19, 2024",actual,08:27,"February 19, 2024",08:15,"February 19, 2024",actual,Tecnam P2012 Traveler
New York,LGA,08:29,2024-02-19,['B62832'],['JetBlue Airways'],C,Landed - On-time [+],07:15,"February 19, 2024",07:08,"February 19, 2024",actual,08:29,"February 19, 2024",08:16,"February 19, 2024",actual,Embraer 190
Baltimore,BWI,08:36,2024-02-19,['DL5788'],['Delta Air Lines'],A,Landed - On-time [+],07:05,"February 19, 2024",06:56,"February 19, 2024",actual,08:36,"February 19, 2024",08:18,"February 19, 2024",actual,Embraer 175
Indianapolis,IND,08:36,2024-02-19,['DL5662'],['Delta Air Lines'],A,Landed - On-time [+],06:15,"February 19, 2024",06:14,"February 19, 2024",actual,08:36,"February 19, 2024",08:42,"February 19, 2024",actual,Embraer 175
Rutland,RUT,08:38,2024-02-19,['9K52'],['Cape Air'],C,Landed - On-time [+],07:20,"February 19, 2024",07:23,"February 19, 2024",actual,08:38,"February 19, 2024",08:30,"February 19, 2024",actual,Tecnam P2012 Traveler
Baltimore,BWI,08:45,2024-02-19,['WN159'],['Southwest Airlines'],B,Landed - On-time [+],07:15,"February 19, 2024",07:11,"February 19, 2024",actual,08:45,"February 19, 2024",08:26,"February 19, 2024",actual,Boeing 737-800 Passenger
