,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-02,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-05-01,21:23,2023-05-01,00:05,2023-05-02,00:28,2023-05-02,
1,Tampa,TPA,00:08,2023-05-02,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-05-01,20:58,2023-05-01,00:08,2023-05-02,23:41,2023-05-01,
2,Seattle,SEA,00:10,2023-05-02,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-05-01,15:44,2023-05-01,00:10,2023-05-02,00:17,2023-05-02,
3,Fort Myers,RSW,00:14,2023-05-02,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-05-01,23:08,2023-05-01,00:14,2023-05-02,02:14,2023-05-02,
4,New York,JFK,00:19,2023-05-02,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],22:55,2023-05-01,22:47,2023-05-02,00:19,2023-05-02,00:07,2023-05-03,
5,West Palm Beach,PBI,00:19,2023-05-02,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-05-01,22:37,2023-05-01,00:19,2023-05-02,01:32,2023-05-02,
6,Miami,MIA,00:21,2023-05-02,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-05-01,20:58,2023-05-01,00:21,2023-05-02,23:58,2023-05-01,
7,Orlando,MCO,00:27,2023-05-02,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-05-01,21:29,2023-05-02,00:27,2023-05-02,00:21,2023-05-03,
8,Fort Lauderdale,FLL,00:32,2023-05-02,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-05-01,21:47,2023-05-02,00:32,2023-05-02,00:48,2023-05-03,
9,Charlotte,CLT,00:34,2023-05-02,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:28,2023-05-01,22:32,2023-05-01,00:34,2023-05-02,00:23,2023-05-02,
10,Chicago,ORD,00:43,2023-05-02,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-05-01,21:14,2023-05-01,00:43,2023-05-02,00:29,2023-05-02,
11,Fort Lauderdale,FLL,00:56,2023-05-02,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-05-01,22:27,2023-05-01,00:56,2023-05-02,01:27,2023-05-02,
12,Atlanta,ATL,00:59,2023-05-02,"['DL865', 'AM3183', 'KE3682', 'KL5111', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-05-01,22:23,2023-05-01,00:59,2023-05-02,00:40,2023-05-02,
13,Denver,DEN,01:40,2023-05-02,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:50,2023-05-01,20:04,2023-05-01,01:40,2023-05-02,01:50,2023-05-02,
14,New York,JFK,02:12,2023-05-02,['B68358'],['JetBlue Airways'],,Landed - On-time [+],01:30,2023-05-02,00:20,2023-05-02,02:12,2023-05-02,01:23,2023-05-02,
15,Louisville,SDF,04:26,2023-05-02,['5X1016'],['UPS'],,Landed - Delayed [+],02:35,2023-05-02,03:39,2023-05-02,04:26,2023-05-02,05:22,2023-05-02,
16,Philadelphia,PHL,04:29,2023-05-02,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-05-02,03:41,2023-05-02,04:29,2023-05-02,04:34,2023-05-02,
17,San Diego,SAN,04:47,2023-05-02,"['B62120', 'JL5887']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:15,2023-05-01,20:11,2023-05-02,04:47,2023-05-02,04:59,2023-05-03,
18,Newark,EWR,04:55,2023-05-02,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-02,04:04,2023-05-02,04:55,2023-05-02,04:48,2023-05-02,
19,San Francisco,SFO,04:57,2023-05-02,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-01,20:09,2023-05-01,04:57,2023-05-02,04:46,2023-05-02,
20,Salt Lake City,SLC,05:01,2023-05-02,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-05-01,22:23,2023-05-02,05:01,2023-05-02,04:57,2023-05-03,
21,Boston,BOS,05:08,2023-05-02,['DL9900'],['Delta Air Lines'],,Landed - On-time [+],01:27,2023-05-02,01:35,2023-05-02,05:08,2023-05-02,05:07,2023-05-02,
22,Denver,DEN,05:10,2023-05-02,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:23,2023-05-01,00:06,2023-05-03,05:10,2023-05-02,05:57,2023-05-03,
23,San Juan,SJU,05:30,2023-05-02,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],01:20,2023-05-02,01:13,2023-05-02,05:30,2023-05-02,05:49,2023-05-02,
24,Phoenix,PHX,05:36,2023-05-02,['AA2701'],['American Airlines'],B,Landed - Delayed [+],21:45,2023-05-01,22:11,2023-05-01,05:36,2023-05-02,05:54,2023-05-02,
25,Denver,DEN,05:37,2023-05-02,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-05-01,23:32,2023-05-01,05:37,2023-05-02,05:07,2023-05-02,
26,Detroit,DTW,05:40,2023-05-02,"['DL132', 'AF5606', 'KL6018', 'VS3929']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - DIVERTED [+],15:55,2023-05-01,15:53,2023-05-01,05:40,2023-05-02,19:36,2023-05-01,
27,Seattle,SEA,05:43,2023-05-02,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:25,2023-05-01,21:15,2023-05-01,05:43,2023-05-02,06:20,2023-05-02,
28,Louisville,SDF,05:45,2023-05-02,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-02,04:16,2023-05-02,05:45,2023-05-02,06:00,2023-05-02,
29,Tel Aviv-Yafo,TLV,05:45,2023-05-02,['LY15'],['El Al Israel Airlines'],E,Landed - On-time [+],01:05,2023-05-02,00:58,2023-05-02,05:45,2023-05-02,05:11,2023-05-02,
30,Phoenix,PHX,05:59,2023-05-02,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-01,22:04,2023-05-01,05:59,2023-05-02,05:53,2023-05-03,
31,Salt Lake City,SLC,06:00,2023-05-02,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-05-01,23:26,2023-05-01,06:00,2023-05-02,05:53,2023-05-02,
32,Memphis,MEM,06:05,2023-05-02,['FX1406'],['FedEx'],,Landed - On-time [+],02:36,2023-05-02,02:56,2023-05-02,06:05,2023-05-02,06:12,2023-05-02,
33,Indianapolis,IND,06:07,2023-05-02,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-05-02,05:10,2023-05-02,06:07,2023-05-02,06:56,2023-05-02,
34,Teterboro,TEB,06:17,2023-05-02,['LAK296'],['Red Wing Aeroplane Company'],,Landed - Delayed [+],05:30,2023-05-02,06:45,2023-05-02,06:17,2023-05-02,07:19,2023-05-02,
35,Los Angeles,LAX,06:27,2023-05-02,"['DL675', 'AF8576', 'KE7395', 'LA6168', 'VS3062']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-05-01,21:49,2023-05-01,06:27,2023-05-02,06:12,2023-05-02,
36,Las Vegas,LAS,06:33,2023-05-02,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-05-01,22:23,2023-05-02,06:33,2023-05-02,06:20,2023-05-03,
