,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-06,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-05,20:52,2023-05-05,00:05,2023-05-06,23:54,2023-05-05,
1,Fort Myers,RSW,00:08,2023-05-06,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-05,23:25,2023-05-06,00:08,2023-05-06,02:36,2023-05-07,
2,Tampa,TPA,00:08,2023-05-06,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-05-05,20:59,2023-05-05,00:08,2023-05-06,23:58,2023-05-05,
3,San Francisco,SFO,00:09,2023-05-06,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-05,15:22,2023-05-05,00:09,2023-05-06,23:42,2023-05-05,
4,Seattle,SEA,00:10,2023-05-06,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-05-05,15:46,2023-05-05,00:10,2023-05-06,00:06,2023-05-06,
5,Orlando,MCO,00:17,2023-05-06,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-05,21:34,2023-05-06,00:17,2023-05-06,00:23,2023-05-07,
6,Miami,MIA,00:24,2023-05-06,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-05,20:56,2023-05-05,00:24,2023-05-06,00:13,2023-05-06,
7,Bedford/Hanscom,BED,00:26,2023-05-06,['EJM20'],['Executive Jet Management'],,En Route [+],00:00,2023-05-06,,,00:26,2023-05-06,,,
8,Charlotte,CLT,00:44,2023-05-06,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-05,15:22,2023-05-06,00:44,2023-05-06,17:28,2023-05-06,
9,Atlanta,ATL,00:59,2023-05-06,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-05-05,22:37,2023-05-05,00:59,2023-05-06,00:56,2023-05-06,
10,Chicago,ORD,01:00,2023-05-06,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-05,21:45,2023-05-05,01:00,2023-05-06,00:57,2023-05-06,
11,Melbourne,MLB,01:39,2023-05-06,['B68624'],['JetBlue Airways'],,Landed - On-time [+],23:00,2023-05-05,22:57,2023-05-05,01:39,2023-05-06,01:53,2023-05-06,
12,Denver,DEN,01:40,2023-05-06,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:50,2023-05-05,19:59,2023-05-05,01:40,2023-05-06,01:40,2023-05-06,
13,Charlotte,CLT,02:56,2023-05-06,['AA937Q'],['American Airlines'],,En Route [+],01:03,2023-05-06,,,02:56,2023-05-06,,,
14,Las Vegas,LAS,04:29,2023-05-06,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-05,20:31,2023-05-05,04:29,2023-05-06,04:19,2023-05-06,
15,San Francisco,SFO,04:59,2023-05-06,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - DIVERTED [+],20:15,2023-05-05,21:27,2023-05-05,04:59,2023-05-06,06:31,2023-05-06,
16,San Diego,SAN,05:01,2023-05-06,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-05,20:20,2023-05-06,05:01,2023-05-06,05:02,2023-05-07,
17,Los Angeles,LAX,05:18,2023-05-06,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-05,20:37,2023-05-05,05:18,2023-05-06,04:52,2023-05-06,
18,Sacramento,SMF,05:38,2023-05-06,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-05,22:05,2023-05-06,05:38,2023-05-06,06:12,2023-05-07,
19,Denver,DEN,05:40,2023-05-06,"['B6294', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - Delayed [+],23:53,2023-05-05,23:43,2023-05-06,05:40,2023-05-06,05:37,2023-05-07,
20,Phoenix,PHX,05:40,2023-05-06,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-05,21:36,2023-05-05,05:40,2023-05-06,05:07,2023-05-06,
21,Seattle,SEA,05:43,2023-05-06,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:25,2023-05-05,21:54,2023-05-05,05:43,2023-05-06,06:29,2023-05-06,
22,Denver,DEN,05:58,2023-05-06,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-05,23:48,2023-05-05,05:58,2023-05-06,05:49,2023-05-06,
23,Salt Lake City,SLC,06:00,2023-05-06,"['DL999', 'KE3999', 'KL5565', 'LA6608']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines']",A,Landed - On-time [+],23:30,2023-05-05,23:24,2023-05-05,06:00,2023-05-06,05:47,2023-05-06,
