,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:10,2023-04-17,['WN268'],['Southwest Airlines'],B,Landed - On-time [+],21:00,2023-04-16,20:51,2023-04-16,00:10,2023-04-17,00:14,2023-04-17,
1,Seattle,SEA,00:10,2023-04-17,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],15:50,2023-04-16,16:57,2023-04-16,00:10,2023-04-17,01:15,2023-04-17,
2,Fort Myers,RSW,00:14,2023-04-17,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-16,22:41,2023-04-16,00:14,2023-04-17,01:31,2023-04-17,
3,New York,JFK,00:19,2023-04-17,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8244', 'HA2000', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],22:55,2023-04-16,22:51,2023-04-16,00:19,2023-04-17,23:57,2023-04-16,
4,West Palm Beach,PBI,00:19,2023-04-17,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-16,00:33,2023-04-17,00:19,2023-04-17,03:13,2023-04-17,
5,Miami,MIA,00:21,2023-04-17,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - Delayed [+],21:00,2023-04-16,21:09,2023-04-16,00:21,2023-04-17,00:54,2023-04-17,
6,Orlando,MCO,00:27,2023-04-17,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:30,2023-04-16,21:30,2023-04-16,00:27,2023-04-17,00:15,2023-04-17,
7,Nashville,BNA,00:30,2023-04-17,['WN3143'],['Southwest Airlines'],B,Landed - Delayed [+],21:05,2023-04-16,21:40,2023-04-16,00:30,2023-04-17,00:47,2023-04-17,
8,Fort Lauderdale,FLL,00:32,2023-04-17,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-16,23:57,2023-04-16,00:32,2023-04-17,03:08,2023-04-17,
9,Charlotte,CLT,00:34,2023-04-17,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:28,2023-04-16,22:36,2023-04-16,00:34,2023-04-17,00:31,2023-04-17,
10,Chicago,ORD,00:43,2023-04-17,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-04-16,21:28,2023-04-16,00:43,2023-04-17,00:38,2023-04-17,
11,Saint Louis,STL,00:45,2023-04-17,['WN931'],['Southwest Airlines'],B,Landed - Delayed [+],21:10,2023-04-16,23:57,2023-04-16,00:45,2023-04-17,03:21,2023-04-17,
12,Fort Lauderdale,FLL,00:56,2023-04-17,['NK616'],['Spirit Airlines'],B,Canceled [+],,,,,,,,,
13,Atlanta,ATL,00:59,2023-04-17,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:25,2023-04-16,23:24,2023-04-16,00:59,2023-04-17,01:43,2023-04-17,
14,Denver,DEN,01:05,2023-04-17,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:15,2023-04-16,19:24,2023-04-16,01:05,2023-04-17,01:09,2023-04-17,
15,New York,LGA,01:24,2023-04-17,['B68312'],['JetBlue Airways'],,Landed - Delayed [+],00:44,2023-04-17,01:40,2023-04-17,01:24,2023-04-17,02:13,2023-04-17,
16,Cincinnati,CVG,04:30,2023-04-17,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-04-17,02:23,2023-04-17,04:30,2023-04-17,03:59,2023-04-17,
17,San Diego,SAN,04:47,2023-04-17,['B62120'],['JetBlue Airways'],C,Landed - On-time [+],20:15,2023-04-16,20:13,2023-04-16,04:47,2023-04-17,04:39,2023-04-17,
18,San Francisco,SFO,04:57,2023-04-17,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-16,20:09,2023-04-16,04:57,2023-04-17,04:32,2023-04-17,
19,Salt Lake City,SLC,05:01,2023-04-17,['B6648'],['JetBlue Airways'],C,Landed - On-time [+],22:30,2023-04-16,22:28,2023-04-16,05:01,2023-04-17,04:50,2023-04-17,
20,Denver,DEN,05:10,2023-04-17,['B6394'],['JetBlue Airways'],C,Landed - On-time [+],23:23,2023-04-16,23:29,2023-04-16,05:10,2023-04-17,05:08,2023-04-17,
21,San Juan,SJU,05:30,2023-04-17,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],01:20,2023-04-17,03:51,2023-04-17,05:30,2023-04-17,07:55,2023-04-17,
22,Phoenix,PHX,05:36,2023-04-17,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-16,21:53,2023-04-16,05:36,2023-04-17,05:37,2023-04-17,
23,Denver,DEN,05:37,2023-04-17,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-16,23:34,2023-04-16,05:37,2023-04-17,05:17,2023-04-17,
24,Seattle,SEA,05:49,2023-04-17,['AS536'],['Alaska Airlines'],B,Landed - Delayed [+],21:35,2023-04-16,21:34,2023-04-16,05:49,2023-04-17,06:16,2023-04-17,
25,Phoenix,PHX,05:59,2023-04-17,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - On-time [+],22:10,2023-04-16,22:04,2023-04-16,05:59,2023-04-17,05:39,2023-04-17,
26,Salt Lake City,SLC,06:00,2023-04-17,"['DL999', 'KL5565', 'LA6608', 'VS4266']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],23:30,2023-04-16,23:51,2023-04-16,06:00,2023-04-17,06:23,2023-04-17,
27,Los Angeles,LAX,06:27,2023-04-17,"['DL675', 'AF8576', 'KE7395', 'LA6321', 'VS3062']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],21:50,2023-04-16,22:15,2023-04-16,06:27,2023-04-17,06:44,2023-04-17,
28,Las Vegas,LAS,06:33,2023-04-17,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-04-16,22:52,2023-04-16,06:33,2023-04-17,06:57,2023-04-17,
29,Buffalo,BUF,06:40,2023-04-17,['DL1211'],['Delta Air Lines'],A,Landed - On-time [+],05:03,2023-04-17,04:55,2023-04-17,06:40,2023-04-17,06:36,2023-04-17,
30,Rochester,ROC,06:40,2023-04-17,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-04-17,05:01,2023-04-17,06:40,2023-04-17,06:49,2023-04-17,
31,Boston,BOS,06:45,2023-04-17,['SK928'],['SAS Scandinavian Airlines'],3,Landed - DIVERTED [+],17:15,2023-04-16,17:07,2023-04-16,06:45,2023-04-17,21:37,2023-04-16,
32,San Diego,SAN,06:45,2023-04-17,['DL801'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-04-16,22:02,2023-04-16,06:45,2023-04-17,06:27,2023-04-17,
33,Los Angeles,LAX,06:52,2023-04-17,"['AA2453', 'B64139', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-04-16,22:21,2023-04-16,06:52,2023-04-17,06:42,2023-04-17,
34,Santiago,STI,07:10,2023-04-17,['B61924'],['JetBlue Airways'],E,Landed - Delayed [+],03:17,2023-04-17,03:55,2023-04-17,07:10,2023-04-17,07:41,2023-04-17,
35,Sao Paulo,GRU,07:14,2023-04-17,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],23:13,2023-04-16,23:50,2023-04-16,07:14,2023-04-17,07:44,2023-04-17,
36,New York,JFK,07:15,2023-04-17,"['DL5853', 'KE3954', 'KL6679', 'LA6307', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-04-17,05:55,2023-04-17,07:15,2023-04-17,07:00,2023-04-17,
37,New York,LGA,07:15,2023-04-17,"['DL5680', 'LA6295', 'WS7808']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],06:00,2023-04-17,05:57,2023-04-17,07:15,2023-04-17,07:14,2023-04-17,
38,Provincetown,PVC,07:15,2023-04-17,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-04-17,06:40,2023-04-17,07:15,2023-04-17,07:28,2023-04-17,Cessna (Light aircraft)
39,Philadelphia,PHL,07:16,2023-04-17,"['B61008', 'EI5203', 'HA2208', 'TP4259']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-04-17,05:53,2023-04-17,07:16,2023-04-17,07:09,2023-04-17,
40,Baltimore,BWI,07:20,2023-04-17,"['B6726', 'AA9136', 'EI5113', 'FI7857', 'HA2394', 'JL5499', 'TP4262']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-04-17,05:55,2023-04-17,07:20,2023-04-17,07:11,2023-04-17,
