,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-12,['WN951'],['Southwest Airlines'],B,Landed - Delayed [+],20:55,2023-05-11,21:28,2023-05-11,00:05,2023-05-12,00:25,2023-05-12,
1,Fort Myers,RSW,00:08,2023-05-12,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-11,23:00,2023-05-12,00:08,2023-05-12,01:54,2023-05-13,
2,San Francisco,SFO,00:09,2023-05-12,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-11,15:19,2023-05-11,00:09,2023-05-12,00:01,2023-05-12,
3,Orlando,MCO,00:17,2023-05-12,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-11,22:33,2023-05-12,00:17,2023-05-12,01:30,2023-05-13,
4,Miami,MIA,00:24,2023-05-12,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-11,21:14,2023-05-11,00:24,2023-05-12,00:24,2023-05-12,
5,Charlotte,CLT,00:44,2023-05-12,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:33,2023-05-11,22:51,2023-05-11,00:44,2023-05-12,00:58,2023-05-12,
6,Atlanta,ATL,00:51,2023-05-12,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-11,22:17,2023-05-11,00:51,2023-05-12,00:44,2023-05-12,
7,Chicago,ORD,01:00,2023-05-12,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-11,21:32,2023-05-11,01:00,2023-05-12,00:40,2023-05-12,
8,Denver,DEN,01:40,2023-05-12,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-11,21:08,2023-05-11,01:40,2023-05-12,02:56,2023-05-12,
9,Rome,FCO,04:04,2023-05-12,['VCG1YL'],['Catreus'],,En Route [+],02:07,2023-05-12,,,04:04,2023-05-12,,,
10,Louisville,SDF,04:26,2023-05-12,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-12,02:50,2023-05-12,04:26,2023-05-12,04:33,2023-05-12,
11,Las Vegas,LAS,04:29,2023-05-12,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-11,20:27,2023-05-11,04:29,2023-05-12,04:26,2023-05-12,
12,Philadelphia,PHL,04:29,2023-05-12,['5X1018'],['UPS'],,Landed - Delayed [+],03:36,2023-05-12,04:05,2023-05-12,04:29,2023-05-12,04:52,2023-05-12,
13,Newark,EWR,04:55,2023-05-12,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-12,04:36,2023-05-12,04:55,2023-05-12,05:09,2023-05-12,
14,San Francisco,SFO,04:59,2023-05-12,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],20:15,2023-05-11,20:36,2023-05-11,04:59,2023-05-12,05:24,2023-05-12,
15,San Diego,SAN,05:01,2023-05-12,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-11,20:31,2023-05-12,05:01,2023-05-12,04:43,2023-05-13,
16,Los Angeles,LAX,05:18,2023-05-12,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-11,20:37,2023-05-11,05:18,2023-05-12,05:04,2023-05-12,
17,Sacramento,SMF,05:38,2023-05-12,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-11,22:36,2023-05-12,05:38,2023-05-12,06:48,2023-05-13,
18,Denver,DEN,05:40,2023-05-12,"['B6294', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - On-time [+],23:53,2023-05-11,23:48,2023-05-11,05:40,2023-05-12,05:47,2023-05-12,
19,Phoenix,PHX,05:40,2023-05-12,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-11,21:44,2023-05-11,05:40,2023-05-12,05:28,2023-05-12,
20,Seattle,SEA,05:43,2023-05-12,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],21:25,2023-05-11,21:21,2023-05-11,05:43,2023-05-12,05:34,2023-05-12,
21,Louisville,SDF,05:45,2023-05-12,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-12,04:15,2023-05-12,05:45,2023-05-12,06:02,2023-05-12,
22,Denver,DEN,05:58,2023-05-12,['UA541'],['United Airlines'],B,Landed - Delayed [+],23:59,2023-05-11,00:53,2023-05-12,05:58,2023-05-12,06:36,2023-05-12,
23,Memphis,MEM,06:05,2023-05-12,['FX1406'],['FedEx'],,Landed - Delayed [+],02:36,2023-05-12,03:17,2023-05-12,06:05,2023-05-12,06:38,2023-05-12,
24,Indianapolis,IND,06:07,2023-05-12,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-05-12,05:03,2023-05-12,06:07,2023-05-12,06:45,2023-05-12,
25,Phoenix,PHX,06:07,2023-05-12,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:18,2023-05-11,23:06,2023-05-12,06:07,2023-05-12,06:45,2023-05-13,
26,San Jose,SJC,06:13,2023-05-12,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:39,2023-05-11,21:57,2023-05-12,06:13,2023-05-12,06:39,2023-05-13,
27,Salt Lake City,SLC,06:22,2023-05-12,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:45,2023-05-11,23:37,2023-05-11,06:22,2023-05-12,06:09,2023-05-12,
28,Las Vegas,LAS,06:23,2023-05-12,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:23,2023-05-11,22:13,2023-05-12,06:23,2023-05-12,06:04,2023-05-13,
29,Seattle,SEA,06:23,2023-05-12,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-11,22:34,2023-05-12,06:23,2023-05-12,06:49,2023-05-13,
30,Los Angeles,LAX,06:24,2023-05-12,"['DL675', 'KE7395', 'LA6326', 'VS3062']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:45,2023-05-11,21:50,2023-05-11,06:24,2023-05-12,06:14,2023-05-12,
31,Los Angeles,LAX,06:30,2023-05-12,"['B6622', 'AA9131', 'HA2184', 'TP4418']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],22:05,2023-05-11,21:59,2023-05-11,06:30,2023-05-12,06:39,2023-05-12,
32,Buffalo,BUF,06:40,2023-05-12,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:08,2023-05-12,05:02,2023-05-12,06:40,2023-05-12,06:29,2023-05-12,
33,Rochester,ROC,06:40,2023-05-12,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-12,05:07,2023-05-12,06:40,2023-05-12,06:34,2023-05-12,
34,Memphis,MEM,06:41,2023-05-12,['FX1473'],['FedEx'],,Landed - Delayed [+],03:12,2023-05-12,04:10,2023-05-12,06:41,2023-05-12,07:33,2023-05-12,
35,San Francisco,SFO,06:44,2023-05-12,"['DL926', 'LA6535', 'VS2372', 'WS7424']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],21:55,2023-05-11,22:02,2023-05-11,06:44,2023-05-12,06:39,2023-05-12,
36,San Diego,SAN,06:45,2023-05-12,['DL316'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-05-11,21:57,2023-05-11,06:45,2023-05-12,06:31,2023-05-12,
37,Portland,PDX,06:57,2023-05-12,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:38,2023-05-11,23:28,2023-05-12,06:57,2023-05-12,07:43,2023-05-13,
38,New York,LGA,07:10,2023-05-12,"['DL1632', 'WS6991']","['Delta Air Lines', 'WestJet']",A,Landed - On-time [+],06:00,2023-05-12,05:59,2023-05-12,07:10,2023-05-12,07:13,2023-05-12,
39,Newark,EWR,07:12,2023-05-12,"['B62180', 'AA9162', 'FI7992', 'HA2084', 'JL5479']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines']",C,Landed - On-time [+],06:00,2023-05-12,05:48,2023-05-12,07:12,2023-05-12,07:25,2023-05-12,
40,San Francisco,SFO,07:14,2023-05-12,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],22:35,2023-05-11,23:09,2023-05-11,07:14,2023-05-12,08:11,2023-05-12,
41,Provincetown,PVC,07:15,2023-05-12,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],06:45,2023-05-12,06:45,2023-05-12,07:15,2023-05-12,07:35,2023-05-12,Cessna (Light aircraft)
42,Rochester,ROC,07:18,2023-05-12,"['B6712', 'TP4275']","['JetBlue Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-12,05:50,2023-05-12,07:18,2023-05-12,07:00,2023-05-12,
43,Cincinnati,CVG,07:19,2023-05-12,['M6588'],['Amerijet International'],,Landed - Delayed [+],05:25,2023-05-12,06:02,2023-05-12,07:19,2023-05-12,07:45,2023-05-12,
44,New York,JFK,07:20,2023-05-12,"['DL5853', 'KE3954', 'KL6729', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-05-12,06:13,2023-05-12,07:20,2023-05-12,07:28,2023-05-12,
45,Rochester,ROC,07:21,2023-05-12,['FTH946'],['Mountain Aviation'],,Landed - On-time [+],06:20,2023-05-12,06:39,2023-05-12,07:21,2023-05-12,07:28,2023-05-12,
46,Philadelphia,PHL,07:22,2023-05-12,"['B6960', 'EI5203', 'HA2208', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:05,2023-05-12,06:04,2023-05-12,07:22,2023-05-12,07:21,2023-05-12,
47,Bar Harbor,BHB,07:25,2023-05-12,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:00,2023-05-12,06:00,2023-05-12,07:25,2023-05-12,07:35,2023-05-12,Cessna (Light aircraft)
48,Philadelphia,PHL,07:25,2023-05-12,"['DL5620', 'KE3318']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:03,2023-05-12,06:03,2023-05-12,07:25,2023-05-12,07:30,2023-05-12,
49,Los Angeles,LAX,07:26,2023-05-12,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],22:51,2023-05-11,22:51,2023-05-11,07:26,2023-05-12,07:07,2023-05-12,
50,Pittsburgh,PIT,07:32,2023-05-12,"['B61486', 'AA9365', 'EI5223', 'FI7836', 'HA2468', 'TP4356']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-12,05:51,2023-05-12,07:32,2023-05-12,07:26,2023-05-12,
51,Washington,DCA,07:37,2023-05-12,['DL5837'],['Delta Air Lines'],A,Landed - On-time [+],06:00,2023-05-12,05:53,2023-05-12,07:37,2023-05-12,07:32,2023-05-12,
52,Richmond,RIC,07:37,2023-05-12,"['B6382', 'AA9191', 'EI5239', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-12,05:51,2023-05-12,07:37,2023-05-12,07:21,2023-05-12,
53,San Francisco,SFO,07:38,2023-05-12,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - Delayed [+],22:55,2023-05-11,23:09,2023-05-11,07:38,2023-05-12,07:59,2023-05-12,
54,New York,JFK,07:41,2023-05-12,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'SQ1452', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-05-12,06:22,2023-05-12,07:41,2023-05-12,07:26,2023-05-12,
55,Washington,DCA,07:42,2023-05-12,"['AA2153', 'B64297']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],06:00,2023-05-12,07:29,2023-05-12,07:42,2023-05-12,08:56,2023-05-12,
56,Baltimore,BWI,07:45,2023-05-12,['WN1655'],['Southwest Airlines'],B,Landed - On-time [+],06:20,2023-05-12,06:18,2023-05-12,07:45,2023-05-12,07:36,2023-05-12,
57,Phoenix,PHX,07:45,2023-05-12,['DL667'],['Delta Air Lines'],A,Landed - On-time [+],23:39,2023-05-11,23:39,2023-05-11,07:45,2023-05-12,07:32,2023-05-12,
58,Pittsburgh,PIT,07:48,2023-05-12,"['DL5753', 'KE3310']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-12,05:51,2023-05-12,07:48,2023-05-12,07:41,2023-05-12,
59,Detroit,DTW,07:52,2023-05-12,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-12,05:55,2023-05-12,07:52,2023-05-12,07:49,2023-05-12,
