Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Dulles,IAD,10:05,2023-06-03,"['UA641', 'AV2022', 'CM1084', 'MS9313']","['United Airlines', 'Avianca', 'Copa Airlines', 'EgyptAir']",B,Landed - On-time [+],08:25,2023-06-03,08:21,2023-06-03,10:05,2023-06-03,10:08,2023-06-03,
Rockland,RKD,10:05,2023-06-03,"['9K1862', 'B65359']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:55,2023-06-03,08:45,2023-06-03,10:05,2023-06-03,10:05,2023-06-03,Tecnam P2012 Traveler
West Palm Beach,PBI,10:07,2023-06-03,"['B6222', 'EI5191', 'FI7980', 'HA2454', 'JL5877', 'TP4488']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:00,2023-06-03,06:50,2023-06-03,10:07,2023-06-03,09:48,2023-06-03,
Louisville,SDF,10:08,2023-06-03,"['AA4564', 'B64503']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:50,2023-06-03,07:46,2023-06-03,10:08,2023-06-03,10:18,2023-06-03,
Tampa,TPA,10:09,2023-06-03,"['DL1430', 'KE3905', 'VS4346']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:00,2023-06-03,06:58,2023-06-03,10:09,2023-06-03,09:46,2023-06-03,
Westchester County,HPN,10:10,2023-06-03,['EDG536'],['Jet Edge'],,Landed - Delayed [+],09:30,2023-06-03,10:45,2023-06-03,10:10,2023-06-03,11:21,2023-06-03,
Orlando,MCO,10:11,2023-06-03,"['DL1668', 'KE3991']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-03,07:05,2023-06-03,10:11,2023-06-03,09:59,2023-06-03,
Washington,DCA,10:15,2023-06-03,"['DL5837', 'KE3308', 'VS3406']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],08:30,2023-06-03,08:20,2023-06-03,10:15,2023-06-03,09:48,2023-06-03,
London,LHR,10:16,2023-06-03,['B61621'],['JetBlue Airways'],E,Landed - On-time [+],07:25,2023-06-03,07:18,2023-06-03,10:16,2023-06-03,09:52,2023-06-03,
Philadelphia,PHL,10:21,2023-06-03,"['DL5709', 'AF6801', 'AZ4283', 'KE3318', 'VS2380']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],08:50,2023-06-03,08:43,2023-06-03,10:21,2023-06-03,10:03,2023-06-03,
Nantucket,ACK,10:28,2023-06-03,"['9K5041', 'B65151']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],09:40,2023-06-03,09:35,2023-06-03,10:28,2023-06-03,10:21,2023-06-03,Cessna (Light aircraft)
Seoul,ICN,10:30,2023-06-03,"['KE91', 'DL7667']","['Korean Air', 'Delta Air Lines']",E,Landed - On-time [+],09:30,2023-06-03,09:21,2023-06-03,10:30,2023-06-03,09:22,2023-06-03,
Fort Lauderdale,FLL,10:33,2023-06-03,['NK610'],['Spirit Airlines'],B,Landed - On-time [+],07:20,2023-06-03,07:19,2023-06-03,10:33,2023-06-03,10:24,2023-06-03,
New York,LGA,10:33,2023-06-03,"['DL5832', 'KE3989', 'VS3278']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],09:00,2023-06-03,08:52,2023-06-03,10:33,2023-06-03,09:59,2023-06-03,
Columbus,CMH,10:40,2023-06-03,"['DL5688', 'AF2462', 'AZ4279', 'KE3984', 'VS3012']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],08:30,2023-06-03,08:32,2023-06-03,10:40,2023-06-03,10:32,2023-06-03,
Cincinnati,CVG,10:46,2023-06-03,"['DL2833', 'AZ3445', 'KE3985', 'VS4246']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Virgin Atlantic']",A,Landed - Delayed [+],08:30,2023-06-03,11:28,2023-06-03,10:46,2023-06-03,13:44,2023-06-03,
Washington,DCA,10:46,2023-06-03,"['AA2152', 'B64287', 'JL7609']","['American Airlines', 'JetBlue Airways', 'JAL Japan Airlines']",B,Landed - On-time [+],09:00,2023-06-03,08:53,2023-06-03,10:46,2023-06-03,10:35,2023-06-03,
Newark,EWR,10:51,2023-06-03,['UA1297'],['United Airlines'],B,Landed - On-time [+],09:29,2023-06-03,09:27,2023-06-03,10:51,2023-06-03,10:28,2023-06-03,
Philadelphia,PHL,10:53,2023-06-03,"['B6360', 'EI5207', 'FI7852', 'HA2156', 'QR3933', 'TP4259']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-03,09:20,2023-06-03,10:53,2023-06-03,10:28,2023-06-03,
Minneapolis,MSP,10:55,2023-06-03,"['DL1252', 'KE3495']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:05,2023-06-03,07:05,2023-06-03,10:55,2023-06-03,10:56,2023-06-03,
Chicago,ORD,10:56,2023-06-03,"['UA1803', 'NZ2083']","['United Airlines', 'Air New Zealand']",B,Landed - On-time [+],07:34,2023-06-03,07:30,2023-06-03,10:56,2023-06-03,10:58,2023-06-03,
Philadelphia,PHL,10:59,2023-06-03,['F93162'],['Frontier Airlines'],E,Landed - Delayed [+],09:34,2023-06-03,10:27,2023-06-03,10:59,2023-06-03,11:41,2023-06-03,
Raleigh/Durham,RDU,11:01,2023-06-03,"['DL2999', 'KE3997', 'VS4280']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],09:00,2023-06-03,09:04,2023-06-03,11:01,2023-06-03,10:58,2023-06-03,
Washington,DCA,11:05,2023-06-03,"['B61954', 'AA9494', 'FI7924', 'HA2410', 'QR3822', 'TP4476']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:30,2023-06-03,09:49,2023-06-03,11:05,2023-06-03,11:12,2023-06-03,
Provincetown,PVC,11:05,2023-06-03,"['9K2021', 'B65150']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],10:35,2023-06-03,10:05,2023-06-03,11:05,2023-06-03,10:35,2023-06-03,Cessna (Light aircraft)
Atlanta,ATL,11:08,2023-06-03,"['DL849', 'AR7094', 'KE3146', 'LA6313', 'WS6362']","['Delta Air Lines', 'Aerolineas Argentinas', 'Korean Air', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],08:30,2023-06-03,08:29,2023-06-03,11:08,2023-06-03,11:00,2023-06-03,
Cincinnati,CVG,11:12,2023-06-03,"['AA4104', 'B64534', 'IB4713']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - Delayed [+],09:02,2023-06-03,09:41,2023-06-03,11:12,2023-06-03,12:11,2023-06-03,
Memphis,MEM,11:14,2023-06-03,"['AA4522', 'B64628']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:15,2023-06-03,07:07,2023-06-03,11:14,2023-06-03,11:16,2023-06-03,
New York,JFK,11:24,2023-06-03,"['DL5606', 'AZ3199', 'KE3942', 'KQ7058', 'LA6177']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Kenya Airways', 'LATAM Airlines']",A,Landed - On-time [+],10:00,2023-06-03,09:55,2023-06-03,11:24,2023-06-03,11:26,2023-06-03,
Martha's Vineyard,MVY,11:25,2023-06-03,"['9K3001', 'B65192']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],10:45,2023-06-03,11:35,2023-06-03,11:25,2023-06-03,12:15,2023-06-03,Cessna (Light aircraft)
Toronto,YTZ,11:25,2023-06-03,['PD2939'],['Porter Airlines Canada'],E,Landed - On-time [+],09:50,2023-06-03,09:57,2023-06-03,11:25,2023-06-03,11:35,2023-06-03,
Nantucket,ACK,11:26,2023-06-03,"['B61151', 'QR3813', 'TP4494']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:35,2023-06-03,10:18,2023-06-03,11:26,2023-06-03,11:02,2023-06-03,
Chicago,ORD,11:28,2023-06-03,"['DL1495', 'KE3498', 'VS1860']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],08:00,2023-06-03,07:54,2023-06-03,11:28,2023-06-03,11:20,2023-06-03,
New York,JFK,11:38,2023-06-03,['AA9783'],['American Airlines'],B,Landed - Delayed [+],10:30,2023-06-03,10:56,2023-06-03,11:38,2023-06-03,12:21,2023-06-03,
New York,JFK,11:40,2023-06-03,"['B62718', 'AA9503', 'EI5016', 'QR3831']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Qatar Airways']",C,Landed - On-time [+],10:30,2023-06-03,10:29,2023-06-03,11:40,2023-06-03,11:47,2023-06-03,
Chicago,ORD,11:40,2023-06-03,"['AA3710', 'AS4485', 'B64865', 'IB4727']","['American Airlines', 'Alaska Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - On-time [+],08:15,2023-06-03,08:11,2023-06-03,11:40,2023-06-03,11:36,2023-06-03,
Cleveland,CLE,11:43,2023-06-03,"['DL5682', 'KE3302', 'VS3027']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - Delayed [+],09:45,2023-06-03,11:06,2023-06-03,11:43,2023-06-03,12:54,2023-06-03,
Saint Louis,STL,11:50,2023-06-03,['WN3097'],['Southwest Airlines'],B,Landed - On-time [+],08:20,2023-06-03,08:18,2023-06-03,11:50,2023-06-03,12:04,2023-06-03,
Nantucket,ACK,11:51,2023-06-03,"['9K5281', 'B65354']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],11:03,2023-06-03,10:47,2023-06-03,11:51,2023-06-03,11:35,2023-06-03,Cessna (Light aircraft)
Kansas City,MCI,11:53,2023-06-03,"['DL1640', 'AF2318', 'KE3990', 'VS3554']","['Delta Air Lines', 'Air France', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:50,2023-06-03,07:46,2023-06-03,11:53,2023-06-03,11:50,2023-06-03,
Charleston,CHS,11:54,2023-06-03,"['B6450', 'EI5117', 'HA2400', 'QR3837', 'TP4446']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:39,2023-06-03,09:24,2023-06-03,11:54,2023-06-03,11:31,2023-06-03,
Reykjavik,KEF,11:55,2023-06-03,"['FI635', 'B65635']","['Icelandair', 'JetBlue Airways']",E,Landed - On-time [+],10:20,2023-06-03,10:49,2023-06-03,11:55,2023-06-03,12:08,2023-06-03,
Massena,MSS,11:55,2023-06-03,['4B863'],['Boutique Air'],B,Landed - Delayed [+],10:45,2023-06-03,12:46,2023-06-03,11:55,2023-06-03,14:07,2023-06-03,
Milwaukee,MKE,11:56,2023-06-03,"['DL3503', 'KE3992', 'VS2872']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],08:35,2023-06-03,08:39,2023-06-03,11:56,2023-06-03,12:09,2023-06-03,
Dallas,DFW,12:00,2023-06-03,['AA2297'],['American Airlines'],B,Landed - On-time [+],07:12,2023-06-03,07:05,2023-06-03,12:00,2023-06-03,11:52,2023-06-03,
Detroit,DTW,12:00,2023-06-03,"['DL2648', 'AZ3221', 'KE3383', 'VS4262', 'WS8108']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],10:05,2023-06-03,10:17,2023-06-03,12:00,2023-06-03,12:18,2023-06-03,
Washington,DCA,12:02,2023-06-03,"['B6654', 'AA9478', 'HA2406', 'QR3821', 'TP4276']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:30,2023-06-03,10:15,2023-06-03,12:02,2023-06-03,11:41,2023-06-03,
Philadelphia,PHL,12:04,2023-06-03,"['AA1439', 'IB4735', 'JL7613']","['American Airlines', 'Iberia', 'JAL Japan Airlines']",B,Landed - On-time [+],10:37,2023-06-03,10:37,2023-06-03,12:04,2023-06-03,11:47,2023-06-03,
Augusta,AUG,12:05,2023-06-03,"['9K1002', 'B65112']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],10:55,2023-06-03,12:15,2023-06-03,12:05,2023-06-03,13:25,2023-06-03,Tecnam P2012 Traveler
Savannah,SAV,12:10,2023-06-03,"['B61122', 'HA2476', 'QR3912', 'TP4414']","['JetBlue Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],09:45,2023-06-03,12:30,2023-06-03,12:10,2023-06-03,14:48,2023-06-03,
Ottawa,YOW,12:15,2023-06-03,['PD2341'],['Porter Airlines Canada'],E,Landed - Delayed [+],11:05,2023-06-03,11:45,2023-06-03,12:15,2023-06-03,13:01,2023-06-03,
Richmond,RIC,12:18,2023-06-03,"['B61182', 'AA9362', 'EI5235', 'FI7884', 'QR3954', 'TP4368']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-03,10:27,2023-06-03,12:18,2023-06-03,11:54,2023-06-03,
Rockland,RKD,12:20,2023-06-03,"['9K1854', 'B65162']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],11:10,2023-06-03,11:27,2023-06-03,12:20,2023-06-03,12:48,2023-06-03,Tecnam P2012 Traveler
Worcester,ORH,12:25,2023-06-03,['B68358'],['JetBlue Airways'],,Landed - Delayed [+],12:00,2023-06-03,12:09,2023-06-03,12:25,2023-06-03,12:48,2023-06-03,
Brunswick,NHZ,12:26,2023-06-03,['1I575'],['NetJets Aviation'],,Landed - On-time [+],11:42,2023-06-03,11:32,2023-06-03,12:26,2023-06-03,12:07,2023-06-03,
Bermuda,BDA,12:27,2023-06-03,"['B6204', 'QR3801']","['JetBlue Airways', 'Qatar Airways']",C,Canceled [+],11:03,2023-06-03,,,12:27,2023-06-03,,,
London,LHR,12:30,2023-06-03,"['DL59', 'AF3610', 'KL6187', 'VS4011']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],09:55,2023-06-03,10:01,2023-06-03,12:30,2023-06-03,12:26,2023-06-03,
Martha's Vineyard,MVY,12:30,2023-06-03,"['9K3021', 'B65964']","['Cape Air', 'JetBlue Airways']",C,En Route [+],11:50,2023-06-03,,,12:30,2023-06-03,,,Cessna (Light aircraft)
Newark,EWR,12:40,2023-06-03,"['B6180', 'AA9119', 'FI7992', 'HA2424', 'QR3905', 'SQ1540', 'TP4286']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],11:30,2023-06-03,12:44,2023-06-03,12:40,2023-06-03,13:46,2023-06-03,
Atlanta,ATL,12:41,2023-06-03,"['DL855', 'AR7036', 'LA6319', 'WS6529']","['Delta Air Lines', 'Aerolineas Argentinas', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],10:00,2023-06-03,10:00,2023-06-03,12:41,2023-06-03,12:28,2023-06-03,
Fort Lauderdale,FLL,12:41,2023-06-03,"['B6690', 'AD7412', 'EI5147', 'FI7930', 'HA2432', 'QR3872', 'TP4265']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],09:25,2023-06-03,09:33,2023-06-03,12:41,2023-06-03,12:38,2023-06-03,
Rome,FCO,12:42,2023-06-03,['ITY614'],['ITA Airways'],,Landed - On-time [+],10:12,2023-06-03,10:20,2023-06-03,12:42,2023-06-03,12:34,2023-06-03,
Raleigh/Durham,RDU,12:43,2023-06-03,"['B6484', 'AA9485', 'EI5227', 'FI7820', 'HA2160', 'QR4141', 'TP4362']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],10:45,2023-06-03,10:46,2023-06-03,12:43,2023-06-03,12:39,2023-06-03,
Houston,IAH,12:45,2023-06-03,"['UA2394', 'AD7030', 'NZ6394', 'SK6704']","['United Airlines', 'Azul', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],07:49,2023-06-03,07:44,2023-06-03,12:45,2023-06-03,12:26,2023-06-03,
Atlanta,ATL,12:55,2023-06-03,['NK1444'],['Spirit Airlines'],B,Landed - Delayed [+],10:25,2023-06-03,11:01,2023-06-03,12:55,2023-06-03,13:28,2023-06-03,
Atlanta,ATL,13:03,2023-06-03,"['B6896', 'AA9111', 'EI5370', 'FI7902', 'HA2390', 'QR3812', 'TP4460']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],10:24,2023-06-03,12:03,2023-06-03,13:03,2023-06-03,14:35,2023-06-03,
Washington,DCA,13:04,2023-06-03,"['B6554', 'AA9523', 'FI7826', 'QR3934', 'TP4278']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:30,2023-06-03,11:30,2023-06-03,13:04,2023-06-03,12:57,2023-06-03,
Halifax,YHZ,13:04,2023-06-03,"['AA4345', 'B64654']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],12:21,2023-06-03,12:23,2023-06-03,13:04,2023-06-03,13:00,2023-06-03,
Buffalo,BUF,13:05,2023-06-03,"['B61144', 'AA9106', 'EI5101', 'FI7914', 'HA2140', 'QR3845', 'TP4459']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],11:46,2023-06-03,11:47,2023-06-03,13:05,2023-06-03,13:12,2023-06-03,
Lebanon,LEB,13:08,2023-06-03,"['9K1876', 'B65171']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:13,2023-06-03,12:25,2023-06-03,13:08,2023-06-03,13:22,2023-06-03,Tecnam P2012 Traveler
Detroit,DTW,13:10,2023-06-03,"['B62036', 'AA9161', 'EI5309', 'FI7846', 'HA2418', 'QR3804', 'TP4466']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],11:18,2023-06-03,11:39,2023-06-03,13:10,2023-06-03,13:29,2023-06-03,
New York,LGA,13:10,2023-06-03,['B68432'],['JetBlue Airways'],,Landed - On-time [+],12:30,2023-06-03,12:14,2023-06-03,13:10,2023-06-03,13:12,2023-06-03,
Teterboro,TEB,13:11,2023-06-03,['1I833'],['NetJets Aviation'],,Landed - On-time [+],12:15,2023-06-03,12:24,2023-06-03,13:11,2023-06-03,12:52,2023-06-03,
Newark,EWR,13:16,2023-06-03,['UA721'],['United Airlines'],B,Landed - On-time [+],11:59,2023-06-03,12:00,2023-06-03,13:16,2023-06-03,13:05,2023-06-03,
New York,JFK,13:24,2023-06-03,"['AA4363', 'AT5115', 'B64669', 'G36180', 'QF4645', 'QR2595']","['American Airlines', 'Royal Air Maroc', 'JetBlue Airways', 'Gol', 'Qantas', 'Qatar Airways']",B,Landed - On-time [+],12:10,2023-06-03,12:00,2023-06-03,13:24,2023-06-03,13:12,2023-06-03,
Bar Harbor,BHB,13:25,2023-06-03,"['9K1834', 'B65158']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],12:00,2023-06-03,12:08,2023-06-03,13:25,2023-06-03,13:35,2023-06-03,Cessna (Light aircraft)
Paris,CDG,13:25,2023-06-03,"['DL225', 'AF3616', 'KL6170', 'VS3988']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - On-time [+],11:20,2023-06-03,11:28,2023-06-03,13:25,2023-06-03,12:49,2023-06-03,
Rutland,RUT,13:25,2023-06-03,"['9K60', 'B65102']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],12:20,2023-06-03,13:36,2023-06-03,13:25,2023-06-03,14:57,2023-06-03,Tecnam P2012 Traveler
Minneapolis,MSP,13:28,2023-06-03,"['B61114', 'AA9133', 'EI5382', 'QR3901', 'TP4334']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],09:45,2023-06-03,10:29,2023-06-03,13:28,2023-06-03,14:23,2023-06-03,
Amsterdam,AMS,13:30,2023-06-03,"['DL259', 'AF8983', 'KL6017', 'VS3952']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",E,Landed - Delayed [+],11:30,2023-06-03,13:15,2023-06-03,13:30,2023-06-03,15:18,2023-06-03,
Charlotte,CLT,13:30,2023-06-03,['DL5741'],['Delta Air Lines'],A,Landed - On-time [+],11:05,2023-06-03,11:01,2023-06-03,13:30,2023-06-03,13:09,2023-06-03,
Rome,FCO,13:35,2023-06-03,"['AZ614', 'EY2829']","['ITA Airways', 'Etihad Airways']",E,Landed - On-time [+],10:15,2023-06-03,10:18,2023-06-03,13:35,2023-06-03,12:44,2023-06-03,Airbus A330
Atlanta,ATL,13:38,2023-06-03,"['DL375', 'LA6312', 'WS7633']","['Delta Air Lines', 'LATAM Airlines', 'WestJet']",A,Landed - On-time [+],11:00,2023-06-03,10:57,2023-06-03,13:38,2023-06-03,13:25,2023-06-03,
Dublin,DUB,13:39,2023-06-03,['EI13J'],['Aer Lingus'],,Landed - On-time [+],12:12,2023-06-03,12:20,2023-06-03,13:39,2023-06-03,13:46,2023-06-03,
Charlotte,CLT,13:40,2023-06-03,"['AA1443', 'IB4723']","['American Airlines', 'Iberia']",B,Landed - On-time [+],11:27,2023-06-03,11:19,2023-06-03,13:40,2023-06-03,13:18,2023-06-03,
Augusta,AUG,13:45,2023-06-03,"['9K1004', 'B65138']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],12:35,2023-06-03,12:35,2023-06-03,13:45,2023-06-03,14:00,2023-06-03,Tecnam P2012 Traveler
Baltimore,BWI,13:45,2023-06-03,['WN430'],['Southwest Airlines'],B,Landed - On-time [+],12:20,2023-06-03,12:15,2023-06-03,13:45,2023-06-03,13:38,2023-06-03,
Martha's Vineyard,MVY,13:45,2023-06-03,"['9K3061', 'B65186']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],13:05,2023-06-03,15:25,2023-06-03,13:45,2023-06-03,16:25,2023-06-03,Cessna (Light aircraft)
Dubai,DXB,13:46,2023-06-03,['EK74A'],['Emirates'],,Landed - On-time [+],08:22,2023-06-03,08:30,2023-06-03,13:46,2023-06-03,13:52,2023-06-03,
Toronto,YYZ,13:46,2023-06-03,"['AC768', 'SK3896', 'UA8645']","['Air Canada', 'SAS Scandinavian Airlines', 'United Airlines']",B,Landed - Delayed [+],12:15,2023-06-03,13:56,2023-06-03,13:46,2023-06-03,15:45,2023-06-03,
Dallas,DFW,13:47,2023-06-03,"['AA1285', 'G36141', 'QF4317']","['American Airlines', 'Gol', 'Qantas']",B,Landed - On-time [+],09:00,2023-06-03,09:01,2023-06-03,13:47,2023-06-03,13:40,2023-06-03,
Lisbon,LIS,13:47,2023-06-03,['TP217C'],['TAP Air Portugal'],,Landed - On-time [+],11:43,2023-06-03,11:51,2023-06-03,13:47,2023-06-03,13:56,2023-06-03,
Memphis,MEM,13:49,2023-06-03,"['DL5610', 'AF8665']","['Delta Air Lines', 'Air France']",A,Landed - Delayed [+],09:40,2023-06-03,10:52,2023-06-03,13:49,2023-06-03,14:51,2023-06-03,
Dublin,DUB,13:50,2023-06-03,"['EI133', 'B66833', 'BA6139']","['Aer Lingus', 'JetBlue Airways', 'British Airways']",C,En Route [+],11:45,2023-06-03,,,13:50,2023-06-03,,,Airbus A330-300
Cleveland,CLE,13:52,2023-06-03,"['B62040', 'AA9408', 'EI5363', 'FI7824', 'HA2402', 'QR3893', 'TP4270']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],12:07,2023-06-03,12:06,2023-06-03,13:52,2023-06-03,13:57,2023-06-03,
Fort Lauderdale,FLL,13:53,2023-06-03,"['DL862', 'AF2247', 'KE3986', 'KL6647', 'VS2327']","['Delta Air Lines', 'Air France', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],10:34,2023-06-03,10:40,2023-06-03,13:53,2023-06-03,13:43,2023-06-03,
Baltimore,BWI,13:54,2023-06-03,"['B6526', 'AA9139', 'EI5111', 'FI7920', 'HA2142', 'QR3879', 'TP4264']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],12:30,2023-06-03,16:04,2023-06-03,13:54,2023-06-03,17:28,2023-06-03,
Austin,AUS,13:55,2023-06-03,"['DL1502', 'AF2312', 'KE3320', 'KL7675', 'VS3429']","['Delta Air Lines', 'Air France', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],08:50,2023-06-03,11:10,2023-06-03,13:55,2023-06-03,16:31,2023-06-03,
Denver,DEN,13:55,2023-06-03,['UA361'],['United Airlines'],B,Landed - On-time [+],07:50,2023-06-03,07:56,2023-06-03,13:55,2023-06-03,14:05,2023-06-03,
Cleveland,CLE,13:58,2023-06-03,"['DL5816', 'KL7355', 'VS2273']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],12:00,2023-06-03,11:54,2023-06-03,13:58,2023-06-03,13:50,2023-06-03,
Rome,FCO,13:58,2023-06-03,"['DL113', 'AF3572', 'AZ7608', 'KL6062']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines']",E,Landed - On-time [+],10:30,2023-06-03,11:04,2023-06-03,13:58,2023-06-03,13:47,2023-06-03,
Washington,DCA,13:59,2023-06-03,"['DL5807', 'KL6245', 'VS3335', 'WS6644']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],12:00,2023-06-03,11:50,2023-06-03,13:59,2023-06-03,13:21,2023-06-03,
Santiago,STI,13:59,2023-06-03,"['B6810', 'QR3927']","['JetBlue Airways', 'Qatar Airways']",E,Landed - Delayed [+],09:53,2023-06-03,10:44,2023-06-03,13:59,2023-06-03,14:45,2023-06-03,
Raleigh/Durham,RDU,14:01,2023-06-03,"['DL545', 'AF2428', 'AZ3308', 'KL6689', 'VS4204', 'WS6407']","['Delta Air Lines', 'Air France', 'ITA Airways', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],12:00,2023-06-03,13:27,2023-06-03,14:01,2023-06-03,15:30,2023-06-03,
Nassau,NAS,14:02,2023-06-03,"['B6910', 'QR4137']","['JetBlue Airways', 'Qatar Airways']",C,Landed - On-time [+],10:40,2023-06-03,10:38,2023-06-03,14:02,2023-06-03,14:12,2023-06-03,
