Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-07-05,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],17:24,2023-07-04,17:17,2023-07-04,actual,00:03,2023-07-05,23:39,2023-07-04,actual,
Miami,MIA,00:06,2023-07-05,"['B61720', 'QR4188', 'TP4510']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],20:45,2023-07-04,22:44,2023-07-04,actual,00:06,2023-07-05,01:41,2023-07-05,actual,
Seattle,SEA,00:20,2023-07-05,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],15:55,2023-07-04,15:56,2023-07-04,actual,00:20,2023-07-05,00:08,2023-07-05,actual,
Chicago,MDW,00:25,2023-07-05,['WN1905'],['Southwest Airlines'],B,Landed - On-time [+],21:10,2023-07-04,21:20,2023-07-04,actual,00:25,2023-07-05,00:27,2023-07-05,actual,
Miami,MIA,00:25,2023-07-05,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - On-time [+],21:03,2023-07-04,20:54,2023-07-04,actual,00:25,2023-07-05,00:00,2023-07-05,actual,
Fort Lauderdale,FLL,00:30,2023-07-05,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:14,2023-07-04,22:47,2023-07-04,actual,00:30,2023-07-05,01:41,2023-07-05,actual,
Atlanta,ATL,01:13,2023-07-05,"['DL865', 'AM4188', 'AZ3381', 'KE3682', 'KL5111', 'LA5053', 'VS3634', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:31,2023-07-04,22:28,2023-07-04,actual,01:13,2023-07-05,00:51,2023-07-05,actual,
New York,JFK,02:08,2023-07-05,['B68318'],['JetBlue Airways'],,Landed - Delayed [+],01:26,2023-07-05,01:50,2023-07-05,actual,02:08,2023-07-05,02:47,2023-07-05,actual,
San Jose,SJC,03:52,2023-07-05,['EDG546'],['Jet Edge'],,Landed - Delayed [+],19:30,2023-07-04,20:11,2023-07-04,actual,03:52,2023-07-05,04:12,2023-07-05,actual,
San Diego,SAN,04:39,2023-07-05,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - On-time [+],20:10,2023-07-04,19:56,2023-07-04,actual,04:39,2023-07-05,04:35,2023-07-05,actual,
Vancouver,YVR,04:48,2023-07-05,"['AC532', 'UA8609']","['Air Canada', 'United Airlines']",B,Landed - On-time [+],20:25,2023-07-04,20:20,2023-07-04,actual,04:48,2023-07-05,04:39,2023-07-05,actual,
Denver,DEN,05:00,2023-07-05,['B6594'],['JetBlue Airways'],C,Landed - Delayed [+],23:10,2023-07-04,23:47,2023-07-04,actual,05:00,2023-07-05,05:30,2023-07-05,actual,
