Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Austin,AUS,00:09,2024-01-31,['B61238'],['JetBlue Airways'],C,Landed - Delayed [+],19:15,2024-01-30,19:57,2024-01-30,actual,00:09,2024-01-31,00:51,2024-01-31,actual,Airbus A220-300 Passenger
Dallas,DFW,00:15,2024-01-31,['DL315'],['Delta Air Lines'],A,Landed - On-time [+],19:41,2024-01-30,19:50,2024-01-30,actual,00:15,2024-01-31,00:29,2024-01-31,actual,Airbus A220-100 Passenger
Miami,MIA,00:20,2024-01-31,['AA1054'],['American Airlines'],B,Landed - Delayed [+],21:00,2024-01-30,22:02,2024-01-30,actual,00:20,2024-01-31,00:49,2024-01-31,actual,Boeing 737-800 Passenger
Fort Lauderdale,FLL,00:35,2024-01-31,['B6170'],['JetBlue Airways'],C,Landed - On-time [+],21:26,2024-01-30,21:26,2024-01-30,actual,00:35,2024-01-31,00:23,2024-01-31,actual,Airbus A321neo
Atlanta,ATL,00:58,2024-01-31,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,2024-01-30,22:23,2024-01-30,actual,00:58,2024-01-31,00:41,2024-01-31,actual,Airbus A321neo
Philadelphia,PHL,04:16,2024-01-31,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2024-01-31,03:26,2024-01-31,actual,04:16,2024-01-31,04:09,2024-01-31,actual,Boeing 767-300 Passenger
Louisville,SDF,04:20,2024-01-31,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2024-01-31,02:41,2024-01-31,actual,04:20,2024-01-31,04:31,2024-01-31,actual,Boeing 767-300 Passenger
Newark,EWR,04:54,2024-01-31,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2024-01-31,03:59,2024-01-31,actual,04:54,2024-01-31,04:35,2024-01-31,actual,Boeing 757-200 Passenger
Phoenix,PHX,05:00,2024-01-31,['B61302'],['JetBlue Airways'],C,Landed - Delayed [+],22:25,2024-01-30,22:27,2024-01-30,actual,05:00,2024-01-31,05:19,2024-01-31,actual,Airbus A320
San Juan,SJU,05:03,2024-01-31,['B6562'],['JetBlue Airways'],C,Landed - On-time [+],01:49,2024-01-31,01:35,2024-01-31,actual,05:03,2024-01-31,04:33,2024-01-31,actual,Airbus A320
Louisville,SDF,05:39,2024-01-31,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2024-01-31,04:19,2024-01-31,actual,05:39,2024-01-31,06:07,2024-01-31,actual,Boeing 767-300 Passenger
Phoenix,PHX,05:48,2024-01-31,['AA2701'],['American Airlines'],B,Landed - On-time [+],23:01,2024-01-30,22:50,2024-01-30,actual,05:48,2024-01-31,05:52,2024-01-31,actual,Airbus A321neo
Las Vegas,LAS,05:51,2024-01-31,['DL484'],['Delta Air Lines'],A,Landed - On-time [+],21:45,2024-01-30,21:34,2024-01-30,actual,05:51,2024-01-31,05:54,2024-01-31,actual,Airbus A321neo
