Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Miami,MIA,00:20,2023-10-31,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:00,2023-10-30,21:19,2023-10-30,actual,00:20,2023-10-31,00:12,2023-10-31,actual,Boeing 737MAX 8 Passenger
Denver,DEN,00:30,2023-10-31,['WN2036'],['Southwest Airlines'],B,Landed - On-time [+],18:40,2023-10-30,18:52,2023-10-30,actual,00:30,2023-10-31,00:12,2023-10-31,actual,Boeing 737 Passenger
Orlando,MCO,00:34,2023-10-31,['NK2085'],['Spirit Airlines'],B,Landed - Delayed [+],21:30,2023-10-30,22:29,2023-10-30,actual,00:34,2023-10-31,01:04,2023-10-31,actual,Airbus A320neo
Dallas,DFW,00:39,2023-10-31,['DL1347'],['Delta Air Lines'],A,Landed - On-time [+],19:56,2023-10-30,19:55,2023-10-30,actual,00:39,2023-10-31,00:08,2023-10-31,actual,Airbus A220-300 Passenger
Chicago,MDW,00:40,2023-10-31,['WN3052'],['Southwest Airlines'],B,Landed - On-time [+],21:30,2023-10-30,21:18,2023-10-30,actual,00:40,2023-10-31,00:15,2023-10-31,actual,Boeing 737-800 Passenger
Fort Lauderdale,FLL,00:44,2023-10-31,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:39,2023-10-30,00:00,2023-10-31,actual,00:44,2023-10-31,02:41,2023-10-31,actual,Airbus A220-300 Passenger
Orlando,MCO,00:47,2023-10-31,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:55,2023-10-30,22:16,2023-10-30,actual,00:47,2023-10-31,00:48,2023-10-31,actual,Airbus A320
New York,JFK,00:54,2023-10-31,"['B61618', 'AT9512', 'EI5014', 'QR3899']","['JetBlue Airways', 'Royal Air Maroc', 'Aer Lingus', 'Qatar Airways']",C,Landed - On-time [+],23:40,2023-10-30,23:39,2023-10-30,actual,00:54,2023-10-31,00:41,2023-10-31,actual,Airbus A220-300 Passenger
Atlanta,ATL,01:06,2023-10-31,"['DL865', 'AM4188', 'KE3682', 'KL6648', 'LA5738', 'VS4220', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:35,2023-10-30,22:33,2023-10-30,actual,01:06,2023-10-31,00:41,2023-10-31,actual,Airbus A319
Las Vegas,LAS,01:07,2023-10-31,"['B6178', 'HA2332']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],17:00,2023-10-30,17:49,2023-10-30,actual,01:07,2023-10-31,01:21,2023-10-31,actual,Airbus A220-300 Passenger
Philadelphia,PHL,04:16,2023-10-31,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2023-10-31,03:26,2023-10-31,actual,04:16,2023-10-31,04:07,2023-10-31,actual,Boeing 767-300 Passenger
