,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-04-28,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-04-27,21:01,2023-04-27,00:05,2023-04-28,00:13,2023-04-28,
1,Tampa,TPA,00:08,2023-04-28,['DL1439'],['Delta Air Lines'],A,Landed - Delayed [+],21:04,2023-04-27,11:23,2023-04-28,00:08,2023-04-28,14:18,2023-04-28,
2,Seattle,SEA,00:10,2023-04-28,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],15:50,2023-04-27,15:50,2023-04-27,00:10,2023-04-28,00:22,2023-04-28,
3,New York,LGA,00:12,2023-04-28,['LXJ432'],['Flexjet'],,Landed - Delayed [+],23:28,2023-04-27,00:18,2023-04-28,00:12,2023-04-28,01:00,2023-04-28,
4,Fort Myers,RSW,00:14,2023-04-28,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-27,21:01,2023-04-28,00:14,2023-04-28,00:00,2023-04-29,
5,New York,JFK,00:19,2023-04-28,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'LY8607', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],22:55,2023-04-27,23:16,2023-04-28,00:19,2023-04-28,00:29,2023-04-29,
6,West Palm Beach,PBI,00:19,2023-04-28,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-27,13:16,2023-04-28,00:19,2023-04-28,16:16,2023-04-28,
7,Miami,MIA,00:21,2023-04-28,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-04-27,21:09,2023-04-27,00:21,2023-04-28,00:26,2023-04-28,
8,Orlando,MCO,00:27,2023-04-28,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-27,21:38,2023-04-28,00:27,2023-04-28,00:22,2023-04-29,
9,Fort Lauderdale,FLL,00:32,2023-04-28,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-27,22:19,2023-04-28,00:32,2023-04-28,01:16,2023-04-29,
10,Charlotte,CLT,00:34,2023-04-28,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:28,2023-04-27,23:51,2023-04-27,00:34,2023-04-28,01:49,2023-04-28,
11,Chicago,ORD,00:43,2023-04-28,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-04-27,21:39,2023-04-27,00:43,2023-04-28,00:43,2023-04-28,
12,Fort Lauderdale,FLL,00:56,2023-04-28,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-04-27,00:40,2023-04-28,00:56,2023-04-28,03:37,2023-04-28,
13,Atlanta,ATL,00:59,2023-04-28,"['DL865', 'AM3183', 'KE3682', 'KL5111', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-04-27,22:24,2023-04-27,00:59,2023-04-28,00:33,2023-04-28,
14,Denver,DEN,01:40,2023-04-28,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-04-27,20:05,2023-04-27,01:40,2023-04-28,02:07,2023-04-28,
15,Louisville,SDF,04:26,2023-04-28,['5X1016'],['UPS'],,Landed - Delayed [+],02:35,2023-04-28,03:39,2023-04-28,04:26,2023-04-28,05:18,2023-04-28,
16,Philadelphia,PHL,04:29,2023-04-28,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-04-28,03:52,2023-04-28,04:29,2023-04-28,04:38,2023-04-28,
17,San Diego,SAN,04:47,2023-04-28,"['B62120', 'JL5887']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:15,2023-04-27,20:12,2023-04-28,04:47,2023-04-28,04:37,2023-04-29,
18,Newark,EWR,04:55,2023-04-28,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-04-28,04:02,2023-04-28,04:55,2023-04-28,04:40,2023-04-28,
19,San Francisco,SFO,04:57,2023-04-28,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-27,20:07,2023-04-27,04:57,2023-04-28,04:41,2023-04-28,
20,Salt Lake City,SLC,05:01,2023-04-28,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-27,22:26,2023-04-28,05:01,2023-04-28,04:54,2023-04-29,
21,Denver,DEN,05:10,2023-04-28,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:23,2023-04-27,23:14,2023-04-28,05:10,2023-04-28,05:00,2023-04-29,
22,San Juan,SJU,05:30,2023-04-28,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - On-time [+],01:20,2023-04-28,01:21,2023-04-28,05:30,2023-04-28,05:32,2023-04-28,
23,Phoenix,PHX,05:36,2023-04-28,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-27,21:44,2023-04-27,05:36,2023-04-28,05:39,2023-04-28,
24,Denver,DEN,05:37,2023-04-28,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-27,23:35,2023-04-27,05:37,2023-04-28,05:19,2023-04-28,
25,Seattle,SEA,05:43,2023-04-28,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],21:25,2023-04-27,21:14,2023-04-27,05:43,2023-04-28,05:35,2023-04-28,
26,Louisville,SDF,05:45,2023-04-28,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-04-28,04:21,2023-04-28,05:45,2023-04-28,06:06,2023-04-28,
27,Teterboro,TEB,05:52,2023-04-28,['WWI74'],['Worldwide Jet Charter'],,Landed - On-time [+],04:45,2023-04-28,05:09,2023-04-28,05:52,2023-04-28,05:46,2023-04-28,
28,Phoenix,PHX,05:59,2023-04-28,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-04-27,22:54,2023-04-28,05:59,2023-04-28,06:51,2023-04-29,
29,Salt Lake City,SLC,06:00,2023-04-28,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-04-27,23:24,2023-04-27,06:00,2023-04-28,06:08,2023-04-28,
30,Memphis,MEM,06:05,2023-04-28,['FX1406'],['FedEx'],,Landed - On-time [+],02:36,2023-04-28,02:56,2023-04-28,06:05,2023-04-28,06:04,2023-04-28,
31,Indianapolis,IND,06:07,2023-04-28,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-04-28,05:07,2023-04-28,06:07,2023-04-28,06:49,2023-04-28,
32,Los Angeles,LAX,06:27,2023-04-28,"['DL675', 'KE7395', 'LA6168', 'VS3062']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-04-27,22:04,2023-04-27,06:27,2023-04-28,06:33,2023-04-28,
33,Las Vegas,LAS,06:33,2023-04-28,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-04-27,22:26,2023-04-28,06:33,2023-04-28,06:38,2023-04-29,
34,Buffalo,BUF,06:40,2023-04-28,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:03,2023-04-28,04:59,2023-04-28,06:40,2023-04-28,06:26,2023-04-28,
35,Rochester,ROC,06:40,2023-04-28,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-04-28,04:59,2023-04-28,06:40,2023-04-28,06:35,2023-04-28,
