,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Tampa,TPA,00:08,2023-04-23,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-04-22,21:00,2023-04-22,00:08,2023-04-23,23:48,2023-04-22,
1,New York,JFK,00:19,2023-04-23,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'HA2000', 'QR3825', 'SQ1452']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines']",C,Landed - Delayed [+],22:59,2023-04-22,23:23,2023-04-23,00:19,2023-04-23,00:30,2023-04-24,
2,West Palm Beach,PBI,00:19,2023-04-23,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-22,22:10,2023-04-23,00:19,2023-04-23,01:01,2023-04-24,
3,Miami,MIA,00:21,2023-04-23,"['AA1054', 'B64059', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Iberia']",B,Landed - Delayed [+],21:00,2023-04-22,21:05,2023-04-22,00:21,2023-04-23,00:38,2023-04-23,
4,Orlando,MCO,00:27,2023-04-23,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-22,23:13,2023-04-23,00:27,2023-04-23,01:45,2023-04-24,
5,Charlotte,CLT,00:35,2023-04-23,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:29,2023-04-22,22:30,2023-04-22,00:35,2023-04-23,00:45,2023-04-23,
6,Denver,DEN,00:35,2023-04-23,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],18:45,2023-04-22,20:29,2023-04-22,00:35,2023-04-23,02:12,2023-04-23,
7,Chicago,ORD,00:43,2023-04-23,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-04-22,21:20,2023-04-22,00:43,2023-04-23,00:42,2023-04-23,
8,Fort Lauderdale,FLL,00:45,2023-04-23,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:28,2023-04-22,21:22,2023-04-23,00:45,2023-04-23,00:45,2023-04-24,
9,Chicago,MDW,00:47,2023-04-23,['LXJ357'],['Flexjet'],,Landed - Delayed [+],21:30,2023-04-22,22:53,2023-04-22,00:47,2023-04-23,01:50,2023-04-23,
10,Guayaquil,GYE,00:50,2023-04-23,['AV7392'],['Avianca'],4,En Route - DIVERTED [+],17:15,2023-04-22,,,00:50,2023-04-23,,,Airbus A319
11,Fort Lauderdale,FLL,00:56,2023-04-23,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-04-22,22:01,2023-04-22,00:56,2023-04-23,01:52,2023-04-23,
12,Atlanta,ATL,00:59,2023-04-23,"['DL865', 'AM3209', 'KE3147', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-04-22,22:23,2023-04-22,00:59,2023-04-23,01:00,2023-04-23,
13,Guayaquil,GYE,01:00,2023-04-23,['2K7392'],['Avianca Ecuador'],,Landed - On-time [+],17:16,2023-04-22,17:24,2023-04-22,01:00,2023-04-23,01:00,2023-04-23,
14,San Francisco,SFO,04:57,2023-04-23,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-22,20:04,2023-04-22,04:57,2023-04-23,04:57,2023-04-23,
15,Salt Lake City,SLC,05:01,2023-04-23,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-22,22:26,2023-04-23,05:01,2023-04-23,04:52,2023-04-24,
16,San Diego,SAN,05:06,2023-04-23,"['B62120', 'JL5887']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:35,2023-04-22,20:40,2023-04-23,05:06,2023-04-23,04:59,2023-04-24,
17,Denver,DEN,05:20,2023-04-23,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:33,2023-04-22,23:14,2023-04-23,05:20,2023-04-23,05:01,2023-04-24,
18,San Juan,SJU,05:30,2023-04-23,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - On-time [+],01:20,2023-04-23,01:12,2023-04-23,05:30,2023-04-23,05:02,2023-04-23,
19,Phoenix,PHX,05:34,2023-04-23,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-22,21:43,2023-04-22,05:34,2023-04-23,05:15,2023-04-23,
20,Denver,DEN,05:37,2023-04-23,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-22,23:31,2023-04-22,05:37,2023-04-23,05:17,2023-04-23,
21,Tel Aviv-Yafo,TLV,05:45,2023-04-23,['LY15'],['El Al Israel Airlines'],E,Landed - On-time [+],01:05,2023-04-23,01:09,2023-04-23,05:45,2023-04-23,05:16,2023-04-23,
22,Phoenix,PHX,06:00,2023-04-23,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:11,2023-04-22,22:04,2023-04-23,06:00,2023-04-23,05:39,2023-04-24,
23,Salt Lake City,SLC,06:00,2023-04-23,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-04-22,23:28,2023-04-22,06:00,2023-04-23,06:05,2023-04-23,
24,Seattle,SEA,06:02,2023-04-23,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:43,2023-04-22,23:39,2023-04-23,06:02,2023-04-23,08:01,2023-04-24,
25,Las Vegas,LAS,06:33,2023-04-23,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-04-22,22:47,2023-04-23,06:33,2023-04-23,06:41,2023-04-24,
26,Buffalo,BUF,06:40,2023-04-23,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:03,2023-04-23,04:58,2023-04-23,06:40,2023-04-23,06:20,2023-04-23,
27,Rochester,ROC,06:40,2023-04-23,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-04-23,04:58,2023-04-23,06:40,2023-04-23,06:23,2023-04-23,
28,San Diego,SAN,06:45,2023-04-23,['DL801'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-04-22,22:00,2023-04-22,06:45,2023-04-23,06:30,2023-04-23,
29,Los Angeles,LAX,06:52,2023-04-23,"['AA2453', 'B64139', 'CZ1641', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'China Southern Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-04-22,22:21,2023-04-22,06:52,2023-04-23,06:35,2023-04-23,
30,Santiago,STI,07:10,2023-04-23,['B61924'],['JetBlue Airways'],E,Landed - Delayed [+],03:17,2023-04-23,03:57,2023-04-23,07:10,2023-04-23,07:52,2023-04-23,
31,New York,JFK,07:15,2023-04-23,"['DL5853', 'KE3954', 'KL6679', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-04-23,06:14,2023-04-23,07:15,2023-04-23,07:26,2023-04-23,
32,Bar Harbor,BHB,07:25,2023-04-23,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],06:00,2023-04-23,,,07:25,2023-04-23,,,Cessna (Light aircraft)
33,Los Angeles,LAX,07:27,2023-04-23,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],22:55,2023-04-22,22:55,2023-04-22,07:27,2023-04-23,07:11,2023-04-23,
34,Washington,DCA,07:37,2023-04-23,"['AA2153', 'B64297']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-04-23,06:19,2023-04-23,07:37,2023-04-23,07:49,2023-04-23,
35,San Francisco,SFO,07:38,2023-04-23,"['AS546', 'AA7517', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],22:55,2023-04-22,22:44,2023-04-22,07:38,2023-04-23,07:37,2023-04-23,
36,Newark,EWR,07:44,2023-04-23,['UA1367'],['United Airlines'],B,Canceled [+],06:29,2023-04-23,,,07:44,2023-04-23,,,Boeing 737MAX 8 Passenger
37,Las Vegas,LAS,07:45,2023-04-23,"['B61778', 'EI5161', 'HA2332', 'TP4320']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:43,2023-04-22,23:46,2023-04-23,07:45,2023-04-23,07:33,2023-04-24,
38,Seattle,SEA,07:50,2023-04-23,"['DL810', 'KE3143', 'VS3753']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:33,2023-04-22,23:29,2023-04-22,07:50,2023-04-23,07:56,2023-04-23,
