Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Denver,DEN,00:05,2023-10-29,['WN2036'],['Southwest Airlines'],B,Landed - Delayed [+],18:15,2023-10-28,18:49,2023-10-28,actual,00:05,2023-10-29,00:50,2023-10-29,actual,Boeing 737 Passenger
Phoenix,PHX,00:06,2023-10-29,['AA2058'],['American Airlines'],B,Landed - On-time [+],16:13,2023-10-28,16:10,2023-10-28,actual,00:06,2023-10-29,23:23,2023-10-28,actual,Airbus A321
New York,JFK,00:15,2023-10-29,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8258', 'HA2004', 'QR3825', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],22:59,2023-10-28,04:55,2023-10-29,actual,00:15,2023-10-29,05:45,2023-10-29,actual,Embraer 190
Miami,MIA,00:20,2023-10-29,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - On-time [+],21:00,2023-10-28,20:59,2023-10-28,actual,00:20,2023-10-29,00:27,2023-10-29,actual,Boeing 737MAX 8 Passenger
Fort Lauderdale,FLL,00:21,2023-10-29,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - On-time [+],21:15,2023-10-28,21:15,2023-10-28,actual,00:21,2023-10-29,00:27,2023-10-29,actual,Airbus A220-300 Passenger
Dallas,DFW,00:39,2023-10-29,['DL1347'],['Delta Air Lines'],A,Landed - On-time [+],19:56,2023-10-28,19:50,2023-10-28,actual,00:39,2023-10-29,00:25,2023-10-29,actual,Airbus A220-300 Passenger
Chicago,ORD,00:45,2023-10-29,"['UA1478', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:18,2023-10-28,21:15,2023-10-28,actual,00:45,2023-10-29,00:23,2023-10-29,actual,Boeing 737MAX 9 Passenger
San Francisco,SFO,00:57,2023-10-29,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-10-28,16:08,2023-10-28,actual,00:57,2023-10-29,00:04,2023-10-29,actual,Boeing 757-200 Passenger
Atlanta,ATL,01:06,2023-10-29,"['DL865', 'AM4188', 'AZ3502', 'KE3682', 'KL5056', 'LA8478', 'VS4220', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:35,2023-10-28,22:32,2023-10-28,actual,01:06,2023-10-29,00:47,2023-10-29,actual,Airbus A321neo
Melbourne,MLB,01:19,2023-10-29,['B68614'],['JetBlue Airways'],,Landed - Delayed [+],22:45,2023-10-28,23:17,2023-10-28,actual,01:19,2023-10-29,01:36,2023-10-29,actual,Airbus A321
Cincinnati,CVG,04:24,2023-10-29,['CSB325'],['21 Air'],,Landed - On-time [+],02:40,2023-10-29,02:55,2023-10-29,actual,04:24,2023-10-29,04:24,2023-10-29,actual,Boeing 767-300 Passenger
San Diego,SAN,04:39,2023-10-29,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'Japan Airlines']",C,Landed - On-time [+],20:10,2023-10-28,20:19,2023-10-28,actual,04:39,2023-10-29,04:07,2023-10-29,actual,Airbus A321
San Francisco,SFO,05:00,2023-10-29,"['B6734', 'AA9141', 'FI7832', 'HA2496']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - On-time [+],20:24,2023-10-28,20:19,2023-10-28,actual,05:00,2023-10-29,04:28,2023-10-29,actual,Airbus A321
Salt Lake City,SLC,05:09,2023-10-29,['B6248'],['JetBlue Airways'],C,Landed - Delayed [+],22:43,2023-10-28,23:49,2023-10-28,actual,05:09,2023-10-29,05:50,2023-10-29,actual,Airbus A321
San Jose,SJC,05:31,2023-10-29,"['B6972', 'HA2192']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-10-28,22:21,2023-10-28,actual,05:31,2023-10-29,06:22,2023-10-29,actual,Airbus A220-300 Passenger
Denver,DEN,05:42,2023-10-29,['B6494'],['JetBlue Airways'],C,Landed - Delayed [+],23:55,2023-10-28,01:15,2023-10-29,actual,05:42,2023-10-29,06:18,2023-10-29,actual,Airbus A321
Seattle,SEA,05:44,2023-10-29,"['B6498', 'AA9217', 'HA2114']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],21:25,2023-10-28,21:17,2023-10-28,actual,05:44,2023-10-29,05:00,2023-10-29,actual,Airbus A321
Tel Aviv-Yafo,TLV,05:45,2023-10-29,"['LY15', 'B66465']","['El Al Israel Airlines', 'JetBlue Airways']",E,Landed - On-time [+],01:05,2023-10-29,01:12,2023-10-29,actual,05:45,2023-10-29,05:49,2023-10-29,actual,Boeing 787-8
