Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Fort Lauderdale,FLL,00:04,2024-01-05,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],20:45,2024-01-04,21:26,2024-01-04,actual,00:04,2024-01-05,00:21,2024-01-05,actual,Airbus A320neo
Fort Myers,RSW,00:11,2024-01-05,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],21:01,2024-01-04,20:56,2024-01-04,actual,00:11,2024-01-05,23:53,2024-01-04,actual,Airbus A321
San Francisco,SFO,00:18,2024-01-05,"['B61734', 'HA2224']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - On-time [+],15:46,2024-01-04,15:45,2024-01-04,actual,00:18,2024-01-05,00:22,2024-01-05,actual,Airbus A321
Salt Lake City,SLC,00:26,2024-01-05,"['DL702', 'KL5758', 'VS4254']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],17:50,2024-01-04,17:50,2024-01-04,actual,00:26,2024-01-05,00:13,2024-01-05,actual,Airbus A321neo
Miami,MIA,00:27,2024-01-05,"['AA1054', 'G36162']",['American Airlines'],B,Landed - Delayed [+],21:07,2024-01-04,22:11,2024-01-04,actual,00:27,2024-01-05,01:16,2024-01-05,actual,Airbus A321neo
Austin,AUS,00:35,2024-01-05,"['B61238', 'HA2006', 'JL5853']","['JetBlue Airways', 'Hawaiian Airlines', 'JAL']",C,Landed - On-time [+],19:45,2024-01-04,19:44,2024-01-04,actual,00:35,2024-01-05,00:49,2024-01-05,actual,Airbus A220-300 Passenger
Fort Lauderdale,FLL,00:35,2024-01-05,"['B6170', 'AD7411', 'HA2426', 'JL5863']","['JetBlue Airways', 'Hawaiian Airlines', 'JAL']",C,Landed - DIVERTED [+],21:26,2024-01-04,21:42,2024-01-04,actual,00:35,2024-01-05,03:32,2024-01-05,estimated,Airbus A321
Chicago,ORD,00:44,2024-01-05,"['UA1564', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:25,2024-01-04,21:16,2024-01-04,actual,00:44,2024-01-05,00:23,2024-01-05,actual,Airbus A320
Atlanta,ATL,01:03,2024-01-05,"['DL865', 'AM4188', 'KE3682', 'KL6648', 'LA6261', 'VS4256', 'WS6383']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],22:30,2024-01-04,22:33,2024-01-04,actual,01:03,2024-01-05,00:57,2024-01-05,actual,Airbus A321neo
Tampa,TPA,01:36,2024-01-05,['NK3583'],['Spirit Airlines'],B,Landed - On-time [+],22:31,2024-01-04,22:26,2024-01-04,actual,01:36,2024-01-05,01:22,2024-01-05,actual,Airbus A320neo
Dubai,DXB,03:55,2024-01-05,['EK62Y'],['Emirates'],,Landed - On-time [+],23:01,2024-01-04,21:58,2024-01-04,actual,03:55,2024-01-05,14:41,2024-01-04,actual,Boeing 777-300ER
Philadelphia,PHL,04:16,2024-01-05,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2024-01-05,03:32,2024-01-05,actual,04:16,2024-01-05,04:20,2024-01-05,actual,Boeing 767-300 Passenger
Louisville,SDF,04:20,2024-01-05,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2024-01-05,02:34,2024-01-05,actual,04:20,2024-01-05,04:14,2024-01-05,actual,Boeing 767-300 Passenger
Newark,EWR,04:54,2024-01-05,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2024-01-05,03:56,2024-01-05,actual,04:54,2024-01-05,04:33,2024-01-05,actual,Boeing 757-200 Passenger
Phoenix,PHX,04:55,2024-01-05,['B61302'],['JetBlue Airways'],C,Landed - Delayed [+],22:20,2024-01-04,22:47,2024-01-04,actual,04:55,2024-01-05,05:25,2024-01-05,actual,Airbus A320
Salt Lake City,SLC,05:07,2024-01-05,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:45,2024-01-04,23:38,2024-01-04,actual,05:07,2024-01-05,06:05,2024-01-05,actual,Airbus A320
Phoenix,PHX,05:23,2024-01-05,['AA2701'],['American Airlines'],B,Landed - On-time [+],22:40,2024-01-04,22:36,2024-01-04,actual,05:23,2024-01-05,05:24,2024-01-05,actual,Boeing 737MAX 8 Passenger
