,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Tampa,TPA,00:08,2023-04-24,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-04-23,21:11,2023-04-23,00:08,2023-04-24,00:19,2023-04-24,
1,Chicago,MDW,00:10,2023-04-24,['WN268'],['Southwest Airlines'],B,Landed - Delayed [+],21:00,2023-04-23,21:24,2023-04-23,00:10,2023-04-24,00:48,2023-04-24,
2,Seattle,SEA,00:10,2023-04-24,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],15:50,2023-04-23,15:46,2023-04-23,00:10,2023-04-24,00:44,2023-04-24,
3,Fort Myers,RSW,00:14,2023-04-24,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-23,21:24,2023-04-24,00:14,2023-04-24,00:59,2023-04-25,
4,New York,JFK,00:19,2023-04-24,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8244', 'HA2000', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],22:55,2023-04-23,22:54,2023-04-24,00:19,2023-04-24,23:59,2023-04-24,
5,West Palm Beach,PBI,00:19,2023-04-24,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-23,21:29,2023-04-24,00:19,2023-04-24,00:21,2023-04-25,
6,Miami,MIA,00:21,2023-04-24,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:00,2023-04-23,21:14,2023-04-23,00:21,2023-04-24,00:31,2023-04-24,
7,Orlando,MCO,00:27,2023-04-24,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-23,21:29,2023-04-24,00:27,2023-04-24,00:59,2023-04-25,
8,Nashville,BNA,00:30,2023-04-24,['WN3143'],['Southwest Airlines'],B,Landed - On-time [+],21:05,2023-04-23,21:19,2023-04-23,00:30,2023-04-24,00:29,2023-04-24,
9,Fort Lauderdale,FLL,00:32,2023-04-24,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-23,22:34,2023-04-24,00:32,2023-04-24,01:59,2023-04-25,
10,Charlotte,CLT,00:34,2023-04-24,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:28,2023-04-23,22:25,2023-04-23,00:34,2023-04-24,00:16,2023-04-24,
11,Chicago,ORD,00:43,2023-04-24,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-04-23,21:15,2023-04-23,00:43,2023-04-24,00:39,2023-04-24,
12,Saint Louis,STL,00:45,2023-04-24,['WN931'],['Southwest Airlines'],B,Landed - Delayed [+],21:10,2023-04-23,22:10,2023-04-23,00:45,2023-04-24,01:43,2023-04-24,
13,Fort Lauderdale,FLL,00:56,2023-04-24,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-04-23,22:15,2023-04-23,00:56,2023-04-24,01:11,2023-04-24,
14,Atlanta,ATL,00:59,2023-04-24,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-04-23,22:27,2023-04-23,00:59,2023-04-24,01:00,2023-04-24,
15,Denver,DEN,01:05,2023-04-24,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:15,2023-04-23,19:45,2023-04-23,01:05,2023-04-24,01:24,2023-04-24,
16,Cincinnati,CVG,04:30,2023-04-24,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-04-24,02:56,2023-04-24,04:30,2023-04-24,04:35,2023-04-24,
17,San Diego,SAN,04:47,2023-04-24,['B62120'],['JetBlue Airways'],C,Landed - Delayed [+],20:15,2023-04-23,20:08,2023-04-24,04:47,2023-04-24,04:17,2023-04-25,
18,San Francisco,SFO,04:57,2023-04-24,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-23,20:07,2023-04-23,04:57,2023-04-24,04:39,2023-04-24,
19,Salt Lake City,SLC,05:01,2023-04-24,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-23,22:21,2023-04-24,05:01,2023-04-24,04:49,2023-04-25,
20,Denver,DEN,05:10,2023-04-24,['B6394'],['JetBlue Airways'],C,Landed - Delayed [+],23:23,2023-04-23,23:14,2023-04-24,05:10,2023-04-24,04:53,2023-04-25,
21,San Juan,SJU,05:30,2023-04-24,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],01:20,2023-04-24,02:08,2023-04-24,05:30,2023-04-24,06:17,2023-04-24,
22,Phoenix,PHX,05:36,2023-04-24,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-23,21:43,2023-04-23,05:36,2023-04-24,05:18,2023-04-24,
23,Denver,DEN,05:37,2023-04-24,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-23,23:47,2023-04-23,05:37,2023-04-24,05:32,2023-04-24,
24,Seattle,SEA,05:43,2023-04-24,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],21:25,2023-04-23,21:19,2023-04-23,05:43,2023-04-24,05:54,2023-04-24,
25,Phoenix,PHX,05:59,2023-04-24,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - On-time [+],22:10,2023-04-23,22:05,2023-04-24,05:59,2023-04-24,05:39,2023-04-24,
26,Salt Lake City,SLC,06:00,2023-04-24,"['DL999', 'KL5565', 'LA6608', 'VS4266']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-04-23,23:25,2023-04-23,06:00,2023-04-24,05:48,2023-04-24,
