,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Fort Myers,RSW,00:08,2023-05-08,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-07,20:45,2023-05-08,00:08,2023-05-08,23:42,2023-05-08,
1,Tampa,TPA,00:08,2023-05-08,['DL1439'],['Delta Air Lines'],A,Landed - On-time [+],21:04,2023-05-07,21:03,2023-05-07,00:08,2023-05-08,00:04,2023-05-08,
2,San Francisco,SFO,00:09,2023-05-08,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-07,15:16,2023-05-07,00:09,2023-05-08,23:42,2023-05-07,
3,Chicago,MDW,00:10,2023-05-08,['WN268'],['Southwest Airlines'],B,Landed - Delayed [+],21:00,2023-05-07,21:34,2023-05-07,00:10,2023-05-08,00:37,2023-05-08,
4,Seattle,SEA,00:10,2023-05-08,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],15:50,2023-05-07,16:32,2023-05-07,00:10,2023-05-08,01:00,2023-05-08,
5,Orlando,MCO,00:17,2023-05-08,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-07,21:12,2023-05-08,00:17,2023-05-08,00:02,2023-05-09,
6,Miami,MIA,00:24,2023-05-08,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-07,21:00,2023-05-07,00:24,2023-05-08,00:11,2023-05-08,
7,Nashville,BNA,00:30,2023-05-08,['WN3143'],['Southwest Airlines'],B,Landed - Delayed [+],21:05,2023-05-07,02:35,2023-05-08,00:30,2023-05-08,05:47,2023-05-08,
8,Charlotte,CLT,00:44,2023-05-08,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-07,23:38,2023-05-07,00:44,2023-05-08,01:41,2023-05-08,
9,Saint Louis,STL,00:45,2023-05-08,['WN931'],['Southwest Airlines'],B,Landed - Delayed [+],21:10,2023-05-07,02:05,2023-05-08,00:45,2023-05-08,05:26,2023-05-08,Boeing 737-800 (winglets) Passenger/BBJ2
10,Atlanta,ATL,00:59,2023-05-08,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-05-07,22:22,2023-05-07,00:59,2023-05-08,00:55,2023-05-08,
11,Chicago,ORD,01:00,2023-05-08,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-07,21:26,2023-05-07,01:00,2023-05-08,00:38,2023-05-08,
12,Denver,DEN,01:05,2023-05-08,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:15,2023-05-07,19:14,2023-05-07,01:05,2023-05-08,00:57,2023-05-08,
13,San Luis Obispo,SBP,03:15,2023-05-08,['AHO727'],['Air Hamburg'],,Landed - Delayed [+],19:00,2023-05-07,19:45,2023-05-07,03:15,2023-05-08,03:44,2023-05-08,
14,Cincinnati,CVG,04:27,2023-05-08,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-05-08,02:53,2023-05-08,04:27,2023-05-08,04:29,2023-05-08,
15,Las Vegas,LAS,04:29,2023-05-08,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-07,20:26,2023-05-07,04:29,2023-05-08,04:09,2023-05-08,
16,Saint Louis,STL,04:48,2023-05-08,['WN9018'],['Southwest Airlines'],,Landed - Delayed [+],01:26,2023-05-08,02:13,2023-05-08,04:48,2023-05-08,05:21,2023-05-08,
17,San Francisco,SFO,04:59,2023-05-08,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-07,20:24,2023-05-07,04:59,2023-05-08,04:41,2023-05-08,
18,San Diego,SAN,05:01,2023-05-08,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-07,20:56,2023-05-08,05:01,2023-05-08,05:14,2023-05-09,
19,Los Angeles,LAX,05:18,2023-05-08,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-07,20:37,2023-05-07,05:18,2023-05-08,04:47,2023-05-08,
20,Sacramento,SMF,05:38,2023-05-08,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-07,21:03,2023-05-08,05:38,2023-05-08,05:00,2023-05-09,
21,Denver,DEN,05:40,2023-05-08,"['B6294', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - Delayed [+],23:53,2023-05-07,23:43,2023-05-08,05:40,2023-05-08,05:20,2023-05-09,
22,Phoenix,PHX,05:40,2023-05-08,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-07,21:40,2023-05-07,05:40,2023-05-08,05:22,2023-05-08,
23,Seattle,SEA,05:43,2023-05-08,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],21:25,2023-05-07,21:22,2023-05-07,05:43,2023-05-08,05:52,2023-05-08,
24,Denver,DEN,05:58,2023-05-08,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-07,23:51,2023-05-07,05:58,2023-05-08,05:29,2023-05-08,
25,Salt Lake City,SLC,06:00,2023-05-08,"['DL999', 'KL5565', 'LA6608', 'VS4266']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-05-07,23:29,2023-05-07,06:00,2023-05-08,05:37,2023-05-08,
26,Phoenix,PHX,06:07,2023-05-08,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:18,2023-05-07,22:12,2023-05-08,06:07,2023-05-08,05:40,2023-05-09,
27,San Jose,SJC,06:13,2023-05-08,"['B6972', 'EI5275', 'HA2192', 'TP4430']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],21:39,2023-05-07,21:32,2023-05-08,06:13,2023-05-08,05:44,2023-05-09,
28,Las Vegas,LAS,06:23,2023-05-08,"['B6778', 'EI5165', 'HA2178', 'TP4320']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:23,2023-05-07,22:13,2023-05-08,06:23,2023-05-08,06:01,2023-05-09,
29,Seattle,SEA,06:23,2023-05-08,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],22:10,2023-05-07,22:03,2023-05-07,06:23,2023-05-08,06:17,2023-05-08,
30,Los Angeles,LAX,06:27,2023-05-08,"['DL675', 'AF8576', 'KE7395', 'LA6321', 'VS3062']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-05-07,22:04,2023-05-07,06:27,2023-05-08,06:12,2023-05-08,
31,Los Angeles,LAX,06:30,2023-05-08,"['B6622', 'AA9131', 'HA2184']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],22:05,2023-05-07,21:57,2023-05-07,06:30,2023-05-08,06:17,2023-05-08,
32,Millville,MIV,06:39,2023-05-08,['1I632'],['NetJets Aviation'],,Landed - Delayed [+],05:42,2023-05-08,06:46,2023-05-08,06:39,2023-05-08,07:31,2023-05-08,
33,Buffalo,BUF,06:40,2023-05-08,['DL1211'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-08,05:03,2023-05-08,06:40,2023-05-08,06:24,2023-05-08,
34,Rochester,ROC,06:40,2023-05-08,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-05-08,04:59,2023-05-08,06:40,2023-05-08,06:21,2023-05-08,
35,New York,JFK,06:42,2023-05-08,['B68354'],['JetBlue Airways'],,Landed - Delayed [+],06:00,2023-05-08,06:39,2023-05-08,06:42,2023-05-08,07:43,2023-05-08,
36,Honolulu,HNL,06:45,2023-05-08,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - On-time [+],14:55,2023-05-07,15:00,2023-05-07,06:45,2023-05-08,06:19,2023-05-08,
37,San Diego,SAN,06:45,2023-05-08,['DL801'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-05-07,22:21,2023-05-07,06:45,2023-05-08,06:39,2023-05-08,
38,Portland,PDX,06:57,2023-05-08,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:38,2023-05-07,23:11,2023-05-08,06:57,2023-05-08,07:33,2023-05-09,
39,New York,LGA,07:10,2023-05-08,"['DL5680', 'LA6295']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],06:00,2023-05-08,05:55,2023-05-08,07:10,2023-05-08,07:20,2023-05-08,
40,Newark,EWR,07:12,2023-05-08,"['B62180', 'AA9162', 'FI7992', 'HA2084', 'JL5479', 'TP4480']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Canceled [+],06:00,2023-05-08,,,07:12,2023-05-08,,,
41,San Francisco,SFO,07:14,2023-05-08,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],22:35,2023-05-07,23:20,2023-05-07,07:14,2023-05-08,07:47,2023-05-08,
42,Provincetown,PVC,07:15,2023-05-08,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],06:45,2023-05-08,,,07:15,2023-05-08,,,Cessna (Light aircraft)
43,Rochester,ROC,07:18,2023-05-08,"['B6712', 'TP4275']","['JetBlue Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-08,05:58,2023-05-08,07:18,2023-05-08,07:08,2023-05-08,
44,New York,JFK,07:20,2023-05-08,"['DL5853', 'KE3954', 'KL6729', 'LA6426', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-05-08,05:56,2023-05-08,07:20,2023-05-08,07:20,2023-05-08,
45,Seattle,SEA,07:21,2023-05-08,['DL9769'],['Delta Air Lines'],,Landed - Delayed [+],23:10,2023-05-07,23:47,2023-05-07,07:21,2023-05-08,07:38,2023-05-08,
46,Philadelphia,PHL,07:22,2023-05-08,"['B6960', 'EI5203', 'HA2208', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:05,2023-05-08,05:56,2023-05-08,07:22,2023-05-08,07:03,2023-05-08,
47,Bar Harbor,BHB,07:25,2023-05-08,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:00,2023-05-08,06:00,2023-05-08,07:25,2023-05-08,07:35,2023-05-08,Cessna (Light aircraft)
48,Philadelphia,PHL,07:25,2023-05-08,"['DL5620', 'LA8633']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],06:03,2023-05-08,06:00,2023-05-08,07:25,2023-05-08,07:24,2023-05-08,
49,Los Angeles,LAX,07:26,2023-05-08,"['UA2424', 'CA7254', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air China LTD', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],22:51,2023-05-07,22:42,2023-05-07,07:26,2023-05-08,06:56,2023-05-08,
50,Sao Paulo,GRU,07:27,2023-05-08,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],23:06,2023-05-07,23:45,2023-05-07,07:27,2023-05-08,08:07,2023-05-08,
51,Sao Paulo,GRU,07:30,2023-05-08,"['LA8164', 'DL6052', 'JL5561']","['LATAM Airlines', 'Delta Air Lines', 'JAL Japan Airlines']",E,Landed - Delayed [+],22:50,2023-05-07,22:50,2023-05-07,07:30,2023-05-08,08:13,2023-05-08,Boeing 787-9
52,San Francisco,SFO,07:31,2023-05-08,"['DL314', 'LA7001', 'VS1787', 'WS7275']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Canceled [+],22:50,2023-05-07,,,07:31,2023-05-08,,,Airbus A321neo
53,Pittsburgh,PIT,07:32,2023-05-08,"['B61486', 'AA9365', 'EI5223', 'FI7836', 'HA2468', 'TP4356']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-08,05:52,2023-05-08,07:32,2023-05-08,07:37,2023-05-08,
54,Nantucket,ACK,07:33,2023-05-08,"['9K5001', 'B65900']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-05-08,06:50,2023-05-08,07:33,2023-05-08,07:40,2023-05-08,Cessna (Light aircraft)
55,Washington,DCA,07:37,2023-05-08,"['DL5837', 'LA8958']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],06:00,2023-05-08,05:54,2023-05-08,07:37,2023-05-08,07:27,2023-05-08,
56,Richmond,RIC,07:37,2023-05-08,"['B6382', 'AA9191', 'EI5239', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-08,05:48,2023-05-08,07:37,2023-05-08,07:18,2023-05-08,
57,San Francisco,SFO,07:38,2023-05-08,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - Delayed [+],22:55,2023-05-07,23:15,2023-05-07,07:38,2023-05-08,07:58,2023-05-08,
58,New York,JFK,07:41,2023-05-08,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'QR3952', 'SQ1452', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-05-08,06:23,2023-05-08,07:41,2023-05-08,07:32,2023-05-08,
59,Washington,DCA,07:42,2023-05-08,"['AA2153', 'B64297']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],06:00,2023-05-08,06:41,2023-05-08,07:42,2023-05-08,08:10,2023-05-08,
60,Baltimore,BWI,07:45,2023-05-08,['WN1655'],['Southwest Airlines'],B,Landed - On-time [+],06:20,2023-05-08,06:25,2023-05-08,07:45,2023-05-08,07:39,2023-05-08,
61,Pittsburgh,PIT,07:48,2023-05-08,"['DL5753', 'LA6500']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],06:00,2023-05-08,05:57,2023-05-08,07:48,2023-05-08,07:36,2023-05-08,
62,Seattle,SEA,07:50,2023-05-08,"['DL810', 'LA6540', 'VS3753']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:33,2023-05-07,23:35,2023-05-07,07:50,2023-05-08,07:55,2023-05-08,
63,Detroit,DTW,07:52,2023-05-08,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-08,05:54,2023-05-08,07:52,2023-05-08,07:38,2023-05-08,
64,Lebanon,LEB,07:55,2023-05-08,"['9K1870', 'B65167']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-05-08,06:55,2023-05-08,07:55,2023-05-08,07:55,2023-05-08,Tecnam P2012 Traveler
65,San Francisco,SFO,07:56,2023-05-08,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:08,2023-05-07,22:54,2023-05-08,07:56,2023-05-08,07:30,2023-05-09,
66,Washington,DCA,07:58,2023-05-08,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-05-08,06:24,2023-05-08,07:58,2023-05-08,07:51,2023-05-08,
67,Newark,EWR,07:59,2023-05-08,['UA1367'],['United Airlines'],B,Landed - On-time [+],06:45,2023-05-08,06:37,2023-05-08,07:59,2023-05-08,07:53,2023-05-08,
68,Cleveland,CLE,08:00,2023-05-08,"['B6540', 'AA9358', 'EI5365', 'FI7822', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:19,2023-05-08,06:11,2023-05-08,08:00,2023-05-08,07:55,2023-05-08,
69,Martha's Vineyard,MVY,08:00,2023-05-08,"['9K3201', 'B65382']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:20,2023-05-08,07:40,2023-05-08,08:00,2023-05-08,08:20,2023-05-08,Cessna (Light aircraft)
70,Phoenix,PHX,08:00,2023-05-08,['DL667'],['Delta Air Lines'],A,Landed - On-time [+],23:59,2023-05-07,00:22,2023-05-08,08:00,2023-05-08,08:09,2023-05-08,
71,Raleigh/Durham,RDU,08:00,2023-05-08,"['DL2999', 'LA6276']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],06:00,2023-05-08,05:55,2023-05-08,08:00,2023-05-08,07:47,2023-05-08,
72,Richmond,RIC,08:01,2023-05-08,"['DL5730', 'AZ3413']","['Delta Air Lines', 'ITA Airways']",A,Landed - On-time [+],06:15,2023-05-08,06:09,2023-05-08,08:01,2023-05-08,08:09,2023-05-08,
