Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Dallas,DFW,00:15,2024-01-10,['DL315'],['Delta Air Lines'],A,Landed - Delayed [+],19:41,2024-01-09,20:44,2024-01-09,actual,00:15,2024-01-10,01:37,2024-01-10,actual,Airbus A220-100 Passenger
Miami,MIA,00:20,2024-01-10,"['AA1054', 'G36162']",['American Airlines'],D,Canceled [+],21:00,2024-01-09,21:00,2024-01-09,scheduled,00:20,2024-01-10,00:20,2024-01-10,scheduled,Boeing 737-800 Passenger
Austin,AUS,00:34,2024-01-10,"['B61238', 'HA2006', 'JL5853']","['JetBlue Airways', 'Hawaiian Airlines', 'JAL']",C,Landed - Delayed [+],19:44,2024-01-09,19:47,2024-01-09,actual,00:34,2024-01-10,01:10,2024-01-10,actual,Airbus A220-300 Passenger
Fort Lauderdale,FLL,00:35,2024-01-10,"['B6170', 'AD7411', 'HA2426', 'JL5863']","['JetBlue Airways', 'Hawaiian Airlines', 'JAL']",C,Landed - Delayed [+],21:26,2024-01-09,00:40,2024-01-10,actual,00:35,2024-01-10,03:41,2024-01-10,actual,Airbus A321
Atlanta,ATL,00:58,2024-01-10,"['DL865', 'AM4188', 'KL6648', 'LA6261', 'VS4220', 'WS6383']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],22:25,2024-01-09,22:24,2024-01-09,actual,00:58,2024-01-10,00:51,2024-01-10,actual,Airbus A321neo
Orlando,MCO,00:59,2024-01-10,['DL8933'],['Delta Air Lines'],,Landed - Delayed [+],22:45,2024-01-09,10:10,2024-01-10,actual,00:59,2024-01-10,12:32,2024-01-10,actual,Boeing 757-200 Passenger
Philadelphia,PHL,04:16,2024-01-10,['5X1018'],['UPS'],,Landed - On-time [+],03:25,2024-01-10,03:42,2024-01-10,actual,04:16,2024-01-10,04:24,2024-01-10,actual,Boeing 767-300 Passenger
Louisville,SDF,04:20,2024-01-10,['5X1016'],['UPS'],,Landed - Delayed [+],02:35,2024-01-10,02:45,2024-01-10,actual,04:20,2024-01-10,04:35,2024-01-10,actual,Boeing 767-300 Passenger
Newark,EWR,04:54,2024-01-10,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2024-01-10,04:19,2024-01-10,actual,04:54,2024-01-10,04:54,2024-01-10,actual,Boeing 757-200 Passenger
Phoenix,PHX,05:00,2024-01-10,['B61302'],['JetBlue Airways'],C,Landed - On-time [+],22:25,2024-01-09,22:17,2024-01-09,actual,05:00,2024-01-10,04:48,2024-01-10,actual,Airbus A320
Louisville,SDF,05:39,2024-01-10,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2024-01-10,04:43,2024-01-10,actual,05:39,2024-01-10,06:29,2024-01-10,actual,Boeing 767-300 Passenger
Phoenix,PHX,05:48,2024-01-10,['AA2701'],['American Airlines'],B,Landed - On-time [+],23:01,2024-01-09,23:02,2024-01-09,actual,05:48,2024-01-10,05:30,2024-01-10,actual,Airbus A321neo
Las Vegas,LAS,05:51,2024-01-10,"['DL484', 'LA6658']","['Delta Air Lines', 'LATAM Airlines']",A,Landed - On-time [+],21:45,2024-01-09,21:33,2024-01-09,actual,05:51,2024-01-10,05:36,2024-01-10,actual,Airbus A321neo
Memphis,MEM,05:58,2024-01-10,['FX1406'],['FedEx'],,Landed - Delayed [+],02:36,2024-01-10,03:02,2024-01-10,actual,05:58,2024-01-10,06:17,2024-01-10,actual,Boeing 767-300 Passenger
