,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
10,Chicago,ORD,00:43,2023-05-05,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:20,2023-05-04,21:19,2023-05-04,00:43,2023-05-05,00:35,2023-05-05,
11,Fort Lauderdale,FLL,00:56,2023-05-05,['NK616'],['Spirit Airlines'],B,Landed - On-time [+],21:41,2023-05-04,21:45,2023-05-04,00:56,2023-05-05,00:58,2023-05-05,
12,Atlanta,ATL,00:59,2023-05-05,"['DL865', 'AM3183', 'KE3682', 'KL5111', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:25,2023-05-04,22:24,2023-05-04,00:59,2023-05-05,00:52,2023-05-05,
13,Los Angeles,LAX,00:59,2023-05-05,"['B61988', 'AA9120', 'HA2182']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],16:33,2023-05-04,16:22,2023-05-04,00:59,2023-05-05,00:41,2023-05-05,
14,Denver,DEN,01:40,2023-05-05,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-04,20:21,2023-05-04,01:40,2023-05-05,02:04,2023-05-05,
15,Louisville,SDF,04:26,2023-05-05,['5X1016'],['UPS'],,Landed - On-time [+],02:35,2023-05-05,02:35,2023-05-05,04:26,2023-05-05,04:24,2023-05-05,
16,Philadelphia,PHL,04:29,2023-05-05,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-05-05,03:29,2023-05-05,04:29,2023-05-05,04:15,2023-05-05,
17,San Diego,SAN,04:47,2023-05-05,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:15,2023-05-04,20:18,2023-05-05,04:47,2023-05-05,04:44,2023-05-06,
18,Newark,EWR,04:55,2023-05-05,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-05,03:49,2023-05-05,04:55,2023-05-05,04:22,2023-05-05,
19,San Francisco,SFO,04:57,2023-05-05,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-04,20:09,2023-05-04,04:57,2023-05-05,04:43,2023-05-05,
20,Salt Lake City,SLC,05:01,2023-05-05,['B6648'],['JetBlue Airways'],C,Landed - On-time [+],22:30,2023-05-04,22:51,2023-05-04,05:01,2023-05-05,05:13,2023-05-05,
21,Denver,DEN,05:10,2023-05-05,"['B6394', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - On-time [+],23:23,2023-05-04,23:35,2023-05-04,05:10,2023-05-05,05:22,2023-05-05,
22,Phoenix,PHX,05:36,2023-05-05,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-04,21:39,2023-05-04,05:36,2023-05-05,05:21,2023-05-05,
23,Denver,DEN,05:37,2023-05-05,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-05-04,23:38,2023-05-04,05:37,2023-05-05,05:22,2023-05-05,
24,Seattle,SEA,05:43,2023-05-05,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:25,2023-05-04,21:23,2023-05-04,05:43,2023-05-05,06:14,2023-05-05,
25,Louisville,SDF,05:45,2023-05-05,['5X1014'],['UPS'],,Landed - Delayed [+],03:54,2023-05-05,04:29,2023-05-05,05:45,2023-05-05,06:17,2023-05-05,
26,Phoenix,PHX,05:59,2023-05-05,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-05-04,22:15,2023-05-05,05:59,2023-05-05,05:52,2023-05-06,
27,Salt Lake City,SLC,06:00,2023-05-05,"['DL999', 'KE3999', 'VS4266']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:30,2023-05-04,23:28,2023-05-04,06:00,2023-05-05,06:04,2023-05-05,
28,Memphis,MEM,06:05,2023-05-05,['FX1406'],['FedEx'],,Landed - On-time [+],02:36,2023-05-05,02:44,2023-05-05,06:05,2023-05-05,06:06,2023-05-05,
29,Indianapolis,IND,06:07,2023-05-05,['FX1710'],['FedEx'],,Landed - Delayed [+],04:15,2023-05-05,04:53,2023-05-05,06:07,2023-05-05,06:39,2023-05-05,
30,Los Angeles,LAX,06:27,2023-05-05,"['DL675', 'KE7395', 'LA6168', 'VS3062']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-05-04,21:51,2023-05-04,06:27,2023-05-05,06:14,2023-05-05,
31,Las Vegas,LAS,06:33,2023-05-05,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-05-04,23:06,2023-05-05,06:33,2023-05-05,06:53,2023-05-06,
32,Buffalo,BUF,06:40,2023-05-05,"['DL1211', 'KE6735']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],05:03,2023-05-05,05:13,2023-05-05,06:40,2023-05-05,06:47,2023-05-05,
33,Rochester,ROC,06:40,2023-05-05,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-05-05,05:00,2023-05-05,06:40,2023-05-05,06:24,2023-05-05,
34,Memphis,MEM,06:41,2023-05-05,['FX1473'],['FedEx'],,Landed - Delayed [+],03:12,2023-05-05,03:39,2023-05-05,06:41,2023-05-05,07:09,2023-05-05,
35,San Diego,SAN,06:45,2023-05-05,['DL801'],['Delta Air Lines'],A,Landed - On-time [+],22:05,2023-05-04,22:10,2023-05-04,06:45,2023-05-05,06:39,2023-05-05,
36,Los Angeles,LAX,06:52,2023-05-05,"['AA2453', 'B64139', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-05-04,22:18,2023-05-04,06:52,2023-05-05,06:47,2023-05-05,
37,San Francisco,SFO,07:14,2023-05-05,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],22:35,2023-05-04,22:30,2023-05-04,07:14,2023-05-05,07:00,2023-05-05,
38,New York,JFK,07:15,2023-05-05,"['DL5853', 'KE3954', 'KL6679', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-05-05,05:54,2023-05-05,07:15,2023-05-05,06:59,2023-05-05,
39,New York,LGA,07:15,2023-05-05,"['DL5680', 'WS8540']","['Delta Air Lines', 'WestJet']",A,Landed - On-time [+],06:00,2023-05-05,05:54,2023-05-05,07:15,2023-05-05,06:52,2023-05-05,
40,Provincetown,PVC,07:15,2023-05-05,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-05-05,06:35,2023-05-05,07:15,2023-05-05,07:25,2023-05-05,Cessna (Light aircraft)
41,Cincinnati,CVG,07:18,2023-05-05,['GB2040'],['ABX Air'],,Landed - Delayed [+],05:25,2023-05-05,06:03,2023-05-05,07:18,2023-05-05,07:52,2023-05-05,
42,Rochester,ROC,07:18,2023-05-05,"['B6712', 'TP4275']","['JetBlue Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:47,2023-05-05,07:18,2023-05-05,07:13,2023-05-05,
43,Baltimore,BWI,07:20,2023-05-05,"['B6106', 'AA9356', 'EI5107', 'FI7920', 'HA2034', 'JL5499', 'TP4384']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:56,2023-05-05,07:20,2023-05-05,07:13,2023-05-05,
44,Buffalo,BUF,07:24,2023-05-05,"['B61206', 'AA9148', 'EI5103', 'HA2388']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines']",C,Landed - On-time [+],06:00,2023-05-05,05:52,2023-05-05,07:24,2023-05-05,07:21,2023-05-05,
45,Bar Harbor,BHB,07:25,2023-05-05,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:00,2023-05-05,06:00,2023-05-05,07:25,2023-05-05,07:27,2023-05-05,Cessna (Light aircraft)
46,Philadelphia,PHL,07:26,2023-05-05,"['DL5620', 'KE3318']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-05,05:54,2023-05-05,07:26,2023-05-05,07:24,2023-05-05,
47,Los Angeles,LAX,07:27,2023-05-05,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],22:55,2023-05-04,22:50,2023-05-04,07:27,2023-05-05,07:14,2023-05-05,
48,San Francisco,SFO,07:31,2023-05-05,"['DL314', 'LA7001', 'VS1787', 'WS7275']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:50,2023-05-04,22:56,2023-05-04,07:31,2023-05-05,07:49,2023-05-05,
49,Washington,DCA,07:32,2023-05-05,['DL5837'],['Delta Air Lines'],A,Landed - On-time [+],06:00,2023-05-05,05:58,2023-05-05,07:32,2023-05-05,07:41,2023-05-05,
50,Pittsburgh,PIT,07:32,2023-05-05,"['B61486', 'AA9365', 'EI5223', 'FI7836', 'HA2468', 'TP4356']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:52,2023-05-05,07:32,2023-05-05,07:30,2023-05-05,
51,Richmond,RIC,07:37,2023-05-05,"['B6382', 'AA9191', 'EI5239', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:57,2023-05-05,07:37,2023-05-05,07:43,2023-05-05,
52,San Francisco,SFO,07:38,2023-05-05,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - Delayed [+],22:55,2023-05-04,23:04,2023-05-04,07:38,2023-05-05,07:56,2023-05-05,
53,New York,JFK,07:41,2023-05-05,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'SQ1452', 'TP4302']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-05-05,06:24,2023-05-05,07:41,2023-05-05,07:33,2023-05-05,
54,Washington,DCA,07:42,2023-05-05,"['AA2153', 'B64297']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-05-05,05:50,2023-05-05,07:42,2023-05-05,07:26,2023-05-05,
55,Baltimore,BWI,07:45,2023-05-05,['WN1655'],['Southwest Airlines'],B,Landed - On-time [+],06:20,2023-05-05,06:19,2023-05-05,07:45,2023-05-05,07:40,2023-05-05,
56,Pittsburgh,PIT,07:45,2023-05-05,"['DL5753', 'KE3310']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-05,05:56,2023-05-05,07:45,2023-05-05,07:43,2023-05-05,
57,Seattle,SEA,07:50,2023-05-05,"['DL810', 'KE3143', 'VS3753']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],23:33,2023-05-04,23:29,2023-05-04,07:50,2023-05-05,07:55,2023-05-05,
58,Portsmouth,PSM,07:51,2023-05-05,['CNS765'],['PlaneSense'],,Landed - On-time [+],07:30,2023-05-05,07:28,2023-05-05,07:51,2023-05-05,07:57,2023-05-05,
59,Detroit,DTW,07:52,2023-05-05,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:50,2023-05-05,07:52,2023-05-05,07:39,2023-05-05,
60,Pittsburgh,PIT,07:52,2023-05-05,['MLN717'],['Corpoate Air'],,Landed - Delayed [+],06:30,2023-05-05,07:13,2023-05-05,07:52,2023-05-05,08:30,2023-05-05,
61,Lebanon,LEB,07:55,2023-05-05,"['9K1870', 'B65167']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-05-05,06:50,2023-05-05,07:55,2023-05-05,07:55,2023-05-05,Tecnam P2012 Traveler
62,Richmond,RIC,07:55,2023-05-05,"['DL5751', 'AZ3413', 'KE3998']","['Delta Air Lines', 'ITA Airways', 'Korean Air']",A,Landed - On-time [+],06:10,2023-05-05,06:04,2023-05-05,07:55,2023-05-05,07:42,2023-05-05,
63,Washington,DCA,07:58,2023-05-05,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-05-05,06:25,2023-05-05,07:58,2023-05-05,07:50,2023-05-05,
64,Newark,EWR,07:59,2023-05-05,['UA1367'],['United Airlines'],B,Landed - On-time [+],06:45,2023-05-05,06:40,2023-05-05,07:59,2023-05-05,07:44,2023-05-05,
65,Las Vegas,LAS,07:59,2023-05-05,"['B61778', 'EI5161', 'HA2332', 'TP4320']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-05-04,00:30,2023-05-05,07:59,2023-05-05,08:33,2023-05-05,
66,Cleveland,CLE,08:00,2023-05-05,"['DL5682', 'KE3302']","['Delta Air Lines', 'Korean Air']",A,Landed - Delayed [+],06:08,2023-05-05,06:08,2023-05-05,08:00,2023-05-05,08:31,2023-05-05,
67,Martha's Vineyard,MVY,08:00,2023-05-05,"['9K3201', 'B65382']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:20,2023-05-05,08:20,2023-05-05,08:00,2023-05-05,09:05,2023-05-05,Cessna (Light aircraft)
68,Phoenix,PHX,08:00,2023-05-05,['DL667'],['Delta Air Lines'],A,Landed - On-time [+],23:59,2023-05-04,00:04,2023-05-05,08:00,2023-05-05,07:52,2023-05-05,
69,Raleigh/Durham,RDU,08:02,2023-05-05,"['DL2999', 'KE3997']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-05,05:53,2023-05-05,08:02,2023-05-05,07:47,2023-05-05,
70,Raleigh/Durham,RDU,08:05,2023-05-05,"['B6184', 'AA9456', 'EI5231', 'FI7876', 'HA2470', 'JL5841', 'TP4364']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:10,2023-05-05,06:21,2023-05-05,08:05,2023-05-05,08:07,2023-05-05,
71,Columbus,CMH,08:06,2023-05-05,"['DL5693', 'KE3984']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-05,05:54,2023-05-05,08:06,2023-05-05,07:46,2023-05-05,
72,Newark,EWR,08:09,2023-05-05,"['DL3537', 'KE3306']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],07:00,2023-05-05,06:52,2023-05-05,08:09,2023-05-05,08:08,2023-05-05,
73,Seattle,SEA,08:09,2023-05-05,"['B6498', 'AA9217', 'EI5271', 'HA2114', 'TP4386']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-05-04,00:24,2023-05-06,08:09,2023-05-05,08:39,2023-05-06,
74,Augusta,AUG,08:10,2023-05-05,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:00,2023-05-05,08:10,2023-05-05,08:10,2023-05-05,09:25,2023-05-05,Tecnam P2012 Traveler
75,Massena,MSS,08:10,2023-05-05,['4B861'],['Boutique Air'],B,Landed - On-time [+],07:00,2023-05-05,06:57,2023-05-05,08:10,2023-05-05,08:02,2023-05-05,
76,Chicago,MDW,08:15,2023-05-05,['WN1881'],['Southwest Airlines'],B,Landed - On-time [+],05:05,2023-05-05,05:03,2023-05-05,08:15,2023-05-05,08:23,2023-05-05,
77,Asheville,AVL,08:17,2023-05-05,['G4217'],['Allegiant Air'],E,Landed - On-time [+],06:00,2023-05-05,05:55,2023-05-05,08:17,2023-05-05,07:49,2023-05-05,
78,New York,LGA,08:17,2023-05-05,['DL5590'],['Delta Air Lines'],A,Landed - On-time [+],07:00,2023-05-05,06:54,2023-05-05,08:17,2023-05-05,08:01,2023-05-05,
79,Louisville,SDF,08:20,2023-05-05,"['AA4564', 'B64503']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-05-05,05:53,2023-05-05,08:20,2023-05-05,08:24,2023-05-05,
80,Indianapolis,IND,08:21,2023-05-05,"['DL5813', 'KE3316']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-05-05,05:58,2023-05-05,08:21,2023-05-05,08:23,2023-05-05,
81,Rutland,RUT,08:25,2023-05-05,"['9K52', 'B65100']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-05-05,07:20,2023-05-05,08:25,2023-05-05,08:38,2023-05-05,Tecnam P2012 Traveler
82,Richmond,RIC,08:26,2023-05-05,['1I728'],['NetJets Aviation'],,Landed - On-time [+],07:06,2023-05-05,07:29,2023-05-05,08:26,2023-05-05,08:35,2023-05-05,
83,New York,LGA,08:27,2023-05-05,"['B62832', 'AA9388']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],07:15,2023-05-05,07:11,2023-05-05,08:27,2023-05-05,08:32,2023-05-05,
84,San Francisco,SFO,08:29,2023-05-05,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:40,2023-05-04,22:59,2023-05-05,08:29,2023-05-05,07:30,2023-05-06,
85,Los Angeles,LAX,08:30,2023-05-05,"['B6988', 'AA9259', 'FI7866', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-05-04,23:49,2023-05-05,08:30,2023-05-05,08:10,2023-05-06,
86,Atlanta,ATL,08:31,2023-05-05,"['B6886', 'AA9303', 'FI7900', 'HA2164', 'JL5491']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines']",C,Landed - On-time [+],06:00,2023-05-05,06:00,2023-05-05,08:31,2023-05-05,08:29,2023-05-05,
87,Nantucket,ACK,08:33,2023-05-05,"['9K5021', 'B65352']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:45,2023-05-05,07:41,2023-05-05,08:33,2023-05-05,08:26,2023-05-05,Cessna (Light aircraft)
88,Baltimore,BWI,08:35,2023-05-05,['WN1183'],['Southwest Airlines'],B,Landed - Delayed [+],07:10,2023-05-05,07:46,2023-05-05,08:35,2023-05-05,09:09,2023-05-05,
89,Cleveland,CLE,08:36,2023-05-05,"['B6540', 'AA9358', 'EI5365', 'FI7822', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:55,2023-05-05,06:50,2023-05-05,08:36,2023-05-05,08:34,2023-05-05,
90,Philadelphia,PHL,08:37,2023-05-05,"['AA1440', 'JL7527']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:20,2023-05-05,07:13,2023-05-05,08:37,2023-05-05,08:31,2023-05-05,
91,Rockland,RKD,08:40,2023-05-05,"['9K1850', 'B65160']","['Cape Air', 'JetBlue Airways']",C,Landed - DIVERTED [+],07:30,2023-05-05,08:35,2023-05-05,08:40,2023-05-05,09:54,2023-05-05,
92,Washington,DCA,08:44,2023-05-05,"['AA2169', 'B64289']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],07:00,2023-05-05,06:50,2023-05-05,08:44,2023-05-05,08:28,2023-05-05,
93,Rochester,ROC,08:48,2023-05-05,"['AA6042', 'JL7617']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:30,2023-05-05,07:21,2023-05-05,08:48,2023-05-05,08:43,2023-05-05,
94,Saranac Lake,SLK,08:51,2023-05-05,"['9K1026', 'B65114']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:25,2023-05-05,07:25,2023-05-05,08:51,2023-05-05,09:10,2023-05-05,Tecnam P2012 Traveler
95,Newark,EWR,08:57,2023-05-05,"['B6152', 'AA9248', 'FI7992', 'HA2084', 'JL5479', 'LY8523']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'El Al Israel Airlines']",C,Landed - On-time [+],07:45,2023-05-05,07:37,2023-05-05,08:57,2023-05-05,08:36,2023-05-05,
96,Orlando,MCO,08:58,2023-05-05,['EI5171'],['Aer Lingus'],C,En Route [+],06:00,2023-05-05,,,08:58,2023-05-05,,,Airbus A320
97,Washington,DCA,08:59,2023-05-05,"['B61554', 'AA9542', 'HA2410']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],07:30,2023-05-05,07:23,2023-05-05,08:59,2023-05-05,08:51,2023-05-05,
98,Santiago,STI,09:00,2023-05-05,['B61924'],['JetBlue Airways'],E,Landed - Delayed [+],05:05,2023-05-05,05:16,2023-05-05,09:00,2023-05-05,09:16,2023-05-05,
99,Cincinnati,CVG,09:01,2023-05-05,"['DL2833', 'KE3985']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:50,2023-05-05,06:47,2023-05-05,09:01,2023-05-05,08:52,2023-05-05,
100,West Palm Beach,PBI,09:03,2023-05-05,"['B6222', 'EI5191', 'HA2454', 'JL5877', 'TP4488']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],06:00,2023-05-05,06:42,2023-05-05,09:03,2023-05-05,10:12,2023-05-05,
101,Orlando,MCO,09:07,2023-05-05,['F91238'],['Frontier Airlines'],E,Landed - On-time [+],06:00,2023-05-05,05:57,2023-05-05,09:07,2023-05-05,09:10,2023-05-05,
102,Charlotte,CLT,09:08,2023-05-05,['DL5821'],['Delta Air Lines'],A,Landed - On-time [+],06:50,2023-05-05,06:44,2023-05-05,09:08,2023-05-05,08:55,2023-05-05,
103,Toronto,YYZ,09:11,2023-05-05,"['AC766', 'UA8528']","['Air Canada', 'United Airlines']",B,Landed - On-time [+],07:40,2023-05-05,07:36,2023-05-05,09:11,2023-05-05,09:24,2023-05-05,
104,Fort Lauderdale,FLL,09:14,2023-05-05,"['B670', 'AD7410', 'EI5143', 'FI7932', 'HA2168', 'JL5863', 'TP4288']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-05-05,05:59,2023-05-05,09:14,2023-05-05,09:02,2023-05-05,
105,Detroit,DTW,09:15,2023-05-05,['DL1322'],['Delta Air Lines'],A,Landed - Delayed [+],07:18,2023-05-05,07:37,2023-05-05,09:15,2023-05-05,09:30,2023-05-05,
106,Chicago,ORD,09:16,2023-05-05,"['AA1489', 'AS4204', 'B64153']","['American Airlines', 'Alaska Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-05-05,05:56,2023-05-05,09:16,2023-05-05,09:13,2023-05-05,
107,Teterboro,TEB,09:16,2023-05-05,['LXJ449'],['Flexjet'],,Landed - On-time [+],08:31,2023-05-05,08:52,2023-05-05,09:16,2023-05-05,09:29,2023-05-05,
