Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-07-03,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - Delayed [+],17:24,2023-07-02,18:16,2023-07-02,actual,00:03,2023-07-03,00:39,2023-07-03,actual,
Miami,MIA,00:06,2023-07-03,"['B61720', 'QR4188', 'TP4510']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],20:45,2023-07-02,21:10,2023-07-02,actual,00:06,2023-07-03,00:33,2023-07-03,actual,
Nashville,BNA,00:10,2023-07-03,['WN1542'],['Southwest Airlines'],B,Landed - On-time [+],20:45,2023-07-02,20:42,2023-07-02,actual,00:10,2023-07-03,00:02,2023-07-03,actual,
Baltimore,BWI,00:20,2023-07-03,['WN695'],['Southwest Airlines'],B,Landed - Delayed [+],22:55,2023-07-02,01:48,2023-07-03,actual,00:20,2023-07-03,02:55,2023-07-03,actual,
Seattle,SEA,00:20,2023-07-03,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],15:55,2023-07-02,16:14,2023-07-02,actual,00:20,2023-07-03,00:22,2023-07-03,actual,
Miami,MIA,00:25,2023-07-03,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - Delayed [+],21:03,2023-07-02,21:50,2023-07-02,actual,00:25,2023-07-03,01:04,2023-07-03,actual,
Minneapolis,MSP,00:26,2023-07-03,"['DL1246', 'AM3621', 'KE3993', 'KL5800', 'VS4242', 'WS7864']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],20:35,2023-07-02,21:15,2023-07-02,actual,00:26,2023-07-03,00:47,2023-07-03,actual,
Fort Lauderdale,FLL,00:30,2023-07-03,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:14,2023-07-02,22:18,2023-07-02,actual,00:30,2023-07-03,01:33,2023-07-03,actual,
Charlotte,CLT,00:38,2023-07-03,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:27,2023-07-02,22:46,2023-07-02,actual,00:38,2023-07-03,01:12,2023-07-03,actual,
Chicago,ORD,00:59,2023-07-03,"['UA473', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:26,2023-07-02,21:27,2023-07-02,actual,00:59,2023-07-03,00:39,2023-07-03,actual,
San Francisco,SFO,01:04,2023-07-03,"['UA2262', 'NZ9016', 'VA8566']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],16:15,2023-07-02,16:06,2023-07-02,actual,01:04,2023-07-03,00:37,2023-07-03,actual,
Atlanta,ATL,01:13,2023-07-03,"['DL865', 'AM4188', 'AZ3381', 'KE3682', 'KL5111', 'LA5740', 'VS2377', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:31,2023-07-02,23:49,2023-07-02,actual,01:13,2023-07-03,02:27,2023-07-03,actual,
Cincinnati,CVG,04:28,2023-07-03,['GB588'],['ABX Air'],,Landed - On-time [+],02:35,2023-07-03,02:52,2023-07-03,actual,04:28,2023-07-03,04:26,2023-07-03,actual,
San Diego,SAN,04:39,2023-07-03,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - On-time [+],20:10,2023-07-02,20:18,2023-07-02,actual,04:39,2023-07-03,04:53,2023-07-03,actual,
Denver,DEN,05:00,2023-07-03,['B6594'],['JetBlue Airways'],C,Landed - On-time [+],23:10,2023-07-02,23:10,2023-07-02,actual,05:00,2023-07-03,04:57,2023-07-03,actual,
Phoenix,PHX,05:00,2023-07-03,['AA2701'],['American Airlines'],B,Landed - On-time [+],20:59,2023-07-02,21:05,2023-07-02,actual,05:00,2023-07-03,04:56,2023-07-03,actual,
Salt Lake City,SLC,05:01,2023-07-03,['B6348'],['JetBlue Airways'],C,Landed - Delayed [+],22:32,2023-07-02,22:40,2023-07-02,actual,05:01,2023-07-03,05:32,2023-07-03,actual,
San Francisco,SFO,05:02,2023-07-03,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:20,2023-07-02,20:27,2023-07-02,actual,05:02,2023-07-03,05:02,2023-07-03,actual,
San Francisco,SFO,05:20,2023-07-03,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines']",C,Landed - Delayed [+],20:43,2023-07-02,22:47,2023-07-02,actual,05:20,2023-07-03,07:16,2023-07-03,actual,
Seattle,SEA,05:23,2023-07-03,"['B6498', 'AA9217', 'HA2114']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],21:10,2023-07-02,21:19,2023-07-02,actual,05:23,2023-07-03,05:28,2023-07-03,actual,
Los Angeles,LAX,05:35,2023-07-03,"['B6388', 'AA9137', 'FI7866', 'HA2184']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - On-time [+],20:59,2023-07-02,20:52,2023-07-02,actual,05:35,2023-07-03,05:26,2023-07-03,actual,
Las Vegas,LAS,05:39,2023-07-03,"['B6778', 'HA2178']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:35,2023-07-02,22:42,2023-07-02,actual,05:39,2023-07-03,07:53,2023-07-03,actual,
