Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-06-13,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],17:24,2023-06-12,17:23,2023-06-12,actual,00:03,2023-06-13,00:06,2023-06-13,actual,
Fort Myers,RSW,00:08,2023-06-13,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-06-12,20:52,2023-06-13,actual,00:08,2023-06-13,23:58,2023-06-13,actual,
San Francisco,SFO,00:09,2023-06-13,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - Delayed [+],15:27,2023-06-12,15:46,2023-06-12,actual,00:09,2023-06-13,00:53,2023-06-13,actual,
Orlando,MCO,00:17,2023-06-13,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-06-12,21:35,2023-06-13,actual,00:17,2023-06-13,00:24,2023-06-14,actual,
Seattle,SEA,00:21,2023-06-13,"['DL770', 'KE3009', 'VS1732']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - Delayed [+],15:55,2023-06-12,15:55,2023-06-12,actual,00:21,2023-06-13,00:42,2023-06-13,actual,
Miami,MIA,00:25,2023-06-13,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - Delayed [+],21:03,2023-06-12,21:15,2023-06-12,actual,00:25,2023-06-13,01:08,2023-06-13,actual,
Minneapolis,MSP,00:26,2023-06-13,"['DL1246', 'AM3621', 'KE3993', 'KL5800', 'VS4242', 'WS7864']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],20:35,2023-06-12,20:43,2023-06-12,actual,00:26,2023-06-13,00:37,2023-06-13,actual,
Chicago,MDW,00:30,2023-06-13,['WN1905'],['Southwest Airlines'],B,Landed - Delayed [+],21:15,2023-06-12,21:40,2023-06-12,actual,00:30,2023-06-13,00:55,2023-06-13,actual,
San Diego,SAN,00:32,2023-06-13,['B6928'],['JetBlue Airways'],C,Landed - On-time [+],15:57,2023-06-12,16:00,2023-06-12,actual,00:32,2023-06-13,00:13,2023-06-13,actual,
Charlotte,CLT,00:38,2023-06-13,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:27,2023-06-12,23:42,2023-06-12,actual,00:38,2023-06-13,01:46,2023-06-13,actual,
