Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Nashville,BNA,00:05,2024-03-11,['WN5476'],['Southwest Airlines'],B,Landed - Delayed [+],20:40,"March 10, 2024",22:41,"March 10, 2024",actual,00:05,"March 11, 2024",01:55,"March 11, 2024",actual,Boeing 737-800 Passenger
Salt Lake City,SLC,00:08,2024-03-11,['DL702'],['Delta Air Lines'],A,Landed - On-time [+],17:29,"March 10, 2024",17:19,"March 10, 2024",actual,00:08,"March 11, 2024",00:06,"March 11, 2024",actual,Airbus A321neo
Orlando,MCO,00:12,2024-03-11,['B61952'],['JetBlue'],C,Landed - Delayed [+],21:10,"March 10, 2024",21:58,"March 10, 2024",actual,00:12,"March 11, 2024",00:47,"March 11, 2024",actual,Airbus A321
Baltimore,BWI,00:20,2024-03-11,['WN3431'],['Southwest Airlines'],B,Landed - Delayed [+],22:55,"March 10, 2024",01:15,2024-03-11,actual,00:20,"March 11, 2024",02:30,"March 11, 2024",actual,Boeing 737 Passenger
New York,JFK,00:22,2024-03-11,['B6318'],['JetBlue'],C,Landed - On-time [+],22:59,"March 10, 2024",22:53,"March 10, 2024",actual,00:22,"March 11, 2024",00:00,"March 11, 2024",actual,Embraer 190
Charlotte,CLT,00:36,2024-03-11,['AA1937'],['American Airlines'],B,Landed - Delayed [+],22:29,"March 10, 2024",23:06,"March 10, 2024",actual,00:36,"March 11, 2024",01:17,"March 11, 2024",actual,Boeing 737-800 Passenger
Chicago,ORD,00:45,2024-03-11,['UA2627'],['United Airlines'],B,Landed - On-time [+],21:28,"March 10, 2024",21:26,"March 10, 2024",actual,00:45,"March 11, 2024",00:40,"March 11, 2024",actual,Boeing 737-800 Passenger
Saint Louis,STL,00:45,2024-03-11,['WN5491'],['Southwest Airlines'],B,Landed - Delayed [+],21:15,"March 10, 2024",21:50,"March 10, 2024",actual,00:45,"March 11, 2024",01:25,"March 11, 2024",actual,Boeing 737MAX 8 Passenger
Miami,MIA,00:46,2024-03-11,['AA1054'],['American Airlines'],B,Landed - On-time [+],21:08,"March 10, 2024",21:09,"March 10, 2024",actual,00:46,"March 11, 2024",00:36,"March 11, 2024",actual,Boeing 737MAX 8 Passenger
Atlanta,ATL,00:57,2024-03-11,['DL865'],['Delta Air Lines'],A,Landed - On-time [+],22:25,"March 10, 2024",22:24,"March 10, 2024",actual,00:57,"March 11, 2024",00:46,"March 11, 2024",actual,Airbus A321
Denver,DEN,01:10,2024-03-11,['WN1354'],['Southwest Airlines'],B,Landed - Delayed [+],19:20,"March 10, 2024",19:53,"March 10, 2024",actual,01:10,"March 11, 2024",01:40,"March 11, 2024",actual,Boeing 737 Passenger
Nashville,BNA,01:17,2024-03-11,['SWQ9356'],['iAero Airways'],,Landed - On-time [+],22:12,"March 10, 2024",22:30,"March 10, 2024",actual,01:17,"March 11, 2024",01:28,"March 11, 2024",actual,Boeing 737-400 Passenger
San Juan,SJU,01:38,2024-03-11,['B6262'],['JetBlue'],C,Landed - On-time [+],21:22,"March 10, 2024",21:20,"March 10, 2024",actual,01:38,"March 11, 2024",01:08,"March 11, 2024",actual,Airbus A321
