,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Fort Myers,RSW,00:08,2023-05-15,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-14,20:44,2023-05-15,00:08,2023-05-15,23:54,2023-05-15,
1,San Francisco,SFO,00:09,2023-05-15,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-14,15:19,2023-05-14,00:09,2023-05-15,23:53,2023-05-14,
2,Chicago,MDW,00:10,2023-05-15,['WN268'],['Southwest Airlines'],B,Landed - On-time [+],21:00,2023-05-14,21:00,2023-05-14,00:10,2023-05-15,00:08,2023-05-15,
3,Orlando,MCO,00:17,2023-05-15,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-14,23:07,2023-05-14,00:17,2023-05-15,01:50,2023-05-15,
4,Miami,MIA,00:24,2023-05-15,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-14,21:17,2023-05-14,00:24,2023-05-15,00:30,2023-05-15,
5,Nashville,BNA,00:30,2023-05-15,['WN3143'],['Southwest Airlines'],B,Landed - On-time [+],21:05,2023-05-14,21:03,2023-05-14,00:30,2023-05-15,00:24,2023-05-15,
6,Charlotte,CLT,00:44,2023-05-15,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - On-time [+],22:33,2023-05-14,22:28,2023-05-14,00:44,2023-05-15,00:31,2023-05-15,
7,Saint Louis,STL,00:45,2023-05-15,['WN931'],['Southwest Airlines'],B,Landed - Delayed [+],21:10,2023-05-14,21:50,2023-05-14,00:45,2023-05-15,01:22,2023-05-15,
8,Atlanta,ATL,00:51,2023-05-15,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-14,22:13,2023-05-14,00:51,2023-05-15,00:37,2023-05-15,
9,Chicago,ORD,01:00,2023-05-15,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-14,21:34,2023-05-14,01:00,2023-05-15,00:38,2023-05-15,
10,Denver,DEN,01:05,2023-05-15,['WN3442'],['Southwest Airlines'],B,Landed - On-time [+],19:15,2023-05-14,19:21,2023-05-14,01:05,2023-05-15,00:53,2023-05-15,
11,Cincinnati,CVG,04:29,2023-05-15,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-05-15,02:43,2023-05-15,04:29,2023-05-15,04:19,2023-05-15,
12,Las Vegas,LAS,04:29,2023-05-15,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-14,20:35,2023-05-14,04:29,2023-05-15,04:20,2023-05-15,
13,San Francisco,SFO,04:59,2023-05-15,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Canceled [+],20:15,2023-05-14,,,04:59,2023-05-15,,,
14,San Diego,SAN,05:01,2023-05-15,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-14,20:24,2023-05-15,05:01,2023-05-15,04:49,2023-05-16,
