,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Chicago,MDW,00:05,2023-05-23,['WN951'],['Southwest Airlines'],B,Landed - On-time [+],20:55,2023-05-22,20:59,2023-05-22,00:05,2023-05-23,00:06,2023-05-23,
1,Fort Myers,RSW,00:08,2023-05-23,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],20:59,2023-05-22,21:25,2023-05-23,00:08,2023-05-23,00:41,2023-05-24,
2,San Francisco,SFO,00:09,2023-05-23,"['B61734', 'AA9249', 'HA2224']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],15:27,2023-05-22,15:21,2023-05-22,00:09,2023-05-23,00:01,2023-05-23,
3,Orlando,MCO,00:17,2023-05-23,"['B6976', 'AD7414', 'HA2198']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:20,2023-05-22,22:52,2023-05-23,00:17,2023-05-23,01:43,2023-05-24,
4,Miami,MIA,00:24,2023-05-23,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - On-time [+],21:01,2023-05-22,20:54,2023-05-22,00:24,2023-05-23,00:02,2023-05-23,
5,Charlotte,CLT,00:44,2023-05-23,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:33,2023-05-22,00:05,2023-05-23,00:44,2023-05-23,01:58,2023-05-23,
6,Atlanta,ATL,00:51,2023-05-23,"['DL865', 'AM3020', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],22:17,2023-05-22,22:19,2023-05-22,00:51,2023-05-23,00:36,2023-05-23,
7,Chicago,ORD,01:00,2023-05-23,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:36,2023-05-22,21:30,2023-05-22,01:00,2023-05-23,00:45,2023-05-23,
8,Denver,DEN,01:40,2023-05-23,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:50,2023-05-22,20:10,2023-05-22,01:40,2023-05-23,02:00,2023-05-23,
9,Louisville,SDF,04:26,2023-05-23,['5X1016'],['UPS'],,Landed - Delayed [+],02:35,2023-05-23,03:10,2023-05-23,04:26,2023-05-23,04:54,2023-05-23,
10,Las Vegas,LAS,04:29,2023-05-23,['NK1165'],['Spirit Airlines'],B,Landed - On-time [+],20:30,2023-05-22,20:36,2023-05-22,04:29,2023-05-23,04:40,2023-05-23,
11,Philadelphia,PHL,04:29,2023-05-23,['5X1018'],['UPS'],,Landed - On-time [+],03:36,2023-05-23,03:40,2023-05-23,04:29,2023-05-23,04:30,2023-05-23,
12,Newark,EWR,04:55,2023-05-23,['FX1989'],['FedEx'],,Landed - On-time [+],04:08,2023-05-23,04:34,2023-05-23,04:55,2023-05-23,05:09,2023-05-23,
13,San Francisco,SFO,04:59,2023-05-23,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-05-22,20:10,2023-05-22,04:59,2023-05-23,04:48,2023-05-23,
14,San Diego,SAN,05:01,2023-05-23,"['B62120', 'FI7894', 'JL5887']","['JetBlue Airways', 'Icelandair', 'JAL Japan Airlines']",C,Landed - Delayed [+],20:29,2023-05-22,20:23,2023-05-23,05:01,2023-05-23,05:07,2023-05-24,
15,Los Angeles,LAX,05:18,2023-05-23,"['AA2453', 'B64139', 'BA4746', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],20:45,2023-05-22,20:38,2023-05-22,05:18,2023-05-23,05:10,2023-05-23,
16,Sacramento,SMF,05:38,2023-05-23,['B6916'],['JetBlue Airways'],C,Landed - Delayed [+],21:16,2023-05-22,21:08,2023-05-23,05:38,2023-05-23,05:51,2023-05-24,
17,Denver,DEN,05:40,2023-05-23,['B6294'],['JetBlue Airways'],C,Landed - Delayed [+],23:53,2023-05-22,00:17,2023-05-24,05:40,2023-05-23,06:11,2023-05-24,
18,Phoenix,PHX,05:40,2023-05-23,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-05-22,21:43,2023-05-22,05:40,2023-05-23,05:32,2023-05-23,
19,Louisville,SDF,05:45,2023-05-23,['5X1014'],['UPS'],,Landed - On-time [+],03:54,2023-05-23,04:16,2023-05-23,05:45,2023-05-23,05:59,2023-05-23,
20,Tel Aviv-Yafo,TLV,05:45,2023-05-23,['LY15'],['El Al Israel Airlines'],E,Landed - On-time [+],01:05,2023-05-23,01:04,2023-05-23,05:45,2023-05-23,05:23,2023-05-23,
21,San Francisco,SFO,05:55,2023-05-23,"['AS546', 'AA7543', 'FJ5860', 'JL5448', 'QF3670', 'SQ1386']","['Alaska Airlines', 'American Airlines', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Singapore Airlines']",B,Landed - On-time [+],21:05,2023-05-22,20:59,2023-05-22,05:55,2023-05-23,05:49,2023-05-23,
22,Denver,DEN,05:58,2023-05-23,['UA541'],['United Airlines'],B,Landed - On-time [+],23:59,2023-05-22,00:08,2023-05-23,05:58,2023-05-23,06:09,2023-05-23,
23,Seattle,SEA,06:00,2023-05-23,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],21:40,2023-05-22,22:02,2023-05-22,06:00,2023-05-23,06:24,2023-05-23,
24,Memphis,MEM,06:05,2023-05-23,['FX1406'],['FedEx'],,Landed - On-time [+],02:36,2023-05-23,02:56,2023-05-23,06:05,2023-05-23,06:13,2023-05-23,
