Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Miami,MIA,00:19,2023-12-04,"['AA1054', 'G36162']",['American Airlines'],B,Landed - On-time [+],21:00,2023-12-03,21:05,2023-12-03,actual,00:19,2023-12-04,00:06,2023-12-04,actual,Boeing 737-800 Passenger
Charlotte,CLT,00:29,2023-12-04,['AA1937'],['American Airlines'],B,Landed - On-time [+],22:23,2023-12-03,22:19,2023-12-03,actual,00:29,2023-12-04,00:03,2023-12-04,actual,Airbus A321
Minneapolis,MSP,00:30,2023-12-04,"['DL1246', 'AM4118', 'KE3993', 'KL5670', 'VS4242', 'WS7864']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],20:39,2023-12-03,21:06,2023-12-03,actual,00:30,2023-12-04,00:46,2023-12-04,actual,Airbus A321
Fort Lauderdale,FLL,00:44,2023-12-04,"['B6170', 'AD7411', 'HA2426', 'JL5863']","['JetBlue Airways', 'Hawaiian Airlines', 'JAL']",C,Landed - Delayed [+],21:39,2023-12-03,22:30,2023-12-03,actual,00:44,2023-12-04,01:12,2023-12-04,actual,Airbus A220-300 Passenger
Chicago,ORD,00:47,2023-12-04,"['UA1524', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'SAS Scandinavian Airlines']",B,Landed - On-time [+],21:30,2023-12-03,21:48,2023-12-03,actual,00:47,2023-12-04,00:52,2023-12-04,actual,Boeing 737-900 Passenger
New York,JFK,00:49,2023-12-04,"['B61618', 'AT9512', 'EI5014', 'EY8249', 'HA2078', 'LO5703', 'LY8533', 'QR3855']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - On-time [+],23:35,2023-12-03,23:40,2023-12-03,actual,00:49,2023-12-04,00:35,2023-12-04,actual,Embraer 190
Tampa,TPA,00:51,2023-12-04,['NK3583'],['Spirit Airlines'],B,Landed - Delayed [+],21:57,2023-12-03,22:38,2023-12-03,actual,00:51,2023-12-04,01:09,2023-12-04,actual,Airbus A320neo
Atlanta,ATL,00:59,2023-12-04,"['DL865', 'AM4188', 'KE3682', 'KL6648', 'LA6561', 'VS4256', 'WS6383']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],22:25,2023-12-03,22:38,2023-12-03,actual,00:59,2023-12-04,00:45,2023-12-04,actual,Airbus A321
Salem,SLE,01:13,2023-12-04,['FTH3'],['Mountain Aviation'],,Landed - Delayed [+],17:30,2023-12-03,18:11,2023-12-03,actual,01:13,2023-12-04,01:48,2023-12-04,actual,Dassault Falcon 2000/2000DX
San Diego,SAN,04:18,2023-12-04,"['B62120', 'JL5887']","['JetBlue Airways', 'JAL']",C,Landed - Delayed [+],20:03,2023-12-03,19:58,2023-12-03,actual,04:18,2023-12-04,04:50,2023-12-04,actual,Airbus A321
Cincinnati,CVG,04:23,2023-12-04,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-12-04,02:54,2023-12-04,actual,04:23,2023-12-04,04:21,2023-12-04,actual,Boeing 767-200 Passenger
