,Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
0,Tampa,TPA,00:08,2023-05-01,['DL1439'],['Delta Air Lines'],A,Landed - Delayed [+],21:04,2023-04-30,22:20,2023-04-30,00:08,2023-05-01,01:15,2023-05-01,
1,Chicago,MDW,00:10,2023-05-01,['WN268'],['Southwest Airlines'],B,Landed - Delayed [+],21:00,2023-04-30,22:30,2023-04-30,00:10,2023-05-01,01:53,2023-05-01,
2,Seattle,SEA,00:10,2023-05-01,"['DL770', 'KE3009', 'MU4546', 'VS1732']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],15:50,2023-04-30,16:40,2023-04-30,00:10,2023-05-01,01:07,2023-05-01,
3,Fort Myers,RSW,00:14,2023-05-01,"['B61766', 'HA2222']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:05,2023-04-30,23:08,2023-05-01,00:14,2023-05-01,02:14,2023-05-02,
4,New York,JFK,00:19,2023-05-01,"['B61318', 'AA9347', 'AT9510', 'EI5018', 'EY8244', 'HA2000', 'QR3825', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Royal Air Maroc', 'Aer Lingus', 'Etihad Airways', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],22:55,2023-04-30,23:16,2023-05-01,00:19,2023-05-01,00:21,2023-05-02,
5,West Palm Beach,PBI,00:19,2023-05-01,"['B6622', 'HA2456']","['JetBlue Airways', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-30,22:37,2023-05-01,00:19,2023-05-01,01:32,2023-05-02,
6,Miami,MIA,00:21,2023-05-01,"['AA1054', 'B64059', 'G36162', 'IB4896']","['American Airlines', 'JetBlue Airways', 'Gol', 'Iberia']",B,Landed - Delayed [+],21:00,2023-04-30,21:44,2023-04-30,00:21,2023-05-01,01:36,2023-05-01,
7,Orlando,MCO,00:27,2023-05-01,"['B61952', 'AD7669', 'HA2442']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:30,2023-04-30,22:16,2023-05-01,00:27,2023-05-01,00:57,2023-05-02,
8,Nashville,BNA,00:30,2023-05-01,['WN3143'],['Southwest Airlines'],B,Landed - Delayed [+],21:05,2023-04-30,21:38,2023-04-30,00:30,2023-05-01,01:19,2023-05-01,
9,Fort Lauderdale,FLL,00:32,2023-05-01,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:15,2023-04-30,22:32,2023-05-01,00:32,2023-05-01,01:35,2023-05-02,
10,Charlotte,CLT,00:34,2023-05-01,"['AA1937', 'MH9476']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:28,2023-04-30,22:39,2023-04-30,00:34,2023-05-01,00:50,2023-05-01,
11,Charleston,KJZI,00:34,2023-05-01,['LAK331'],['Red Wing Aeroplane Company'],,Landed - Delayed [+],22:30,2023-04-30,22:43,2023-04-30,00:34,2023-05-01,01:01,2023-05-01,
12,Chicago,ORD,00:43,2023-05-01,"['UA1503', 'NH7478', 'NZ2091', 'SK8889']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],21:20,2023-04-30,21:21,2023-04-30,00:43,2023-05-01,01:01,2023-05-01,
13,Saint Louis,STL,00:45,2023-05-01,['WN931'],['Southwest Airlines'],B,Landed - Delayed [+],21:10,2023-04-30,23:20,2023-04-30,00:45,2023-05-01,02:42,2023-05-01,Boeing 737-800 (winglets) Passenger/BBJ2
14,Fort Lauderdale,FLL,00:56,2023-05-01,['NK616'],['Spirit Airlines'],B,Landed - Delayed [+],21:41,2023-04-30,00:38,2023-05-01,00:56,2023-05-01,03:34,2023-05-01,
15,Atlanta,ATL,00:59,2023-05-01,"['DL865', 'AM3183', 'KE3682', 'KL5056', 'VS4226', 'WS6383']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:25,2023-04-30,00:04,2023-05-01,00:59,2023-05-01,02:40,2023-05-01,
16,Denver,DEN,01:05,2023-05-01,['WN3442'],['Southwest Airlines'],B,Landed - Delayed [+],19:15,2023-04-30,19:36,2023-04-30,01:05,2023-05-01,01:41,2023-05-01,
17,New Orleans,NEW,01:50,2023-05-01,['WWI74'],['Worldwide Jet Charter'],,Landed - On-time [+],21:55,2023-04-30,22:03,2023-04-30,01:50,2023-05-01,01:52,2023-05-01,
18,Saint Louis,STL,02:45,2023-05-01,['WN9034'],['Southwest Airlines'],,Landed - On-time [+],23:24,2023-04-30,23:28,2023-04-30,02:45,2023-05-01,02:37,2023-05-01,
19,Westchester County,HPN,03:11,2023-05-01,['WWI74'],['Worldwide Jet Charter'],,En Route [+],21:55,2023-04-30,22:03,2023-04-30,01:50,2023-05-01,01:52,2023-05-01,
20,Cincinnati,CVG,04:31,2023-05-01,['M6588'],['Amerijet International'],,Landed - On-time [+],02:35,2023-05-01,02:36,2023-05-01,04:31,2023-05-01,04:13,2023-05-01,
21,San Diego,SAN,04:47,2023-05-01,"['B62120', 'FI7894']","['JetBlue Airways', 'Icelandair']",C,Landed - Delayed [+],20:15,2023-04-30,20:25,2023-05-01,04:47,2023-05-01,04:47,2023-05-02,
22,San Francisco,SFO,04:57,2023-05-01,"['UA1871', 'NZ9012', 'VA8308']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - On-time [+],20:15,2023-04-30,20:35,2023-04-30,04:57,2023-05-01,05:06,2023-05-01,
23,San Francisco,SFO,04:57,2023-05-01,['EDG913'],['Jet Edge'],,En Route [+],20:30,2023-04-30,,,04:57,2023-05-01,,,
24,Salt Lake City,SLC,05:01,2023-05-01,['B6648'],['JetBlue Airways'],C,Landed - Delayed [+],22:30,2023-04-30,23:18,2023-05-01,05:01,2023-05-01,05:56,2023-05-02,
25,Denver,DEN,05:10,2023-05-01,"['B6394', 'FI7886']","['JetBlue Airways', 'Icelandair']",C,Landed - Delayed [+],23:23,2023-04-30,23:14,2023-05-01,05:10,2023-05-01,04:58,2023-05-02,
26,San Juan,SJU,05:30,2023-05-01,"['B61072', 'JL5481']","['JetBlue Airways', 'JAL Japan Airlines']",C,Landed - Delayed [+],01:20,2023-05-01,03:16,2023-05-01,05:30,2023-05-01,07:39,2023-05-01,
27,Phoenix,PHX,05:36,2023-05-01,['AA2701'],['American Airlines'],B,Landed - On-time [+],21:45,2023-04-30,21:41,2023-04-30,05:36,2023-05-01,05:25,2023-05-01,
28,Denver,DEN,05:37,2023-05-01,['UA289'],['United Airlines'],B,Landed - On-time [+],23:40,2023-04-30,23:35,2023-04-30,05:37,2023-05-01,05:13,2023-05-01,
29,Seattle,SEA,05:43,2023-05-01,"['AS536', 'JL6356']","['Alaska Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],21:25,2023-04-30,21:19,2023-04-30,05:43,2023-05-01,05:39,2023-05-01,
30,Phoenix,PHX,05:59,2023-05-01,"['B61302', 'EI5211', 'TP4354']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:10,2023-04-30,22:04,2023-05-01,05:59,2023-05-01,05:44,2023-05-02,
31,Salt Lake City,SLC,06:00,2023-05-01,"['DL999', 'KL5565', 'LA6608', 'VS4266']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],23:30,2023-04-30,23:48,2023-04-30,06:00,2023-05-01,06:21,2023-05-01,
32,Los Angeles,LAX,06:27,2023-05-01,"['DL675', 'AF8576', 'KE7395', 'LA6321', 'VS3062']","['Delta Air Lines', 'Air France', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],21:50,2023-04-30,21:51,2023-04-30,06:27,2023-05-01,06:27,2023-05-01,
33,Las Vegas,LAS,06:33,2023-05-01,"['B6778', 'EI5165', 'HA2178', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],22:33,2023-04-30,22:26,2023-05-01,06:33,2023-05-01,06:27,2023-05-02,
34,Buffalo,BUF,06:40,2023-05-01,['DL1211'],['Delta Air Lines'],A,Canceled [+],05:03,2023-05-01,,,06:40,2023-05-01,,,Airbus A220-100 Passenger
35,Honolulu,HNL,06:40,2023-05-01,"['HA90', 'B65816']","['Hawaiian Airlines', 'JetBlue Airways']",E,Landed - Delayed [+],15:00,2023-04-30,15:25,2023-04-30,06:40,2023-05-01,07:23,2023-05-01,
36,Rochester,ROC,06:40,2023-05-01,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:07,2023-05-01,04:58,2023-05-01,06:40,2023-05-01,06:42,2023-05-01,
37,San Diego,SAN,06:45,2023-05-01,['DL801'],['Delta Air Lines'],A,Landed - Delayed [+],22:05,2023-04-30,22:30,2023-04-30,06:45,2023-05-01,07:06,2023-05-01,
38,Los Angeles,LAX,06:52,2023-05-01,"['AA2453', 'B64139', 'FJ5005', 'JL7525', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'JAL Japan Airlines', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-04-30,22:20,2023-04-30,06:52,2023-05-01,06:45,2023-05-01,
39,Santiago,STI,07:10,2023-05-01,['B61924'],['JetBlue Airways'],E,Landed - Delayed [+],03:17,2023-05-01,04:21,2023-05-01,07:10,2023-05-01,08:15,2023-05-01,
40,Sao Paulo,GRU,07:11,2023-05-01,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],23:00,2023-04-30,23:49,2023-04-30,07:11,2023-05-01,08:17,2023-05-01,
