Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Departure Status,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Arrival Status,Equipment
Salt Lake City,SLC,00:03,2023-06-29,"['DL702', 'KL5238']","['Delta Air Lines', 'KLM Royal Dutch Airlines']",A,Landed - On-time [+],17:24,2023-06-28,17:28,2023-06-28,actual,00:03,2023-06-29,23:46,2023-06-28,actual,
Miami,MIA,00:06,2023-06-29,"['B61720', 'QR4188', 'TP4510']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],20:45,2023-06-28,21:52,2023-06-28,actual,00:06,2023-06-29,01:31,2023-06-29,actual,
Las Vegas,LAS,00:18,2023-06-29,['KOW955'],['Baker Aviation'],,Landed - Delayed [+],16:50,2023-06-28,17:28,2023-06-28,actual,00:18,2023-06-29,00:47,2023-06-29,actual,
Miami,MIA,00:25,2023-06-29,"['AA1054', 'B64059', 'G36162']","['American Airlines', 'JetBlue Airways', 'Gol']",B,Landed - On-time [+],21:03,2023-06-28,21:01,2023-06-28,actual,00:25,2023-06-29,00:25,2023-06-29,actual,
Minneapolis,MSP,00:26,2023-06-29,"['DL1246', 'AM3621', 'KE3993', 'KL5800', 'VS4242', 'WS7864']","['Delta Air Lines', 'Aeromexico', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],20:35,2023-06-28,20:33,2023-06-28,actual,00:26,2023-06-29,00:12,2023-06-29,actual,
Fort Lauderdale,FLL,00:30,2023-06-29,"['B6170', 'AD7411', 'HA2426']","['JetBlue Airways', 'Azul', 'Hawaiian Airlines']",C,Landed - Delayed [+],21:14,2023-06-28,21:39,2023-06-28,actual,00:30,2023-06-29,01:05,2023-06-29,actual,
New York,JFK,00:30,2023-06-29,['AA9922'],['American Airlines'],V,Landed - DIVERTED [+],23:30,2023-06-28,00:50,2023-06-29,actual,00:30,2023-06-29,01:58,2023-06-29,actual,
Chicago,MDW,00:30,2023-06-29,['WN1905'],['Southwest Airlines'],B,Landed - On-time [+],21:15,2023-06-28,21:14,2023-06-28,actual,00:30,2023-06-29,00:19,2023-06-29,actual,
Charlotte,CLT,00:38,2023-06-29,"['AA1937', 'MH9487']","['American Airlines', 'Malaysia Airlines']",B,Landed - Delayed [+],22:27,2023-06-28,22:42,2023-06-28,actual,00:38,2023-06-29,00:53,2023-06-29,actual,
Detroit,DTW,00:55,2023-06-29,"['DL1279', 'AF2866', 'AM3384', 'VS3112', 'WS7224']","['Delta Air Lines', 'Air France', 'Aeromexico', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],22:59,2023-06-28,00:34,2023-06-29,actual,00:55,2023-06-29,02:17,2023-06-29,actual,
