location	b	ra_at_1in100	pathogen	tidy_name	taxids	predictor_type	study
Overall	0.4182240953541069	7.568232571512542e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.1996282310541402	1.5009644114912844e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	2.8834077284913104	8.904439340431107e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.2136302025436658	6.167945556185222e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.2277886807335745	1.459286178015351e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.8879027165011623	1.2105231682743608e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-6.955548891097273	4.7490405637468e-10	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.85557538832231	7.78925991155375e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8368892120832405	2.157277037927888e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.483965945873384	8.082501056063039e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.227321674931818	2.674024743592254e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3337454215815472	1.3125747560024468e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.4674332629229151	3.121465642043809e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.4716699034759842	3.108269092487622e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.6757802165607325	4.641911248538566e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.098419459176962	4.514598752393422e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.401884584230986	4.510629341331149e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.0244135459140765	5.104636575165995e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.5701875071228093	1.4023281160496757e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8181678883496217	2.198044530874738e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.1690265577189347	5.693326514457501e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.7221747695720355	8.900847154156311e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.9884813135729873	9.229686539068056e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.4368570409245227	3.218382360766109e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0162138021858134	1.8031267498292617e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.575070967727722	3.7933529485500835e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.605680710919115	3.678998501974924e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.32878741425947	1.7852061246112367e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.6942215337999758	2.4880877437762e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8802249461930818	2.065786593606315e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.08113954072446	8.412905202319946e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.749122163460274	1.586902883414504e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4263660071777946	1.196463469575434e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3506386475273065	3.508179441594548e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.2967405432396293	1.3620563014525956e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.4723760200215485	2.0928575637744004e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.6668620443176227	9.407047837266489e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.7205173414462531	8.915611899629848e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.6870001364119367	3.3916656615797626e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.941274971973211	3.5595403953875462e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8556750625613522	2.117129050384752e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.459289390096167	1.1577132436519185e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4863904830513206	1.1267592904740834e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.4912623020659673	3.04796336011525e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.2564889698927972	1.41799955170254e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0831578918095024	1.686369786464387e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.964224719980801	1.8993492238522666e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.07736148795812	1.6961730495196526e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.9251923860501822	1.9749511030744626e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0771431883847078	1.6965433637282229e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.9930324528292512	1.845413896139378e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.8249836423789885	1.1367048976232292e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.7098972838637176	1.2194793685718508e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4127421270066112	1.2128754863598682e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.075591902732696	1.699177229069753e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.948051548319082	1.300637930692747e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.982294974912839	1.8653357472130984e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.1102345236279944	4.461572372860698e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.228626264738316	1.4580644151684557e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.8618039790057375	1.0476162311327444e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.875307095979652	2.8095215236731746e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.1748587751976252	4.182365644957639e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0275003980183408	1.7828900073887408e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-7.040664653732457	4.3615471636724947e-10	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.504859086815559	1.1061406071134513e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.221640606647299	3.991213092440863e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0647455742601188	1.717707370603335e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-7.569633411867549	2.5698771353628913e-10	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0248388086395397	1.7876416483011048e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.1254495424267383	5.94690974918342e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.7004010814213292	2.472759899228775e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-9.87498643212902	2.5627737383380664e-11	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.2678515651386894	3.810972010317125e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.8159012289802088	8.10450440604203e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0287812548786737	1.7806078427732918e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.966904162144391	2.563611813661388e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.953241469488992	1.92032522964221e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3470602669303198	1.295213863664359e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.4132188813495201	7.53044661865661e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.096720674399972	2.251508913648569e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.5428921379542633	1.064860685869399e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.7280929325463276	2.4052240290370826e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.5635409885387703	8.751948287375506e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.289023480693918	3.731134600523066e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.2708549780675605	3.799543263273082e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.8581615051435685	7.76914200188102e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4591845909592986	1.1578345773442717e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3685681805559918	3.445839972885751e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.6835408439873375	2.5148046540449017e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.059458319079152	8.597298981127165e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.3397570371658727	4.799751911555801e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.9440198892443776	9.649310970195204e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.0330891107993336	6.52233304307948e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.869347291218686	1.0397434655993358e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3518168965772167	3.50404836814358e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.152865674923152	2.1285811275227222e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.187141767681015	7.566757456436455e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.294295451830256	1.8478556271667792e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8253742461892704	2.1822615760074933e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.8646197920833463	2.839708755881692e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.382658957066041	4.5981880034652286e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.439291653940089	2.1632565612228437e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.4434060449656045	4.3271764031353596e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.226965728847625	1.9765552721746083e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.874749866191948	7.641327724767653e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.988361835165319	3.395817648636873e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.769564812113692	3.122882561810377e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.82073304787835	4.0155461186949265e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.268595716447865	1.895960520777889e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.128462405166459	2.9518851540436773e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.784196847464345	3.0775211096695574e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.8287917903399977	1.0827775177572792e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.916831727360219	7.326438486439874e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.445653885332161	5.843047649248769e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.0989092890439296	2.2465866168501152e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.9440126009703205	2.6229737401353092e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.1218353801223326	1.622390503923974e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.886253723436405	1.0223128730959165e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.755608047735429	4.285761964615176e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.624262547389732	3.6112671908485854e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.7869006725060521	2.26785698102222e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.2375726557170978	1.445078179310616e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.9426150731329196	1.940840169600319e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.2067335801142165	2.016952515120965e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3533544005468627	1.287087217520894e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.407917313398068	4.4834998520711675e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.278943024729066	6.9030502422157285e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.807077097901985	8.176336069304937e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.122301520729848	4.4080581430872683e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8129102528080911	2.2096314786515609e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.475159370780188	5.673164263215137e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3231617585648836	3.605909777991375e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.7658421043875023	2.3161211946904498e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3152021330436352	1.337141273248573e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.2202014905575354	1.4704001667993686e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3209665506184895	3.6138341916149947e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.0006697080008893	6.737248056171053e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8198053998352304	2.194448153857365e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3640242732038754	1.2734271676517116e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.0061211245402214	4.951123913311652e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.8155902434930203	1.1260773795302186e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.398596835876707	1.2301538769400077e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	1.4039569637423337	2.0281135317507924e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.2423833181255994	1.946315268382131e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.6232002738985971	9.28997227617421e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3414922247554768	1.302445783275773e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	2.493475403663068	6.02923721905576e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.5369050085785024	8.521909027832612e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-5.404940648945661	2.238857650790254e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.757072786728	2.336521309249213e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	1.0971069871440065	1.4922075871712472e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	1.2436502918228045	1.7277149456521043e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.6473424915251187	9.592473007320037e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.0154406028726106	4.905196386619257e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.104222295144759	6.07449562299996e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.078047946578525	6.235590660687949e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.9709259069838	6.940649376614603e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.006644054991987	6.69711739781764e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.936193624066664	7.185949209757795e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.633741106724139	9.723835240201694e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.2731681729043944	5.1302433383922224e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.0537557235452035	6.388921847638298e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.638350267474607	9.679119654630377e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0412962657742972	1.758462384509032e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.777039676005222	1.1402888747853858e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.9195282632860828	7.306709095756325e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.8747912028971	7.641011864009025e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.0356484873951751	4.807067618819142e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-6.472842900199684	7.695598958840405e-10	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.0409850810888406	2.3805610894178612e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.663661388414059	2.565297814014348e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.6700916872859608	9.376715441983781e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.669002722555642	2.5516322334191296e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.553973777299204	1.425250410711094e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.6523588578857	3.5112160260635765e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.7350769794358456	8.786744239036866e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.268661650459196	5.153415066695698e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.125340550099251	2.1879843779767703e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.5171876584129471	1.092587193714581e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.9378094304354752	7.17434748368735e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.73204894729646	3.242265574821248e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.7898073047651533	8.31876601805869e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3588849278277342	3.479368973500186e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4984993209869764	1.1131978188855201e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.08293592828909	1.6867441405207073e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.7173890908689877	3.2901468297294365e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.656755288696277	3.495813092060228e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.4482444694732863	4.3062902564469554e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.0376507879638836	5.172657058702418e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.90415189159342	7.41992797943278e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.5699707981404494	1.4026320460753771e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.727099966438457	3.2583512555964685e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3608018072645057	3.472705833236625e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.88881568426388	3.751256016467567e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.986627746713907	2.5135435860995236e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4331693389812277	1.1883511592280813e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.5013905374328599	3.017248684422835e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.186041111605826	7.575090438969948e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.986803776005073	6.831316942397428e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.3552110381395628	1.2846997803034176e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.5947437620819229	2.748326515817516e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.5865671616803425	1.0193538641370697e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	1.0874209793220169	1.4778238471341023e-06	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.1209626571306481	4.4139638816802004e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3743619606808187	3.4259332638103665e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.8453995198550492	7.868927043312386e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.1691712003340187	4.206220927711157e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.773438306908615	8.456056457618338e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.0439268284195433	5.205222932244027e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.421017253610084	1.6279214983966754e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.5743987556390893	2.804813890384507e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.613243216454274	2.697951381452613e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.971873067110284	1.8848777563546878e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.802368883990867	3.022101355308203e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.4744188796642383	1.1403294706093886e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.8044280022796635	8.198024678533258e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.3037214636322963	3.67669552036173e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.855785481697768	2.86490676334519e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.426499791629927	4.400954639921363e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.028360663732042	6.553246576513525e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.5751580789408068	2.802684938821016e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.388842686618627	4.5698417867147406e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	0.2674035159499981	6.508695738340678e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.5102756129675186	4.0472824795914666e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0951188163741747	1.6663193976551118e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.9147586753992544	1.995665041025296e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0940773083498865	1.668055786463789e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.0015068810741545	6.731610174160986e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.1342022431673034	4.3559100052109353e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.526590042742714	1.4648183758553666e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.7154596818440586	2.435802566262103e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.381740702206239	4.6024122509224364e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-4.398504679540868	6.125140677836137e-09	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.526590042742714	1.4648183758553666e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.0297563923464323	1.778872351967868e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.7140863607884134	3.3010312605493405e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.307161977476833	1.8242324458123804e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.526590042742714	1.4648183758553666e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.1334496785667756	1.6036565807147634e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.674686036813072	9.333734348535084e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-0.8572623586005497	2.113771206190346e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-3.704002499439152	1.2266891656940533e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.5265220433845592	1.0824360165416821e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-1.5537464164211188	1.0533648947976605e-07	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
Overall	-2.9460937681891326	2.6175205697623883e-08	sars_cov_2	SARS-COV-2	2697049	incidence	crits_christoph
